(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.0198428067997375 0.0216873750146578 0.0111925242277387 -0.0287647496457497 -1.05639566196683e-05 6.297021420854e-05 9.84331582418499e-06 -0.000137742817566592 0.000233507765561556 6.30661078217951e-05 0.000208603516938266 -0.000649357821229685 0.000305361053735818
covarage 0.0216873750146578 0.0309018281169738 0.0223279537016359 -0.0497863910028383 -0.000103063385359308 7.93983766124774e-05 -4.7988122965939e-05 0.000114536408373987 0.00035244093203943 -2.41626825720779e-05 -0.000134953416290251 -0.000947224487547343 0.000582587694748983
covarsex 0.0111925242277387 0.0223279537016359 0.0228784802979299 -0.0441728185124564 -4.03350163090508e-05 -5.08077376533787e-05 -7.95181822504179e-05 3.5840708149681e-05 0.000290047768087217 9.99184003298026e-05 -2.74474579938623e-05 -0.000494162931739534 0.000317947839480625
covarage_sex -0.0287647496457497 -0.0497863910028383 -0.0441728185124564 0.0958036333040137 -2.54996808747072e-05 0.000184628617182782 0.000138263811786358 -0.000111691601534298 -0.000627500133110098 -0.000272360123420362 0.000146389896898563 0.00103199777341208 -0.000600659929724287
covarPC_3 -1.05639566196683e-05 -0.000103063385359308 -4.03350163090508e-05 -2.54996808747072e-05 0.00178436623616054 -0.000121765888943903 -8.74692517553491e-06 -5.1728304922374e-05 -6.58239791693877e-05 0.000107791981262425 0.000184989526598575 0.000183991661826485 5.84964139679021e-05
covarPC_4 6.297021420854e-05 7.93983766124774e-05 -5.08077376533787e-05 0.000184628617182782 -0.000121765888943903 0.00164327561917152 -6.30503412351466e-05 -4.64153250644395e-05 -6.00596576432278e-05 1.81956075421483e-05 6.16904924847846e-05 9.60041613246767e-06 0.000245697705699522
proband 9.84331582418499e-06 -4.7988122965939e-05 -7.95181822504179e-05 0.000138263811786358 -8.74692517553491e-06 -6.30503412351466e-05 0.00304503235006426 -0.00162123998508901 -0.00148021120127731 2.42715765255827e-05 0.000161016960853526 7.76580092574259e-05 -0.000159085792633514
paternal -0.000137742817566592 0.000114536408373987 3.5840708149681e-05 -0.000111691601534298 -5.1728304922374e-05 -4.64153250644395e-05 -0.00162123998508901 0.00954498869008491 0.000807447329712356 -0.00723623448821089 -0.00685596738349984 -0.000159528575428466 -0.00014847141874071
maternal 0.000233507765561556 0.00035244093203943 0.000290047768087217 -0.000627500133110098 -6.58239791693877e-05 -6.00596576432278e-05 -0.00148021120127731 0.000807447329712356 0.00843277567137455 -0.00023406429049198 8.84543361520121e-05 -0.00643393565451383 -0.00577239264708257
gpp 6.30661078217951e-05 -2.41626825720779e-05 9.99184003298026e-05 -0.000272360123420362 0.000107791981262425 1.81956075421483e-05 2.42715765255827e-05 -0.00723623448821089 -0.00023406429049198 0.02853257045333 -0.0147969170362867 0.000290050407388035 0.000187739629248203
gpm 0.000208603516938266 -0.000134953416290251 -2.74474579938623e-05 0.000146389896898563 0.000184989526598575 6.16904924847846e-05 0.000161016960853526 -0.00685596738349984 8.84543361520121e-05 -0.0147969170362867 0.0284207965540154 -0.000167325211965647 0.000254213213882054
gmp -0.000649357821229685 -0.000947224487547343 -0.000494162931739534 0.00103199777341208 0.000183991661826485 9.60041613246767e-06 7.76580092574259e-05 -0.000159528575428466 -0.00643393565451383 0.000290050407388035 -0.000167325211965647 0.0163231877972544 -0.00381714255931995
gmm 0.000305361053735818 0.000582587694748983 0.000317947839480625 -0.000600659929724287 5.84964139679021e-05 0.000245697705699522 -0.000159085792633514 -0.00014847141874071 -0.00577239264708257 0.000187739629248203 0.000254213213882054 -0.00381714255931995 0.0156671830693814
