 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0010402187423992515 -3.5398168795215465e-06 0.0002615959491422008 -0.00035398078943741946 1.7113094036155023e-05 -8.037557432197042e-06 7.533640615806445e-08 -1.4298564651048587e-07 -1.1502678441627892e-09 -0.0003336311786853202 0.0002934757116861457 -0.0005009044484205631 -0.00011553981886875841 0.0008189270146688613 -0.0015546398705882486 -0.0002871442386149887 -0.00011346034699434968 -0.00013175858385313302 -0.0006180971233872015 0.0002095866457638193 -0.0003137150256075238 1.9848898252867057e-05 0.00012102706148318305 -0.0006492612734961544 -0.0010458106070109778 -0.0001255088834783587 -0.0010237022623078545 -0.0002452471550260625 0.002078844830073766 -8.018143265748739e-07 5.2477327865044326e-06 -4.528578717899535e-06 -6.802545195695552e-06
yob -3.5398168795247584e-06 1.314280457755045e-06 1.4021153979614872e-06 -1.9574579070002505e-06 -1.9444219952395867e-07 -6.639917632445086e-09 3.8032546614800484e-11 5.764844586252066e-09 -3.442776503491801e-11 1.5235896405299799e-06 0.00022027738716476935 5.666650963546183e-05 -0.00012535934701077977 1.9182506632835677e-05 -0.00010989238130521433 -1.35715725606601e-05 -5.161969352291435e-05 0.00010442183406755775 3.3320038418792417e-06 -0.0001009054837661255 8.537618900120373e-05 -7.886889806937019e-05 -2.8060288200185236e-05 0.0001244926789006865 6.861138973518602e-05 -2.1093815836620377e-05 -9.33979180753841e-07 8.603883129898923e-05 -0.0002081691439750799 -7.399261348849981e-08 -6.727749929306698e-09 -3.1233954052499227e-07 -1.0046398942038477e-07
age 0.00026159594914192645 1.4021153979597126e-06 0.000549823010517088 0.006468603610775079 -0.0005378288565669705 -1.3932357411340234e-05 1.1003428255795054e-07 1.3662074423029665e-05 -1.0791069147526441e-07 2.375752757382026e-06 -0.0001393583088448373 -0.00029708203579841024 -0.00014511412175038794 -0.0002524383262659148 0.00010159003382381874 -2.2191019546415394e-05 -0.0005252909602439454 -0.00012691310259805723 0.00012154486771246265 -0.00020736945382388827 -3.587687695694778e-05 0.00027589630917482976 0.00013690243726582687 -0.00026210771924967694 0.00027033393507633433 -0.0003715111763704114 0.00020103235346863283 9.19785856485419e-06 -5.473545193049467e-05 1.863818910312283e-06 2.948759480780075e-06 -4.151963318282596e-06 -3.32458721420472e-06
sex -0.00035398078944653234 -1.9574579069685156e-06 0.006468603610771218 0.15169085011330544 -0.012094733359220152 -0.00015952090685895516 1.230747839666224e-06 0.0002984053653547525 -2.3081447275756196e-06 -0.002540938972308431 -0.0021843063193592873 -0.0043151556001265814 0.004126914817537565 0.0026133105347388766 0.0013651268484691202 0.003660641700436625 -0.008395700779618544 -0.002686725836835312 0.0068368696801914194 0.0009308291127952129 -0.005197002831853653 0.002500966676114524 -0.0031005062414823305 -0.0035529520733853575 0.0023181747042697464 -0.005021582120602881 -0.0015132764927782288 -0.0016130183771759742 -0.0032452984677368312 1.4758480957764404e-05 1.4700573184329027e-05 8.397778959890457e-07 -9.247520624552494e-05
age_sex 1.7113094036903278e-05 -1.9444219953824793e-07 -0.0005378288565666432 -0.0120947333592197 0.0009966435842258775 1.3659486948791312e-05 -1.0791455542313666e-07 -2.5241923699201516e-05 1.9938782317118288e-07 0.00018972329854711914 0.0001957199471699667 0.00035734268831819034 -0.00030768512745021323 -0.00016637004907024713 -8.738101136022051e-05 -0.00028376929609987483 0.0006376547392305454 0.0003052805261975757 -0.0005663329353524743 -6.938938198398677e-05 0.0004337695495063055 -0.0001476956761515251 0.0003150149106863737 0.0003254960735304984 -4.9547792042971355e-05 0.0005050980895549014 0.0001685045555844093 4.406222197370113e-05 0.00031872506347114377 -1.4774813628722195e-06 -9.245961963143086e-07 1.5556218240111833e-07 7.179301724119896e-06
age2 -8.0375574321866e-06 -6.639917632798591e-09 -1.393235741134047e-05 -0.00015952090685905534 1.365948694880012e-05 3.631690915989109e-07 -2.9333362470739253e-09 -3.562019736761763e-07 2.8768816030803435e-09 -3.665577887516707e-08 8.3609187976353e-06 9.007664154197352e-06 4.435876088953803e-07 9.909014457265142e-06 -5.0984441390676986e-06 8.569605674630651e-07 1.0428111767714967e-05 5.088309651195125e-06 -4.542318076277374e-06 4.028998302347821e-06 1.8041856246071187e-06 -8.92820922000125e-06 -3.943660087959874e-06 9.187248942169256e-06 -2.6131688383138537e-06 1.0376397034898506e-05 -6.5022119963183405e-06 -2.6860811125462474e-06 -2.045233366816423e-06 -5.0502883815640535e-08 -6.378539454405041e-08 8.073454708709594e-08 8.003078379472196e-08
age3 7.533640615798771e-08 3.803254661693342e-11 1.1003428255795191e-07 1.230747839667041e-06 -1.079145554232084e-07 -2.93333624707392e-09 2.41720250914676e-11 2.8772087690388785e-09 -2.370472782332182e-11 -2.372937743497559e-09 -5.7978264771242996e-08 -7.221473887137361e-08 -4.369727043633395e-09 -8.899252647846176e-08 2.930334353572358e-08 -1.6987129125021864e-08 -7.402803778026282e-08 -3.3728660215706537e-08 4.648172785305799e-08 -3.9290599357016233e-08 -1.407710254131726e-08 7.010701907747952e-08 2.5748014371731246e-08 -7.016099363857557e-08 -7.982840640971285e-10 -9.169373002317285e-08 4.791345041990262e-08 4.670529865196979e-08 1.3818584795772023e-08 3.707554859391784e-10 3.913707018654611e-10 -4.6031688881616136e-10 -5.840006385234483e-10
age2_sex -1.429856465296018e-07 5.764844586634286e-09 1.3662074423020783e-05 0.0002984053653547303 -2.524192369920062e-05 -3.562019736759375e-07 2.8772087690369363e-09 6.544744597748936e-07 -5.274722003413591e-09 -4.7792683451642126e-06 -4.669425190226706e-06 -8.648909002857368e-06 7.103286291741442e-06 2.9821671059999914e-06 1.4576157031716787e-06 6.554056152917721e-06 -1.564034832776806e-05 -8.492599207829874e-06 1.4830723146089758e-05 1.9687336716531117e-06 -1.1945352269410575e-05 3.134876003013608e-06 -9.789073461064194e-06 -8.837192549387047e-06 -1.6048907831796095e-06 -1.5734508142556175e-05 -5.380320265924134e-06 7.992946129734815e-07 -8.912418208480377e-06 3.963439108616491e-08 1.376207163147578e-08 1.6846081170054856e-09 -1.759132182075914e-07
age3_sex -1.1502678440047074e-09 -3.4427765039632336e-11 -1.0791069147519084e-07 -2.3081447275753617e-06 1.993878231711693e-07 2.8768816030783326e-09 -2.3704727823305466e-11 -5.274722003413425e-09 4.329773344355332e-11 3.9538306645444484e-08 3.5625364019563364e-08 6.452182318390793e-08 -5.135295796694377e-08 -1.6226439604911346e-08 -3.18610519440858e-09 -4.100514924536309e-08 1.2286591649455125e-07 6.902412613446393e-08 -1.22806577001106e-07 -1.2949495279086733e-08 1.0822026093950792e-07 -2.297111771795532e-08 9.231143823932562e-08 7.183605738230197e-08 2.874550491526923e-08 1.4288279316522962e-07 5.620833569286693e-08 -1.7713790348046935e-08 7.447917518201116e-08 -3.0791751052406724e-10 -2.8873897089491924e-11 -8.641943560769995e-11 1.3444145877084565e-09
PC_3 -0.0003336311786851438 1.5235896405291345e-06 2.375752757580783e-06 -0.0025409389723055867 0.00018972329854689002 -3.6655778880289297e-08 -2.3729377434561634e-09 -4.77926834515853e-06 3.953830664540037e-08 0.2798831019814559 -0.006806215666799939 -0.008388942587477893 0.008109436982442212 -0.014541568467129043 0.0427073602991806 0.0251867412746057 -0.06108243835005119 -0.025475132417100296 -0.01841633181211657 0.05880859810891117 0.02887002712119852 0.056250538282516235 -0.036608583739447746 -0.12088427616680467 -0.025837984651071826 -0.03129680835581675 0.04730696159414129 -0.02654741474714589 0.08764403811166038 8.829580022054858e-05 -1.289133264531725e-06 0.00014553232722062644 9.698391628803932e-05
