 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 0.0016778529592133367 -1.0151106398802629e-06 -0.0015244284962108552 2.351018724870939e-05 -1.1859507776717533e-07 -0.00023010833848924474 -0.0002855202415135855 -0.00019597971395165142 -0.00014531325521582026 0.0007476293434153659 -0.0003952910144364456 0.00033155329275173204 -0.00040009464385239727 0.0001454339209785113 -0.00037532718508131687 6.914272722130386e-05 -0.00022087912046407963 -6.0250526357789705e-05 -0.000341863357028669 -0.0004722033035150127 -0.0004911859140502812 0.00027672111174369043 -0.00023608891329121739 -0.000706451217237037 0.0002907766692240798 -2.8596235296439126e-06 2.5197064968741776e-07 4.704243989392569e-06
yob -1.015110639878663e-06 3.3891334848611616e-07 1.5520174074072863e-06 -2.017804555586026e-08 1.0416989480357668e-10 6.374983230638138e-06 2.475718217901195e-05 6.563981355730691e-06 -3.419911541633804e-05 -1.5338208974996915e-05 -1.8652794534251835e-06 1.5616257405867863e-06 -1.3958388973184766e-05 1.8441903964910967e-05 -9.725431709630064e-06 -2.502232768015826e-05 3.278573931646647e-05 -2.862597381352116e-05 -7.453924249016736e-06 3.5354873619505216e-05 1.3715351112846283e-05 1.9432262319303592e-06 -8.562813347990216e-06 2.1655834200077415e-05 -4.745170434886906e-05 -2.9326627275084897e-08 -3.245614300844465e-08 -1.266797220186835e-07
age -0.0015244284962105386 1.552017407407039e-06 0.0014755865339554225 -2.3086800650871203e-05 1.181167367754679e-07 0.0002352345321757334 0.00035791724829738647 0.0002595709842611255 6.684267258039373e-06 -0.0005573381510862146 0.00020888250797788206 -0.00020173172855766347 0.00023763944214028092 -0.00018692891880261325 0.00023516880871064506 -1.0496000048426677e-05 8.701941830290405e-05 -9.590889785842383e-05 0.00026557779676000896 0.0004265771781351097 0.0004174644997713807 -0.00029446459373048847 0.00011651068774268394 0.0005972157402672753 -0.0001805684902282306 3.1992580032814036e-06 -5.01321612147666e-07 -6.291507195138955e-06
age2 2.3510187248701828e-05 -2.0178045555877864e-08 -2.3086800650869455e-05 3.6295301516015867e-07 -1.8654965162703787e-09 -3.375729666167602e-06 -5.272493099300306e-06 -4.237995025202597e-06 -4.836345523373186e-07 8.413307397741534e-06 -3.1834124466865104e-06 3.1333433568113215e-06 -3.974732113512779e-06 3.4392335650799728e-06 -4.113086886959081e-06 -2.6230777378267675e-07 -5.495454611091319e-07 1.0626216649708762e-06 -4.050396048504736e-06 -6.278973213757637e-06 -5.89376705019036e-06 4.8213914957915035e-06 -1.9291724961524764e-06 -9.330397222338781e-06 2.0779705188213736e-06 -4.971237679757832e-08 7.234566353602012e-09 9.666421386895815e-08
age3 -1.1859507776712971e-07 1.0416989480358804e-10 1.1811673677545e-07 -1.865496516270237e-09 9.632944927466387e-12 1.5768533860296197e-08 2.6986632576924838e-08 2.3073868084984873e-08 1.7405874661026579e-09 -4.166542000582549e-08 1.5039862046903652e-08 -1.556459567012206e-08 2.089396087902879e-08 -1.924073137588566e-08 2.1937887794991062e-08 1.9233907959245102e-09 6.157706947915483e-10 -5.010180987716405e-09 1.9285668894625205e-08 3.1895925420503064e-08 2.708534997450378e-08 -2.5748886781949587e-08 9.671696400807335e-09 4.852578846658435e-08 -8.644224207027786e-09 2.504176992518025e-10 -3.684396769110068e-11 -4.887702776032963e-10
PC_3 -0.00023010833848950796 6.374983230638304e-06 0.0002352345321760339 -3.3757296661725677e-06 1.5768533860323027e-08 0.06410837152218506 0.0019833210080518987 0.0020899403006158744 -0.005028626756741356 -0.013651084218143253 0.0058404984329065305 0.007857634443811911 -0.009944901072283975 -0.0009714166450661311 -0.0007473583330116111 0.0032359692383414386 0.015020895886350373 0.005958676197918126 -0.006375245217935407 -0.022541778102901356 0.0031976108125197004 -0.002293447448657388 0.007585903151197901 -0.0019772682805543986 0.01376754497551866 1.3743811428766366e-05 5.181279739843608e-05 2.3725411557418706e-05
PC_4 -0.00028552024151361075 2.475718217901215e-05 0.0003579172482974904 -5.272493099302321e-06 2.6986632576937173e-08 0.001983321008051845 0.2284721476595648 -0.010117697118802607 0.006993322554987945 0.0005376706258677939 -0.004938439958442526 -0.011274650140124486 -0.0007151453672838574 -0.021216204525371273 0.004861890883904307 0.01888087143735148 -0.029105478896034303 -0.010963467728743846 0.017090649538041545 0.014827670204265423 -0.010251833865489515 0.005810703242107512 -0.007423108307227732 -0.0005646123516247934 0.00878972683434478 -1.4824304026761038e-05 -7.731983861120384e-06 2.408008328615549e-05
PC_5 -0.00019597971395128553 6.563981355730593e-06 0.00025957098426083043 -4.237995025198271e-06 2.3073868084964276e-08 0.002089940300615782 -0.010117697118802692 0.3006008662760869 -0.003539752463863432 -0.0014514236865998743 -0.0012657761429722104 0.004789043237923932 -0.025986808375000173 0.009445067801355112 -0.027270580132488807 -0.022324945343205185 0.0013440209437154695 -0.0212781385396014 0.02019704918877322 -0.034810609169559 0.013624329098689911 0.007776677639583543 0.0011538598284122632 -0.003013973402099082 0.024837080056369976 -6.067684892935321e-06 5.631277847312882e-06 2.770642041239457e-06
PC_6 -0.00014531325521590315 -3.4199115416337805e-05 6.6842672581308676e-06 -4.836345523388117e-07 1.7405874661106067e-09 -0.005028626756741394 0.00699332255498796 -0.003539752463863397 0.37326037699343695 0.011649067280168937 -0.005111691306195047 -0.01730511255408923 -0.018023191809374253 0.011371005354148934 -0.014337414463897582 -0.0005378746563100568 -0.008761963732554246 -0.03518445983470266 0.023006890022964924 0.03751340713109722 -0.011153083040336962 0.0013477033990303708 -0.009108349055754075 -0.004094428723805268 -0.01797633910559557 -4.181805291789302e-05 -8.486538593733594e-05 -1.5994815747111265e-05
PC_7 0.000747629343415049 -1.5338208974996935e-05 -0.0005573381510860269 8.413307397739223e-06 -4.1665420005816944e-08 -0.013651084218143124 0.0005376706258678767 -0.0014514236865999467 0.011649067280168969 0.45839529210641106 0.015115698711391075 -0.01420819241694613 -0.02958564197432207 0.018236563213684227 0.012752562142065863 0.04669946406564088 0.014848710592019285 -0.042513636868735896 -0.029349544719509936 0.04363901105209495 -0.01965656512584276 -0.01880997508970513 0.003753436813731389 0.00799366842683839 -0.01723628453156879 -7.347835956803976e-06 -4.051826174993777e-05 9.419908218025664e-06
