(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000400449401937272 -5.85823795077494e-06 -3.3460483966169e-05 8.35696362091673e-06 1.21408823800527e-05 6.67987880199213e-06 -7.54202746094986e-06 1.16542524299588e-06 -4.77473200866325e-06 -7.19656794159363e-07
covarage -5.85823795077494e-06 0.000413945502361748 0.000629016922344117 -0.000655154824954489 -6.58750165046494e-06 1.26506782738131e-05 1.1136075709259e-06 4.79315384014955e-07 -3.26979510754802e-06 -1.66205761228981e-07
covarsex -3.3460483966169e-05 0.000629016922344117 0.00160510345807474 -0.00156293694625169 -6.56405699237647e-06 1.59099226032741e-06 3.352304883659e-06 1.13854645251092e-06 -6.86927118591529e-06 9.40876475298306e-07
covarage_sex 8.35696362091673e-06 -0.000655154824954489 -0.00156293694625169 0.00165473507241573 9.40099582669886e-06 -1.44073827116382e-06 -2.34706519061938e-06 1.24002649388426e-06 4.6862299369369e-06 -3.67557858360101e-06
covarPC_3 1.21408823800527e-05 -6.58750165046494e-06 -6.56405699237647e-06 9.40099582669886e-06 0.000123019981469297 4.99425887456447e-06 -1.16340720775746e-06 -1.36042677260466e-06 6.25018134814898e-06 5.92266666141126e-06
covarPC_4 6.67987880199213e-06 1.26506782738131e-05 1.59099226032741e-06 -1.44073827116382e-06 4.99425887456447e-06 0.000132178561602304 -2.62977596022254e-06 -2.69248085352088e-06 1.34970115316369e-06 4.89319979536883e-06
proband -7.54202746094986e-06 1.1136075709259e-06 3.352304883659e-06 -2.34706519061938e-06 -1.16340720775746e-06 -2.62977596022254e-06 0.000396113639687871 0.000178883927020701 -0.000367665608812225 -0.000358532342560963
sibling 1.16542524299588e-06 4.79315384014955e-07 1.13854645251092e-06 1.24002649388426e-06 -1.36042677260466e-06 -2.69248085352088e-06 0.000178883927020701 0.000467672264052411 -0.000413856268161419 -0.000402994669356199
paternal -4.77473200866325e-06 -3.26979510754802e-06 -6.86927118591529e-06 4.6862299369369e-06 6.25018134814898e-06 1.34970115316369e-06 -0.000367665608812225 -0.000413856268161419 0.0011591957160567 -3.97552848744699e-06
maternal -7.19656794159363e-07 -1.66205761228981e-07 9.40876475298306e-07 -3.67557858360101e-06 5.92266666141126e-06 4.89319979536883e-06 -0.000358532342560963 -0.000402994669356199 -3.97552848744699e-06 0.00112958994449633
