 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0008518671277448297 -2.4002838056960368e-06 0.0002017300992358129 -0.0006675981878659604 4.983385602798225e-05 -6.162062662367568e-06 5.75690725497529e-08 -1.1669213362623033e-06 8.664853656298314e-09 -0.00019611383592837224 0.00013079233255862814 -0.001568429239931943 0.0001911348461709609 0.002229244490584281 -0.0014613700944312222 -0.0006623709321588748 -0.00019053948485004682 0.0004765178864193706 -0.0005440045541367778 -0.00022427778126915893 -0.00010848642478822745 -0.00022738911460866112 6.462519060348341e-05 -0.0010498440840359306 3.6782776393119894e-05 0.00036194468298381566 -0.0009040708412004966 -0.000494639262005672 0.0013577916450672395 -4.235452176104971e-06 8.138077698398755e-06 -6.687683730854645e-06 -5.969994673722371e-06
yob -2.4002838056919833e-06 1.0439466844244558e-06 1.7241616319369438e-06 -5.256475195769936e-06 3.1408623358560345e-07 -1.2173831415923918e-08 4.3509669494035996e-11 -1.1250865203683987e-08 1.1880167072374683e-10 -1.690021971109612e-05 0.00022766848576188627 5.5308953612338305e-05 -3.828584680039387e-05 4.2858052067875655e-05 -0.00012119805469802927 -1.749191667474478e-05 -6.537761582564943e-05 7.660513781257955e-05 -1.6865625999716398e-05 -8.776696382956065e-05 4.921611229862083e-05 -5.747055632281212e-05 2.1813512869605994e-06 9.73367297633315e-05 5.462104528618713e-05 -1.7733945416585365e-05 2.0803527169441425e-05 6.690955726102893e-05 -0.00018705238561496978 1.0256857322597012e-07 -9.832582528483225e-09 -1.3586160688284026e-07 -2.227746079371071e-07
age 0.00020173009922901152 1.7241616317832622e-06 0.00048316377885775465 0.005921133473536051 -0.0004780611977588748 -1.1982409476789656e-05 9.326815323708198e-08 1.1900736669816038e-05 -9.267005002401983e-08 -5.85268535516528e-05 9.679965846672305e-05 9.943255767551036e-05 2.9881377453969414e-05 0.00027263637761932273 -0.00047560339737445995 -0.00016160495042684002 -0.0004625295949153785 0.00012127509423559415 0.0005722096501813035 -0.0004245447140959378 0.0003901611594434492 0.000389451318278614 -4.3309087845329055e-05 -0.00011246998083505102 0.0002511941201605195 -0.00012206141028420086 -0.00014069822970910815 -1.1772704127345108e-05 -0.00011234339907219988 -4.498962672797265e-07 1.3296033353031271e-06 -8.655682703394823e-06 7.535788747253956e-06
sex -0.0006675981880287475 -5.256475197740237e-06 0.005921133473360771 0.14011747341951403 -0.011023216755296987 -0.00014331201789207127 1.0903381719588638e-06 0.00026964175876091764 -2.0741361690487577e-06 -0.002943002597783679 -0.0039031520590703194 0.0028847562412632846 -0.0004114656720965955 -0.000132709620491178 0.0036566724829652686 0.00044515863348572863 -0.0067800354106122545 0.002028879580373372 0.003164184401352741 -0.007640092058811978 -0.00022814063764272502 0.006487285358143777 -0.0020278438969399087 0.0018013226959830526 0.0005544180385313694 -0.0008850491134056392 0.002679813936307595 -0.006560223659565472 0.0006758846668242729 -2.1772179206571028e-05 5.180489685623544e-05 -0.00020491686654059134 0.00011927394676750324
age_sex 4.983385604304845e-05 3.140862336807717e-07 -0.0004780611977441603 -0.011023216755294217 0.0008949644119712353 1.1918531690174825e-05 -9.288572936785876e-08 -2.2457058978747523e-05 1.7635641948462075e-07 0.00022598382454153433 0.00037331920124915855 -0.00017046783770525767 6.081736304726215e-05 0.0001655261274680329 -0.0002970425377454612 -1.3276157948965355e-05 0.00047521752297913987 -0.00018826367640011412 -0.00031660197767266463 0.0005615330060784217 6.87779002759266e-05 -0.0005575098049770231 0.0001444587183604715 -0.00014626106103844024 5.627691928084036e-05 0.00011477430263804171 -4.747183448998653e-05 0.0005822786633875111 -6.475740844714396e-05 1.8120547868690171e-06 -4.463930008691174e-06 1.5447084288810157e-05 -8.1415500773225e-06
age2 -6.16206266213405e-06 -1.2173831414828856e-08 -1.1982409476783857e-05 -0.00014331201789642467 1.1918531690540362e-05 3.060599988337631e-07 -2.438301775025546e-09 -3.04726343616136e-07 2.4278621408586424e-09 9.882928389894708e-07 4.81509790364277e-06 2.2535873443845227e-07 -6.609476834500552e-07 -7.195025243701178e-07 7.039925531537395e-06 4.505415381227448e-06 7.924478028342739e-06 -3.1923874592194354e-06 -1.618280531269053e-05 8.099328577378608e-06 -8.574591971656445e-06 -1.1805516402882168e-05 1.0321385952888085e-07 3.696365723990546e-06 -3.514424743919004e-06 2.8219810327484036e-06 5.113952104137836e-06 5.637124438174941e-07 -1.4190383109212489e-06 2.2305609802728746e-08 -5.448016455175081e-08 2.0239279924580006e-07 -1.57705521674846e-07
age3 5.7569072547967247e-08 4.3509669481916494e-11 9.326815323700265e-08 1.0903381719927803e-06 -9.288572937070787e-08 -2.438301775024695e-09 1.9827148982416822e-11 2.4290069272887603e-09 -1.9750011060256165e-11 -9.855164224778454e-09 -4.208930598597137e-08 -1.141898149445475e-08 -1.1787340211378299e-11 -1.4459461953183735e-08 -5.2813254664115765e-08 -4.609671159187443e-08 -5.0455321857208146e-08 4.07446198488318e-08 1.3539918223085876e-07 -6.190986020767374e-08 6.033368992481504e-08 9.597671875048915e-08 -5.477176757767527e-10 -2.1238371593516625e-08 1.6405904953409827e-08 -2.1974661315055606e-08 -5.083102437826468e-08 1.5356413954603463e-09 9.775272577487974e-09 -2.7118571861832045e-10 5.709674775294239e-10 -1.4883238834408972e-09 1.0205844266471885e-09
age2_sex -1.1669213366474947e-06 -1.1250865206268857e-08 1.190073666943404e-05 0.00026964175876075056 -2.245705897873954e-05 -3.047263436066434e-07 2.4290069272147367e-09 5.766184474283376e-07 -4.619018612226822e-09 -5.885699262321963e-06 -9.871074286824916e-06 3.2720752865614455e-06 -1.827254135147348e-06 -7.772248463488966e-06 7.407429389605387e-06 -4.7526500204703767e-07 -1.0997425254802463e-05 5.731676562719142e-06 8.624888704162062e-06 -1.2362366506539395e-05 -3.3313548621559137e-06 1.4713579520389358e-05 -4.767219632406016e-06 4.384372920588615e-06 -3.18587041244605e-06 -4.317177885591359e-06 -2.5284218383621612e-06 -1.5565918803684863e-05 3.762702180929827e-07 -5.4131603498968614e-08 1.2539680120837e-07 -3.5948172003499806e-07 1.6291730873051862e-07
age3_sex 8.664853659366115e-09 1.1880167074522577e-10 -9.267005002092479e-08 -2.0741361690466194e-06 1.7635641948449001e-07 2.4278621407816873e-09 -1.975001105965581e-11 -4.619018612225109e-09 3.7679166141307015e-11 4.992009691774361e-08 8.065328932516911e-08 -2.14017652375927e-08 1.5584368463921137e-08 8.361276140207724e-08 -5.499630862619609e-08 1.2517799967147171e-08 8.19212307947091e-08 -5.434266523597393e-08 -7.176637996238847e-08 8.683755236305661e-08 4.1599254927048526e-08 -1.2231985707306462e-07 5.4811399513301e-08 -4.0469501968912234e-08 3.750358572358434e-08 4.239443632271041e-08 4.557727046521759e-08 1.2403794758677877e-07 8.586418764240727e-09 5.190148478210856e-10 -1.130711431359935e-09 2.642867746595057e-09 -9.832285615235092e-10
PC_3 -0.00019611383592481167 -1.6900219711066575e-05 -5.852685354557665e-05 -0.002943002597732589 0.00022598382453735565 9.882928388370432e-07 -9.855164223581679e-09 -5.8856992622170356e-06 4.992009691692211e-08 0.20766908688396987 0.0020996620012290424 -0.042442158148203346 0.03596209379446157 -0.018998894228593757 0.0317045761686414 0.010982436869090265 -0.05828465302192302 -0.014536016309636107 -0.05716061117255391 0.05105769209312519 0.0662388417732146 0.047729092340234335 -0.04322292898128282 -0.13384713868000708 -0.01831229920144989 -0.02288400819818346 0.02310320720463136 -0.045725763712799475 0.07362067059010348 5.3447853131688895e-05 -2.4955579510995236e-05 8.024970566519912e-05 0.00019338670112663484
