 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept -36728201072.6415 6.583752907250453e-05 -0.05549623376670324 -16277140583.26694 -1022135351.6634132 0.0008159422663077038 -3.947344136645859e-06 8720717.358799305 -124734.52196434446 -0.0014181865583357076 0.004151605914533238 0.0013021526144562459 -0.007767418503459756 6.868035174717329e-05 -0.00524141648708211 0.004974312722846561 -0.0040749091971666596 0.0031849925997742864 -0.006890323606642928 -0.006710134899194265 0.011492923107770293 -0.0061962318379896976 -0.00490597860902107 -0.0010910352147648484 0.012585018607121285 0.0032227545109931133 0.003578345138062397 0.00018061269136938088 -0.006672775645405203 1.2232193776605587e-05 -2.7590279030507595e-07 -0.00010524019915540507
yob -0.00014685386463988824 4.512072292624888e-07 -1.1077670510175393e-05 -0.0002896331962904476 -8.463057725239618e-08 1.542338802040257e-07 -6.919050098369588e-10 2.10177836798496e-07 -3.434483097543512e-09 2.2379335754728514e-05 1.2153091617584525e-05 -1.9540606265150474e-05 -4.7901751020344446e-05 -2.475304420172505e-05 1.7439950476987663e-06 1.4985549503133713e-05 2.754757220216007e-06 2.3052251942519306e-05 -1.1715164467312323e-05 -3.3847859397877335e-05 3.945316824940703e-05 -2.174433421682678e-05 -6.255233635930312e-07 3.0037072058874483e-05 1.2761795271949028e-05 1.2295812160860813e-06 -1.323336984721656e-05 7.199387592832592e-06 -5.4841019540675006e-05 1.0781825185854713e-07 -1.5411323325473242e-07 4.684761256116375e-08
age 0.101673012089429 -1.1077670510054474e-05 0.008453269170874342 0.20330687343914702 1.12305652811419e-06 -0.00012364702241996682 5.950744115923263e-07 -0.00015201672305456952 2.4461825387562627e-06 0.00026040607625695255 -0.0008121162893953252 -0.0003416436692373863 0.0012849493683297233 6.0021406466007526e-05 0.0007866220156483348 -0.0007896590484609659 0.0006043631663482556 -0.0005725898941895051 0.0010204887524758873 0.0011345214627466586 -0.0018715410439455098 0.0010864266639453734 0.0008142099691702684 1.6438782489938103e-06 -0.0019864379628865268 -0.0004957911620795755 -0.0004985553246806846 -0.00017549369202403766 0.001212679472997876 -1.5428046385599307e-06 1.5005580209155982e-06 1.5125291874205298e-05
sex -95080122558.02187 0.0005959874288652569 -0.49844062394799277 -178161606324.4598 863538398.0626646 0.007318405418008248 -3.535628767697479e-05 97664194.25614235 -1770173.0281013944 -0.014091751092784098 0.03944696036992502 0.013700104353887774 -0.06974173170216168 -0.0004955597265315356 -0.0456799100446583 0.043942761005116474 -0.035913338514041944 0.029734616632194285 -0.06078612572489447 -0.061226408476272275 0.10525303969412067 -0.05674818475513499 -0.04560894556720109 -0.007759006312704462 0.11377850533728373 0.028808128849387236 0.03211101642479489 0.004424235030776055 -0.06180778573548268 9.816610049876585e-05 -1.2016677000034295e-05 -0.0009412762130411011
age_sex 662803595.0098706 -1.0214718803839288e-05 0.00836243477621585 3393554406.6373696 -46396251.653797984 -0.00012268493166362265 5.922377808613591e-07 -1865059.7812711317 30919.984472066608 0.00024140648732418678 -0.0006900075195847637 -0.00025042118016688274 0.0011927449331116504 1.6788154364735047e-05 0.0007741549093129179 -0.0007444471232435712 0.0006030660339900917 -0.0005160693064883576 0.001026854581996862 0.001050705661907621 -0.0017878334560709034 0.0009816267133324463 0.000772965330645704 0.00010365181595161003 -0.0019206038785417653 -0.00048327346831244546 -0.0005282231901214578 -9.584248855980938e-05 0.001066469705965181 -1.6045324522414343e-06 3.916062972804021e-07 1.5818422183059342e-05
age2 -0.0014856052532843437 1.5423388020217715e-07 -0.00012364702241992806 -0.002970891630415602 -1.9893844736572938e-08 1.8140466825587038e-06 -8.757063196111398e-09 2.2234354476907385e-06 -3.5760955192221436e-08 -3.3759333002119626e-06 1.055436251921937e-05 3.6008660005988477e-06 -1.8002213733665814e-05 -2.2835900779210727e-07 -1.1174795503513784e-05 1.107941977164305e-05 -8.913982552715148e-06 7.772895029940161e-06 -1.5115900420671321e-05 -1.565927200833714e-05 2.6506382536593083e-05 -1.4733751045087627e-05 -1.1371506200902865e-05 -1.2878354950884862e-06 2.8473120876022777e-05 7.355624830295983e-06 7.711964508718406e-06 1.2271600903848792e-06 -1.6307574466626437e-05 2.5361000275808153e-08 -1.397324190695061e-08 -2.2245263029681762e-07
age3 7.141752422852054e-06 -6.919050098270635e-10 5.950744115919491e-07 1.4283350818135108e-05 1.159341688811387e-10 -8.75706319610861e-09 4.240632299296753e-11 -1.0699803360639357e-08 1.7200609318179098e-10 1.4155377906055796e-08 -4.446576641237704e-08 -1.2124174793447864e-08 8.046076413364965e-08 -1.9145447097625917e-09 5.177673783822726e-08 -5.006048970733696e-08 4.372297221892934e-08 -3.4551700606096246e-08 7.339931113997415e-08 7.049580833433706e-08 -1.226004437978344e-07 6.488937556977894e-08 5.1057364026433776e-08 1.2951725106628791e-08 -1.3520461544439605e-07 -3.657004386880272e-08 -4.007933989876196e-08 7.634282567810106e-10 7.216201904535397e-08 -1.2329862156143793e-10 3.2210858453065435e-11 1.0733921393449395e-09
age2_sex 57166810.064600445 -3.6618709434895345e-07 0.00030498129245725537 99420539.24247085 -310689.18514014495 -4.477750045036471e-06 2.163185964269568e-08 -66489.56612715208 1173.476601750742 8.566004827434651e-06 -2.422568024136368e-05 -8.405638604050998e-06 4.285704727120846e-05 2.711765918793017e-07 2.8099778366028112e-05 -2.6977547485756633e-05 2.2044017600390933e-05 -1.8262368750824095e-05 3.730953010885541e-05 3.7576554515130984e-05 -6.448478777709313e-05 3.4918659943435294e-05 2.7870295511803896e-05 4.648508923424143e-06 -6.966855419102121e-05 -1.7667794752041235e-05 -1.9544293036653768e-05 -2.7453105695310057e-06 3.7892998852176964e-05 -6.07853901163845e-08 1.0970770505122773e-08 5.726505322899393e-07
age3_sex -945012.9381138853 5.915045332022009e-09 -4.949258908205981e-06 -1734681.283670867 3236.3456782678 7.267235289926527e-08 -3.5111167117614096e-10 1143.6472661401176 -19.079316632541715 -1.393943480120608e-07 3.902852667382326e-07 1.3494414190353492e-07 -6.928948189280585e-07 -4.0769211322454445e-09 -4.552129136832015e-07 4.3681807924336483e-07 -3.572369682566916e-07 2.9461597901841206e-07 -6.036569879028262e-07 -6.07408907658984e-07 1.0443150334674062e-06 -5.634980163676825e-07 -4.5223961769821997e-07 -7.779908096947358e-08 1.1294759433603933e-06 2.859297999181821e-07 3.1876589400559843e-07 4.3391944025363936e-08 -6.116939757399598e-07 9.848561128610805e-10 -1.3247559212561082e-10 -9.329892812043977e-09
PC_3 0.0026743932289015476 2.2379335754733068e-05 0.0002604060762562959 0.005524117047475663 -4.6667242684103435e-06 -3.375933300203408e-06 1.415537790601985e-08 -4.1384930118196945e-06 6.671598709902131e-08 0.10810267485172567 -0.0002861439715330235 0.001906212373158983 -0.011170333552157888 -0.01960550634893773 0.014612212327419544 0.0029850390861527226 -0.025800341747221317 -0.003444502278486966 -0.003748090019271216 0.00016932374443165286 0.02448149099932352 0.016623539893658255 -0.007441305968279372 -0.0425648705323971 0.010298901439665994 -0.008256300642230811 0.012650765683942845 -0.006923192559193453 0.013316431800442901 -8.883670002756242e-06 8.535293008736126e-05 0.00012002410305893651
