 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 2.174997010092701e-05 4.0851373606868743e-07 -2.5017135797211985e-06 -2.2506948088903024e-05 1.7863098481968027e-06 4.377300412042967e-08 -2.1761465578088566e-10 -3.963909421893598e-08 2.6504172475989395e-10 2.8330903018637694e-06 -6.203015819704349e-05 -4.4286205640209616e-05 -7.760535164952229e-05 8.059223634040863e-05 -8.070295271268506e-05 0.00011543517916459754 -0.00013567747134911017 -6.036350948226484e-06 -0.00014256103635760717 -2.1440700598934747e-05 -6.340674838633284e-05 -0.0001261010284480481 5.90046155489149e-06 -8.437990211237975e-05 2.7716406886969745e-05 1.1684469875184079e-05 -3.771331995704072e-06 -0.00011888839675959137 0.00010874526404338858 1.1616254060320956e-06 1.2614724876860174e-06 -2.21305275870801e-06 -1.4059424447939904e-06
yob 4.0851373606870024e-07 1.500540066929434e-07 4.505310664208327e-07 1.964063772187366e-06 -1.5059688047655222e-07 -5.1656135146511915e-09 2.2715872568411422e-11 2.4623535744138555e-09 -1.0637275519166325e-11 3.1821508084968755e-06 8.469258252795766e-06 -4.0330958043273086e-07 -1.1153857406966247e-05 -5.541831691300037e-06 -3.910375572537402e-06 2.9426348933077053e-06 -6.2992951276960914e-06 7.916936920685881e-06 -6.200845407368136e-06 -1.0382976279796189e-05 1.0161326847446616e-05 -8.238819965609186e-06 -2.6303236504169317e-06 1.437331360515566e-05 6.772323200657858e-06 1.3326396828663884e-06 -2.194745829397853e-06 4.987614112320143e-06 -2.199769771755693e-05 6.273596127365207e-09 -5.29470041155218e-10 -1.8131708079337178e-08 -1.4760850065217205e-08
age -2.5017135797700914e-06 4.505310664202226e-07 6.363617857137752e-05 0.0009189388860264984 -6.105978509333683e-05 -1.2606443122544373e-06 7.804980757465901e-09 1.2209900101652265e-06 -7.582177454645472e-09 1.9749780519433174e-05 4.006817994964009e-05 4.145687721180546e-05 -1.9023813433996092e-05 4.4006009980402117e-05 -1.5365465569370344e-05 1.647025334116785e-05 -7.284504840557336e-05 1.9108983594038327e-05 -3.928890864985115e-06 -4.350884272877883e-06 -1.5134561242682607e-05 -7.539612685295014e-05 -5.46773778548904e-05 1.5476407296857657e-05 2.094558466688758e-05 -6.568557681154555e-06 -2.0898841205997284e-05 -2.0287370720943643e-05 -5.159368164479211e-06 4.286162973841068e-07 3.533813322514747e-07 -4.7570941692138287e-07 -8.67359026210049e-07
sex -2.2506948089587765e-05 1.9640637722323846e-06 0.0009189388860327139 0.025762557226545975 -0.001649276157709981 -1.7817582352918542e-05 1.0838402969159938e-07 3.221262350619673e-05 -1.966298229809887e-07 0.00012877826961372698 0.00043791661218332855 0.000606719706888787 0.00034736775061025793 -0.00013872219166464312 -0.00032072471386701117 0.0006119945064642312 -0.0008271441549115505 -7.665609680289505e-05 0.00012081946733569911 -0.00029594892412218197 -0.00020930118788308431 -0.0013245840476778608 -0.00042076160878076925 -0.0006888462866207495 -0.00038618144845601433 0.00045572587891006764 -0.00040100013818751947 0.00012855468886125847 0.00011134163659901666 6.649235762005174e-06 3.995208704239338e-06 -6.589705583651096e-06 -1.0172848433702677e-05
age_sex 1.786309848301669e-06 -1.505968804782975e-07 -6.105978509373698e-05 -0.0016492761577093426 0.00011012309436126106 1.2187607552602275e-06 -7.573991552506414e-09 -2.2122608834791475e-06 1.3786512357685458e-08 -1.2421084073418888e-05 -2.1188860460039308e-05 -2.2588523041045897e-05 -1.4624873507517101e-05 1.3624630507309008e-05 1.2822887084847658e-05 -4.0409816605700634e-05 4.363983023743926e-05 2.787397406094545e-06 -1.0801571325985067e-05 2.5948072339950612e-05 1.3672407178389642e-05 7.944011709083312e-05 3.39756050747468e-05 4.698603603290985e-05 1.762132683809849e-05 -3.067368216276949e-05 2.5013657943006357e-05 7.519710792353883e-07 -1.974683651549133e-05 -5.267518296043831e-07 -3.2620571387751694e-07 3.2295603549017716e-07 8.007188649566954e-07
age2 4.377300412089562e-08 -5.165613514651227e-09 -1.2606443122542383e-06 -1.7817582352787716e-05 1.2187607552517752e-06 2.5637702487392706e-08 -1.6185351405247948e-10 -2.4927347291957027e-08 1.5767939882579208e-10 -2.461230764117626e-07 -1.658684158466743e-07 -4.265982076029833e-07 3.200211459814741e-07 -7.108018244830013e-07 3.0153921600470436e-08 -3.202103484058988e-07 1.0960635067207987e-06 -1.7226050363788032e-07 -2.433805646803105e-07 -1.9984107438731834e-07 5.411245187790445e-07 1.229995043890543e-06 1.2917631466976195e-06 1.371135778316074e-07 -1.8489189982580378e-07 2.410180221739777e-07 3.308193016341151e-07 4.5067226518506273e-07 -7.479762239574506e-07 -9.616289578769974e-09 -7.586003900291724e-09 9.391068720135237e-09 1.5946195510885535e-08
age3 -2.1761465578308547e-10 2.271587256853224e-11 7.804980757463713e-09 1.0838402969074939e-07 -7.573991552451425e-09 -1.618535140524588e-10 1.038421585057178e-12 1.5770083604327442e-10 -1.0132045191074032e-12 3.900434871293085e-10 -6.778275738245643e-10 6.727465930126781e-10 -2.6802336681850913e-09 4.280396668451568e-09 1.3879229413989556e-10 2.0219800699786155e-09 -5.888955052264823e-09 6.595995917218039e-10 2.3318356929672355e-09 1.9431613395329063e-09 -4.08254832622309e-09 -7.005469523153887e-09 -9.639378775274183e-09 -2.124483257520184e-09 2.1577453699620285e-10 -2.042897999682327e-09 -1.5129955037116368e-09 -2.8169699575850634e-09 7.930478001760064e-09 6.712535444029932e-11 5.0085977048701444e-11 -5.897120583269369e-11 -9.508965922669609e-11
age2_sex -3.9639094220078885e-08 2.4623535744693436e-09 1.2209900101730573e-06 3.221262350617391e-05 -2.212260883478486e-06 -2.4927347292122493e-08 1.5770083604435231e-10 4.541249888653384e-08 -2.8801639017390123e-10 2.9274064303524437e-07 3.0069510567597657e-07 1.281868592840746e-07 1.9232371606581658e-07 -3.189698560316498e-07 -1.5086347349285791e-07 8.218753625111933e-07 -7.204261873718275e-07 -3.3148604833670414e-08 3.0634160729029114e-07 -4.894096227789715e-07 -3.0949729509743557e-07 -1.451223327740848e-06 -8.057317607024005e-07 -9.67211789264585e-07 -2.4196083549623085e-07 6.119096046797255e-07 -4.249704740537783e-07 -1.4260558103055654e-07 6.335038857483448e-07 1.208619399179527e-08 7.723874505587775e-09 -5.81276034480404e-09 -1.7514269513482993e-08
age3_sex 2.6504172477074734e-10 -1.0637275519545214e-11 -7.582177454693154e-09 -1.9662982298079435e-07 1.3786512357677858e-08 1.5767939882680005e-10 -1.0132045191139776e-12 -2.8801639017383144e-10 1.855048350163165e-12 -1.8524667309054272e-09 -1.2841502283865467e-09 9.642947101671894e-10 -6.865629669939665e-10 2.1831043997560407e-09 4.91285047546164e-10 -5.206300701873993e-09 3.818208102534566e-09 1.327465562775838e-10 -2.4700338290871627e-09 2.6578442200181105e-09 2.171484466055408e-09 8.358434091323015e-09 5.575198317308797e-09 6.068373736649091e-09 8.092823286164823e-10 -3.767268026293446e-09 1.9504677451548296e-09 1.1325899119731925e-09 -5.240569536048229e-09 -8.394106519945507e-11 -5.3473483997498036e-11 3.57814971604525e-11 1.1337780587584393e-10
PC_3 2.833090301856226e-06 3.1821508084971656e-06 1.974978051943232e-05 0.00012877826961214142 -1.242108407331533e-05 -2.461230764117777e-07 3.9004348712957845e-10 2.927406430331979e-07 -1.8524667308928737e-09 0.045637547204691556 -0.0005199856069586895 0.0017811161089517143 0.0018367068169159002 -0.008793240808866433 0.0015507890483868847 0.0050026256376595 -0.005424355969683856 -0.0029186360674772686 -0.004260683959305094 0.0035225015946760353 0.009493213067309443 0.005663330064842577 -0.003444763284208323 -0.01873105196381335 0.0020343097994004696 -0.0007142504383623953 0.002729730786097516 -0.0042190346493265335 0.01461482161443739 -7.4199272041517696e-06 -3.609844613731826e-06 2.237891335529114e-05 6.0678997400988024e-05
