 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 0.00015042150898760312 -2.896711892808589e-07 3.6416953274622486e-05 0.00025301084205252056 -3.623216757897393e-05 -1.3482237331396741e-06 1.4378258160819379e-08 1.3356442051512082e-06 -1.4266865482778614e-08 -3.8152595673863374e-05 -3.7211176020760284e-05 -6.184830539560161e-05 -1.8329621995495596e-05 0.0001444639614326454 -0.00011624232195932646 -3.1506277115538313e-05 -6.23655999268338e-05 -8.088256459026757e-05 -8.90017406608388e-05 8.807690176609027e-06 -0.0001269106074132624 -5.46373716710976e-05 -5.567985436911687e-05 -8.863643440937105e-05 -8.235129254360521e-05 -3.947590120062219e-05 -0.00010020215764707239 -8.663412790765478e-05 0.00018552172233716766 1.868395401979277e-07 -3.944791136045375e-07 -3.559639196916221e-07
yob -2.896711892793328e-07 1.9979491890612368e-07 1.843346875970349e-07 1.0253254945284618e-06 -1.3964943794751086e-07 -1.0903553223663373e-09 1.0497252416826847e-11 4.173043167672957e-09 -3.210931715763023e-11 -4.54219380770679e-07 2.1878436640314562e-05 7.822056476308694e-06 -1.3518991613371552e-05 -4.651735608571131e-06 -7.572879670802048e-06 -6.877881376615163e-07 -8.570066731797105e-06 1.234162603355706e-05 -4.340840420783012e-06 -1.248839460563582e-05 1.3324274728274987e-05 -1.0403555575881277e-05 -4.963258021909497e-06 1.9162471472398724e-05 7.201987675346925e-06 -1.3411854513683315e-06 -2.387414369226647e-06 1.1550926328225253e-05 -2.603360323083419e-05 -5.918264574168759e-09 -3.5084892542580035e-08 -4.675258035939873e-08
age 3.641695327462964e-05 1.843346875955092e-07 4.9979758155181387e-05 0.0004510372901175847 -4.942001939111134e-05 -1.4606747271826984e-06 1.2534088454480153e-08 1.4537945702303114e-06 -1.2496924994032972e-08 -9.475472284312537e-06 8.283503939060166e-06 -1.766710981373495e-05 -1.931715772332654e-05 -2.347672982073296e-05 5.04204581669392e-06 -8.04036660968453e-06 -1.5597075722853457e-05 -1.1484214592782407e-05 -1.1616663969530131e-05 -1.5234908886642585e-05 3.69967607291684e-06 -2.3122332380241436e-05 -8.438457834250857e-06 -4.1627728346726235e-06 2.3608019831241004e-05 -4.604932691952119e-05 -3.716941292935621e-05 -1.2896416651106176e-06 3.458565750727333e-05 -1.226475039436364e-07 1.816429702444234e-07 1.9007955250050513e-07
sex 0.0002530108420534081 1.025325494516765e-06 0.0004510372901184184 0.006490159385804266 -0.0005779316316178352 -1.2359217916535545e-05 1.0159478886810015e-07 1.5017558566635574e-05 -1.1862282008015201e-07 -1.0304508075555164e-05 -0.00019968629041043005 -0.0002781995174398789 -2.7224900144789855e-05 -0.0005813445363261179 0.00015392393090720124 0.0001209450352400236 0.00011388529649813296 -0.00018188771727115657 -0.00025955239252704014 -0.00019767138935494294 9.06815817310109e-05 -0.00042233523313136315 7.509725675019722e-05 -0.00011514302403308156 0.00016072693783667017 -0.00028623648475950493 -0.00026216980733840184 -6.284609102266255e-05 4.1368996128999756e-05 -4.175962329110898e-06 4.06274542523364e-06 5.505415061648431e-06
age_sex -3.6232167579036864e-05 -1.396494379460288e-07 -4.9420019391167164e-05 -0.0005779316316174616 5.9006034221885034e-05 1.4497165250437744e-06 -1.2457231233872654e-08 -1.6630496375045406e-06 1.3877656515986402e-08 6.991557072581086e-08 9.248859270995869e-06 2.70823942196924e-05 1.3233497175878381e-07 5.145911197600541e-05 -2.7019924254475417e-05 3.5811619683980646e-06 -5.0934346314086826e-06 2.3439782516497187e-05 1.4723980938561491e-05 2.7235560491949422e-05 -8.310709933647993e-06 3.7598035927605124e-05 -1.0412967473615784e-05 1.3174158176797348e-05 -2.4777964913267485e-05 3.0449092161341983e-05 2.6726424180372164e-05 -1.9401988859663385e-06 -7.0851518252052695e-06 3.287824747716907e-07 -3.9068787997147103e-07 -4.5798142176602245e-07
age2 -1.3482237331397861e-06 -1.090355322318617e-09 -1.4606747271824756e-06 -1.2359217916507772e-05 1.4497165250418125e-06 4.493527143955392e-08 -3.9966574496771415e-10 -4.474671813231033e-08 3.9857506617914237e-10 1.8740256727077093e-07 2.4569065945578587e-07 6.664690263685602e-07 2.0253136618973155e-07 9.77476847398156e-07 -5.516842591419085e-07 3.8145383877900976e-07 2.914526026926858e-07 6.981031407707913e-07 -8.900873350610151e-08 4.7042623934746025e-07 -7.506583372401463e-09 5.819663376147606e-07 7.834872179792051e-08 3.9803739255906435e-07 -6.953568294561749e-07 1.2664480827022625e-06 8.727662167523222e-07 -1.591874326934332e-07 -1.1006461560930426e-06 3.639095686663216e-09 -7.1028380430774335e-09 -6.548334103201316e-09
age3 1.437825816082003e-08 1.0497252416405489e-11 1.2534088454477493e-08 1.0159478886784713e-07 -1.2457231233854398e-08 -3.996657449676921e-10 3.659824363367561e-12 3.98358208371402e-10 -3.652151740213026e-12 -1.5931079593704968e-09 -9.243682701149393e-10 -5.546111389646729e-09 -1.6288306192987915e-09 -9.029403732286837e-09 4.7583375924849545e-09 -5.2728812869217365e-09 -3.369149074809802e-09 -6.5167355513789066e-09 2.4104425407038723e-09 -6.056637309095934e-09 3.6120777876176343e-10 -5.7011024764350244e-09 -9.36812766185122e-10 -2.1592361622571657e-09 6.508958045212707e-09 -1.0799014563710054e-08 -7.116076294105877e-09 4.247270810103675e-09 6.5636020889393054e-09 -3.0740418914750874e-11 5.961796210807315e-11 5.480078794573755e-11
age2_sex 1.3356442051525038e-06 4.173043167627531e-09 1.4537945702313899e-06 1.5017558566618416e-05 -1.6630496375038755e-06 -4.474671813235097e-08 3.983582083717889e-10 4.96173019523651e-08 -4.3180873451729424e-10 6.679354652538298e-08 -1.8428735208933094e-09 -6.978696393577546e-07 -5.715802721256347e-08 -1.4778116977042692e-06 8.496380245445095e-07 -3.850488717007805e-07 -1.3883265871479754e-07 -6.773177002477295e-07 -9.72032459175026e-08 -9.219491814771509e-07 2.9381858368262556e-07 -1.0377952680260478e-06 2.773597283441947e-07 -2.1463989776444376e-07 9.93978620907336e-07 -9.461651012363078e-07 -7.371591808111619e-07 3.5721357169861884e-07 -4.897647837123297e-08 -7.562478522135552e-09 1.010842517129587e-08 1.0594869726342339e-08
age3_sex -1.4266865482788163e-08 -3.2109317157210993e-11 -1.249692499403925e-08 -1.186228200799721e-07 1.3877656515977063e-08 3.9857506617939967e-10 -3.652151740215536e-12 -4.3180873451718686e-10 3.886265588799861e-12 -4.547419335082567e-10 -1.3910775792178284e-09 5.758357689162943e-09 4.3857375243262235e-10 1.2011410233307188e-08 -6.968683922731782e-09 5.845185372562831e-09 2.9534213513065966e-09 6.057716312976581e-09 -1.523285885379715e-09 8.718921648118759e-09 -2.0877139732435515e-09 8.321996457003478e-09 -1.8308254901334207e-09 5.82781626573522e-10 -9.33869618474386e-09 8.608507845959354e-09 6.2713164407565796e-09 -5.3343113178332794e-09 1.759652745431558e-09 5.303195945917096e-11 -7.517968492107757e-11 -7.625863953208538e-11
PC_3 -3.8152595673812064e-05 -4.5421938077039973e-07 -9.475472284258427e-06 -1.0304508075031557e-05 6.991557066653964e-08 1.874025672691052e-07 -1.5931079593556068e-09 6.67935465271778e-08 -4.547419335240389e-10 0.04645336721738555 0.0010384920974477966 0.0017511210476447564 0.0017761360530443068 -0.005781189561537881 0.0035349600424372475 0.006452926222508332 -0.005452024190022023 -0.002676491708230417 -0.0019139111590727289 0.004485444109843539 0.006915422307480303 0.006306777579127598 -0.004139666901184725 -0.016092053434967328 -0.0010034208859903482 -0.0023008212968998383 0.004765785578181913 -0.003244280505326301 0.01137340313603455 4.471856967025463e-06 2.9340082882367412e-05 2.4901023403945215e-05
