 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0009963521071000166 -2.3457338347343707e-06 0.00017140218757731246 -0.00012747233304270605 -4.1901367097797875e-07 -5.874010512978961e-06 5.962907677650763e-08 3.178773147667158e-07 -5.111686597149337e-09 -0.0005852956335611879 8.887628857461514e-05 -0.0003250354997025099 0.00044616470127787576 0.0005124365908117577 -0.000508986156384672 -0.00041589936313728116 4.906250601247097e-06 -0.0005134792982056954 -0.001113167704904621 -0.00034050782132354643 -0.0003432462669763223 -0.00033817194150360225 0.0002296725372217312 -0.0004233900488726141 -0.0005970762007758196 -0.0001532398632134327 -0.0004903868414446459 0.0008038312138808482 0.0009163755518822508 -5.054679913251631e-07 4.796968469530303e-06 -1.3782874973676496e-06 1.2319914294132627e-06
yob -2.3457338347356383e-06 7.780367684938241e-07 6.910869379717824e-07 6.328490858433493e-06 -7.455261204653369e-07 -2.5559218199729407e-09 1.8616764003223603e-11 1.900278713524957e-08 -1.3951071293853498e-10 7.085534527939921e-06 0.00010484808167963373 2.6423574169315812e-05 -7.809164276886681e-05 2.4136445503086662e-05 -6.112870552255855e-05 -9.70939514500742e-06 -3.8175817547777e-05 6.762349891670308e-05 5.287042606924506e-06 -5.930564031177657e-05 5.377575271302207e-05 -7.065865638923328e-05 -1.1668322217742426e-05 7.085952642211413e-05 4.6202407251719966e-05 6.6230153744570615e-06 -1.2878674564842186e-05 3.6189309450656894e-05 -0.00010198017332935313 -7.525164877421253e-08 1.6227237156942076e-08 -2.990717518634575e-07 9.817463961579709e-08
age 0.00017140218757695204 6.910869379738171e-07 0.00020752853697483993 0.0022708200559606257 -0.0002066698068499258 -5.6596634587115725e-06 4.765573851973823e-08 5.64956814212552e-06 -4.755773677648283e-08 -2.0219989589235992e-05 -6.650600439720935e-05 -0.0001223966590932122 -0.00010035670656303396 -0.0001533637420406608 -2.8499519179492962e-05 -6.037939706669694e-05 -0.00014946728268047766 -2.664026028377564e-05 -0.00019760441875482892 -0.00014839000009150247 -3.2733722359470905e-05 -4.2188382439063724e-05 -7.563096357217571e-05 -0.00025228250839224 -0.00025022667797297706 0.00010807481435383972 -8.048560252011247e-05 -1.8026245680795264e-05 0.00024370367307946972 -9.932038598305643e-08 -4.6773027208277375e-07 3.1953233880801156e-06 -9.359067721209684e-07
sex -0.00012747233304861958 6.328490858370355e-06 0.0022708200559570157 0.05035557638983822 -0.0042446084609889636 -5.879720189197348e-05 4.7589676351159967e-07 0.00011008999444254292 -8.922498494892293e-07 0.00044568969184495067 0.0005711725505002591 -0.0013951937109785914 0.0001655338036104708 -0.004325297938915814 0.00020647765765795684 0.0011563170042551882 -0.0018293205608529294 -0.002043881187482303 -0.002551958177533324 -0.0021242864404831235 -0.002779080308939593 -0.003759592973462027 -0.0019474264613147262 -0.007222520333319213 -0.0022076817622764516 0.0018041116942708716 0.0012207175078296016 -0.0009058146390302846 -0.00017103865614853181 -1.5419051448608946e-05 -5.039510119243012e-06 0.0001087717111012225 -8.030286317330312e-05
age_sex -4.1901367055177004e-07 -7.45526120456436e-07 -0.00020666980684969416 -0.004244608460990382 0.0003811574520596871 5.636682226614484e-06 -4.747136330616159e-08 -1.0359031406516035e-05 8.701344123121796e-08 -4.558884393160129e-05 -3.46770534336458e-05 0.00011742967148551776 -1.385873774283091e-05 0.0003762067348488644 -2.6059116837545104e-05 -8.207977455073611e-05 0.0001432552146976942 0.00018999722738597205 0.00021384494084734795 0.00022037153916645938 0.0001388140735414277 0.00029102730561124146 0.00020394052827824133 0.0006525077033602047 0.00024904658074224965 5.158861575404742e-05 -4.682194265871512e-05 0.00011410944756888143 -4.453001103976851e-06 8.936171463061145e-07 -1.3861591496828895e-07 -9.961335107655837e-06 9.226479036649867e-06
age2 -5.8740105129705964e-06 -2.555921819943973e-09 -5.659663458713094e-06 -5.879720189209193e-05 5.636682226622558e-06 1.612808376471085e-07 -1.4036649118520593e-09 -1.606608723263346e-07 1.3981999796354844e-09 6.589974013601133e-07 4.290577122898656e-06 3.811555327856782e-06 8.008376889080673e-08 6.028232236126063e-06 -8.322883860097087e-07 2.055135116707561e-06 2.208041843044438e-06 3.318018854341865e-06 5.3221021176718794e-06 3.5442899565008066e-06 9.6086160815672e-07 -3.36169066851553e-07 1.1188152630767805e-06 8.3649391350459e-06 8.738698444166167e-06 3.0493004680601096e-07 1.540181079550629e-06 -5.137375972887937e-07 -7.457886045310052e-06 -4.2840439546181415e-09 2.9688810854507026e-09 -1.013013773501651e-07 5.1498947938449994e-08
age3 5.962907677645428e-08 1.8616764002125543e-11 4.7655738519761574e-08 4.758967635127463e-07 -4.7471363306242726e-08 -1.403664911852358e-09 1.2557099079185593e-11 1.3983844378182293e-09 -1.2508737093978576e-11 -7.578790843755165e-09 -3.0421881117650624e-08 -3.239504850700377e-08 7.479213807467853e-09 -5.626715643121822e-08 4.7814893996248045e-09 -2.237083387997719e-08 -1.1402869597002851e-08 -3.658181746787359e-08 -4.9881843916254726e-08 -3.918522763705596e-08 -9.571894813752565e-10 4.2944686365280164e-10 -7.679460658754493e-09 -6.665064737406482e-08 -8.532279080847623e-08 -2.6892470696548397e-08 -1.3041318795936761e-08 1.7639257476476116e-08 4.89024160654393e-08 5.394168363974408e-11 4.758848680511139e-11 8.599495638357681e-10 -5.800481657216637e-10
age2_sex 3.1787731475518274e-07 1.9002787135211786e-08 5.6495681421215254e-06 0.00011008999444261358 -1.0359031406518955e-05 -1.6066087232617542e-07 1.3983844378165366e-09 2.924143850244755e-07 -2.532310789939855e-09 1.2776303432369813e-06 8.24837443247246e-07 -2.7591873432713603e-06 7.458058519402793e-07 -1.0457475231477199e-05 7.40791637223676e-07 2.261385461266844e-06 -3.4295570021966334e-06 -5.7420947989460016e-06 -5.882228008647616e-06 -6.591413636239419e-06 -1.656599141480766e-06 -6.505352145471041e-06 -6.548637470706128e-06 -1.7096642782026123e-05 -8.816437754736231e-06 -6.264899621366648e-06 4.835346750961435e-07 -4.265761665248391e-06 -3.534259405263382e-07 -2.0239311214113108e-08 1.7324335486928256e-08 2.57056981729554e-07 -2.809102580393314e-07
age3_sex -5.111686597072697e-09 -1.3951071293702559e-10 -4.7557736776464366e-08 -8.922498494900511e-07 8.70134412312632e-08 1.398199979634583e-09 -1.2508737093968068e-11 -2.532310789940422e-09 2.2505593179206603e-11 -1.0446390174979371e-08 -6.43505141907814e-09 2.1857527942537233e-08 -1.2842218100699494e-08 9.287165002102116e-08 -4.566110725018568e-09 -2.1242417501459817e-08 2.3495159932156996e-08 5.407019170246346e-08 5.282697704402401e-08 6.249627706549979e-08 6.35338785763554e-10 4.442634396680539e-08 6.395380152793437e-08 1.3302774186590098e-07 9.64984917947379e-08 8.863211118892006e-08 1.8077997612928275e-09 4.5349363359758204e-08 1.1680153213675733e-08 1.426379769039591e-10 -1.9852896494771293e-10 -2.0250952659700362e-09 2.5045161806873282e-09
PC_3 -0.0005852956335611895 7.085534527939866e-06 -2.0219989589185804e-05 0.00044568969184637786 -4.55888439317374e-05 6.589974013585259e-07 -7.578790843740299e-09 1.2776303432408823e-06 -1.044639017501378e-08 0.17096295255202798 -0.010612506547767693 0.0025097649662714013 0.013006740579711502 -0.004079070266062633 0.015927728142113934 0.016431754269548463 -0.04008220767577381 -0.017529151262245284 -0.014725869031303157 0.02429743704588014 0.0130262571124897 0.037619196305460775 -0.013799134633182431 -0.08610232728997833 -0.017533805116190532 -0.01294556300409499 0.032933925683005974 -0.01657244140664105 0.054701892851954446 0.00010266650793545574 -0.00013582963336632598 0.00013185138217884157 0.0002571367991379229
