 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.1581207747786255e-05 3.557926970568067e-08 -4.607190803289463e-06 -2.7817637617839165e-05 1.7304641372850681e-06 8.933059072664444e-08 -5.28938474314805e-10 -3.383571468018368e-08 2.0968223522492119e-10 -5.2173222951247435e-06 2.444500765288451e-06 2.946573430828116e-06 -3.541146259158746e-05 5.638798817419684e-05 -7.398808795776074e-05 4.887800631252806e-05 -4.575552011136598e-05 -9.968138023944067e-06 -8.479041174219143e-05 -1.1226739186130354e-05 -1.580477522011812e-05 -5.539287368318639e-05 5.591362228371851e-06 -3.73918551976728e-05 -1.0262650296766005e-05 7.899614254172757e-06 -4.757878656996898e-05 -5.7167176297653935e-05 7.671868851898088e-05 2.7410434604619676e-08
yob 3.5579269705694456e-08 1.0755529739600366e-07 2.2320771312089629e-07 8.889988464479184e-07 -7.799803622853344e-08 -1.7521028044521198e-09 5.51600752393055e-12 1.239107258253766e-09 -4.742551270422023e-12 1.036069860107911e-06 7.685639794838272e-06 4.801104338517378e-07 -7.3848286384823665e-06 -1.9328719336748467e-06 -3.4921335669870394e-06 2.9707509159158093e-07 -2.926575524382754e-06 5.575565065302696e-06 -2.1798021268664492e-06 -4.717745138233938e-06 6.395721173017088e-06 -5.782116568412745e-06 -2.451789663701196e-06 9.321286645585895e-06 3.072841001219958e-06 2.9990069644072984e-07 -2.228438618113799e-06 3.326777025448836e-06 -1.3107089601888292e-05 -1.1055535762618165e-08
age -4.6071908032647074e-06 2.2320771312144098e-07 5.600142608195475e-05 0.0008409684864333436 -5.538760975565522e-05 -1.1130007206555061e-06 6.907517224215804e-09 1.1057569277612973e-06 -6.8679219363505105e-09 7.684773056845432e-06 1.5542151284008142e-06 -6.1031935435445865e-06 -3.1089606174649104e-05 1.0026953628743995e-05 1.9335516986698877e-05 7.088985118850246e-06 2.6379780617545153e-06 1.3180845932715186e-05 1.4947107170204847e-05 -7.382564324154092e-06 -1.8186757324302365e-05 -9.660335753385981e-06 -3.707155463178033e-05 1.7329470111392116e-05 1.7431204022391968e-05 -7.284009073455018e-06 -3.7168906659900613e-05 -3.1716547181233604e-05 -7.545060253977734e-06 6.024762132792512e-09
sex -2.781763761734792e-05 8.889988464713113e-07 0.0008409684864360246 0.02151830128115662 -0.001387477905562451 -1.643723137789337e-05 1.0055332303623437e-07 2.7326771238759758e-05 -1.680268658374333e-07 7.798869924139398e-05 0.00018756586107233767 -5.418422912825301e-05 2.0265628267119586e-05 5.00239495236484e-05 0.00024362160604459487 0.0001514696383841453 -7.3960140537551104e-06 0.0004358855636855855 0.00020301259351200205 -0.0003712558576335488 2.748031370255319e-05 -0.0001687429336385809 -9.271797944055093e-05 1.9274399505680672e-05 0.00041649724645744657 0.0005029446337215499 -0.0003558592157206496 -0.00021295428622667873 -0.00032737440023036086 1.660976339586158e-07
age_sex 1.7304641371960464e-06 -7.799803622965956e-08 -5.5387609755822043e-05 -0.0013874779055620208 9.195742269379562e-05 1.1044005205784277e-06 -6.861484734118913e-09 -1.8477768955168392e-06 1.1538819433316577e-08 -6.275882007466014e-06 -4.67962283009072e-06 1.2483180403071695e-05 -4.88065820345646e-08 -2.9735457815463074e-06 -2.3438386615339313e-05 -9.471062896595184e-06 -4.378886042628008e-06 -2.388685280328585e-05 -1.6121434078307014e-05 2.1921727510356657e-05 -1.8246171398436049e-06 1.2552833288415325e-05 8.476064606329297e-06 2.5198351787073084e-06 -2.5724780012561993e-05 -3.08487148208148e-05 2.7936744617458446e-05 1.6043742597794727e-05 1.6847137067120762e-05 -7.922334223301259e-08
age2 8.933059072607893e-08 -1.75210280446269e-09 -1.1130007206553242e-06 -1.6437231377833687e-05 1.104400520574683e-06 2.256985934321879e-08 -1.4224734494852415e-10 -2.2434695286452938e-08 1.4143818899729555e-10 -6.102150720707074e-08 3.625960591571935e-07 2.7324905997035657e-07 4.835660847291537e-07 -1.5137399587369815e-07 -5.408831221781301e-07 -1.705096699551124e-07 -2.462626027771006e-07 -3.3762029680543964e-08 -4.689169895363995e-07 -7.69188628850631e-08 5.000730422881269e-07 6.904536331841602e-09 7.885072636046062e-07 -3.87722407325232e-08 -1.892579737955889e-07 2.3933738746162827e-07 6.905992033724098e-07 6.84000059848356e-07 -3.6847294012784346e-07 -1.4986246143019054e-09
age3 -5.289384743094735e-10 5.516007524004965e-12 6.9075172242136086e-09 1.0055332303582693e-07 -6.861484734093187e-09 -1.4224734494850246e-10 9.086506183146245e-13 1.4141775997527318e-10 -9.034578590282256e-13 -2.2693827190070349e-10 -3.3177762410716434e-09 -2.392271577888774e-09 -3.2367891258076017e-09 8.95928928941228e-10 3.5383359126578246e-09 1.225138149040048e-09 2.2247287920322883e-09 -5.41233530156755e-10 3.3912836923934272e-09 1.2205510765484521e-09 -3.313415659136724e-09 3.448027521902095e-10 -5.6006349648660216e-09 -6.189335490860553e-10 5.0671990522323e-10 -2.0099594811769024e-09 -4.338276171235143e-09 -4.1660016073677916e-09 4.1442185437788945e-09 1.6217432037248474e-11
age2_sex -3.3835714678762865e-08 1.2391072582700873e-09 1.1057569277644544e-06 2.7326771238743796e-05 -1.847776895516348e-06 -2.2434695286524522e-08 1.4141775997576786e-10 3.777522754613754e-08 -2.3939756448295833e-10 1.2470128867345743e-07 -1.6988536954777628e-08 -3.844905121280172e-07 -2.1253525268201098e-08 3.936272585190965e-08 5.781483917796425e-07 1.905439639459692e-07 1.445840722797211e-07 3.9688230990834887e-07 4.0869615594777103e-07 -3.2672050596774153e-07 4.7737846810610376e-08 -2.5258433218530073e-07 -2.4919070559065083e-07 -1.3254538210544648e-07 5.055504758797392e-07 5.458935521479461e-07 -6.196001801642443e-07 -3.3875234732819666e-07 -2.438264110088759e-07 2.6530204844813797e-09
age3_sex 2.0968223522273973e-10 -4.7425512706032755e-12 -6.867921936369161e-09 -1.680268658372919e-07 1.153881943331075e-08 1.414381889977216e-10 -9.034578590311876e-13 -2.39397564482903e-10 1.5378831934330363e-12 -6.155270180642536e-10 6.426529060389761e-10 3.072516760825288e-09 2.8324858923715006e-10 -7.595936656290802e-11 -4.1232081148124466e-09 -1.1257677832548932e-09 -1.1743551389225124e-09 -2.0966458477915793e-09 -3.1203386721914844e-09 1.340982933069364e-09 -3.789089755761588e-10 1.5967098326384893e-09 2.058903268805289e-09 1.180217262959949e-09 -3.1917701790907006e-09 -2.938871583333731e-09 4.189063169011324e-09 1.900915834604546e-09 1.0946851044739227e-09 -2.2296496500920177e-11
PC_3 -5.217322295116081e-06 1.036069860107997e-06 7.684773056884445e-06 7.798869924217142e-05 -6.275882007520553e-06 -6.102150720788554e-08 -2.269382718954219e-10 1.2470128867460577e-07 -6.155270180717234e-10 0.028374112331708425 0.0005206152350740805 0.0016041689271032607 -0.0005583388156791168 -0.00427967631578903 0.002028472791337457 0.003509993016828145 -0.004453715348406933 -0.0003305893905344275 -0.0017928677307513595 0.0010845541061214597 0.0053649084353978305 0.0030302752984641464 -0.002106614719712154 -0.010705554327908633 0.001093922610727939 -0.001476909758757201 0.0037119296290735186 -0.0007242230764558998 0.005597551746918948 1.885400161373692e-05
