 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 1.499773988071809e-05 2.408633874535968e-07 -3.1180203198347384e-06 -1.122807959464746e-05 8.159266982022108e-07 5.753883078439254e-08 -3.254866040991191e-10 -1.8333790221180002e-08 1.2479762972308223e-10 2.7216811253089227e-05 -4.425476520472769e-05 6.201495018632568e-06 -5.923561618192013e-05 9.944819455990813e-06 -7.268540250646959e-05 8.984602553787129e-05 -6.615370671229047e-05 -3.7633385887967207e-06 -9.561346980611383e-05 -2.1848038156392462e-05 -1.415528133894696e-07 -8.377645580439082e-05 1.1125123907072495e-05 -3.8345146042097374e-05 6.51261778897994e-06 1.647509040045893e-05 -4.519308992061151e-05 -3.7014052614275257e-05 4.985000120220796e-05 8.42204957735891e-07 8.60483542319586e-07 -1.3056120116830157e-06 -1.2772471869781338e-06
yob 2.4086338745358625e-07 1.305179060073371e-07 3.6237832829850983e-07 1.4368085603194058e-06 -1.273709845648921e-07 -4.203824595560312e-09 1.9712538527948708e-11 2.216469173391358e-09 -1.0263739170650928e-11 2.6300911120847753e-06 5.131930000486623e-06 -7.356443074279467e-07 -9.495482404564879e-06 -5.3967045775920865e-06 -1.6970899643295458e-06 1.993824104226154e-06 -3.0017489372807575e-06 5.549885897284355e-06 -2.796411953941932e-06 -5.679215447719321e-06 8.726146277761153e-06 -6.839684771038267e-06 -2.7405631944973487e-06 1.0837484602579334e-05 3.4608454692133816e-06 6.587399505419188e-07 -2.95060206354069e-06 3.549768730210114e-06 -1.507363281026859e-05 9.169870463678202e-10 9.768805346517866e-10 -1.4926683595475984e-08 -8.168356078152178e-09
age -3.118020319838195e-06 3.623783282991062e-07 6.177224725097693e-05 0.0009234165057944877 -6.069164681534033e-05 -1.2145412447823888e-06 7.455014636577976e-09 1.2007802220533345e-06 -7.3795338745445135e-09 1.5252774954487055e-05 -7.935923431654366e-06 -1.8994323556840104e-06 -2.5811330100156113e-05 -2.047167714639628e-05 4.1206062818428456e-05 2.310623777877634e-05 -3.2425885958119627e-06 1.6720354141976799e-06 3.253188634081417e-05 -2.7092033383100372e-06 -1.1249569908922136e-05 -2.2411904790812513e-05 -3.118284106695478e-05 2.0521238051014907e-05 2.8664491665276074e-05 -1.9209894372641422e-05 -4.958974812351174e-05 -2.365609475576792e-05 2.8587850526304314e-06 1.6195857487169346e-07 2.9352205307188835e-07 -4.047106715895663e-07 1.5345011806474955e-07
sex -1.1228079594298768e-05 1.4368085603304956e-06 0.000923416505798992 0.025859445932595038 -0.0016377393147746153 -1.7791653517049578e-05 1.0738350327490752e-07 3.164554454292788e-05 -1.911539677335551e-07 -3.796693222304794e-05 0.00026257119164401936 0.0001328635704305129 0.00028206739018480335 -0.0002463106020767493 8.723232060741554e-05 0.0004884342389963399 -9.091562474250097e-05 0.00031317013913245397 0.0004801176333562055 -0.0002662634441287594 3.0701526282580134e-05 -0.0003142444106931797 -0.00021674424489277012 -0.00010188974679020198 0.00020909721449989419 0.0004886645695353638 -0.0006229278199712884 -0.0004848177703632365 -0.00020767122963370572 -7.167148069688025e-07 2.123288214950547e-06 -9.661049749542008e-06 1.2394875385387549e-05
age_sex 8.159266982046014e-07 -1.2737098456551803e-07 -6.069164681565514e-05 -0.0016377393147748664 0.00010740738268398031 1.198662709559983e-06 -7.369723430713758e-09 -2.1254377451095447e-06 1.3068680289814161e-08 5.551137852514243e-07 -1.1873339399354671e-05 -4.4720755840495123e-07 -1.1739015135702501e-05 1.3299343021269127e-05 -1.628426923718973e-05 -2.9993183862486846e-05 4.549077782594721e-06 -1.2167401135144333e-05 -3.253817153584284e-05 1.981761253503453e-05 -4.258787971504015e-06 1.7791532147825828e-05 1.8962656649446768e-05 9.871848833544517e-06 -1.1738796987781289e-05 -3.2756101182682244e-05 4.2704553882066856e-05 3.416746392289466e-05 1.429411069736581e-05 1.7970670990260337e-09 -1.596168046029458e-07 5.033065007216004e-07 -6.528603827428317e-07
age2 5.7538830783680185e-08 -4.203824595568302e-09 -1.2145412447825186e-06 -1.7791653516961158e-05 1.198662709553803e-06 2.4418226925305677e-08 -1.5242308052196433e-10 -2.4188581346983637e-08 1.511044532867863e-10 -1.654330915307369e-07 5.436747720206547e-07 1.7212551732913743e-07 3.5669834774488453e-07 3.9275423477396987e-07 -9.22477126144925e-07 -4.658126849264148e-07 -9.299992844455717e-08 2.1801377883312633e-07 -8.506844626399833e-07 -1.7917143783270997e-07 4.005875339322584e-07 2.5326366384962093e-07 7.16722772123464e-07 -8.204295126084109e-08 -3.1174705597620704e-07 4.3428184601055675e-07 8.882292105623665e-07 4.5200431420210074e-07 -5.659886435805989e-07 -4.205246955515364e-09 -6.274701221605297e-09 6.97594607982767e-09 -1.929854052014577e-09
age3 -3.2548660410115706e-10 1.971253852796467e-11 7.455014636579512e-09 1.0738350327436774e-07 -7.369723430675979e-09 -1.5242308052197834e-10 9.650842253821306e-13 1.5110321726552657e-10 -9.572734099639535e-13 1.744975745026412e-10 -4.433430690161096e-09 -1.82458368106387e-09 -2.45397133605799e-09 -2.1752792286954365e-09 5.630210744427775e-09 2.948700694445818e-09 1.1173027032041204e-09 -2.1939485036470457e-09 5.756672672657351e-09 1.9416848236684474e-09 -2.8083164531813877e-09 -1.1532033967602875e-09 -5.458346222485184e-09 -4.2963961639223184e-10 7.137874852711824e-10 -3.0251891812459694e-09 -5.375949269392983e-09 -2.423993065685033e-09 5.402237295404898e-09 3.270789583327585e-11 4.129405399546152e-11 -4.061643803492073e-11 6.064378771850771e-12
age2_sex -1.8333790221280697e-08 2.21646917339861e-09 1.2007802220598823e-06 3.1645544542937e-05 -2.1254377451098145e-06 -2.4188581347112313e-08 1.5110321726631368e-10 4.2862840756635295e-08 -2.6770298308946334e-10 5.318393082549971e-09 1.4832407391068938e-07 -1.3498954214876228e-07 1.6275718096040997e-07 -2.35890139503364e-07 4.75179162219797e-07 5.577546514577443e-07 -5.59422026772347e-08 1.4024351603748996e-07 7.063911257806799e-07 -3.253493099314534e-07 1.0633611497898716e-07 -2.924601752194254e-07 -4.839447363130272e-07 -2.7226301522723206e-07 2.274159749514799e-07 6.113376324101552e-07 -8.675582227328554e-07 -6.725759319345589e-07 -2.371918196018343e-07 1.2104657348534873e-09 3.928385673599131e-09 -8.811813768016306e-09 1.0259405061961009e-08
age3_sex 1.2479762971945201e-10 -1.0263739170719253e-11 -7.379533874586412e-09 -1.9115396773363128e-07 1.3068680289817165e-08 1.5110445328761089e-10 -9.57273409969001e-13 -2.6770298308949033e-10 1.695408990277035e-12 7.111592711555786e-11 -4.4539248353654374e-10 1.650409087134551e-09 -7.251854877210576e-10 1.3807255133828328e-09 -3.662850132110871e-09 -3.1190516878994602e-09 1.5413084420047155e-10 -4.782650682763577e-10 -4.821799171543243e-09 1.4569391759494473e-09 -7.751840055712289e-10 1.5406676957384587e-09 3.5763285467143097e-09 2.0245818257518644e-09 -1.4849391920203669e-09 -3.452925306381215e-09 5.435184497374856e-09 3.753719773492478e-09 1.1505609530978072e-09 -1.5721443787332713e-11 -2.8266831934496575e-11 5.041373419358418e-11 -5.0356124941225166e-11
PC_3 2.7216811253090463e-05 2.6300911120846126e-06 1.525277495441759e-05 -3.796693222456157e-05 5.551137853548976e-07 -1.654330915293168e-07 1.7449757449365392e-10 5.318393080430149e-09 7.111592712897492e-11 0.0336757641115798 0.0007061747205636615 0.0033350744480150807 -0.0006659604944149577 -0.007033663138905123 0.0019269384485109187 0.005673150614460694 -0.004254414427948048 0.00041575786186202147 -0.0013772353391408047 -0.0002845277963634296 0.007108003786555039 0.002677196759887619 -0.0008881989297482196 -0.01193798400000618 0.0031924465202217323 -0.0007315531921135716 0.003570670533456888 -0.0004349297824358897 0.0058366927028637 -4.793767422365315e-06 -7.115472950597145e-06 3.4460920648407674e-05 2.9651587429333425e-05
