 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept -67367161017.75447 9.282284835211509e-06 5.950593756602311e-05 -82208346846.14899 -5484219203.138845 1.0241734926878086e-06 -4.641159293630558e-09 37148260.81863902 733802.548465636 -0.0004656563345580935 0.0010932614914474753 4.4305964919353265e-05 -0.0008792054541702761 0.001879119514704954 -0.0021103075941059537 0.0006114655467018142 -0.00012796640886046372 0.0015200545338124368 -0.0022799410626102032 0.0003242666768100603 -0.0008933857996794054 -0.0005592583735300456 -0.0002161376635098797 -3.977048114576521e-05 0.0005660994425041721 -0.000442987913322695 -0.0010901667394746207 -0.0018253389533461424 -0.00039352598495104166 -2.6183693499651194e-06
yob 1.673566235430556e-05 1.7376255596359392e-06 1.6033523268684926e-06 0.00011528881844330046 4.272973819519153e-06 -1.2319838467460573e-08 1.2687395505534201e-10 -8.744252821038731e-08 -2.3526572996776747e-10 8.214099026093614e-06 0.00030492223754622244 4.36256043404866e-05 -0.00014169997275592763 -5.676665819440939e-06 -0.00013447897638129745 -2.102127691805514e-05 -2.883528812303517e-05 0.000188814449246203 -2.1143146480387936e-05 -0.00015905613463540003 9.463533665803224e-05 -0.0001055329898640501 6.631162841516513e-06 0.00016107744110907023 0.00012854194957174911 -4.421832672281295e-05 -6.2892559155168e-05 0.00012301854604671874 -0.00028698186440607695 -1.5997630340331764e-07
age 0.000499884003547717 1.6033523268687344e-06 5.7423628697914085e-05 0.004561878928504048 0.00019422613737893774 -1.6475557995864346e-06 1.4138264277770723e-08 -3.972554592897689e-06 -1.1685299686986816e-08 -7.478177933149253e-05 0.0001654214491655115 -0.00019317772233068083 -0.00016945781107942094 -0.00025148265771735316 -9.413352238846445e-05 -0.00016996602541276924 -0.00016513225521748085 -6.886268724138144e-05 -9.460110514273843e-05 -0.0002085581562965678 9.501823981227421e-05 -0.0003521047489604817 6.71885079541092e-05 -1.5418619406990167e-05 0.00034642252158264024 -0.00044040696189004023 -0.00040034892882998316 5.705930169982736e-06 0.00015102764764320732 5.670016172800904e-07
sex -112634762655.35678 7.040195525431809e-05 0.003137537245033892 -551505676339.6115 4639160553.263923 -9.240454124630924e-05 7.774228356970829e-07 -164000398.34885046 3276059.986900926 -0.003097490739441302 0.0061738868413930325 -0.011069366572132075 -0.007335537664157826 -0.018147537807779692 -0.000980206002935012 -0.009046189804952653 -0.008210393962730675 -0.004260609603944982 -0.002703581466284589 -0.009190635168086074 0.005417348582583441 -0.01879269972812565 0.006233606091886002 -0.0014251122170048456 0.01875390675022766 -0.02269906508971029 -0.019953337012312822 0.000594950455929171 0.010016585854158294 3.593062486147055e-05
age_sex -3947889498.354721 1.9669532775878906e-06 6.29425048828125e-05 1195007735.6396484 272005619.4519806 -1.7285346984863281e-06 1.5366822481155396e-08 -9074822.169832706 24455.342428452335 -9.5367431640625e-06 0.0002231597900390625 -0.00017547607421875 -0.00018310546875 -0.0004425048828125 -7.62939453125e-06 -0.0001373291015625 -0.00016021728515625 -1.52587890625e-05 -2.6702880859375e-05 -0.0002593994140625 0.000232696533203125 -0.0003814697265625 0.000156402587890625 3.62396240234375e-05 0.0004425048828125 -0.0004425048828125 -0.0003814697265625 8.0108642578125e-05 6.103515625e-05 6.854534149169922e-07
age2 -1.4916523832416033e-05 -1.2319838467466603e-08 -1.6475557995864553e-06 -0.00013814278199263051 -5.885623181587615e-06 5.0445713803256324e-08 -4.486947665148717e-10 1.2064030599260416e-07 3.576231652762776e-10 1.8132137001932463e-06 1.1723321615447723e-06 6.664436802188133e-06 1.1058324736532869e-06 1.0176732195199098e-05 -2.3995857315426066e-06 6.033695459965505e-06 3.717738135845655e-06 7.362002670168619e-06 -1.2548358860781229e-06 4.2422899636842274e-06 -2.0250448302735843e-06 9.161172956122625e-06 -2.1247933829087112e-06 1.8556838998301408e-06 -7.981202315495175e-06 1.199463559975426e-05 8.572789330549155e-06 -2.330290062827534e-06 -6.488531837625954e-06 -2.218244798205062e-08
age3 1.328338568515132e-07 1.2687395505538058e-10 1.4138264277771044e-08 1.2313699568835022e-06 5.2281782617219457e-08 -4.4869476651487604e-10 4.1115751842425645e-12 -1.0737885293274181e-09 -3.216893078864344e-12 -1.6870118182310726e-08 4.0896761819918354e-09 -5.7897655369901445e-08 -8.912972049234948e-09 -8.887001832601443e-08 2.0794223577107743e-08 -6.869433370367186e-08 -3.2955919959581045e-08 -6.924884313918042e-08 3.008641783449908e-08 -4.797539936736628e-08 1.7850384770362024e-08 -8.408639086270053e-08 1.2020374328754176e-08 -1.2956400442406853e-11 6.857140417608343e-08 -1.0402515211445018e-07 -7.014028292540186e-08 4.968401429871062e-08 3.130922727222744e-08 1.8363885602488274e-10
age2_sex 12631262.902427768 -4.4534535624339186e-08 -1.9403572450758623e-06 -72846495.21387787 -10776628.583306996 5.7769605021255316e-08 -5.050694047229331e-10 256317.45034938838 -577.7584502247878 9.205031604182355e-07 -4.617454891550762e-06 6.594479172799866e-06 4.08541699264004e-06 1.3918509705072147e-05 -1.2694590894476504e-06 6.272020695303197e-06 5.046663914343664e-06 3.70532366607018e-06 -1.0543549706783384e-06 8.066160285368891e-06 -6.012626312546717e-06 1.1675657216240359e-05 -4.1364169749789395e-06 -2.4353535302552576e-07 -1.2226724499349155e-05 1.3674912484841322e-05 1.172265135477619e-05 -3.553637132663992e-06 -4.209281766250896e-06 -2.3812707378550425e-08
age3_sex 865158.4681339997 -1.0455354231714365e-10 -4.021038358806907e-09 3073565.975065806 17784.78887054925 1.0720870226791169e-10 -8.575441373903593e-13 -312.0755296757309 -8.417226545096229 9.368155992337303e-09 -7.330489934583023e-09 1.4829092947703392e-08 1.5276904417642652e-08 2.0807877862480135e-09 1.8090603010690613e-08 7.172236103534579e-09 1.1632393817069523e-08 -4.174283667768567e-09 2.0092680467423526e-08 3.806289119031076e-09 8.838664031989087e-09 2.4537992757323657e-08 -5.840320926950955e-09 6.921778084279652e-09 -1.5188115417152497e-08 2.8498904172285805e-08 3.2348999954374306e-08 1.4551480989877872e-08 -2.5541778990423436e-08 -2.4092445449609557e-11
PC_3 -0.0007121009761187766 8.214099026092884e-06 -7.478177933151309e-05 -0.004334722461091969 -0.00015099246439781943 1.8132137001938448e-06 -1.687011818231589e-08 3.1880770040109623e-06 1.6971408091680296e-08 0.37050130713051765 -0.024811884399975035 0.000979560850404276 0.08744869519201623 -0.011535957407153748 0.0420022042728395 -0.0011827729931894587 -0.05571835425809596 -0.06675995988057222 -0.03303850966062088 0.09567119003055471 0.028859039815136954 0.09608463736132249 -0.05113433898888809 -0.18990035147615011 -0.044857700864342195 -0.032153751653431144 0.058584738824685775 -0.05123532849555426 0.18042822164809136 0.00015568574583535363
PC_4 0.002538621313271582 0.00030492223754622163 0.00016542144916546262 0.013036873269803888 0.00035534863660629856 1.1723321615462042e-06 4.089676181979234e-09 -7.133153181745759e-06 -2.757663839266314e-08 -0.024811884399974973 1.209226751273742 -0.011194260934559823 0.18517176356809234 -0.12099100163698451 0.002809765638117629 -0.026141719035274454 0.04142521157117864 -0.07073211180085716 0.07688713301179155 0.14053662744203335 -0.1038541379545926 -0.06810056614369907 0.14377825334515407 -0.011986386632401525 -0.03608414077303191 0.02240126559862813 -0.06921706658519819 -0.07302078133940379 0.2020259891886591 0.0001854749887341649
PC_5 -0.0021413234312163383 4.3625604340485665e-05 -0.00019317772233068926 -0.01643208350975829 -0.0006616914148092618 6.664436802188311e-06 -5.7897655369902536e-08 1.3441013161138112e-05 4.920560347602505e-08 0.0009795608504041859 -0.011194260934559988 1.566973491476197 -0.053658480048906984 -0.16733455617493273 -0.10238181162627236 0.13948530716841193 -0.012003310317420107 -0.0964268624858919 -0.03230868600372241 0.07014495837351549 -0.13099917543432316 0.003764069295122459 0.017703304467863227 -0.1557221863261492 -0.10887780476677884 -0.03529759799050956 -0.011359466409132041 -0.1378013253151295 0.20384649259503324 0.0002357376968901073
PC_6 -0.0014471269151928976 -0.00014169997275592725 -0.0001694578110794051 -0.008373426374523343 -0.0003471361608391947 1.1058324736527998e-06 -8.912972049230782e-09 7.018095743768387e-06 1.4237894329815073e-08 0.08744869519201624 0.18517176356809345 -0.053658480048907185 2.0924682066988076 0.006297501347263577 0.2578150893021018 -0.1268592475120219 0.06759658707544064 0.12363258786897524 -0.13054253552266326 -0.08045886675336537 0.23909994242950627 -0.2465675446300782 0.06596632406755988 0.1630686674713584 0.018425964277918906 -0.023357416074307646 -0.11163971584881101 0.05263394274138906 -0.17451260279321204 -0.000522123893088641
PC_7 -0.002161329583514461 -5.676665819440999e-06 -0.00025148265771733673 -0.028766082709248138 -0.0013228486709573849 1.0176732195198471e-05 -8.88700183260078e-08 2.6942355068899115e-05 5.8399665440638334e-08 -0.011535957407153817 -0.12099100163698485 -0.1673345561749329 0.006297501347263516 2.625044893214961 0.11443301844603625 0.291030483082986 -0.15386067174755316 0.23805355033903983 -0.013467399079488882 0.01564277372969926 0.04151096442047748 -0.30197905573473405 -0.2787903744923233 0.2852975403077004 0.10600153769355108 0.027789162011375816 0.011589272640717867 0.24001957492689735 -0.38389377836896454 -0.00012825766602837674
PC_8 -0.0010154830024332133 -0.00013447897638129802 -9.413352238847228e-05 -0.0012494195534554222 8.086729708734764e-05 -2.399585731542333e-06 2.0794223577104957e-08 -1.1341852379195847e-06 3.2814703912483005e-09 0.04200220427283953 0.0028097656381174856 -0.10238181162627236 0.2578150893021017 0.11443301844603629 3.0047895885586375 0.36450199901076674 -0.1266462998597128 -0.00945450592335601 0.10121946243740555 -0.1292120690739278 0.020379992025535584 0.1315204990380213 -0.21740094316199396 0.14911730165579165 0.279143490160572 0.002008281853295243 0.06740091014597131 0.13775161066401623 -0.15923219688003926 0.00013771955543952883
PC_9 -0.0020767611831881026 -2.102127691805596e-05 -0.00016996602541278762 -0.018079737584612045 -0.0006982957697761017 6.033695459966009e-06 -6.869433370367594e-08 1.4739812170401184e-05 5.1730257118215154e-08 -0.0011827729931895902 -0.0261417190352746 0.1394853071684119 -0.12685924751202177 0.29103048308298624 0.36450199901076663 3.894462220149333 0.14611276759248804 -0.08974122035410603 -0.3141930457473592 0.24326863421790607 -0.10057714697828077 -0.019022672735760495 -0.30222574645867706 0.09869854108707718 -0.253594612155047 -0.15067304544788107 0.14457190092204664 -0.07450999556481792 0.26797531860439394 0.00010458802440691203
PC_10 -0.0016490831413613842 -2.8835288123035027e-05 -0.00016513225521746204 -0.011525115615386747 -0.0004492664475499297 3.717738135845047e-06 -3.2955919959575374e-08 8.979216061688287e-06 3.280577882976385e-08 -0.055718354258095945 0.04142521157117962 -0.012003310317420204 0.06759658707544138 -0.15386067174755336 -0.1266462998597128 0.14611276759248787 4.595355170026277 0.4046103020958912 -0.029399426924302526 -0.10901984007724254 -0.07261176306648501 -0.04356583762674975 0.0622743810878086 0.11689641408994235 0.2800084204998339 0.05208328926455232 0.09477691587444675 -0.049241097561267703 -0.21824255199512946 0.000573572123266739
PC_11 -0.0010205240965065776 0.00018881444924620234 -6.886268724141573e-05 -0.009948237940208183 -0.0004705171716372728 7.3620026701695605e-06 -6.924884313918807e-08 9.438918984770248e-06 3.774959377118039e-08 -0.06675995988057225 -0.07073211180085681 -0.09642686248589179 0.1236325878689753 0.23805355033903997 -0.009454505923356027 -0.08974122035410602 0.4046103020958913 4.224121437691282 0.15810125249897267 0.26166702377718304 0.22156780591484942 0.2376574215982456 -0.07956216089922191 -0.08232633881934635 -0.35333515357879447 -0.18687497612288578 0.003777100515415383 -0.15188655405730292 0.6755273463397832 0.00048058989983797216
PC_12 -0.00026925740040703545 -2.1143146480388407e-05 -9.460110514273275e-05 0.003108932436668482 0.00016712275821077042 -1.2548358860782807e-06 3.0086417834500274e-08 -3.581053514836288e-06 -5.94870117278475e-09 -0.03303850966062104 0.07688713301179172 -0.03230868600372243 -0.13054253552266312 -0.013467399079488991 0.10121946243740564 -0.31419304574735923 -0.029399426924302443 0.15810125249897253 5.096767741911996 0.15977722302891637 -0.08444795412350367 -0.14020766894730247 0.17132483580117513 0.3059455225895623 0.13058431440925528 0.08594485076300566 0.18081402772154562 0.1147041094519696 0.11601478340489399 -0.0004361599344200909
PC_13 -0.0022720760113661568 -0.00015905613463540022 -0.00020855815629654013 -0.019514605558922874 -0.0007365726751791164 4.242289963683346e-06 -4.797539936735814e-08 1.569778134689265e-05 4.631507549412799e-08 0.0956711900305544 0.14053662744203257 0.07014495837351531 -0.0804588667533657 0.01564277372969936 -0.12921206907392774 0.24326863421790595 -0.10901984007724261 0.26166702377718276 0.15977722302891637 4.819027033654025 0.6035042394537785 -0.11671818019736596 0.005576001085123675 0.3149487691578783 0.32370246995509827 0.0919010214442733 -0.32971550770137537 0.09994161656131838 -0.5980385338459143 -0.00042270502042691336
PC_14 0.001212487526152987 9.463533665803116e-05 9.50182398122245e-05 0.01035033685731829 0.0004512395495562065 -2.0250448302720927e-06 1.7850384770348753e-08 -8.421541043027506e-06 -2.0262438510750303e-08 0.028859039815137152 -0.10385413795459265 -0.1309991754343231 0.23909994242950666 0.0415109644204779 0.020379992025535736 -0.10057714697828063 -0.0726117630664848 0.22156780591484992 -0.08444795412350364 0.603504239453779 4.88155599313364 0.1325526812310868 0.05020213843655003 -0.02291545800651909 0.028054710700945524 -0.01745751534071939 0.06156835824271276 -0.44803363739810026 0.41129913930262296 -0.0002908293012116693
PC_15 -0.003520696203758156 -0.00010553298986405108 -0.0003521047489604808 -0.029026918233806216 -0.0011821430995160068 9.161172956122495e-06 -8.408639086269862e-08 2.4072575863359323e-05 7.706083003995557e-08 0.0960846373613223 -0.06810056614369944 0.0037640692951223954 -0.24656754463007796 -0.3019790557347337 0.1315204990380213 -0.01902267273576054 -0.043565837626749836 0.23765742159824554 -0.14020766894730244 -0.11671818019736586 0.13255268123108643 5.238080165917736 0.09542166107267469 0.15465099418138173 0.16470086504296225 0.13056908801669675 0.06783541035321272 -0.0041866305464883635 -0.4934284921755404 -0.00041763480467060224
PC_16 0.0001799395356181574 6.631162841516437e-06 6.71885079540899e-05 0.0060910695201747715 0.0003113316591994807 -2.124793382908079e-06 1.202037432874822e-08 -6.420475834141961e-06 -7.88019930559594e-09 -0.051134338988888035 0.1437782533451542 0.01770330446786336 0.06596632406755995 -0.2787903744923233 -0.21740094316199393 -0.30222574645867706 0.06227438108780861 -0.07956216089922194 0.17132483580117505 0.005576001085123731 0.050202138436550046 0.09542166107267482 6.5561940467597335 -0.021464103499744383 0.11766965813686922 0.1924251473233161 0.1897041725080147 0.07162835091650381 0.18609308487821363 -3.305636493988493e-07
PC_17 0.0007784183845612209 0.00016107744110906996 -1.541861940699469e-05 0.004062321828800011 0.00011831528216716745 1.8556838998302318e-06 -1.2956400442981818e-11 -2.366878381945105e-06 -4.141060618739579e-09 -0.18990035147615011 -0.011986386632401374 -0.15572218632614915 0.16306866747135862 0.2852975403077003 0.1491173016557918 0.09869854108707714 0.11689641408994235 -0.08232633881934627 0.30594552258956215 0.31494876915787806 -0.02291545800651916 0.15465099418138176 -0.02146410349974435 6.764985232130216 0.021925428758941094 -0.06925917415218417 -0.2946718666910367 -0.07482393833005146 -0.30686537132205255 -0.00022721338989733272
PC_18 0.0030889233853422927 0.00012854194957174966 0.00034642252158260923 0.027449599239851255 0.0011651535670404633 -7.981202315494145e-06 6.857140417607397e-08 -2.326762470541071e-05 -6.346822676185456e-08 -0.044857700864342105 -0.036084140773030085 -0.10887780476677873 0.018425964277918063 0.10600153769355067 0.27914349016057166 -0.2535946121550468 0.2800084204998335 -0.3533351535787942 0.13058431440925525 0.32370246995509827 0.028054710700945378 0.16470086504296286 0.11766965813686886 0.021925428758940817 5.773871590090095 0.2971836060208928 -0.08531768515689248 -0.26505037305249163 0.3319472700446189 0.0014407654711237766
PC_19 -0.003810755519200099 -4.421832672281458e-05 -0.000440406961890041 -0.034933069287124884 -0.0014408062278544235 1.1994635599754138e-05 -1.040251521144482e-07 2.9385721069875515e-05 9.01784207657976e-08 -0.03215375165343092 0.022401265598626555 -0.0352975979905098 -0.023357416074307805 0.027789162011376132 0.0020082818532948525 -0.1506730454478812 0.052083289264552204 -0.18687497612288645 0.08594485076300565 0.09190102144427384 -0.01745751534072002 0.1305690880166967 0.19242514732331598 -0.06925917415218402 0.2971836060208913 5.955368639003092 0.04338534496257636 0.24349216736914253 0.28215795541491523 -0.001792237488109949
PC_20 -0.003442391168189063 -6.289255915516898e-05 -0.0004003489288299765 -0.02596793118672568 -0.0010393915999524401 8.57278933054885e-06 -7.01402829253984e-08 2.1388380879946424e-05 7.14928326040609e-08 0.05858473882468572 -0.06921706658519837 -0.011359466409132147 -0.1116397158488108 0.011589272640717815 0.06740091014597112 0.14457190092204647 0.0947769158744469 0.003777100515415131 0.18081402772154553 -0.3297155077013754 0.06156835824271263 0.06783541035321276 0.18970417250801463 -0.29467186669103673 -0.0853176851568928 0.043385344962576615 6.638410936426378 0.6227975211265004 -0.030208183626059752 0.0002063678586727144
PC_21 0.0005081274316739446 0.0001230185460467192 5.705930170000627e-06 0.011665053166770118 0.0005084017100329687 -2.3302900628280366e-06 4.968401429871476e-08 -1.1006612694130526e-05 -2.3798165017478203e-08 -0.05123532849555423 -0.07302078133940328 -0.13780132531512962 0.052633942741389085 0.24001957492689693 0.13775161066401614 -0.074509995564818 -0.04924109756126753 -0.15188655405730317 0.1147041094519697 0.0999416165613181 -0.4480336373981004 -0.004186630546488539 0.071628350916504 -0.07482393833005167 -0.2650503730524917 0.24349216736914248 0.6227975211265003 7.418320874411337 0.19016586079502973 0.00043717834076089236
