 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00012421557768458943 8.487478650932736e-06 -2.3945283848409396e-07 2.3077971041687352e-09 -2.8482713687381765e-05 2.161065896495666e-06 -5.3874870248737686e-08 4.523928487372043e-10 3.215441375802822e-07 1.7305716576227828e-07 -1.5115772206289676e-07 -2.725742769250786e-08 -8.366204398124682e-08 9.312084465153715e-08 -4.5851043203397904e-08 1.1197723837821759e-07 -2.511256071519149e-08 -9.816551570425193e-08 -1.3351806451270863e-07 -3.395959797434726e-08 -4.06869524873692e-08 7.732417672618606e-08 -4.38104626074428e-08 -6.32261357300198e-08 -4.4537560458500645e-08 -4.114590164374264e-08 1.2218528186119158e-08 -3.9225739606436014e-08 -1.0901538123883535e-05 1.3894147180230291e-05 8.475725044640745e-06
age 8.487478650674858e-06 0.0002973039225328382 -6.81863786125242e-06 4.861611085667645e-08 0.0036720075641406284 -0.0002765111537247103 6.321822453208116e-06 -4.4903738957142173e-08 -1.037103414557511e-07 2.3506298475070917e-07 -1.0722502543280744e-07 2.378676608836827e-07 3.785635099170116e-08 6.018642247582468e-08 8.489968895883008e-08 6.098532729349821e-08 1.115934208836044e-07 -3.709024449693925e-07 -1.1294209735982214e-07 1.298344374157951e-08 -1.5536709469542653e-07 -2.117784809454848e-07 -1.963040069659072e-07 1.9496112553617162e-07 1.549538225059132e-07 -2.629309464255785e-07 1.485525684675203e-07 3.223748870951418e-07 2.1382723512456536e-06 2.463707452606033e-06 2.058247673377252e-06
age2 -2.394528384791462e-07 -6.818637861253616e-06 1.5937367611425222e-07 -1.1554472466648644e-09 -8.225921036807305e-05 6.329491076775626e-06 -1.4751398946463764e-07 1.0655967458976926e-09 4.670744367117893e-09 -4.95180570227842e-09 1.6992047507309325e-09 -5.875223961989822e-09 -1.140024848916966e-09 -2.4161279042716787e-09 -1.3515275834115565e-09 -4.930940309477664e-10 -2.4818359829891396e-09 8.36699265889051e-09 2.9508322612573695e-09 9.712991252748506e-12 3.4286594800983276e-09 3.8256555899641105e-09 3.4757858572143984e-09 -3.74538122299761e-09 -4.249637398051988e-09 5.303624582637332e-09 -3.918420210623064e-09 -7.580478361273918e-09 -4.9298698321508276e-08 -7.054630021031753e-08 -3.4298075707201083e-08
age3 2.307797104113173e-09 4.861611085669211e-08 -1.1554472466649934e-09 8.511794254664659e-12 5.748818290691419e-07 -4.500421777190591e-08 1.066768175021748e-09 -7.83089930125658e-12 -4.625574289513974e-11 3.5877441055387645e-11 -1.1164407401300289e-11 4.355054018514609e-11 8.030936464816851e-12 2.3322248344150124e-11 6.746520231859779e-12 -4.553964269236345e-13 1.868106289236598e-11 -5.861757818080739e-11 -2.5488992907863816e-11 -2.667342794748333e-12 -2.4802622363180882e-11 -2.0710541965249866e-11 -1.9959278456248245e-11 2.2089170697953385e-11 3.4186741450361605e-11 -3.3697440531302857e-11 3.1028103651661693e-11 5.414935052597153e-11 3.2989653194956453e-10 5.471785515427434e-10 1.8866929766321758e-10
sex -2.8482713691971457e-05 0.0036720075641383594 -8.225921036801366e-05 5.748818290686648e-07 0.1255565032402276 -0.00936543626907724 0.0002132603431423654 -1.5146073786501164e-06 -9.11274120381917e-07 -7.564962636589909e-07 2.0562648394880576e-06 1.4571678719951013e-06 -3.375790643304098e-06 -4.984715437332075e-07 2.865820708166842e-06 -5.656391044338618e-07 -2.382527016089947e-06 -2.4959528542545776e-06 -1.6430203388381205e-06 3.0500220873610603e-06 1.899563644651706e-06 -1.5024249214545489e-06 -4.264385330940414e-06 1.4885322904774926e-06 1.0693863550845898e-06 -3.4966753797094727e-06 3.0422823070787202e-06 1.0097498315590484e-06 1.8520911881186553e-05 5.577614766163854e-06 7.57598082774291e-05
agesex 2.1610658969915036e-06 -0.0002765111537244033 6.329491076768416e-06 -4.500421777185256e-08 -0.009365436269077444 0.0007176610080996888 -1.6680632374575088e-05 1.2042358710092634e-07 1.0940265195463048e-07 7.854731449394443e-08 -1.5298386453802905e-07 -8.08168337467355e-08 2.1484416947713482e-07 -2.5935457786583207e-08 -1.352654272294664e-07 7.264594672666627e-08 1.7542905624557629e-07 2.0927303434460756e-07 1.0775964782842434e-07 -2.109838226921863e-07 -1.9143323162310757e-07 7.833437246222318e-08 2.7754557741123115e-07 -5.8231900224777275e-08 -1.609069908259831e-07 2.6140576514801594e-07 -2.6033282220854234e-07 -9.181792786215552e-08 -2.000875752200117e-06 -1.2015495644897192e-06 -5.3845226725144835e-06
age2sex -5.387487025554658e-08 6.3218224531998085e-06 -1.475139894644394e-07 1.0667681750202776e-09 0.00021326034314237208 -1.6680632374575244e-05 3.9495571029910495e-07 -2.8980601334315767e-09 -3.410084307988059e-09 -2.3302245802866098e-09 3.465916468638011e-09 1.7692982654324853e-09 -4.447409267876419e-09 1.5623992466235954e-09 2.007811576835143e-09 -2.41336110880124e-09 -3.5427164186027514e-09 -4.8436069596519006e-09 -2.6308404807693893e-09 4.461776745784232e-09 5.270694087620927e-09 -7.211445099670024e-10 -6.021236958600499e-09 -1.4859779758427416e-10 4.811810165775206e-09 -6.293485385655564e-09 6.451878889555601e-09 1.8312804594660254e-09 6.14423551163256e-08 3.5083916618678375e-08 1.1840579746941759e-07
age3sex 4.5239284890872254e-10 -4.490373895712966e-08 1.065596745897375e-09 -7.830899301253743e-12 -1.5146073786501663e-06 1.2042358710092766e-07 -2.8980601334315817e-09 2.1593947683799523e-11 2.6243686330092853e-11 2.139529568580914e-11 -2.3800060472186356e-11 -1.511042038652294e-11 3.130060650703356e-11 -1.4923890671389515e-11 -9.805175621909785e-12 1.9966765575637244e-11 2.105471849932199e-11 3.3671005324081865e-11 1.9743013694899856e-11 -2.971685049995193e-11 -4.180033637481136e-11 -1.3495663518461282e-12 4.258723391161256e-11 1.2643175257169562e-11 -3.9357653194649236e-11 4.7325353910410795e-11 -4.88581180481177e-11 -1.1100899161812444e-11 -5.732923644207903e-10 -2.541227083994136e-10 -8.438059252870837e-10
pcs.V3 3.2154413758035863e-07 -1.0371034145536495e-07 4.670744367108976e-09 -4.625574289507565e-11 -9.112741203707623e-07 1.0940265195376073e-07 -3.4100843079675645e-09 2.6243686329943256e-11 1.3333487545938288e-06 7.83608263387468e-08 -2.861245106514339e-08 5.13960793270424e-10 7.919679304418616e-09 1.817566274698415e-08 -6.963992875588e-09 1.6507065668910588e-08 6.8255944576761906e-09 -7.711986607662068e-11 -1.519473810610909e-08 1.5233927951898388e-08 -8.202718459964138e-09 -1.2201567538452014e-08 -1.4536601629069828e-08 -1.635267851806726e-08 -2.8806797197695984e-09 -9.163230218425387e-09 8.767681577711531e-09 -1.328854319397182e-09 3.1120242088203216e-07 8.889022805363091e-07 7.622623829062298e-07
pcs.V4 1.7305716576236579e-07 2.3506298475107345e-07 -4.9518057022866866e-09 3.587744105544618e-11 -7.564962636467048e-07 7.8547314493015e-08 -2.3302245802652834e-09 2.139529568565708e-11 7.836082633874686e-08 1.4099922423753043e-06 3.428635263533086e-08 -2.1154022935148563e-09 1.4760448007740336e-08 -2.565015157457904e-08 -5.906977263748678e-09 2.2673031542265563e-08 -6.5412273289281944e-09 -7.184561206341592e-10 4.97738048140273e-09 -1.6572736772868434e-08 -4.372008346836979e-09 1.3967092914015282e-08 1.2616098558133379e-08 3.966873184524875e-09 1.3379805063193486e-08 2.4698568865973607e-09 -1.64312499611259e-09 -5.19231423010819e-09 -9.737124580270453e-08 -6.581881363928222e-07 -5.992834997160504e-07
