 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.017720567783774985 0.006321750608381731 -0.0002029801678599754 2.071027443514262e-06 0.022168060449424456 -0.002256782120555847 7.276401081289567e-05 -7.484259967447667e-07 1.1517513329151937e-06 4.405840114317918e-06 1.8929010263828439e-06 -4.020119557817893e-06 1.3345906623453708e-06 -1.0717849892160942e-05 2.702890032826473e-06 7.422606925556822e-07 -2.5785772177815078e-06 -2.479523409565989e-06 -1.1375715082935899e-05 -3.987960843435342e-06 -7.865104116970432e-06 2.7584640100157582e-06 -1.0755274656067135e-06 1.1511589631859595e-06 3.166190843779434e-07 -3.3723771429168187e-06 7.996087442703497e-06 -5.41856269357682e-06 -3.32859389954429e-05 0.00015504967077141382 0.00011334293841343221 -0.00013450228933762818 -0.0001639282998979657 -5.9199506971800844e-05 -7.578409941720468e-05
age 0.006321750608338213 0.005392839280647523 -0.0001607593599796601 1.5146668008391684e-06 0.05425710723948644 -0.005156256077986435 0.00015346080786007355 -1.443636410672139e-06 2.2840784468606306e-06 -3.269026068420452e-07 -3.414146818950274e-06 4.3391810194015427e-07 -1.454405065620052e-07 -5.632042344122638e-07 1.4573435646975198e-06 5.548986800898409e-07 -6.595139259420961e-07 -2.820196179029548e-06 -1.6625700576440105e-06 2.0201558836038903e-06 -2.5215007348401007e-06 1.0690153746673231e-07 -7.199970435012723e-09 7.649434936666302e-07 -1.1923351615432227e-06 -2.908347083572921e-06 -2.7063109581843604e-07 4.083684217426668e-07 -2.572924495898099e-06 -3.846793681790284e-05 -1.5810572974394316e-05 0.00018216737851730298 -0.00011682847243852461 1.316733561154163e-05 1.2341091066094065e-05
age2 -0.00020298016785897586 -0.0001607593599800289 4.847711014832803e-06 -4.618147342754061e-08 -0.0015986952135475163 0.0001536492986784575 -4.624728459563796e-06 4.397878393046267e-08 -7.596900933742785e-08 2.470846922321419e-08 9.272296443892819e-08 -8.155154346336494e-09 6.373774644505296e-09 1.8373223785751315e-08 -3.091642301181556e-08 -8.604265220362519e-09 1.9125554768553888e-08 7.288157802684341e-08 7.166168450805828e-08 -5.989046127869976e-08 7.694472477732731e-08 -1.560125213953342e-08 7.563247488872461e-09 -8.371357089888712e-09 3.127099781194395e-08 8.626448099853614e-08 -2.8140478648096336e-09 2.03940817582536e-09 1.769850924222506e-07 8.819678514418802e-07 3.570551153574622e-07 -4.6622225870971715e-06 3.295092921312284e-06 -4.227880275330837e-07 -3.1917944496362806e-07
age3 2.0710274435042686e-06 1.5146668008418725e-06 -4.6181473427524975e-08 4.4494589238035717e-10 1.4915042722878834e-05 -1.4479484256957418e-06 4.405546534452866e-08 -4.236076012819348e-10 7.847446543438699e-10 -3.066852241117414e-10 -7.972481696643385e-10 1.6869694367766597e-11 -1.0151992988199052e-10 -2.1830323741546355e-10 1.7882621257763294e-10 4.512047683287885e-11 -1.6814536009949173e-10 -5.673826295051853e-10 -8.812580469802727e-10 5.401219731778733e-10 -7.614597109120873e-10 2.2739617056307992e-10 -1.4212072003015727e-10 -3.5571455130427157e-11 -2.3741172130260243e-10 -8.172486679090647e-10 1.633274819627357e-10 -1.3761062166964336e-10 -2.6854346863241855e-09 -5.940505028114055e-09 -1.087794221787217e-09 3.8122101056850097e-08 -3.083385984486495e-08 3.742668019237028e-09 1.4575594258833645e-09
sex 0.022168060448102617 0.05425710723865674 -0.00159869521352318 1.4915042722653464e-05 1.2115009824841994 -0.11329948740033854 0.0033165211864752808 -3.065749518087289e-05 4.6965654370779746e-05 -2.1903838461278404e-05 -3.115449657097722e-05 2.0011313642215754e-05 -5.200736478152968e-05 8.290910402596632e-05 -1.3011979081987944e-05 1.880040720168099e-05 -8.750041253571125e-07 1.5320219846499003e-05 3.83072705037193e-05 6.55505721308952e-05 -9.472600321382201e-06 -1.0714093642513082e-05 -2.6318847089081447e-05 -4.6174417293578966e-05 -1.4315555575746747e-05 -1.8667033539459187e-05 -6.923923969968622e-06 3.9070004651849723e-05 -0.00019539517138501461 -0.0012238024353597823 -0.000504498973476068 0.004053774329723406 -0.0019175114903120676 0.0006892503502943589 0.0006453012660206008
agesex -0.0022567821204577763 -0.005156256077934268 0.00015364929867689325 -1.4479484256809138e-06 -0.11329948740033666 0.010732039397371626 -0.0003177448222910557 2.966954457224956e-06 -4.5303762565213345e-06 2.4074921214879316e-06 3.3176428539690948e-06 -2.0066932589312116e-06 4.827235404703853e-06 -8.184874853786696e-06 1.7326968397485205e-06 -1.5370385508902815e-06 -4.5733041596845285e-07 -1.640877321333575e-06 -3.096635617093452e-06 -6.424147086992969e-06 5.749400872582752e-07 6.974534323611274e-07 2.3315895521168847e-06 5.012996632491021e-06 9.170977520119925e-07 1.916453088292741e-06 8.65147142177711e-07 -3.5545924908185937e-06 1.6841792553242907e-05 0.00010576019765061483 5.187317972817171e-05 -0.0003522062718393383 0.00017726306169062845 -7.82515142003697e-05 -5.5518337381307624e-05
age2sex 7.27640108103145e-05 0.00015346080785907059 -4.624728459533071e-06 4.405546534422705e-08 0.003316521186475257 -0.00031774482229105915 9.515170791826155e-06 -8.981780628290633e-08 1.3636494776654606e-07 -8.242668174387333e-08 -1.0820787445060764e-07 6.405445131463824e-08 -1.4411241944438863e-07 2.5097246977986364e-07 -6.55781060013198e-08 3.923248712757563e-08 2.9196522212334113e-08 5.758982839103863e-08 7.049868298595534e-08 1.9531836049353525e-07 -1.047610373396448e-08 -1.1469538830523449e-08 -6.866117918602938e-08 -1.6429625164004604e-07 -1.6316339496766325e-08 -6.377925661482189e-08 -3.121304175812295e-08 1.0005862754173949e-07 -5.168766148290573e-07 -2.945959136963373e-06 -1.4752464796591102e-06 9.721831463064946e-06 -5.271107347397026e-06 2.5002996109431814e-06 1.4130325434496375e-06
age3sex -7.48425996711158e-07 -1.4436364106514856e-06 4.397878392985276e-08 -4.236076012762571e-10 -3.065749518087411e-05 2.9669544572251253e-06 -8.981780628291044e-08 8.573013675786787e-10 -1.3183207484345442e-09 8.814354499791034e-10 1.1049818962740878e-09 -6.327631769918229e-10 1.3782548706384354e-09 -2.4083719933035497e-09 7.611151852107435e-10 -3.207159358012183e-10 -3.9832388948260373e-10 -6.401536472287375e-10 -4.5920923512077614e-10 -1.8566757195412988e-09 5.365859715701426e-11 6.135137768601902e-11 6.162022579009535e-10 1.638832263867351e-09 4.4860243198752527e-11 6.608583708492703e-10 2.9140692004387124e-10 -8.973922166844677e-10 5.3102784710108825e-09 2.7013980781203628e-08 1.2591792378425275e-08 -8.647239149459586e-08 5.002151829443129e-08 -2.4169681109199403e-08 -1.0958158409968533e-08
pcs.V3 1.1517513328766761e-06 2.284078446846357e-06 -7.596900933698858e-08 7.847446543395645e-10 4.696565437083028e-05 -4.530376256526243e-06 1.3636494776669117e-07 -1.3183207484358512e-09 2.6125580866331757e-06 7.816303356778474e-08 -6.1200408942375755e-09 -3.008722962931045e-09 7.724412894824052e-08 5.995502539155212e-08 8.732828838065075e-09 8.491848769047655e-08 -6.947779605731673e-08 8.624820268382206e-08 -6.84838327665198e-08 1.835565395482018e-08 1.1234537132276327e-08 -8.677618274640197e-09 -1.1817324645050161e-07 3.6175701865191494e-08 2.2568703504339355e-08 -2.5071096911175898e-08 5.8446380181318395e-08 4.612776419407295e-08 1.5080476129542727e-06 2.8568998685833436e-06 -8.55042309851511e-07 -7.891552786029624e-07 -1.024662300085388e-06 2.109414456227519e-06 1.1162541410760703e-06
pcs.V4 4.405840114341006e-06 -3.2690260682777933e-07 2.470846922277624e-08 -3.0668522410746414e-10 -2.1903838461112535e-05 2.407492121472142e-06 -8.242668174340127e-08 8.814354499746272e-10 7.816303356779268e-08 2.4575412549612872e-06 1.330276746450265e-08 1.719631015715845e-08 7.481784032765544e-08 -1.3808252088136982e-08 -6.812876464070825e-08 -4.0447826888970146e-09 7.889737898595762e-08 -3.535616663599557e-08 2.606490841206251e-08 -1.0266757095181757e-07 -1.3061766725517285e-07 6.1836354596844e-08 9.266268064402464e-08 5.331614916593922e-08 8.544027144781279e-08 4.4130233855363394e-08 -1.0552395087252536e-08 2.469707048952336e-08 -3.1946170276425783e-07 2.653502821193168e-07 2.3151627068870768e-06 -2.502564361627285e-06 -1.1045590480256205e-06 -3.3932050450455995e-06 -1.8564756780143587e-06
