 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.026885229235315736 0.009559150590457633 -0.0003061599311766339 3.11574920295935e-06 0.03263834674315025 -0.0032886931640224502 0.0001047957959377684 -1.0644383753308533e-06 -1.1387771071091977e-06 7.733316553584501e-06 3.281002113013792e-06 -7.092283937775673e-06 1.1552720219154593e-06 -1.833438541219421e-05 3.4738597406729016e-06 4.057809510602076e-07 -4.573571273884469e-06 -2.5201625578209342e-06 -1.7472006315955962e-05 -6.1093991326464176e-06 -1.2811798143872898e-05 2.354956775744774e-06 -2.0521543454122966e-06 1.1432473911754074e-06 8.114649417598275e-08 -5.665375347407869e-06 1.1651574689372161e-05 -9.32164013274324e-06 -6.551110816215133e-05 0.00029914903092261247 0.00021192795122786985 -0.0002806863322851956 -0.0002603799343173676 -8.806177743159098e-05 -0.00017125534977808295
age 0.00955915059036003 0.008238153228737036 -0.0002445270278535605 2.2937269185790793e-06 0.08087375281479994 -0.0076453537301160255 0.00022630999202831155 -2.1171349048724948e-06 1.257813976379007e-06 -3.5109453623219274e-07 -4.789879205430725e-06 3.9229477701962294e-07 -8.984851065043912e-07 -2.3398413247335665e-06 1.1483719290091041e-06 2.960094111780132e-07 -1.1332800867916776e-06 -2.9365842594309337e-06 -4.178402303860346e-06 2.6539201356600165e-06 -3.3126194446096084e-06 -1.3894582115754364e-06 5.479508754558447e-07 3.2089291515884144e-07 -2.1901963777031963e-06 -6.316111813722403e-06 3.722289100396094e-08 -1.6894307442010784e-07 -2.558884265398167e-06 -1.2302763233558385e-05 -2.6077098547906904e-06 0.0002638741771608626 -0.00021716521129199907 2.003488262583197e-06 1.1931965989791634e-05
age2 -0.0003061599311734546 -0.00024452702785319417 7.343584789580513e-06 -6.965840703339137e-08 -0.0023723549548700026 0.00022683187785148967 -6.790803685142469e-06 6.421930436974356e-08 -5.5806225623398335e-08 3.752598026388382e-08 1.284924949888055e-07 -3.2027845005897667e-09 2.3951213672015174e-08 7.0636079797728e-08 -1.78054149473177e-08 1.1850047348264789e-09 3.6992632782135666e-08 7.548377687206584e-08 1.500342193610098e-07 -7.876428627414978e-08 1.0463750444797304e-07 2.1706324881365677e-08 -2.2274090896332965e-09 8.305988587256642e-09 5.6719112596467826e-08 1.7952768126752326e-07 -1.9340239924001137e-08 2.492058169385142e-08 2.3820435702271994e-07 9.768516953551038e-08 2.1816425794609825e-08 -6.7293629811731934e-06 5.994903792334347e-06 -3.069954429095852e-07 -1.7854392763509343e-07
age3 3.1157492029339017e-06 2.2937269185808234e-06 -6.965840703353338e-08 6.683411546657913e-10 2.204144920720577e-05 -2.1288828159347026e-06 6.442587512997331e-08 -6.160258044855426e-10 6.726148145598665e-10 -4.88716985013149e-10 -1.088626043508247e-09 -6.895713422861863e-11 -2.371984448398619e-10 -7.298755918451883e-10 2.559698990759554e-11 -4.397002355056698e-11 -3.6061514127867844e-10 -5.70084727612714e-10 -1.6581376413810608e-09 7.155446642788178e-10 -1.0694630668135871e-09 -8.228492565465589e-11 -1.0966562733692413e-10 -2.1881722396548548e-10 -4.409947947058941e-10 -1.6299634636122296e-09 4.0480235075510357e-10 -4.0054155633504515e-10 -3.918908557094956e-09 1.9520081209898515e-09 2.6728506502413363e-09 5.481909437059255e-08 -5.515340269570245e-08 3.781289025039742e-09 -1.6707803389086036e-09
sex 0.032638346740391636 0.08087375281333824 -0.002372354954825873 2.2041449206785946e-05 1.8027180617964533 -0.1679728335288682 0.004899012250381498 -4.5121400640143854e-05 6.38515731716832e-05 -3.934646796884157e-05 -2.705496571529514e-05 2.9223169641362482e-05 -7.442599396107591e-05 0.00012693364621490423 -2.6931184191847274e-05 2.315243627719673e-05 -1.4220808807108434e-06 4.399691819898702e-05 3.636993523132252e-05 8.988673161700786e-05 8.312471609599808e-06 -3.365320191928753e-05 -3.172553464852318e-05 -7.190650312963306e-05 -1.8954006806135704e-05 -4.205105093160518e-05 1.2484558925919457e-05 5.7209070547036976e-05 -0.0001460604474314227 -0.0012813723976710656 -0.0007281690043557588 0.006247249015447674 -0.0037051513026145426 0.0005300810695273247 0.001295678269848894
agesex -0.003288693163755007 -0.0076453537299729065 0.00022683187784716655 -2.128882815893601e-06 -0.16797283352888123 0.015854274389862474 -0.0004677132424763979 4.35152669279659e-06 -6.336088815573087e-06 4.379126223391461e-06 3.257119803352066e-06 -2.9392920344832654e-06 6.565134457823929e-06 -1.237956156339121e-05 3.2005740599670367e-06 -1.945837256551675e-06 -4.86413538958055e-07 -4.158286500747062e-06 -2.807292861196764e-06 -8.821339768336639e-06 -1.1889673587770663e-06 2.7432434341711223e-06 2.739763258616629e-06 7.566953751783736e-06 1.1293859519908624e-06 4.0750794723592676e-06 -9.042467687724611e-07 -5.197616047346987e-06 1.1066539713020171e-05 0.00011560354870994129 8.3621013954696e-05 -0.000556926260077821 0.00033958161360950033 -8.807463077994958e-05 -0.00010737525393821672
age2sex 0.00010479579592893684 0.00022630999202301883 -6.790803684985343e-06 6.44258751285046e-08 0.004899012250382376 -0.00046771324247644417 1.3956025472796435e-05 -1.3126078247124062e-07 1.9396317002872753e-07 -1.512723732394938e-07 -1.154226687752887e-07 9.497318611056911e-08 -1.8742307605862684e-07 3.7505714757187117e-07 -1.1299853680091351e-07 5.220607671676807e-08 3.2870365070849134e-08 1.285652990587446e-07 5.737597122054202e-08 2.710051590520506e-07 4.065141347251806e-08 -6.845455647743198e-08 -7.940393163957157e-08 -2.4450167434289554e-07 -1.861226974609649e-08 -1.2743730976363015e-07 2.0480784536377553e-08 1.4573451592158462e-07 -3.494167244415984e-07 -3.3309568746865117e-06 -2.5507830159352634e-06 1.5723300171254757e-05 -1.001752363494134e-05 3.2574321413584084e-06 2.6538838213840005e-06
age3sex -1.064438375268479e-06 -2.1171349048481455e-06 6.421930436897641e-08 -6.160258044779246e-10 -4.512140064015775e-05 4.3515266927975624e-06 -1.312607824712566e-07 1.2483111104547175e-09 -1.8944073809693653e-09 1.6083806934558232e-09 1.253745506905621e-09 -9.496393218858503e-10 1.725195828849532e-09 -3.5614299371614478e-09 1.2463687321166225e-09 -4.59125119529137e-10 -4.539746004147205e-10 -1.2856169833379661e-09 -2.960127700559034e-10 -2.608408543339543e-09 -3.9425435058192523e-10 5.751978626534252e-10 6.968942115514032e-10 2.427928774769735e-09 3.955768795723303e-11 1.2561937716762571e-09 -2.0607952572334554e-10 -1.3035418284856142e-09 3.9432520396839736e-09 3.154199142604507e-08 2.2982820149079642e-08 -1.4255333884155574e-07 9.461157267184128e-08 -3.4132647318918726e-08 -1.9907593721237462e-08
pcs.V3 -1.1387771072240327e-06 1.2578139763040608e-06 -5.580622562114896e-08 6.726148145385681e-10 6.385157317131763e-05 -6.336088815537915e-06 1.939631700276655e-07 -1.894407380959212e-09 4.455620725316879e-06 1.481383943679112e-07 -9.679633274865282e-09 -2.263905759301103e-08 1.379696057676857e-07 1.1181616494250265e-07 4.3623071825248615e-09 1.508981778165706e-07 -1.0649969541889977e-07 1.4312947277311755e-07 -1.201317037663981e-07 -1.3973801569371548e-08 1.8692671612169106e-08 -2.7867659347185457e-08 -1.6686685469603824e-07 5.8073343368585983e-08 4.182672689121928e-08 -1.4792877331614826e-08 1.1930787393811026e-07 6.196671197015317e-08 2.014871483652759e-06 5.378434279141574e-06 -1.5067706098205978e-06 -2.1243502288714946e-06 -1.0431776394958346e-06 3.817658190396788e-06 1.9569935524068502e-06
pcs.V4 7.733316553664378e-06 -3.510945361849435e-07 3.752598026244579e-08 -4.887169849993446e-10 -3.934646796859651e-05 4.379126223367849e-06 -1.512723732387794e-07 1.6083806934489769e-09 1.4813839436791003e-07 4.238808272898628e-06 3.893150549952487e-08 2.751795474831977e-08 9.3404901862586e-08 -3.06720092789306e-08 -1.0528034830226936e-07 -2.131955897311358e-09 1.1677264804250304e-07 -3.402329100003887e-08 3.901085347343019e-08 -2.084114921286746e-07 -1.904896111131131e-07 5.8288424899747e-08 1.8431132465875507e-07 8.761187551050508e-08 1.4839166444624138e-07 7.379674652773205e-08 -3.8687971326068664e-08 -1.8193086760064343e-08 -6.242296617874834e-07 1.746230893567801e-07 3.980145506468384e-06 -4.333848380343757e-06 -1.6364683937104065e-06 -5.821606043786359e-06 -2.902442993568378e-06
