 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.000199320146839046 -7.478246413858285e-07 -1.1770593253338557e-07 2.146097665899266e-09 6.215330700126028e-05 -6.801032417913003e-06 2.0681474169736967e-07 -1.9195239736914524e-09 1.1912722794412689e-06 -3.6293996209117e-09 -2.2237207545315692e-07 -5.141877021689266e-07 -2.14228927826282e-07 -3.2704144651289534e-07 -6.447988699933615e-07 9.439795711501533e-08 4.816134619978053e-07 3.1275037184971477e-07 -2.2349437170566328e-07 -3.0932631169406673e-07 -1.35534493637218e-07 -8.041600615311814e-08 -1.0213374902596803e-07 1.1410205217151319e-08 4.462495951192749e-07 -4.858324539348413e-07 2.1932142091716018e-07 2.3565393386116272e-08 1.9363950585929986e-05
age -7.47824640419702e-07 0.0007395971109259736 -1.6538676644000585e-05 1.155308386343431e-07 0.009987194650404124 -0.0007284580562139408 1.6285504352144342e-05 -1.1371022191173906e-07 4.917190753890686e-07 7.662540249431045e-07 7.426405909547251e-08 2.0739991388738403e-07 7.787245449537918e-07 9.537807242562614e-07 -4.039207649018921e-07 -2.112002188243603e-07 2.0296693770558565e-08 -2.0261807287665948e-07 -4.231211654771936e-07 9.597578125430535e-08 3.886236875429448e-07 -5.628362626973188e-07 -8.200805065693472e-07 6.184803088703045e-07 6.955763838270834e-07 -1.2797148137105684e-07 3.6641774014400135e-07 -6.211694683519748e-08 4.2691623744951854e-06
age2 -1.1770593253625416e-07 -1.65386766439808e-05 3.7726559400021705e-07 -2.6823604142325444e-09 -0.00021838602889969936 1.6288258307263366e-05 -3.7148991062147166e-07 2.6401509984425402e-09 -5.267457861143608e-09 -1.9209589750424137e-08 -2.6812762589066463e-09 -5.243949896463183e-09 -1.8397344972137953e-08 -2.2176445272042858e-08 1.066190851778642e-08 5.2206492786127365e-09 -1.0727686554302008e-09 5.061743316102743e-09 1.1907547197455637e-08 -2.8468733987550535e-10 -7.565126418030763e-09 1.0600888627763226e-08 1.3807959159511736e-08 -1.464465699804139e-08 -1.841623490357231e-08 4.5476660033912675e-09 -1.1580850791473366e-08 -5.069449141767809e-10 -9.481976785582082e-08
age3 2.1460976657913985e-09 1.1553083863391371e-07 -2.682360414225943e-09 1.9395903566342027e-11 1.4972556155904712e-06 -1.1372214305581237e-07 2.6401485701029115e-09 -1.9082507431088204e-11 1.3890606512588781e-12 1.5624693870138925e-10 1.9891206298558916e-11 3.51327576340422e-11 1.3434749282052187e-10 1.6606983611470967e-10 -8.569002798552152e-11 -3.880726842904048e-11 1.52951193175566e-11 -3.9616708609463264e-11 -1.015418630688461e-10 -8.346507841377352e-12 3.9109312909976446e-11 -5.7303729501111e-11 -7.834980557567608e-11 1.0374456215306934e-10 1.447726264232192e-10 -3.6480390139286234e-11 9.585371541449548e-11 9.240540019529114e-12 5.242967225968658e-10
sex 6.215330703073459e-05 0.009987194650409698 -0.00021838602889982277 1.4972556155914048e-06 0.35606533137117796 -0.02547915849273328 0.0005615739292424603 -3.881062097844339e-06 -6.13179453248062e-06 -6.037567491294857e-06 1.0228845950509646e-05 -1.0581358237295652e-05 1.1319954346561092e-05 1.0263459718895057e-05 1.900069825654776e-05 -5.3614004479311895e-06 -2.960402870696922e-06 1.2227145785212148e-05 -3.516103351329936e-07 4.441272624353896e-06 1.1694376295936622e-05 -1.4784533266156443e-05 -1.8547484765820927e-05 -1.609712786641016e-05 8.49443836452862e-06 -1.5526519614436995e-05 2.4462119693097596e-06 -1.0399126298358985e-05 0.00012985518491442447
agesex -6.801032417673312e-06 -0.000728458056209432 1.6288258307160252e-05 -1.1372214305507732e-07 -0.025479158492734466 0.0018716608821049826 -4.211027481011944e-05 2.9593760200066786e-07 6.635370647595808e-07 2.042886163096166e-07 -6.047534240063331e-07 8.422453547429574e-07 -8.861634024333127e-07 -8.627198347296122e-07 -1.080963103087302e-06 4.466718322578198e-07 1.6606235132309873e-07 -7.812736674769431e-07 2.011605596605661e-07 -3.972449084627416e-07 -8.973217105987882e-07 9.635957627634772e-07 1.1940273913933673e-06 1.0802138761001964e-06 -8.505223350144598e-07 1.2080209383411718e-06 -4.699675258657574e-07 4.484217196833556e-07 -1.0865431726570538e-05
age2sex 2.0681474176902005e-07 1.6285504352213165e-05 -3.714899106230371e-07 2.6401485701141983e-09 0.0005615739292425076 -4.211027481012094e-05 9.653196738120316e-07 -6.897054178455714e-09 -1.9902462869578622e-08 -8.889314688724169e-11 1.0644789945735156e-08 -1.9611655632412434e-08 2.0661630952948026e-08 2.2256172116982545e-08 1.9134085325529378e-08 -1.162926679750075e-08 -2.2237084585403155e-09 1.6247680507013807e-08 -8.908484155686044e-09 1.0451663707992165e-08 1.9856080462448502e-08 -1.7316758862100877e-08 -2.6469957237848444e-08 -2.3823720657635026e-08 2.090785420388372e-08 -2.91027003942912e-08 1.4277125604144767e-08 -6.652573116404682e-09 2.718717107050393e-07
age3sex -1.9195239747518446e-09 -1.1371022191348707e-07 2.6401509984822664e-09 -1.908250743137245e-11 -3.881062097844777e-06 2.9593760200068623e-07 -6.8970541784558894e-09 5.0053367621013253e-11 1.6340499412782546e-10 -1.9247124067342288e-11 -5.7013298469127474e-11 1.3544258755307521e-10 -1.452989846689227e-10 -1.7678365677915776e-10 -1.0248994796699683e-10 9.085852607207301e-11 4.067277836392765e-12 -1.1339997339536055e-10 8.725847838542065e-11 -8.135926653944314e-11 -1.303813160465962e-10 9.271409968400779e-11 1.9744916710534796e-10 1.7336262424193686e-10 -1.4939187901859773e-10 2.14169526778169e-10 -1.1257830261215538e-10 2.931129812116399e-11 -2.1930140020803626e-09
pcs.V3 1.1912722794400593e-06 4.917190753860593e-07 -5.2674578610754675e-09 1.3890606507735275e-12 -6.131794532557869e-06 6.635370647653272e-07 -1.990246286970995e-08 1.6340499412875692e-10 2.4743447303753678e-06 3.195885266072243e-07 4.917742334619245e-09 2.1026407537928397e-08 5.044139053712312e-09 7.584580282738089e-09 -7.777234490298356e-08 2.287195799045388e-08 2.4834518601799177e-08 3.643049891577804e-09 -6.546383752076393e-08 1.7975072697378098e-08 3.3523984419042994e-09 -9.769080563156488e-09 1.4040520613584174e-08 -3.2288042852705896e-09 9.15688148899226e-09 -7.338681637186685e-08 -1.541441387187576e-08 -2.6224750530813305e-08 2.465290183941589e-06
pcs.V4 -3.6293996208022947e-09 7.662540249457861e-07 -1.9209589750484925e-08 1.5624693870181879e-10 -6.037567491209656e-06 2.042886163032839e-07 -8.88931467433204e-11 -1.9247124068363342e-11 3.195885266072212e-07 2.758990019783573e-06 1.620455673615432e-07 2.761431809642514e-08 8.86412282698182e-08 -4.6761555984511714e-08 -1.2797899608711567e-07 5.596364409445485e-08 -9.679699456696241e-09 -5.2643795598851725e-09 3.252021259054592e-08 -6.026659399884756e-08 7.74400777625494e-11 5.2179161752073555e-08 2.4667202859573753e-08 3.9707932230196486e-10 3.455880207202274e-08 2.7027168814061e-08 -3.650889653595744e-08 -1.699691812196576e-08 -1.9451172988744434e-06
