 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.0001080345933586395 9.1211257151164e-06 -2.515035253495898e-07 2.368649867024587e-09 -1.8004380598537792e-05 1.63306477939131e-06 -4.5348989256817515e-08 4.2569744294948376e-10 2.4924305406203763e-07 2.0851220678460203e-07 -1.6529277422851223e-07 -7.523734316586751e-08 -6.566287845841634e-08 6.815672271091887e-08 -7.309939195107794e-08 7.450002941180977e-08 -1.0183847527896823e-08 -1.0536601751844242e-07 -1.422460490586914e-07 -6.150398624175956e-08 -2.632020872611686e-08 9.814658811797421e-09 -2.962727133572357e-08 -6.808051837964673e-08 1.4528727005356206e-08 -6.398971122367141e-08 3.4842955025645695e-08 -2.1474781577602793e-08 -1.2938626698966917e-06
age 9.121125715075344e-06 0.00030378896927600634 -6.986413773032727e-06 4.990604522119069e-08 0.003830402401320604 -0.0002899222378848088 6.656044203346401e-06 -4.7442725065075144e-08 -7.346759120145352e-08 2.0104615002114258e-07 -8.392385985184463e-08 2.2297114881755924e-07 3.754788002275338e-08 5.776619771448566e-08 1.1994556696929137e-07 1.5006170178228055e-07 1.9604202728173589e-07 -3.5555481606612795e-07 -1.072873313115882e-07 5.462426412500048e-08 -1.733274119598569e-07 -2.4470834202548134e-07 -3.0869592151497123e-07 2.617382003060496e-07 2.4990246518611217e-07 -1.8637892436979838e-07 1.9859444733730177e-07 3.4339653539779515e-07 4.123106879316093e-06
age2 -2.515035253469346e-07 -6.986413773033741e-06 1.6374553050420148e-07 -1.189422972160155e-09 -8.613074383159596e-05 6.659764653959089e-06 -1.558407595337001e-07 1.1296086707865264e-09 4.151979555353136e-09 -4.385973443954656e-09 1.0973596127060926e-09 -5.22261009012423e-09 -9.213778205062959e-10 -2.3546897975309215e-09 -1.910889682245195e-09 -2.6012857277168653e-09 -4.535467046100777e-09 8.058569160509863e-09 2.7512922684486868e-09 -9.634516326332944e-10 3.4689580335021637e-09 4.6549668291207275e-09 5.909643570895715e-09 -5.1074065671770055e-09 -6.670422091517808e-09 4.076804778895869e-09 -5.029616564062697e-09 -7.749216746918723e-09 -9.180937154410102e-08
age3 2.3686498670085573e-09 4.990604522120322e-08 -1.1894229721602668e-09 8.779132108804127e-12 6.03866925007141e-07 -4.749567756395024e-08 1.130305187468822e-09 -8.325381303955358e-12 -4.3972140074532895e-11 3.40142342948451e-11 -6.3206493965413226e-12 3.6759768537293796e-11 4.856403154765964e-12 2.2800848352857284e-11 8.947815353795204e-12 1.4548836143748328e-11 3.431781700361072e-11 -5.6748633562348565e-11 -2.424992832876403e-11 4.165523217629069e-12 -2.2683707529696292e-11 -2.632305756788366e-11 -3.6359429070519937e-11 3.0166411088561285e-11 5.2941754882428547e-11 -2.8196455678882715e-11 3.8567896638507496e-11 5.344703514206497e-11 6.036353502602796e-10
sex -1.8004380602978627e-05 0.0038304024013093136 -8.613074383132286e-05 6.038669250050931e-07 0.13225679327098128 -0.009901763029436442 0.00022612522174658754 -1.609600259080347e-06 -1.703598357595488e-06 -1.0943563735140337e-06 2.0733157887556162e-07 9.161528856038761e-07 -3.8133068978165778e-06 -1.7578706208634451e-06 2.718161850906896e-06 6.532446603519223e-07 -4.868843120950451e-07 -2.995378439456868e-06 -1.851058885834498e-06 3.383677047436435e-06 4.3958105166100516e-07 -1.970058273836186e-06 -6.258035596903428e-06 2.305587558339934e-06 -4.0698094701570293e-07 -3.889834579484744e-06 5.873667537360795e-06 2.7105229823548607e-07 5.9528937830838375e-05
agesex 1.633064779445674e-06 -0.00028992223788384914 6.659764653936263e-06 -4.7495677563782334e-08 -0.009901763029437127 0.0007614081364956044 -1.774652588374667e-05 1.2839673342595042e-07 1.7244931893323938e-07 1.0056611703527743e-07 -2.415345591865176e-08 -1.124333704704473e-08 2.571676906144768e-07 7.32948443197263e-08 -1.1128804005469512e-07 -1.914286098020343e-08 2.203711151125721e-08 2.3688471092322136e-07 1.0870340469567322e-07 -2.3759176330458877e-07 -9.96014655284128e-08 1.1739651660066827e-07 4.2108380537974953e-07 -8.653287068458803e-08 -6.364264385696071e-08 3.1169978664214927e-07 -4.839548764531735e-07 -2.6947466879613966e-08 -5.39977474302479e-06
age2sex -4.534898926479437e-08 6.6560442033243965e-06 -1.5584075953317442e-07 1.130305187464921e-09 0.00022612522174661725 -1.774652588374773e-05 4.213414252529047e-07 -3.0983005075817593e-09 -4.957524462004108e-09 -2.5174890545129926e-09 6.800449146354819e-10 -4.1732914193846456e-10 -5.61576180051039e-09 -8.414461714721347e-10 1.2062148827394093e-09 -4.463714689169999e-10 1.2335591294633737e-10 -5.439442475613809e-09 -2.6007110877268166e-09 5.165845463304166e-09 3.5219168955388892e-09 -1.671615049517372e-09 -9.23184680579246e-09 3.6440624650253966e-11 2.7258708333381014e-09 -7.935548984031916e-09 1.1765465521106997e-08 2.519131520611386e-10 1.4169760749185076e-07
age3sex 4.2569744302088036e-10 -4.744272506491189e-08 1.1296086707826467e-09 -8.325381303926652e-12 -1.609600259080649e-06 1.2839673342596466e-07 -3.0983005075819124e-09 2.313527113415596e-11 3.829929870243487e-11 1.9796788581015407e-11 -4.54326861221906e-12 4.213885635618659e-12 4.1208932567725936e-11 3.470330086143082e-12 -2.0286321648172617e-12 7.377433623423992e-12 -5.873977249311033e-12 3.818434483103607e-11 1.9445942645158764e-11 -3.5430512545099137e-11 -3.2109793804257444e-11 5.820871937522833e-12 6.494877289602477e-11 1.338513088593654e-11 -2.5237305362956455e-11 6.256800584829966e-11 -8.773166190225713e-11 4.20455380194649e-13 -1.1565029209408092e-09
pcs.V3 2.49243054062066e-07 -7.346759120107275e-08 4.151979555344199e-09 -4.397214007446784e-11 -1.7035983575945125e-06 1.7244931893316932e-07 -4.957524462002601e-09 3.829929870242482e-11 1.1882414272209843e-06 8.80230525331362e-08 -2.4180781191089772e-08 -1.7808537040897816e-09 1.067013729593182e-08 1.6127459235098233e-08 -5.407009028258564e-09 1.4924055212118225e-08 1.0998886760429092e-08 -2.379827111771683e-09 -1.771684605651998e-08 1.496614679976812e-08 6.463465430716262e-10 -1.2222941530216422e-08 -1.819613931106484e-08 -5.584589177376376e-09 -5.711007062436739e-09 -1.2506244651622922e-08 8.737336280514469e-09 9.07727833008728e-09 1.0286815574640556e-06
pcs.V4 2.0851220678460076e-07 2.0104615002174612e-07 -4.3859734439689585e-09 3.401423429495e-11 -1.0943563734982043e-06 1.0056611703403091e-07 -2.5174890544832927e-09 1.9796788580796275e-11 8.80230525331358e-08 1.2657462321743793e-06 3.995423013954784e-08 -1.0358751565815327e-08 1.6725075051017797e-08 -2.85744323915423e-08 -9.608810521777458e-09 2.6830117231640274e-08 -2.9767630359073885e-09 -5.60248000005741e-09 3.669598708425751e-09 -1.1588592006713976e-08 -7.975456119409459e-09 1.48028972607308e-08 8.633947024439453e-09 1.5713746900247527e-08 6.756930539441625e-09 5.409131389731606e-09 -2.215171515882102e-09 8.898822027918851e-09 -6.568268895407963e-07
