 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
pcs.V5 -1.6230884130023578e-07 -9.913671023240438e-08 1.1061861673333903e-09 -5.029627923092612e-12 -2.9886914494630367e-07 -2.9008953445495007e-08 1.633645830105181e-09 -1.6144656672629106e-11 -2.786114724726086e-08 6.170310124047884e-08 1.4249785916975493e-06 1.5243591475720368e-08 -3.2384332666800463e-09 -4.032240617595767e-08 1.703668986295936e-08 -1.858628107627275e-08 -8.511668372768648e-10 3.832838496398034e-08 8.802379457837779e-09 1.3062876934732261e-08 4.54740853616833e-09 2.677634863397251e-08 -5.6487347607950665e-09 -1.8463117774382437e-08 1.1480014372507203e-10 1.8812618108893317e-08 -5.473825379461315e-09 1.9703396028121505e-09 1.2116005908708286e-08 -4.9443817362581665e-08 6.269239826494971e-07 -2.394717689723582e-07
pcs.V6 2.2007376228865524e-08 2.1353589106616896e-07 -5.015346272749074e-09 3.538176168802264e-11 1.1454186278076542e-06 -1.65448110066312e-08 -3.605293561979927e-10 4.336045045788185e-12 1.2830168341372911e-08 -1.5955950077109838e-08 1.524359147572049e-08 1.3636010417213625e-06 8.287484904249411e-09 -6.225371154812337e-09 1.6097754210290392e-08 -9.964965314373966e-09 3.989845631731509e-08 -1.7127077445652042e-08 -2.63122126655533e-08 -3.95016758065146e-09 2.2965749449309085e-08 -3.353036458053297e-09 5.340832706580864e-10 7.636331053916944e-09 -5.542538937975814e-09 1.4410473268933353e-08 -3.783409441948199e-08 -1.0472412302113988e-08 -1.668668161809398e-07 -3.895786645166393e-07 7.877462135673051e-07 5.032906635138896e-07
pcs.V7 -4.218370920205732e-08 2.3794388918298513e-07 -5.827560764126993e-09 4.0795102324521986e-11 3.7854066489160265e-06 -2.904682974965209e-07 6.540588546325306e-09 -4.282692907115185e-11 2.5858959593977408e-08 3.371486421341219e-08 -3.238433266679699e-09 8.287484904249004e-09 1.5633687273942016e-06 1.262161518076523e-08 -2.4065745857616333e-08 -3.46165821100992e-08 1.2473829236099113e-10 -4.430948220167181e-09 2.457758883310141e-08 -1.2930740860735088e-08 1.3114825777819766e-09 -8.92345953390842e-09 -2.871431426555846e-08 7.071642383544309e-10 1.7605518974747236e-08 -3.2045566263611074e-08 -1.3893758425606886e-09 -2.021835694874081e-08 1.294755578413522e-07 2.4007287379697845e-08 9.347642544544689e-08 -4.4051330186148526e-07
pcs.V8 1.0552933460601085e-07 1.3309643399211272e-07 -4.1538865976864624e-09 3.740118150358015e-11 -6.708934889398596e-06 4.739303651882532e-07 -1.0532653180481348e-08 7.604135901921146e-11 2.502918544522585e-08 -4.971282362635761e-08 -4.0322406175958144e-08 -6.225371154811679e-09 1.2621615180766003e-08 1.5382830547000593e-06 1.959087959932413e-08 -1.0526848667884111e-08 -1.4175577859372576e-08 5.3008865107656625e-08 1.4060093638078862e-08 -2.9031249741743804e-08 2.085262084689308e-09 7.872563712876651e-09 -8.472744126964962e-10 2.411728914623945e-08 1.9464794565833447e-08 3.037666092733452e-08 5.397474896471773e-09 -7.891554128312087e-09 -1.8065744437531177e-07 -2.0859961176082428e-07 3.8233469431033095e-07 2.6075489867389423e-08
pcs.V9 -2.2318573532600788e-07 4.5710509091450267e-08 6.516105556893673e-10 -1.2692962460539621e-11 4.092445222923295e-06 -1.5168257421884336e-07 1.5498685570796814e-09 -4.203879078144647e-12 -3.619031281821849e-08 -1.7421466250420378e-08 1.7036689862959502e-08 1.6097754210290306e-08 -2.4065745857616234e-08 1.9590879599323692e-08 1.5392595119698453e-06 -2.6161443265388982e-08 1.070697358131259e-08 2.0015686227007534e-08 2.1171309581318147e-08 -1.697375018661671e-08 2.0833333095821044e-09 1.2769126080552041e-08 -1.2212568546887424e-08 -2.3381454691835526e-08 -3.7039449378061264e-08 -9.496709405747347e-09 -1.4655500718588957e-08 2.0859726132858956e-08 1.3019840153737153e-07 -1.0207280457867784e-08 2.241960816894899e-07 -3.4281907264565226e-07
pcs.V10 1.7462650277697659e-07 4.2969517836070773e-07 -9.057619097211584e-09 6.241165205046743e-11 4.946365419958039e-06 -3.765090439745573e-07 8.729647206022056e-09 -6.711272726928073e-11 1.7034714428358383e-08 2.4125795739431796e-08 -1.858628107627222e-08 -9.9649653143746e-09 -3.461658211009912e-08 -1.0526848667885476e-08 -2.6161443265389035e-08 1.5334077490567381e-06 4.041240558840944e-09 1.1949098941942481e-08 1.3921058981923996e-08 2.0478819801915363e-08 -3.1815400728546087e-08 7.918158583384457e-09 -1.3105429656242225e-09 -1.4801693804105457e-08 4.552037778155129e-09 3.061920069016888e-08 5.337518968009137e-09 -1.5063486665713626e-09 1.7952396390303266e-07 9.417419308827223e-08 4.105835292233346e-07 2.7115987292140166e-07
pcs.V11 -8.09882134135988e-09 2.7045064815067415e-07 -6.666955578616772e-09 5.11779884101206e-11 -4.419082026917771e-06 1.9710059772131198e-07 -2.1678703061333465e-09 1.608605647841685e-12 2.333889136860107e-08 4.250778331705146e-09 -8.51166837277035e-10 3.9898456317315215e-08 1.2473829236109357e-10 -1.4175577859372556e-08 1.0706973581312793e-08 4.041240558841202e-09 1.4651760645849529e-06 -2.8764761895857213e-08 5.712868853631357e-09 3.7194448910989704e-09 -4.73429487057585e-09 -1.1902565349171852e-08 6.610088136217754e-09 2.6480484556190717e-08 6.168426894096539e-09 8.072258407162461e-10 -2.107903600998993e-08 3.1488216910659105e-09 6.321379836645523e-08 3.392904579856488e-08 1.1348767498696222e-07 -8.539066083392027e-08
pcs.V12 -1.8086461489818823e-07 -7.029909351667866e-07 1.5315549403113473e-08 -1.0438543078670094e-10 -1.7181536630912058e-06 1.2576183208250748e-07 -2.4645734116853197e-09 1.3998244735642847e-11 -1.2124926432629784e-08 -1.487047724544303e-09 3.832838496398004e-08 -1.7127077445651777e-08 -4.430948220167978e-09 5.30088651076583e-08 2.0015686227007283e-08 1.1949098941941285e-08 -2.876476189585686e-08 1.4970157606237602e-06 6.761501091424119e-09 -1.1896793726015127e-08 -3.4165653753707528e-09 1.6999621468942134e-08 -3.3675007013161325e-09 -1.910302849377387e-08 -2.4532526012162235e-08 8.249676283231938e-09 -2.3461549574280672e-08 2.8699988531888617e-08 2.1723534830339912e-07 2.1087231749399975e-07 -2.6226925381937396e-07 -3.2272666589911e-07
pcs.V13 -3.436513725057214e-08 3.896217094690842e-08 -9.359241647121197e-10 2.2657577215576654e-12 -4.4171869086168985e-06 2.662735591562401e-07 -5.741073393601183e-09 4.0837070610867085e-11 1.4570802671754277e-09 1.1349421103711503e-08 8.802379457837519e-09 -2.6312212665552984e-08 2.4577588833101735e-08 1.406009363807899e-08 2.1171309581318388e-08 1.3921058981924563e-08 5.712868853631395e-09 6.7615010914232995e-09 1.547862213227595e-06 1.7261809298288593e-08 -2.598820910688035e-08 1.589323595012865e-08 -4.956588435433957e-08 -2.4927203649600473e-08 -2.6092568707015882e-08 1.1646450212198524e-08 2.3122067102618854e-08 3.222020612972758e-08 2.2493965876140495e-08 1.4480201845764644e-07 3.1348977003505116e-08 -5.708285500496063e-07
pcs.V14 3.0840136206929073e-09 1.3617172951515655e-08 1.2995623818331935e-10 -3.742249231242406e-12 2.734839057306478e-06 -2.1658978729451752e-07 4.750689686633996e-09 -3.235842668247234e-11 2.5034545508120777e-08 -9.140434505020013e-09 1.3062876934732472e-08 -3.950167580651779e-09 -1.2930740860735363e-08 -2.903124974174395e-08 -1.6973750186616903e-08 2.047881980191488e-08 3.719444891098938e-09 -1.1896793726014376e-08 1.726180929828857e-08 1.491993181651057e-06 -1.3742064532368632e-08 -2.2566474853668038e-08 8.555776324481637e-09 -1.8127426806612314e-08 -1.1130612067986076e-08 7.363816849423841e-09 -1.1254428877581814e-08 -8.3488204003324e-09 1.7106382367649443e-08 -4.6286469449706245e-08 4.0570568825210784e-07 1.9510325362326065e-07
pcs.V15 -9.983420339860717e-08 -4.998058911330577e-07 1.0687921930676456e-08 -7.273253513054897e-11 -1.7090488542162255e-06 7.4109169149724e-08 -9.074998314932142e-10 3.3059670311680756e-12 -1.849561053307868e-08 -1.7250008889913883e-08 4.547408536168123e-09 2.2965749449309237e-08 1.3114825777813633e-09 2.0852620846905968e-09 2.0833333095819236e-09 -3.181540072854708e-08 -4.734294870575577e-09 -3.4165653753706585e-09 -2.5988209106879707e-08 -1.3742064532369194e-08 1.5338435543016852e-06 -8.367607882181555e-10 1.8126364326097365e-08 2.4860540564853846e-08 7.10619270395318e-09 -8.89093340020628e-09 -4.1458045845113826e-08 -9.385744561888856e-09 6.25912497618172e-08 1.5749768360927793e-07 -5.714039202451489e-07 2.395749889902547e-07
pcs.V16 1.0797698371008807e-07 -3.1118861146256846e-07 5.36138871333441e-09 -2.621134575497868e-11 2.2551746531479695e-07 -1.227875903904588e-07 5.278047884274727e-09 -5.248605806399802e-11 -1.9352752855620258e-08 6.3836613141150404e-09 2.6776348633972575e-08 -3.3530364580535044e-09 -8.923459533909162e-09 7.872563712877391e-09 1.276912608055178e-08 7.918158583383241e-09 -1.1902565349171635e-08 1.6999621468942985e-08 1.5893235950129087e-08 -2.256647485366847e-08 -8.367607882175524e-10 1.5012379795131795e-06 -4.282846508251407e-10 1.0757411205161906e-09 -1.8513938821004667e-08 -3.8160733537901034e-10 -3.188706857258405e-08 -2.2330472475229735e-08 -2.9597520054391256e-07 -2.7710699599743066e-07 5.643567827951924e-07 6.511936584734128e-07
pcs.V17 -1.0364718652207973e-07 -1.1367242455398401e-07 1.810472229952467e-09 -8.97317064115848e-12 5.421624709556001e-07 -2.0523335557017772e-10 -1.0109445900079637e-09 1.5037206932313556e-11 -3.227492163555161e-08 -3.9741284192644576e-09 -5.648734760795125e-09 5.340832706581839e-10 -2.871431426555846e-08 -8.472744126962335e-10 -1.2212568546887456e-08 -1.3105429656242221e-09 6.610088136217827e-09 -3.367500701316345e-09 -4.956588435433946e-08 8.555776324481544e-09 1.8126364326097186e-08 -4.2828465082535247e-10 1.5355693346306778e-06 3.5163487809434e-08 -1.47117186504743e-08 -3.611753767298252e-09 -1.240074376435119e-08 -2.6257718421852513e-08 3.137845342166699e-08 3.75118348009673e-08 -4.282055494439162e-07 1.852791432321419e-07
pcs.V18 -9.93293805365343e-08 4.297824882674347e-08 -6.173042492512063e-10 1.6877656509366289e-12 -5.27556049476038e-07 1.2152221877227802e-07 -4.721511050506822e-09 4.6746916704127264e-11 -3.0788445382648522e-09 8.02252775540694e-09 -1.846311777438258e-08 7.636331053917241e-09 7.071642383548525e-10 2.4117289146239364e-08 -2.3381454691835347e-08 -1.4801693804104742e-08 2.6480484556190657e-08 -1.9103028493774635e-08 -2.4927203649600566e-08 -1.812742680661219e-08 2.4860540564853237e-08 1.0757411205159087e-09 3.516348780943385e-08 1.5091358730457123e-06 -6.139948579319141e-09 -1.8522307136435756e-08 8.806575209290162e-10 -3.4251097851409947e-09 2.780180916886244e-07 3.1508576764817136e-07 -5.375608894498548e-07 -3.302559236194236e-07
pcs.V19 -2.2970765841576446e-08 2.866798459738605e-07 -7.373858499794079e-09 5.6143046333866884e-11 -1.324412560447392e-06 -5.479963648605231e-08 3.646376393241429e-09 -3.789663402484276e-11 -1.426406912168684e-08 7.804369756510278e-09 1.1480014372529186e-10 -5.542538937976049e-09 1.7605518974747613e-08 1.946479456583236e-08 -3.7039449378061085e-08 4.5520377781556494e-09 6.168426894096351e-09 -2.4532526012161983e-08 -2.609256870701645e-08 -1.1130612067985641e-08 7.106192703953418e-09 -1.851393882100398e-08 -1.471171865047438e-08 -6.139948579319638e-09 1.4911597189898148e-06 8.257756682586588e-09 2.6790868175659962e-09 -2.621244680926749e-09 -3.0404481323242685e-07 -3.5993798871434104e-07 2.2323073548901196e-07 1.4948896114631508e-07
pcs.V20 -1.6915599109737766e-07 -7.683395096337986e-08 1.5305167513122892e-09 -9.441667909528604e-12 -3.833624379115315e-06 2.5639764902768537e-07 -5.8875361078253376e-09 4.4073536877589776e-11 -2.3564507484201287e-08 -1.8008229654062195e-10 1.8812618108893075e-08 1.4410473268933707e-08 -3.2045566263610644e-08 3.03766609273346e-08 -9.496709405747113e-09 3.0619200690169515e-08 8.072258407162316e-10 8.249676283231038e-09 1.1646450212198464e-08 7.363816849423875e-09 -8.890933400206963e-09 -3.816073353794179e-10 -3.6117537672983658e-09 -1.8522307136435664e-08 8.257756682587139e-09 1.4884483963407135e-06 -7.924389383982897e-09 1.5503495921569486e-08 1.1319226523083108e-07 1.7378259322435573e-07 -2.654532384668323e-07 -1.8124802560825655e-07
pcs.V21 1.510666317721683e-09 4.632959070742253e-07 -1.122437695564792e-08 8.448527652545419e-11 1.0020325830811006e-05 -8.180697219659599e-07 1.965719893606081e-08 -1.4457294703341567e-10 8.353992368156422e-09 1.3948260565758596e-08 -5.47382537946039e-09 -3.7834094419483204e-08 -1.3893758425611682e-09 5.397474896470263e-09 -1.46555007185894e-08 5.337518968008337e-09 -2.1079036009990255e-08 -2.3461549574278002e-08 2.3122067102618377e-08 -1.1254428877581383e-08 -4.145804584511174e-08 -3.188706857258201e-08 -1.2400743764351062e-08 8.806575209280281e-10 2.6790868175646227e-09 -7.924389383983747e-09 1.50504667170389e-06 -3.2105550388482357e-09 1.0303601587693612e-07 1.0639600550330078e-07 -4.00444315214526e-07 -4.816910495933847e-07
pcs.V22 1.2185532816417338e-07 4.825931933490714e-07 -1.1825370166184645e-08 8.759666089032327e-11 1.501622822445282e-06 -1.8638512413932282e-07 5.191878269575328e-09 -4.4263679612414794e-11 2.4960641555137488e-08 1.16341559982133e-08 1.9703396028124545e-09 -1.0472412302114357e-08 -2.0218356948740432e-08 -7.891554128313334e-09 2.085972613285906e-08 -1.5063486665708582e-09 3.1488216910657256e-09 2.8699988531889044e-08 3.2220206129727026e-08 -8.348820400331911e-09 -9.385744561888482e-09 -2.2330472475228934e-08 -2.625771842185264e-08 -3.425109785141603e-09 -2.6212446809268825e-09 1.5503495921568844e-08 -3.2105550388468022e-09 1.5249584019910508e-06 2.216098916982562e-07 8.547124388669912e-08 9.961077012200078e-08 -6.479168640550947e-07
proband -2.1744222196967193e-05 -1.3689257239189852e-06 3.6558810266596376e-08 -3.2792512390710387e-10 1.361953919729848e-06 -1.383194799434105e-07 4.524157672165922e-09 -7.774207683268742e-11 4.5957896188485597e-07 2.767782503390597e-07 1.2116005908707893e-08 -1.668668161809387e-07 1.2947555784135613e-07 -1.8065744437531744e-07 1.3019840153737415e-07 1.795239639030366e-07 6.321379836645192e-08 2.1723534830339618e-07 2.249396587613557e-08 1.7106382367653027e-08 6.259124976181423e-08 -2.959752005439132e-07 3.137845342166803e-08 2.780180916886247e-07 -3.04044813232428e-07 1.1319226523082732e-07 1.030360158769495e-07 2.2160989169825872e-07 0.00023106744720460787 9.040252273812078e-05 -0.00018141126047389392 -0.00017834293276901218
sibling -2.530718507754374e-05 -3.4808848865146056e-06 9.117949247742158e-08 -7.492829651096111e-10 0.00010768342159519528 -5.83189381632128e-06 9.104419463827897e-08 -4.3102081035570805e-10 4.883616272005644e-07 3.0495119820183455e-07 -4.9443817362574306e-08 -3.895786645166436e-07 2.4007287379706474e-08 -2.0859961176084538e-07 -1.0207280457867359e-08 9.417419308828097e-08 3.3929045798560015e-08 2.1087231749400507e-07 1.4480201845763487e-07 -4.6286469449696775e-08 1.5749768360928188e-07 -2.7710699599741785e-07 3.75118348009672e-08 3.1508576764816194e-07 -3.5993798871434353e-07 1.7378259322434286e-07 1.0639600550333857e-07 8.54712438867024e-08 9.040252273812073e-05 0.00029816260893492753 -0.0002213450705800102 -0.0002158699306120873
paternal 3.307006361442926e-05 5.337919197897229e-06 -1.4858792114378454e-07 1.2024921672804994e-09 -3.1243228768197445e-05 -5.937078853071784e-07 6.170101367142193e-08 -6.899914153541304e-10 4.127464305041807e-07 -1.1580701432437242e-06 6.269239826495005e-07 7.877462135672974e-07 9.347642544543688e-08 3.823346943103353e-07 2.2419608168948366e-07 4.105835292233217e-07 1.1348767498696808e-07 -2.622692538193583e-07 3.1348977003511144e-08 4.057056882521028e-07 -5.714039202451353e-07 5.643567827952017e-07 -4.2820554944391694e-07 -5.375608894498585e-07 2.2323073548900828e-07 -2.654532384668274e-07 -4.0044431521454835e-07 9.961077012199062e-08 -0.00018141126047389378 -0.00022134507058001044 0.000428201236278534 0.00012318700986541296
maternal 2.699432993819803e-05 9.751146639294368e-06 -2.0365483766475857e-07 1.3903809579825779e-09 6.768318691831264e-05 -6.311095883831146e-06 1.7657380944470516e-07 -1.4867150713792633e-09 5.881009072715313e-07 -9.710813261430219e-07 -2.3947176897235155e-07 5.032906635138764e-07 -4.405133018614997e-07 2.6075489867386068e-08 -3.428190726456585e-07 2.711598729213817e-07 -8.539066083391949e-08 -3.2272666589907767e-07 -5.708285500496033e-07 1.9510325362325845e-07 2.395749889902809e-07 6.511936584734288e-07 1.8527914323214409e-07 -3.3025592361942786e-07 1.4948896114629753e-07 -1.8124802560825547e-07 -4.816910495934265e-07 -6.479168640551179e-07 -0.00017834293276901243 -0.00021586993061208765 0.0001231870098654132 0.0004182777195066193
