 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00032142318017406066 -0.0004505095436810993 8.398971789290526e-06 -5.0115344143880146e-08 0.00195856573039849 -0.0001265691644023099 2.618153843844624e-06 -1.7397333142226878e-08 -2.6761251398028214e-07 9.227908083355113e-07 -2.998050114156313e-07 6.29722638237669e-08 -5.000074712179898e-08 -7.281423386669245e-08 3.33801892432943e-07 4.3809083573806103e-07 -7.289008063613819e-08 -2.1469884891419653e-07 -5.053424320114977e-07 3.2039756514744525e-08 -1.2218646692733302e-07 2.2864657450805866e-07 -6.249300033627355e-08 1.703081364596952e-07 -6.978399327952051e-07 -3.162618821403638e-08 2.7480115283777804e-08 -2.9300214532749104e-07 4.064621292259149e-07
age -0.0004505095436756735 0.002193772566760875 -4.2678304924884456e-05 2.670219080055153e-07 0.03360896299573542 -0.0020384085611243495 3.9619882239172e-05 -2.478049680528958e-07 1.036892038127565e-06 -7.299149908181551e-07 2.653129022283329e-07 -6.884813591072625e-07 -6.109418527796917e-08 2.233923254874223e-07 1.3903089017978765e-08 -4.220873015541814e-07 5.788761684285548e-07 4.845333154040037e-07 3.859592920546837e-07 -2.5777798677111976e-07 4.5435236758326816e-07 -4.4608608271019644e-07 -1.2455261362006434e-06 -2.622527152451263e-07 2.1341433234169665e-06 -9.838220728746873e-09 1.4221299635487683e-07 6.093498256564912e-07 9.033984460738599e-07
age2 8.398971789213077e-06 -4.2678304924932594e-05 8.378039300756142e-07 -5.288963973079041e-09 -0.0006473879635408939 3.9616811176620315e-05 -7.770013704698995e-07 4.903254786638767e-09 -1.7053063769936072e-08 1.2880355001207377e-08 -5.5526345936157335e-09 1.1981122612780565e-08 -1.454402380546096e-11 -6.219818853167884e-09 -8.723443990912931e-11 8.490916635605068e-09 -1.1569172931022896e-08 -8.089134553068211e-09 -6.178170516982876e-09 5.854959162436898e-09 -8.052762016105386e-09 7.684938681334247e-09 2.3203852196730628e-08 4.987156138724275e-09 -4.271028817415e-08 4.938672622042099e-10 -4.8595800179581675e-09 -1.1946883702207292e-08 -4.251538583520439e-08
age3 -5.011534414365891e-08 2.6702190800607747e-07 -5.2889639730846856e-09 3.3700102700495993e-11 4.014499412175071e-06 -2.477505208868762e-07 4.902755462183717e-09 -3.122492787628748e-11 8.558878376558479e-11 -6.888058158792517e-11 3.350389572358032e-11 -6.781244884284288e-11 4.735565829244686e-12 5.115565767138619e-11 -6.650929427109734e-13 -5.5031248929151076e-11 7.615024192748559e-11 4.3261326903482063e-11 2.7561787283213857e-11 -4.323722127357537e-11 4.561568610250595e-11 -3.946689056500391e-11 -1.393969796759773e-10 -3.240903533713267e-11 2.747410174733661e-10 -3.7762971127098405e-12 4.2902204084190864e-11 7.339771962782123e-11 3.6426164388600416e-10
sex 0.0019585657305107584 0.03360896299539881 -0.0006473879635340683 4.014499412130646e-06 1.5355152451146301 -0.09370988444644039 0.0018348966760768077 -1.1577524027325235e-05 -1.9873330803871774e-05 1.7348914482786602e-05 4.743042511765307e-06 -2.3673630239394715e-05 -8.871623307600233e-06 -2.1865881345971436e-05 4.157109262134253e-05 1.3725607839090259e-05 6.335139531050083e-06 2.3514034735097423e-05 -1.4164101673044795e-05 -4.356613582198342e-06 1.5725109313940718e-05 8.487363172686423e-06 -4.444319826451928e-05 6.632614812430752e-06 5.8328396804026975e-06 1.4860979625305046e-05 -2.718531608420788e-06 -9.427660328560868e-06 5.356293042023002e-05
agesex -0.00012656916441176557 -0.002038408561100049 3.9616811176130134e-05 -2.477505208837025e-07 -0.09370988444645963 0.005771858251353584 -0.0001140014777908179 7.251639619808625e-07 1.3097688066377644e-06 -9.870737986763061e-07 -2.554274173039107e-07 1.4777811760774465e-06 4.885771035564747e-07 1.2958023582166113e-06 -2.4826696866006547e-06 -8.322652538858667e-07 -3.464278060417722e-07 -1.3881923081043108e-06 8.673790575907838e-07 3.679617109216655e-07 -9.715054144870843e-07 -5.934504214501094e-07 2.687096810925549e-06 -3.4952148886604796e-07 -4.0379767370519197e-07 -7.944912856560019e-07 -4.867821783941383e-08 6.364682880770447e-07 -5.7302009239044955e-06
age2sex 2.6181538439284944e-06 3.961988223885797e-05 -7.770013704633742e-07 4.902755462140287e-09 0.0018348966760775673 -0.00011400147779084128 2.271357414569088e-06 -1.4571294993585772e-08 -2.7873657220533692e-08 1.8171136350930943e-08 4.363683192280506e-09 -2.9199541805889178e-08 -8.892260407534275e-09 -2.443120970736287e-08 4.792830383239144e-08 1.5773251325092326e-08 6.653016794969995e-09 2.644577477421004e-08 -1.7670840135138973e-08 -9.022539333604625e-09 1.9599111697045956e-08 1.3761186894623594e-08 -5.2502817623273764e-08 4.928876996346679e-09 8.871835277656477e-09 1.3254527533380009e-08 4.8255530557266734e-09 -1.4050622438929103e-08 1.606978654475264e-07
age3sex -1.7397333143368258e-08 -2.4780496805041186e-07 4.903254786588452e-09 -3.1224927875960633e-11 -1.1577524027332382e-05 7.251639619811542e-07 -1.45712949935886e-08 9.428684575840503e-11 1.8687124033959568e-10 -1.0730730344740977e-10 -2.2860728772278143e-11 1.8295422310871179e-10 5.532113354705571e-11 1.4949812370143162e-10 -3.002800176057182e-10 -9.708677521050922e-11 -4.3694672573072514e-11 -1.6266256917909723e-10 1.1557549291405961e-10 6.738772381445663e-11 -1.2773458750863687e-10 -1.01300822827018e-10 3.323552286549719e-10 -1.4752377301494725e-11 -6.187797970773073e-11 -7.020786838045985e-11 -5.2812564633492127e-11 9.846068241219252e-11 -1.3506137330716885e-09
pcs.V3 -2.6761251398234493e-07 1.0368920381379553e-06 -1.7053063770142047e-08 8.558878376689696e-11 -1.9873330803658217e-05 1.3097688066242087e-06 -2.787365722025805e-08 1.8687124033779431e-10 1.461308558524471e-06 9.368316808533103e-08 -4.013589705896046e-08 -5.021633171646138e-09 -5.414309980986288e-09 3.4566527588291705e-08 -2.709692613225993e-08 7.81475608828828e-09 1.0981067177458388e-08 -2.2193914404468098e-08 -1.0745417871707932e-08 2.498872302906314e-08 4.7123564224218155e-09 -1.8277280577349977e-08 -2.3050401857730097e-08 -2.9701974880405005e-08 -1.7370918080207896e-08 -2.7182423933999584e-08 2.086974365336016e-08 -2.657363713781578e-09 1.1803861776962891e-06
pcs.V4 9.227908083376794e-07 -7.299149908342533e-07 1.2880355001521864e-08 -6.888058158990045e-11 1.7348914482314124e-05 -9.870737986468563e-07 1.817113635034248e-08 -1.0730730344362467e-10 9.368316808533594e-08 1.542332949952867e-06 4.798293813216832e-08 1.1423037129977864e-08 7.696586764703302e-09 -3.267689547033617e-08 -1.0042415299237141e-08 3.4647560575311394e-08 -6.660293665738408e-09 -5.297058199890208e-09 -4.107240792491144e-09 4.493463964550162e-09 -1.1869913570073016e-08 4.5261727753977607e-10 4.782328262587454e-10 2.1854379656992904e-09 2.087790162835582e-08 1.0428728949245806e-08 -1.2677244257107268e-09 -1.906115617763963e-09 -7.649747435201337e-07
pcs.V5 -2.9980501141512147e-07 2.6531290223122605e-07 -5.552634593671599e-09 3.3503895723927444e-11 4.743042511935892e-06 -2.5542741731441826e-07 4.363683192488047e-09 -2.2860728773598317e-11 -4.013589705896354e-08 4.7982938132171266e-08 1.6030576758633676e-06 1.085704908697511e-08 -1.1428170353416945e-08 -3.7944271661631136e-08 2.306563212870743e-09 -9.388333163564312e-10 -4.792065403764212e-09 2.664052983691696e-08 2.718165351252913e-08 1.510488660129126e-08 2.1772557058219708e-08 2.1352389238884487e-08 -7.031146169651153e-09 -8.51688408724069e-09 9.710504602050562e-09 3.907553411621359e-09 1.5625955703673315e-09 -1.102629357385273e-08 2.1535172876126438e-07
pcs.V6 6.297226382102282e-08 -6.884813591026736e-07 1.1981122612687254e-08 -6.781244884223493e-11 -2.3673630239440302e-05 1.4777811760799641e-06 -2.9199541805933178e-08 1.8295422310895635e-10 -5.0216331716421334e-09 1.1423037129969962e-08 1.0857049086977742e-08 1.593772670989756e-06 6.461017521296927e-09 3.0140372746486824e-09 3.48725333662764e-08 -1.0245061459496357e-08 6.204107776731683e-08 1.0514570778810088e-08 -1.5637111424178587e-09 -3.409070865467451e-09 -1.152284240019309e-08 5.8843195896688385e-09 -3.870964321404704e-09 3.4352368105129395e-09 -1.5132730358517333e-09 6.5797843538625546e-09 -3.0639385967840645e-08 -1.2530033154209099e-08 3.3648218481543495e-07
pcs.V7 -5.000074712242815e-08 -6.109418527505309e-08 -1.454402386347168e-11 4.7355658296155e-12 -8.87162330754988e-06 4.885771035532459e-07 -8.892260407467987e-09 5.532113354661859e-11 -5.414309980986033e-09 7.696586764701429e-09 -1.1428170353415972e-08 6.461017521295927e-09 1.8094343714413116e-06 1.5811571750925858e-08 1.7882613287081742e-09 -2.2518529898803972e-08 4.267162528110827e-09 -6.156221259994823e-09 1.7083989369948233e-08 -9.232052817270917e-09 -1.580538622207733e-08 -7.618292691328781e-09 -7.424041084723868e-09 1.3231540962845222e-08 1.2457118208007009e-08 -4.022353955457165e-08 -3.135264400428835e-09 -8.302815939209837e-10 -1.097644693134279e-07
pcs.V8 -7.281423386601324e-08 2.233923254936816e-07 -6.219818853295368e-09 5.115565767222031e-11 -2.186588134576186e-05 1.2958023582033464e-06 -2.443120970709384e-08 1.4949812369967706e-10 3.456652758829138e-08 -3.2676895470340414e-08 -3.794427166162827e-08 3.014037274644787e-09 1.5811571750925477e-08 1.7827822491876487e-06 1.233371735110934e-08 -2.274471888771891e-08 -2.0652227606986085e-09 3.13222762744671e-08 2.135349595562154e-08 -3.2224148116810216e-08 1.710984962341032e-08 2.2290834770519057e-09 -1.3602785644841705e-08 1.538372230393431e-08 2.987085683362747e-08 2.929121165806872e-08 2.43487470209303e-08 -2.918770206163045e-09 -2.4679991928777917e-08
