 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00010806256131352349 9.126058953721633e-06 -2.4862942549294957e-07 2.309479676977717e-09 -1.934791563548636e-05 1.7605226713898233e-06 -4.9787102727190676e-08 4.6029507782938864e-10 3.008042429365926e-07 1.0619815500482503e-07 -1.4181206467743508e-07 6.8692182817286435e-09 -6.943846004997103e-08 7.775695671699974e-08 -4.038608606922641e-08 9.180289794782006e-08 -3.1741372788634604e-08 -1.0477861582030888e-07 -1.1534081737781191e-07 -4.3768092272250056e-08 1.9232264588746514e-08 6.401154832774518e-08 -1.9449773983553637e-08 -5.146843237174417e-08 -7.75441226391086e-09 -6.818855813657217e-08 1.4213788831173244e-08 -4.468444314744568e-08 -9.758497912989604e-06 1.1773474569418308e-05 7.431385895730068e-06
age 9.126058953933702e-06 0.0002616520882523788 -6.028386818264803e-06 4.31556473158506e-08 0.003237998162762684 -0.0002452775813776997 5.634021621473771e-06 -4.017875827878375e-08 -3.2068642214530575e-08 1.8531206682107034e-07 -1.1803633493087696e-07 2.051671984267726e-07 1.0718408079568573e-07 9.447535607656268e-08 7.733119568761962e-08 7.281998418871095e-08 1.0305684589243415e-07 -3.8057959273532586e-07 -6.338206179573313e-08 5.171253059388742e-08 -1.97264372491497e-07 -2.2482213545072911e-07 -2.192465031101822e-07 2.4216235870385703e-07 2.0621872586627442e-07 -1.393316196156445e-07 1.4441900980389795e-07 3.1501142498052147e-07 2.0491865243308837e-06 1.876231998456703e-06 9.427152630903657e-07
age2 -2.4862942549809333e-07 -6.028386818265305e-06 1.415271101188636e-07 -1.0301397011340659e-09 -7.288071857644153e-05 5.639877441722104e-06 -1.3205363832105692e-07 9.577717494702024e-10 2.7265981966948496e-09 -3.92740019759927e-09 2.0342370617838385e-09 -5.050972250857202e-09 -2.687686539101414e-09 -3.0819295112581066e-09 -1.1710471725104475e-09 -1.1278998285372306e-09 -2.312942502380142e-09 8.707427228833037e-09 1.8436130489942037e-09 -1.0233508002713703e-09 4.228071451484535e-09 4.2934761814023316e-09 4.0043714352106955e-09 -4.933687969105917e-09 -5.4240859506287e-09 2.8002205941031294e-09 -3.896451568549239e-09 -7.2590274321236645e-09 -4.589603476450611e-08 -5.482179620745963e-08 -1.206732619448163e-08
age3 2.3094796770056397e-09 4.315564731585466e-08 -1.030139701134094e-09 7.618592487925916e-12 5.113844179412716e-07 -4.025670871827207e-08 9.587044210113973e-10 -7.066627523384788e-12 -3.091952931887107e-11 2.941543298055156e-11 -1.3609485367783788e-11 3.735951552914008e-11 1.903467047972228e-11 2.7362674982402385e-11 5.085861728506836e-12 6.066323782818688e-12 1.8013589072624854e-11 -6.203042622820002e-11 -1.775030597626297e-11 4.891546072809697e-12 -2.9005473532496313e-11 -2.443187229936162e-11 -2.319841436933253e-11 3.1233948454912446e-11 4.263534851677458e-11 -1.7659252577316906e-11 3.112316857148615e-11 5.09979217577468e-11 2.9682439186262083e-10 4.271787087133289e-10 5.104745259718845e-11
sex -1.9347915628093575e-05 0.0032379981627622214 -7.28807185764348e-05 5.1138441794127e-07 0.11345406358524385 -0.008516374131407727 0.00019501454911806905 -1.3920648640008763e-06 5.121698185764387e-08 -1.0354972212692e-06 1.0573747509726801e-07 1.1991378486660173e-06 -2.056305846736522e-06 3.1316394916019533e-07 1.5424366626302804e-06 -5.218502310131545e-07 -1.6691653742908427e-06 -2.9256591065519626e-06 -9.83928890416552e-07 3.0329076263416225e-06 6.016199204760961e-08 -2.345728784977428e-06 -4.806714566953229e-06 2.715442927644451e-06 -2.371742725144716e-07 -1.607617464425414e-06 2.6804903566131974e-06 2.5229984084940785e-08 1.7185432875207304e-06 1.2794981947837056e-05 7.138856431023887e-05
agesex 1.760522670804622e-06 -0.0002452775813778773 5.639877441726507e-06 -4.025670871830723e-08 -0.00851637413140777 0.0006563842592647093 -1.533643990105761e-05 1.1125017134070301e-07 2.5207089432078594e-08 9.871295655337747e-08 -9.50333385996924e-09 -6.440366883262951e-08 1.2085130282948003e-07 -9.020028890994911e-08 -3.4077347878876095e-08 5.148216563395792e-08 1.1415157864028223e-07 2.313862900298655e-07 5.368323100728047e-08 -2.1958154895116423e-07 -4.38705573166946e-08 1.6070942788833348e-07 3.1972357050065406e-07 -1.467390973086098e-07 -5.369007159275182e-08 1.1835104710219844e-07 -2.42801581120845e-07 -4.980639203758688e-09 -5.832551637426903e-07 -1.7320744688476424e-06 -5.169392145664847e-06
age2sex -4.978710272226665e-08 5.634021621477197e-06 -1.320536383211415e-07 9.58704421012051e-10 0.00019501454911807062 -1.5336439901057672e-05 3.649460158607728e-07 -2.690119234199175e-09 -1.3140152301957866e-09 -2.5665763464766983e-09 1.842575866152672e-10 1.4182636767459119e-09 -2.430301456198649e-09 3.274539737547473e-09 -4.940715730835506e-10 -1.6423842438235457e-09 -1.966245687509982e-09 -5.274273392851435e-09 -1.330543185124206e-09 4.6352646653896e-09 1.751805647512133e-09 -2.980661113647704e-09 -6.958144514619018e-09 2.0283248970016793e-09 2.2170668834399657e-09 -2.904617552564452e-09 6.19061236850075e-09 -3.2386647331444936e-10 2.547460500955369e-08 4.6478168831996724e-08 1.1644641871370982e-07
age3sex 4.602950777931232e-10 -4.017875827882841e-08 9.577717494712796e-10 -7.066627523392901e-12 -1.3920648640008945e-06 1.1125017134070405e-07 -2.6901192341991893e-09 2.0132164521578895e-11 1.0955691288076242e-11 2.0888448003062608e-11 -2.925266555867375e-13 -1.2599207019742345e-11 1.7813663222940694e-11 -2.915434320203662e-11 9.737016384189798e-12 1.3049223559602002e-11 8.26014454671629e-12 3.683660469850781e-11 1.0368417104733445e-11 -2.980791792922482e-11 -1.623999439210557e-11 1.6911336598237545e-11 4.861807370375191e-11 -4.830397151858019e-12 -2.025210686255114e-11 2.2436314880473718e-11 -4.761525531411709e-11 5.316235787668164e-12 -2.862711214066841e-10 -3.364335704137054e-10 -8.50934718358283e-10
pcs.V3 3.0080424293655827e-07 -3.2068642215085064e-08 2.7265981967076436e-09 -3.091952931896279e-11 5.121698184114121e-08 2.520708943335271e-08 -1.3140152302256015e-09 1.0955691288292699e-11 1.1439745053213388e-06 6.070169990299302e-08 -2.6710995683339322e-08 1.9492530796085688e-09 4.832009804555943e-09 1.7452387693875236e-08 -4.386045373445051e-09 1.5670042760058136e-08 8.647306708765853e-09 -6.881604446705278e-10 -1.2742687784190813e-08 1.2641136352742838e-08 -1.2360686130504046e-09 -9.61021133148553e-09 -1.4500993483030957e-08 -1.567836599264397e-08 -4.323252072281831e-09 -1.2367517475738831e-08 8.249187188721826e-09 -1.0798866780484441e-09 2.827328157658982e-07 7.589063444624866e-07 6.385507079212906e-07
pcs.V4 1.0619815500478175e-07 1.853120668208884e-07 -3.927400197594905e-09 2.941543298051908e-11 -1.0354972212731267e-06 9.87129565536915e-08 -2.5665763464842753e-09 2.088844800311905e-11 6.070169990299291e-08 1.2027072695218574e-06 2.175693457234238e-08 -6.244503707899619e-09 1.4931290996612967e-08 -1.9175891488949756e-08 -7.862431665080155e-09 1.505109621228663e-08 -3.06304534398835e-09 -1.8623486242098385e-09 9.406817653309993e-09 -1.3850038788271174e-08 -6.420698734556811e-09 1.076865594617811e-08 7.280596766517173e-09 6.013169743460812e-09 7.881903934578803e-09 -1.4520350012564271e-09 2.5993754218030627e-09 3.871117948713766e-09 -5.8105587792255765e-08 -6.340705324100648e-07 -5.129615753974762e-07
