 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.02403416408111456 0.008503870805042984 -0.0002731656646548071 2.7885300468715575e-06 0.029300818395391535 -0.002980548640403507 9.601886206645606e-05 -9.86732874246771e-07 1.5551380667572872e-06 5.988644203574362e-06 2.6110873330446145e-06 -5.589344738335504e-06 1.9541915630598364e-06 -1.4420941137068769e-05 3.7579260597706067e-06 9.216973262974024e-07 -3.3679573333486615e-06 -3.2808012370743277e-06 -1.5390487172128254e-05 -5.572185264634926e-06 -1.1019394988460234e-05 3.650111168501238e-06 -1.691627076424458e-06 1.5014727261395719e-06 3.0246930358761544e-07 -4.4019474457862755e-06 1.1025469538217172e-05 -7.3771222765576416e-06 -4.718636927888898e-05 0.00022030169829566576 0.0001555805849317655 -0.0001874772232053779 -0.00022625100033100255 -8.41685815431123e-05 -0.00010078487480277509
age 0.00850387080497744 0.0072405517367101655 -0.00021581593153968833 2.0330705625181248e-06 0.07256515263265169 -0.006894586842641249 0.00020513609409650402 -1.9290593482001905e-06 3.095195411679822e-06 -4.3380609403174966e-07 -4.622426107059241e-06 5.711432035809588e-07 -6.023535144694532e-08 -7.919172353729292e-07 2.006457563808545e-06 7.283624857654772e-07 -7.267423378502593e-07 -3.782947295815548e-06 -2.2541440074449826e-06 2.668678095451799e-06 -3.4339630588864938e-06 7.03422130832414e-08 -6.689388555684102e-08 1.0104075933210833e-06 -1.605980574775576e-06 -3.853843338583312e-06 -3.7191269502466855e-07 5.030088664107544e-07 -3.6566898072441637e-06 -4.9281657360394266e-05 -2.0592430622056604e-05 0.000242087432883983 -0.00015592544751327422 1.4742952493123801e-05 1.898100272912244e-05
age2 -0.0002731656646529749 -0.00021581593153993236 6.507536283060585e-06 -6.198614229681666e-08 -0.00213772578123767 0.0002054070724093424 -6.180709106361928e-06 5.8753881817293875e-08 -1.0318460613712012e-07 3.3287970102368184e-08 1.2500815139992732e-07 -1.0529551277983451e-08 3.992705663225415e-09 2.584398476105162e-08 -4.2953161236046797e-08 -1.1109914007804102e-08 2.129662461549095e-08 9.771511557166713e-08 9.63822123662514e-08 -7.864625439775758e-08 1.0501581676766687e-07 -1.8649566472873493e-08 1.1784179521470747e-08 -1.0747103295809453e-08 4.1967510650052e-08 1.1398627809932871e-07 -4.472021500498521e-09 4.326415390335091e-09 2.4616531744292215e-07 1.1041065831870325e-06 4.662572406504116e-07 -6.161256370539882e-06 4.385261968914583e-06 -4.839680570776708e-07 -5.042745687272956e-07
age3 2.7885300468517234e-06 2.033070562516773e-06 -6.19861422967202e-08 5.971773428193188e-10 1.994008824384793e-05 -1.935311219884853e-06 5.8865768046579154e-08 -5.658073811542701e-10 1.0661217264284499e-09 -4.136102181687189e-10 -1.070768243942799e-09 1.8046895083943522e-11 -8.858380253759226e-11 -3.0598029088976614e-10 2.5359272740134486e-10 5.667600469951224e-11 -1.8781871930742128e-10 -7.600578332155597e-10 -1.1808544622922911e-09 7.045023836046214e-10 -1.0409311061161641e-09 2.817664761912693e-10 -2.0729091180720532e-10 -5.271149524214745e-11 -3.175705322922602e-10 -1.0771994759523887e-09 2.3438669492754354e-10 -2.0163718680677193e-10 -3.7106931774506643e-09 -7.109405240736187e-09 -1.370279685636008e-09 4.9998787727483026e-08 -4.092906707888086e-08 4.233258010847867e-09 2.7125418046839375e-09
sex 0.029300818393565277 0.07256515263178759 -0.0021377257812118158 1.9940088243602603e-05 1.6250877173181737 -0.1519659592307521 0.00444790762365368 -4.111053696485906e-05 6.540757924663792e-05 -2.940680714723607e-05 -4.4488042782481034e-05 2.830703594359934e-05 -6.743065529962398e-05 0.00011100837221429902 -1.656848532709218e-05 2.4613812033227145e-05 9.097358084815244e-08 2.0459960090533803e-05 5.313554092265539e-05 8.79571379929718e-05 -1.019107129306476e-05 -1.5786745239320393e-05 -3.7437626884188955e-05 -6.251834081397317e-05 -1.861537600381232e-05 -2.5203835494448507e-05 -7.449275821826699e-06 5.285815364660792e-05 -0.00024202496437775262 -0.001646572881413422 -0.0006944550726489992 0.005393998282668593 -0.0025114792472111093 0.0008952321271174516 0.0009115689289827315
agesex -0.0029805486401694547 -0.0068945868424914935 0.00020540707240498 -1.9353112198447854e-06 -0.1519659592307311 0.014393483549712665 -0.0004261041618666631 3.978241373818524e-06 -6.2728696720600045e-06 3.2108836753995706e-06 4.734212147981209e-06 -2.853229099773279e-06 6.207720575880081e-06 -1.0941662766393454e-05 2.2266979877874435e-06 -2.0237424850178314e-06 -7.492394379240357e-07 -2.181995855728219e-06 -4.3230942474842015e-06 -8.600887409635208e-06 4.987577391089714e-07 1.1074288152030418e-06 3.3026446929287423e-06 6.7767871379773256e-06 1.1507596925891065e-06 2.5980635689782326e-06 9.980971796470189e-07 -4.782132697685041e-06 2.028403726216672e-05 0.00014280198009255555 7.191320606346498e-05 -0.00046714941456375153 0.00023070402141150671 -0.00010238854383627138 -7.919793397396465e-05
age2sex 9.601886206176728e-05 0.00020513609409469495 -6.1807091063064e-06 5.886576804603662e-08 0.00444790762365252 -0.00042610416186661274 1.2758693747561887e-05 -1.204189870718589e-07 1.8767513550519896e-07 -1.0955394636099224e-07 -1.5402491207680747e-07 9.125001391433756e-08 -1.8426011724851424e-07 3.346675539111697e-07 -8.523621195879112e-08 5.1749087354837865e-08 4.307213970301919e-08 7.634475991410316e-08 9.988656497852632e-08 2.609367251374941e-07 -4.995011069317577e-09 -2.1531460697018e-08 -9.653708470142831e-08 -2.2192666861619337e-07 -1.8557177940026162e-08 -8.661054106889363e-08 -3.7183309616346276e-08 1.3400842200102328e-07 -6.182134595160195e-07 -3.987385034849489e-06 -2.063426544503005e-06 1.2842493775923046e-05 -6.824865283059206e-06 3.2802915608500285e-06 2.04895302571992e-06
age3sex -9.867328741963065e-07 -1.9290593481763626e-06 5.875388181657725e-08 -5.658073811474403e-10 -4.111053696484434e-05 3.978241373817685e-06 -1.2041898707184803e-07 1.149240529289453e-09 -1.8023965584139603e-09 1.169977854281387e-09 1.563751302951622e-09 -9.027970550589793e-10 1.7568381231527642e-09 -3.2045257917860095e-09 9.997681683486996e-10 -4.2332335488645214e-10 -5.676168669335882e-10 -8.484125105065573e-10 -6.690407709968392e-10 -2.477671129811292e-09 -1.916208045657278e-11 1.474430901805748e-10 8.614281654303781e-10 2.2137026569565202e-09 2.15109700786248e-11 8.962126935612074e-10 3.4919188620665627e-10 -1.1981824422897213e-09 6.405122517089147e-09 3.659912871526535e-08 1.7799340314572233e-08 -1.1369458387033585e-07 6.444284967780456e-08 -3.172998311008368e-08 -1.6277776803446584e-08
pcs.V3 1.5551380666604659e-06 3.095195411619615e-06 -1.0318460613536237e-07 1.066121726412257e-09 6.540757924662517e-05 -6.272869672059655e-06 1.8767513550521005e-07 -1.8023965584142198e-09 3.591003406575323e-06 9.725309943409268e-08 -6.008629228981198e-09 -7.103748782522712e-09 1.0319200875541005e-07 8.206174143763063e-08 1.0926000897999561e-08 1.1613525683611651e-07 -9.608928321597284e-08 1.2346830841079278e-07 -8.847639269615924e-08 2.5457553505401903e-08 1.3566965876771196e-08 -7.575787383564554e-09 -1.625523071148447e-07 4.590207199709204e-08 3.011914041438179e-08 -3.0683991848792604e-08 8.758339230330387e-08 6.378293174560952e-08 2.0235731875878403e-06 3.961304166105454e-06 -1.1852832367260198e-06 -9.895094298366257e-07 -1.4758033228934748e-06 2.918127163911969e-06 1.5334829270412994e-06
pcs.V4 5.988644203640121e-06 -4.3380609397719783e-07 3.328797010075525e-08 -4.1361021815365846e-10 -2.9406807146808167e-05 3.210883675359018e-06 -1.0955394635978818e-07 1.1699778542700832e-09 9.725309943411061e-08 3.3615254214601258e-06 1.2525713783968157e-08 2.5632145857775053e-08 9.943541857462294e-08 -1.6171072730841953e-08 -8.769265293681445e-08 -5.228296186607218e-09 1.0659577664116206e-07 -4.873336808215904e-08 3.516884286447108e-08 -1.3788635093285265e-07 -1.779247241279506e-07 8.146388293885026e-08 1.2884527851113104e-07 7.477833759633675e-08 1.1541350968072995e-07 5.683684321456592e-08 -1.4683408209791196e-08 3.423158548384295e-08 -4.257828683636446e-07 3.030723165716072e-07 3.054415197943929e-06 -3.3496650750123374e-06 -1.514421938074453e-06 -4.434237015043002e-06 -2.5860333634894477e-06
pcs.V5 2.611087333116406e-06 -4.622426107033721e-06 1.2500815139921708e-07 -1.0707682439366175e-09 -4.448804278311412e-05 4.734212148042919e-06 -1.5402491207868288e-07 1.563751302969545e-09 -6.008629229008861e-09 1.2525713783999044e-08 3.0355872021865943e-06 6.293880239583376e-08 1.538855790462001e-08 -3.694981136853099e-10 -2.862765291942373e-08 -8.15723654029965e-08 2.8998300091864425e-08 9.555354737210345e-08 -4.9734046780645e-08 -3.0040842270415315e-08 -1.9674677784349607e-09 -4.533510110361461e-08 -1.1593708753005434e-07 -1.5460003243032906e-07 9.192786107015826e-08 1.0755214872005617e-07 6.882848069814734e-08 4.071983714995206e-08 1.0161569762449517e-07 3.736957148840645e-07 2.085107149135516e-07 4.458547515358086e-06 -9.816906396056985e-07 1.9395099983882993e-06 -1.3367410298681822e-06
pcs.V6 -5.589344738385909e-06 5.711432035433256e-07 -1.0529551276866683e-08 1.804689507345315e-11 2.8307035943313083e-05 -2.8532290997461986e-06 9.125001391353444e-08 -9.027970550514432e-10 -7.103748782534785e-09 2.5632145857773266e-08 6.293880239585729e-08 2.9255453179273217e-06 3.094843446177272e-08 9.050755685459566e-08 6.748358676173626e-09 -8.938136553417315e-08 1.1016060606162974e-07 -5.631917741226148e-08 -5.937272003909771e-08 -4.8441056781869486e-08 4.3701741324200276e-08 6.492609899721163e-08 -8.774032401205436e-08 3.8207884745361845e-08 -4.8884533768254725e-08 1.599614350579782e-08 -1.253850071150748e-07 3.6617587219406734e-08 -4.7075563203984354e-08 2.91949025468242e-06 -2.601451178673819e-07 -8.325269935555254e-07 -1.7882944175706085e-06 4.550690110164272e-07 3.0950556303682984e-06
pcs.V7 1.954191563151743e-06 -6.023535138148886e-08 3.992705661255739e-09 -8.858380251883863e-11 -6.743065529903722e-05 6.207720575824395e-06 -1.8426011724685776e-07 1.7568381231371722e-09 1.0319200875543507e-07 9.94354185746265e-08 1.538855790457222e-08 3.0948434461773e-08 3.5396485999060967e-06 4.968587173876957e-08 -3.945323582672637e-08 -1.363220709378636e-07 4.0095714540035665e-09 -1.0472475982646865e-07 -6.970094314295379e-08 -1.3031798451030015e-07 7.505761460232825e-08 -5.982278046049048e-08 -1.2563776544917212e-07 -4.1153599391228756e-08 1.5516604689968642e-08 7.367163149641615e-09 -5.3475571174068315e-08 -2.961332751729408e-08 1.799847367127168e-07 1.5981740444487831e-06 2.6445284134481112e-06 -3.395837933630422e-06 4.4233961175394354e-07 -3.8125020053545247e-06 -1.550795613191609e-06
pcs.V8 -1.4420941137274308e-05 -7.919172355577386e-07 2.5843984766573865e-08 -3.0598029094193663e-10 0.0001110083722121884 -1.0941662766192516e-05 3.3466755390518084e-07 -3.2045257917296247e-09 8.20617414375413e-08 -1.617107273082342e-08 -3.694981135635858e-10 9.05075568545744e-08 4.9685871738813584e-08 3.426914700748149e-06 1.0198825986452967e-07 7.155525525772067e-08 9.968629335372027e-08 2.4707408652183836e-07 -6.028480647496707e-08 -2.0892010473426965e-07 -7.045233278360526e-08 -6.360582331946411e-08 4.883024922379739e-08 9.025575915479506e-08 1.0843341653218858e-07 9.82941891551357e-08 -2.1238238888254667e-08 -5.943508533114847e-08 -8.295914628725947e-07 -1.21087824658202e-06 -1.665977535843453e-06 8.719240084817914e-07 3.0684995113664162e-06 -1.5219177751818575e-06 2.887463159809313e-06
