 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 9.5302480776447e-05 1.1907140179485088e-05 -3.300971270778556e-07 3.0126097612608174e-09 -1.9519748471454995e-05 1.9147627441056845e-06 -5.94069155074552e-08 5.880238760195397e-10 2.929044891181458e-07 1.0761444443347799e-07 -1.0910683909794559e-07 -1.6270845802200692e-08 -8.196590376426859e-08 8.512940813912011e-08 -7.175215121568558e-08 9.584792149919556e-08 -6.105228192608638e-08 -9.121401229272931e-08 -4.180246510928844e-08 -1.1750646214053334e-08 -4.490718398634277e-08 4.705272424648756e-08 -8.951493077992373e-08 -6.783697442887857e-08 -4.072278266556242e-08 -5.467247233149834e-08 5.558124599936722e-08 2.151955647407297e-08 -2.5939268496565057e-06
age 1.1907140179479625e-05 0.0002869179271867597 -6.645351229399674e-06 4.7854604693595755e-08 0.003668612134549834 -0.00027980682772908136 6.4803548158205385e-06 -4.6644337255771686e-08 1.0897795510241377e-07 1.7165301708355267e-07 -1.6866611892500753e-07 2.2014383412659714e-07 5.607246647844437e-08 1.7372259349618839e-07 1.0971091598200895e-07 2.664383005623252e-07 1.897421140766807e-07 -4.889140935881645e-07 -9.018163411767592e-08 5.5055987239080005e-08 -2.8280691300719205e-07 -2.0612476846381802e-07 -1.5167023391459947e-07 1.7107373467448318e-07 1.1824183902251676e-07 -1.967457960462634e-07 3.576051886376536e-07 4.196857793121586e-07 3.836606709288834e-06
age2 -3.3009712707982447e-07 -6.645351229397245e-06 1.568353722035073e-07 -1.1483459272164435e-09 -8.320580432328164e-05 6.482414045290286e-06 -1.5301549135092406e-07 1.119971687749294e-09 -8.313094374576632e-10 -4.35150663331494e-09 2.8119244480444815e-09 -5.065833595323743e-09 -1.5191257562395727e-09 -4.672896121437992e-09 -1.7310494378572032e-09 -5.936015558757243e-09 -4.391194826158657e-09 1.0902427702239346e-08 2.0364564631911807e-09 -9.59791286069418e-10 6.25920778661717e-09 3.7093577624432265e-09 2.4825456959467457e-09 -3.130973506901143e-09 -3.4709120616715753e-09 4.128006422633054e-09 -8.725241169857495e-09 -9.597280994692473e-09 -8.706153298963191e-08
age3 3.0126097612884217e-09 4.7854604693559326e-08 -1.1483459272160295e-09 8.542871669334073e-12 5.889056372612512e-07 -4.6668368721814574e-08 1.120253524163018e-09 -8.331349268080422e-12 -3.2674707230002497e-12 3.805031207068707e-11 -1.7326375646159416e-11 3.546625505935278e-11 1.0169674782520365e-11 3.821446765155643e-11 7.95044511994698e-12 4.28386137793302e-11 3.3249225913420983e-11 -7.555324200846828e-11 -1.716429967683056e-11 4.645203499770008e-12 -4.402542699423678e-11 -1.8833175290477987e-11 -1.2732502967230233e-11 1.7835684548203055e-11 2.8249958914868156e-11 -2.7230913938734254e-11 6.610188624881486e-11 6.857875744633175e-11 5.841940861343926e-10
sex -1.9519748467500537e-05 0.003668612134563511 -8.320580432363009e-05 5.889056372639756e-07 0.12653603591053939 -0.009545692891883117 0.00022000787696239678 -1.5821831872441096e-06 1.1364750995318052e-06 -8.239021299178487e-07 3.8888902988105875e-07 9.924653069835107e-07 -1.7120749678245692e-06 -7.52034319523235e-07 2.472012547708275e-06 2.8535243697541237e-06 -3.021702396754981e-07 -4.549910074074788e-06 -2.5880700484282853e-06 3.960345717088698e-06 2.240003217852973e-07 -2.791653814813091e-06 -4.358143931264789e-06 1.5248010354942692e-06 8.292989547779257e-07 -3.127036800243887e-06 8.160568628118238e-06 4.731502385244654e-06 4.772109622911575e-05
agesex 1.914762743691792e-06 -0.00027980682772994417 6.482414045312782e-06 -4.6668368721994046e-08 -0.009545692891880599 0.0007392899182992905 -1.7385502314937147e-05 1.2705497975015837e-07 -5.156888382041876e-08 6.408888689743261e-08 -7.026589242586765e-08 -1.5240322888834923e-08 8.91620281307107e-08 5.5296446919557534e-08 -9.569307863509538e-08 -2.1993129035134075e-07 -2.094116118887201e-08 3.5277438491185217e-07 1.550810877702646e-07 -2.8764244920791847e-07 -3.9453447335565664e-08 1.8100982852701724e-07 2.8714417198652075e-07 -2.4951536152415438e-08 -1.6839423913617194e-07 2.621206332139492e-07 -6.548866811717562e-07 -3.7257879081307034e-07 -4.620041925956735e-06
age2sex -5.94069155000141e-08 6.480354815842272e-06 -1.5301549135148474e-07 1.1202535241674487e-09 0.00022000787696228313 -1.738550231493291e-05 4.1636753230252736e-07 -3.0919257211042754e-09 3.1900836040041746e-10 -1.271414935322693e-09 2.2120102795364423e-09 -2.337710015420885e-10 -1.6277794817103927e-09 -1.472190654575881e-09 8.721988080543897e-10 5.200320611374739e-09 1.5737205459320194e-09 -7.822649672739035e-09 -3.367364288073495e-09 6.191959386803329e-09 1.254912608747844e-09 -2.8052900972666466e-09 -6.183762721134136e-09 -1.2615733069147738e-09 5.469326039360873e-09 -6.666562538557125e-09 1.575299525988225e-08 8.704934244401966e-09 1.271108019367856e-07
age3sex 5.880238759438291e-10 -4.664433725593811e-08 1.1199716877535618e-09 -8.331349268114057e-12 -1.5821831872429195e-06 1.2705497975009953e-07 -3.09192572110362e-09 2.330930354299056e-11 -3.9099762648679515e-13 7.710564318012958e-12 -1.778636955095848e-11 2.7306527921315154e-12 1.2105079251110918e-11 1.4000013478536456e-11 -7.909181374515733e-13 -4.121184254456507e-11 -1.902706567432152e-11 5.2817691605381854e-11 2.4107417283130647e-11 -4.182276996932891e-11 -1.0085902888407625e-11 1.0750597284981469e-11 4.384554185044463e-11 2.0504590247454612e-11 -4.71244745470821e-11 5.179776293850508e-11 -1.168685549725017e-10 -6.540398535653097e-11 -1.0754724468490754e-09
pcs.V3 2.9290448911816307e-07 1.0897795510221612e-07 -8.313094374530649e-10 -3.2674707230335e-12 1.1364750995239088e-06 -5.156888381980118e-08 3.1900836038575036e-10 -3.909976263786747e-13 9.989012611304006e-07 7.065427457828999e-08 -2.7005385525875505e-08 5.889011416290733e-09 5.131318088224884e-09 1.8817048417113528e-08 -1.083368731503933e-08 8.951839658209254e-09 8.352017282554552e-09 1.013057765540706e-09 -9.240237730898036e-09 2.044831205098078e-08 -5.568101222846354e-09 -1.5054803889006264e-08 -1.4780088179045267e-08 -1.1801718584668065e-08 -4.244315375918359e-09 -1.7067574899695035e-08 8.719329962805977e-09 6.688531717782825e-09 9.352347471169099e-07
pcs.V4 1.0761444443346713e-07 1.7165301708286747e-07 -4.351506633298729e-09 3.805031207056809e-11 -8.239021299376907e-07 6.408888689900715e-08 -1.2714149353605521e-09 7.710564318295112e-12 7.065427457828989e-08 1.067667848436455e-06 2.498059361062333e-08 -4.625744506699409e-09 1.5483231644902846e-08 -1.8165840978246372e-08 -1.3298862090308743e-08 1.6936349203523395e-08 3.6217964990135935e-09 -4.539669358574917e-11 9.90033055113077e-09 -5.9221590542990085e-09 -7.2618281269324355e-09 5.9510581579053686e-09 6.776684527161224e-09 3.9522788429448584e-10 9.120264210121794e-09 -4.563008698254589e-09 7.983466322364731e-09 4.316470660605488e-09 -5.798595280104053e-07
