 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00012975326365329364 6.596471372832498e-06 -1.7783173017299915e-07 1.7040234601079375e-09 -2.5145452761938212e-05 2.229054345954694e-06 -5.8487200366777585e-08 4.829775937304709e-10 1.707371260828145e-07 1.6923117999008803e-07 -9.168097338818684e-08 4.941313447979873e-08 -9.516701175519729e-08 8.41645410848078e-08 -2.570548494564257e-08 5.647992813156821e-08 -5.630796181653954e-08 -3.73636818309638e-08 -1.965309323911613e-08 -8.74786676998411e-08 5.4132999656639405e-08 5.258278822434763e-08 -3.102795105203891e-08 -4.366866970824658e-08 -2.1989601337515358e-08 -6.636071394492945e-08 1.4788044138865375e-08 -2.9281311800223196e-08 -2.4530678633273826e-07
age 6.596471373011733e-06 0.00020460581534164005 -4.692203548245448e-06 3.34610560547161e-08 0.0024443182737936245 -0.00018399470679197904 4.197426223240082e-06 -2.9724517990838473e-08 -2.4840366279180544e-08 1.9109227579542235e-07 -1.5476464604758148e-07 1.5453919933681152e-07 1.4794959091994075e-07 1.1094245220468984e-07 7.564384057709836e-08 1.0036102477387843e-08 6.678283699128039e-08 -2.804143080142396e-07 1.0738261738633137e-08 3.564121349641188e-08 -8.782816877143102e-08 -2.565332758274727e-07 -1.4271230261198014e-07 2.0399274988648293e-07 1.3863234545608463e-07 -7.519819202957294e-08 1.2323421180620207e-07 2.756743879452278e-07 2.409706785877182e-06
age2 -1.7783173016888135e-07 -4.692203548244797e-06 1.0961209638671173e-07 -7.945676477154215e-10 -5.4735596345672717e-05 4.210031789278115e-06 -9.790717172114877e-08 7.051617656366818e-10 1.974120420296961e-09 -3.735357396817643e-09 3.0562372118976073e-09 -3.5612206448736396e-09 -3.6471905519592747e-09 -3.119732625013864e-09 -1.2682607404685251e-09 1.26983857580861e-10 -1.3825308827037767e-09 6.627741930168956e-09 -1.0302758087967458e-10 -7.246229036104198e-10 1.8090122898844416e-09 5.382444835206926e-09 2.3213778879824246e-09 -4.351886634498798e-09 -3.534778064048548e-09 1.2845270126348153e-09 -3.2576687206256274e-09 -6.410452360937817e-09 -5.754014214981444e-08
age3 1.70402346009475e-09 3.3461056054714704e-08 -7.945676477154465e-10 5.8515634423980055e-12 3.8199358779959866e-07 -2.98921531610249e-08 7.071001726717726e-10 -5.1760257099262845e-12 -2.153175840089224e-11 2.516003618766399e-11 -2.1561377926682173e-11 2.5293568809489612e-11 2.617639603119122e-11 2.585635592511078e-11 6.837499676025644e-12 -1.6846055929005436e-12 1.0487080181046966e-11 -4.801446753334008e-11 -1.3160830613324428e-12 3.076976310645633e-12 -1.2205573523138348e-11 -3.468278582964777e-11 -1.2009254497736482e-11 2.920989160598693e-11 2.7432635407942577e-11 -7.009772025929156e-12 2.533341276929606e-11 4.5728203668222035e-11 3.9972075024786376e-10
sex -2.5145452763650923e-05 0.002444318273799203 -5.473559634578845e-05 3.819935878003413e-07 0.08663563454729703 -0.006469503461672029 0.00014733184980978168 -1.046157099008615e-06 4.3440581785382054e-07 -3.298965213103166e-07 1.0845346291954847e-06 1.5963180362768358e-06 -1.1819795604559115e-06 -6.489885240746335e-07 1.248424441135181e-06 -1.4500914873913384e-06 -2.7983083226742004e-06 -2.3409877425947797e-06 7.699302579291714e-07 2.825517724050305e-06 1.639928055793421e-06 -1.7712469411099752e-06 -3.414329475767431e-06 1.3989670292850156e-06 9.373918020588314e-07 -8.280703761355318e-07 3.2139151151777348e-06 6.802244474589585e-07 3.13046457601335e-05
agesex 2.2290543457366763e-06 -0.00018399470679237475 4.210031789286387e-06 -2.989215316107908e-08 -0.00646950346167275 0.0004961741050130307 -1.153062506405594e-05 8.320700863554118e-08 -6.493471932312055e-09 4.9503166288264526e-08 -7.83704097549225e-08 -9.397954367249279e-08 7.354216833432613e-08 1.986517051371498e-08 -4.106085127391887e-08 1.2452629702376216e-07 2.0526818427380426e-07 1.9430152725434946e-07 -7.610404264595074e-08 -2.15150892008571e-07 -1.5144474050601764e-07 1.305418035567633e-07 2.1091740529355504e-07 -7.160205044480443e-08 -1.4063794661393195e-07 5.4411738565936925e-08 -2.750298205597087e-07 -5.9290678613907015e-08 -3.0571084289000496e-06
age2sex -5.8487200366211085e-08 4.1974262232489275e-06 -9.790717172133079e-08 7.071001726729347e-10 0.00014733184980981378 -1.1530625064057134e-05 2.7291038338822234e-07 -2.001290489405667e-09 -4.170589741665511e-10 -1.6084355911353394e-09 1.5792700628975754e-09 2.093793909487315e-09 -1.5731787542238542e-09 1.229839800864717e-10 1.6910921270575242e-10 -3.244331329018818e-09 -4.257254430139604e-09 -4.675389183385326e-09 1.7248517163862341e-09 4.802387139466597e-09 4.021388342902722e-09 -2.577275722608119e-09 -4.2906458624027575e-09 8.131500765061721e-10 4.43054360045938e-09 -1.3080918742814906e-09 6.665095512887962e-09 1.0565647362298517e-09 8.441320881118716e-08
age3sex 4.829775936559774e-10 -2.9724517990905912e-08 7.051617656380625e-10 -5.176025709935191e-12 -1.0461570990089505e-06 8.320700863555775e-08 -2.001290489405851e-09 1.4900522307365742e-11 3.784414396222006e-12 1.545404197459125e-11 -8.783345052011105e-12 -1.722721335709272e-11 1.2650384098350603e-11 -3.6120647631590915e-12 1.7614668158052984e-12 2.379552125883729e-11 2.6318298937672377e-11 3.41249574328793e-11 -1.1849195256444915e-11 -3.3180571569812653e-11 -3.1087820477371775e-11 1.5349591047897267e-11 2.8751677976114255e-11 7.05814279863459e-13 -3.807188062672042e-11 1.0376698340899315e-11 -4.964784153063523e-11 -5.5243843698949725e-12 -7.089893301508747e-10
pcs.V3 1.7073712608282043e-07 -2.4840366279115425e-08 1.974120420295439e-09 -2.1531758400881118e-11 4.344058178556897e-07 -6.493471932456256e-09 -4.170589741631856e-10 3.784414396197677e-12 1.2952045691601685e-06 4.057255552983591e-08 -3.123474898786604e-08 2.5332284753672073e-09 6.572183070640136e-09 1.933863997981793e-08 -2.908747848230235e-09 8.796704494346452e-09 5.369154002207073e-09 6.062387353718407e-09 -1.167849079928024e-08 9.950843210703441e-09 -8.47846032887202e-09 -1.0220724789537058e-08 -1.108185998195481e-08 -2.1307373749155633e-08 -3.4378173955746487e-09 -5.987924331884768e-09 1.3213890950072194e-08 -1.4483398910063232e-09 8.154520012272171e-07
pcs.V4 1.692311799901388e-07 1.9109227579544927e-07 -3.735357396818525e-09 2.5160036187672086e-11 -3.298965213092473e-07 4.950316628814793e-08 -1.6084355911318772e-09 1.545404197456125e-11 4.0572555529835926e-08 1.3223495979758974e-06 1.5574469754032768e-08 -1.3343897898467456e-09 1.7445791315073812e-08 -1.487886916691859e-08 -2.261980827264764e-09 1.4976398967244848e-08 -2.966529401636948e-09 5.658706710664411e-10 4.672794770713032e-09 -1.790558079815132e-08 5.1855155475559405e-09 1.3366472935364622e-08 4.178780716981183e-09 3.0390399821305486e-09 9.151130561908049e-09 -3.743234022200002e-09 -1.1416978406037418e-08 -1.9679720305001766e-09 -5.380347210024018e-07
