 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
intercept 0.0001259422569676897 5.626831775604126e-06 -2.225157132650273e-07 2.322525536093545e-09 -3.895799917091467e-05 2.8598347155980455e-06 -6.913586777094011e-08 5.694401792615202e-10 6.412723981918674e-07 8.35799759062567e-08 -2.674544462015073e-07 -2.2008346913380054e-08 2.920118475864691e-08 1.243025119142642e-07 -1.559762079880813e-07 1.768326834358687e-07 2.9484047323470226e-08 -2.202212409160431e-07 -1.0138359081430051e-07 -2.5169487357065576e-08 -2.1496785227298196e-08 8.080305883390108e-08 4.29809365572996e-08 -4.967928363398621e-08 3.395240390797606e-08 -1.574774428822922e-07 8.60299933460604e-09 3.058450081958961e-08 -2.1451395180376875e-05 -2.559043225486696e-05 3.558383735715327e-05 2.9437972992460107e-05
age 5.626831775464332e-06 0.0003796955018018051 -8.48410473742031e-06 5.922684465116982e-08 0.004615483888351634 -0.0003375573466408 7.542901559344385e-06 -5.2613662859854864e-08 3.603151958093307e-07 1.1988293994373717e-07 -1.0271360222140618e-07 1.6220432525728758e-07 2.9688270794484405e-07 1.2235225798374014e-07 -2.8970193303728183e-09 1.3001529956498558e-07 2.6277972270660174e-07 -6.030525261043347e-07 1.1119363962235734e-07 1.8210410917258643e-08 -2.92352931599483e-07 -3.38839056869283e-07 -1.5580513464252875e-07 2.517442045353069e-07 3.876317428902468e-07 -2.6204084691709347e-08 2.5228074658909885e-07 4.3888883074276105e-07 1.3563394764212162e-06 -6.037489119908709e-07 1.5835129035427074e-06 5.4282417952863624e-06
age2 -2.2251571326312173e-07 -8.48410473742041e-06 1.9319517004668931e-07 -1.3712676564255692e-09 -0.0001010237947063698 7.552603258244872e-06 -1.7202553107769328e-07 1.2201880391970509e-09 -5.259722842538318e-09 -2.4049579308853653e-09 1.4543283409667065e-09 -4.2376005303023775e-09 -7.202326925638512e-09 -4.222323686684784e-09 1.154443149012217e-09 -1.7087942915569859e-09 -6.119643429318991e-09 1.3333836708361294e-08 -1.9997171168718744e-09 -1.0976408530432824e-10 6.1978126369239654e-09 6.207068538411612e-09 2.563986371637048e-09 -5.350261284310514e-09 -9.664721806518105e-09 3.407141125420758e-10 -6.471614297777323e-09 -1.0756000069352057e-08 -2.3270460790555216e-08 3.109093009753656e-08 -6.561916165960471e-08 -1.1148949757034322e-07
age3 2.322525536089531e-09 5.9226844651167154e-08 -1.3712676564254778e-09 9.88732590717635e-12 6.932323675370649e-07 -5.274653421265301e-08 1.2217638990703465e-09 -8.804437322961274e-12 1.7897677246364153e-11 1.9358267195870242e-11 -8.959191805544171e-12 3.2407546757268315e-11 5.118444952715806e-11 3.8426498306102785e-11 -1.2848249160544755e-11 6.508374573905368e-12 4.564623301859919e-11 -9.256656587657032e-11 6.772828998019441e-12 -2.9027810796860845e-12 -4.182627266029192e-11 -3.3699924991157044e-11 -1.3404026976720485e-11 3.45146717884128e-11 7.346999997512281e-11 -6.989105611636089e-13 4.9615687482783096e-11 7.787951285792231e-11 7.713065303630783e-11 -3.636550184292072e-10 6.282882489118864e-10 7.882722073302931e-10
sex -3.895799917313198e-05 0.004615483888340555 -0.00010102379470613313 6.932323675354832e-07 0.17043019477888652 -0.012354975905426077 0.000275298018740176 -1.9226186101613454e-06 -1.4974179118102138e-06 8.480571986768678e-07 -2.351960223899295e-06 9.728436081349165e-07 2.626731401475477e-06 -2.7655932249530804e-06 3.861891686234057e-06 3.204612181500682e-07 -4.343416829138943e-06 -3.046550066320593e-07 -1.8800110094737949e-06 1.520965226161657e-06 -4.0245330048551543e-07 -5.022638533788582e-07 7.754630269621742e-08 3.367703392513942e-06 -3.921873113880785e-06 -1.639478547701101e-06 3.3782695009117473e-06 -1.5350112348125265e-06 5.712386995101202e-05 9.711677159879375e-05 -5.752349433313048e-05 -1.1013190364900412e-05
agesex 2.859834716134061e-06 -0.0003375573466400124 7.55260325822772e-06 -5.2746534212535654e-08 -0.012354975905425064 0.0009200457421679255 -2.0921421383854193e-05 1.4849434349235006e-07 1.4640506194854712e-07 -4.735781531592678e-08 1.5490529348974852e-07 -2.90912835985222e-08 -2.1456949993824784e-07 1.0893871858597987e-07 -1.4733931273572222e-07 3.4030897975430565e-09 2.6290368114411023e-07 1.8671704094113684e-08 1.0525352063823094e-07 -1.3064776866002636e-07 -2.233106621207475e-08 -3.476280046517209e-08 2.316283828385224e-08 -1.9357380152358458e-07 1.8565728048766092e-07 6.51525287838167e-08 -3.2475965122624156e-07 7.571794273056322e-08 -3.628722031319624e-06 -4.800606467801353e-06 1.5580951246400364e-06 -1.2865129361420872e-06
age2sex -6.913586777930591e-08 7.5429015593228064e-06 -1.7202553107721838e-07 1.2217638990670732e-09 0.0002752980187401307 -2.0921421383852523e-05 4.843055626571792e-07 -3.491437917474162e-09 -4.458896409335236e-09 5.86808490769924e-10 -3.038661545935811e-09 3.797083527786848e-10 4.966805527512523e-09 -7.654921948509594e-10 1.5705971396545417e-09 -8.047726768989264e-10 -4.6360827105375556e-09 -2.6923811213369357e-10 -2.490464416663086e-09 2.7805801362812997e-09 1.5344086214971575e-09 2.3527841051204253e-09 -1.3960958126922263e-09 2.793597366157424e-09 -2.512206585794856e-09 -1.0374909100799489e-09 8.317764203001985e-09 -1.904112224819849e-09 7.419064303366368e-08 6.43007336416831e-08 5.6404705347241395e-09 7.233766972459975e-08
age3sex 5.694401792834297e-10 -5.261366285968049e-08 1.2201880391932806e-09 -8.804437322935769e-12 -1.9226186101608736e-06 1.484943434923269e-07 -3.491437917473903e-09 2.5540523259980063e-11 3.593673696697454e-11 5.989520514989108e-13 1.915529185532853e-11 -4.554652113645595e-12 -3.295061219860083e-11 -2.9476435867617694e-12 -3.830930073993482e-12 7.824486482318467e-12 2.339068435652515e-11 9.722968624251333e-13 1.913546586427609e-11 -1.684091506695767e-11 -1.6262381932980924e-11 -2.531395247628216e-11 1.588472434452172e-11 -7.523649595620514e-12 9.269425560531392e-12 6.665773256090303e-12 -6.311215535465027e-11 1.6192398362542596e-11 -5.271659267894233e-10 -2.2734319511496834e-10 -2.2001260402629956e-10 -7.825795977588252e-10
pcs.V3 6.412723981918645e-07 3.6031519580957273e-07 -5.259722842543786e-09 1.7897677246402646e-11 -1.4974179118101293e-06 1.46405061948566e-07 -4.458896409336218e-09 3.5936736966985216e-11 1.4133311709812795e-06 1.4904235828098962e-07 -3.6844105156386276e-08 6.079997797672375e-09 2.8744146598196167e-08 2.9738983806892936e-08 -2.9676290387866823e-08 2.5580028984917616e-08 2.088526800249417e-08 -1.2920731425170058e-08 -6.451378514248889e-11 1.704441175961422e-08 -1.2561394515669894e-08 -1.72259782572081e-08 -3.223049501879521e-08 -3.4173252430255356e-09 -1.1334502749704804e-08 -2.0379933594842416e-08 1.2925232810878996e-08 1.9305526690848812e-08 5.167595081094837e-07 5.16404648683265e-07 5.509224300883157e-07 4.909092808534467e-07
pcs.V4 8.357997590625364e-08 1.198829399438184e-07 -2.404957930887239e-09 1.93582671958837e-11 8.480571986814232e-07 -4.735781531627023e-08 5.868084907778215e-10 5.989520514422022e-13 1.490423582809895e-07 1.5275660075831011e-06 6.17453826049557e-08 -1.925646014016812e-08 2.987561089765996e-08 -5.3104678414793306e-08 -1.2329925265746214e-08 3.073157145693342e-08 -4.1098540351907314e-09 -5.013800017727524e-09 9.419955037831783e-09 -2.209937750719286e-08 -1.9488312334050024e-08 1.6723994841939645e-08 9.415877147831971e-10 1.378837585647419e-08 1.2244052937515528e-08 9.830890976805694e-09 5.398037439997669e-09 1.3345781599847543e-08 1.5405604752441866e-07 2.524975193511296e-07 -1.1298816121456814e-06 -9.050594827821336e-07
