 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.028004166617247417 0.010309279931063908 -0.0003306292821381938 3.3689264149174688e-06 0.03981019859381445 -0.004062139851762426 0.00013125199088258248 -1.3523143639861544e-06 9.060241851352817e-07 7.771770643633974e-06 4.840910627735918e-06 -7.137799924057247e-06 2.285680806634002e-06 -1.752901484422103e-05 7.153558779392953e-06 3.1899600970723467e-06 -4.931188065048263e-06 -3.29022862080248e-06 -1.707475636009399e-05 -6.647132757482792e-06 -1.3269629680729568e-05 4.475039353512622e-06 -2.5651132734843017e-06 2.7251137303389563e-06 -4.413000618500974e-07 -6.8313588629176115e-06 1.3362431367160794e-05 -8.310810900751652e-06 -5.973056880178028e-05 0.00020546829826416003 0.00018668827866516035 -9.394473902982488e-05 -0.0003484980155828295 -0.00010476914442630014 -0.00010628589305291663
age 0.010309279931094175 0.009001164847713176 -0.00026779928577795863 2.5175615794549743e-06 0.09148677928599236 -0.008680640458603842 0.00025786477264705946 -2.420347159037545e-06 2.0067442842924537e-06 4.974299231756968e-07 -5.673806807361168e-06 4.655658208586687e-07 1.960107067811537e-06 -4.450878681148312e-07 2.884287997854239e-06 1.440696598469173e-06 -2.217522216642429e-07 -6.638396911541594e-06 -1.6832833475449902e-06 3.369938985559215e-06 -3.871373323027998e-06 -1.122997911629043e-06 -3.3401637832851994e-07 2.0150917848932257e-06 -2.9741898894711027e-06 -5.9265271821557275e-06 3.49254287447977e-07 2.3465654781699674e-06 4.3247091195810096e-06 -9.801840624457679e-05 5.6466079925760405e-06 0.0003344918693016571 -0.00018415288089458924 -7.015092116003671e-05 5.009403966384426e-05
age2 -0.00033062928213871943 -0.0002677992857775256 8.06081973242602e-06 -7.66300918551107e-08 -0.002691326060411155 0.00025830094225374404 -7.761480140840424e-06 7.365663986176703e-08 -7.63564735910657e-08 9.441752513603531e-09 1.466751316936973e-07 -2.3615997282843443e-09 -5.3915694790256315e-08 2.2407435015016726e-08 -7.089740800227738e-08 -2.9125010612737018e-08 1.1346180571627425e-08 1.653264377939038e-07 7.97368356097785e-08 -9.731297305895817e-08 1.1478440502426329e-07 8.888120276264043e-09 2.3963831554472387e-08 -3.5553507498618505e-08 7.78370447887751e-08 1.7646595374933344e-07 -2.058512853531416e-08 -3.9457758056740935e-08 2.89980946481255e-08 2.6096140636425535e-06 -2.3049119998705647e-07 -8.63524053928234e-06 4.953553816302193e-06 1.827197578796987e-06 -1.4057667149943954e-06
age3 3.368926414923764e-06 2.517561579452887e-06 -7.663009185516058e-08 7.368658275546765e-10 2.505865571650299e-05 -2.4296839231039958e-06 7.38140790771229e-08 -7.084331389722401e-10 8.662188892980554e-10 -2.072280831644945e-10 -1.2001153594021986e-09 -9.480537236742839e-11 4.0997532849460764e-10 -3.2159263722255513e-10 5.420404848183091e-10 2.2295935269880188e-10 -1.2787814565831912e-10 -1.2366622397211396e-09 -1.0595535837235564e-09 8.615681628280489e-10 -1.1173288346201905e-09 9.192999927699151e-11 -3.5350585371834655e-10 1.535645920867252e-10 -6.073320999004389e-10 -1.6715055200752117e-09 3.568919577694414e-10 1.2724536558830776e-10 -2.104510965699394e-09 -2.1753587838189048e-08 5.303562554751731e-09 7.164831918832846e-08 -4.49027698447723e-08 -1.5429285151109937e-08 1.0047866926944102e-08
sex 0.03981019859439902 0.09148677928642875 -0.0026913260604239644 2.5058655716621086e-05 2.0288839998741954 -0.18919741211015126 0.005520322896790935 -5.084187567739318e-05 5.2204454109683684e-05 -2.1294229904623733e-05 -6.482131743890523e-05 2.3226392466763733e-05 -5.650566233708672e-05 0.00013728038989260799 -2.0107582924774713e-05 4.5119894299226334e-05 1.78395178878375e-05 1.6271248201687783e-05 6.681827095902096e-05 9.476918362388833e-05 4.646937991683322e-06 -2.8306523095626696e-05 -4.5606030369768424e-05 -6.090014055626335e-05 -1.9624483360314438e-05 -5.011541985354151e-05 -5.065214135082594e-06 9.966114685446909e-05 -0.0002598277660585641 -0.0025053019259492896 0.00035558290715686147 0.006187202421371351 -0.0020145608710935886 -0.0008045305922983261 0.0009742158582031564
agesex -0.004062139851823053 -0.008680640458649748 0.0002583009422550847 -2.4296839231162976e-06 -0.18919741211014574 0.017873962315062067 -0.0005275721512044296 4.908720289604122e-06 -5.180539959851119e-06 2.512036408969413e-06 6.3809090357869665e-06 -2.3024267173644635e-06 5.136293365769474e-06 -1.3255635786290757e-05 2.6476005115781835e-06 -3.912548590311143e-06 -2.72690235737647e-06 -2.1614564875167013e-06 -5.614252032047039e-06 -9.380201676007417e-06 -9.158597139165383e-07 2.1409686274345047e-06 3.913425415279054e-06 6.83209608962374e-06 9.537717404657202e-07 5.110490770073093e-06 1.3640446412729505e-06 -8.725778750582937e-06 1.894970291263432e-05 0.00022015139303052143 -1.441849818746345e-05 -0.0005263073938056741 0.00017670576642295023 4.606904795434685e-05 -9.223547981429436e-05
age2sex 0.00013125199088408424 0.0002578647726482304 -7.76148014087438e-06 7.381407907743286e-08 0.005520322896790554 -0.0005275721512044086 1.575238816086161e-05 -1.4818301601976086e-07 1.595161844087155e-07 -9.180802137266404e-08 -1.9563133190422898e-07 7.734541953446606e-08 -1.53923828813596e-07 4.011039395187659e-07 -9.741857777223935e-08 1.0793088736968528e-07 1.0718950623617606e-07 8.824402220933523e-08 1.3529660068783787e-07 2.890832219481865e-07 3.8036797937668546e-08 -4.514229960201949e-08 -1.1292161853567933e-07 -2.2720250740290116e-07 -6.088825018476347e-09 -1.6237367057283712e-07 -6.324180457544823e-08 2.3975997517512405e-07 -5.72132675180847e-07 -6.32868612309623e-06 3.4473940615898143e-07 1.4366426995683814e-05 -5.048685396734503e-06 -7.787439675469646e-07 2.397285293323112e-06
age3sex -1.3523143639944945e-06 -2.420347159040955e-06 7.365663986187372e-08 -7.084331389733028e-10 -5.084187567738685e-05 4.9087202896036655e-06 -1.4818301601975318e-07 1.4097051488210277e-09 -1.604547242870278e-09 1.0396654551002722e-09 1.908143036179799e-09 -8.053198303633976e-10 1.5066468450111567e-09 -3.832056774455065e-09 1.1051405622791923e-09 -9.447261779626966e-10 -1.197101359385254e-09 -1.0723314446017507e-09 -9.470955343550787e-10 -2.799648197518033e-09 -4.308580807673429e-10 3.220955027283489e-10 1.0068525257133859e-09 2.2757259615548164e-09 -1.454016659083586e-10 1.6028147427032343e-09 7.005720032946842e-10 -2.104145410765654e-09 6.320210896119609e-09 5.967898663912396e-08 -4.027693575048685e-09 -1.267875652499402e-07 4.6214611248483864e-08 2.929381943693617e-09 -1.8257477660855498e-08
pcs.V3 9.060241851466284e-07 2.0067442842990373e-06 -7.635647359125701e-08 8.662188892998073e-10 5.220445410962991e-05 -5.1805399598461635e-06 1.595161844085749e-07 -1.6045472428690415e-09 4.151608092632511e-06 4.235404979795849e-08 -2.6932519412498662e-08 -2.208709060023816e-09 1.6112514836802654e-07 1.1877260799677035e-07 4.099784851954138e-08 7.749090611231411e-08 -1.353336319655784e-07 1.582355660397401e-07 -1.212137540223155e-07 7.332337299162021e-08 5.3835003587995366e-09 -4.52180645415267e-08 -2.3068842654083002e-07 5.20058525885822e-08 3.720794172550191e-08 -8.5028162863977e-08 6.639479206395882e-08 7.609199041161518e-08 2.3263867680145907e-06 4.430804386017772e-06 -1.1067043779879634e-06 -2.960596269279409e-06 -7.952855985193201e-08 3.1980125698769953e-06 1.794949170503923e-06
pcs.V4 7.771770643625656e-06 4.974299231667877e-07 9.441752513875933e-09 -2.072280831671306e-10 -2.1294229904774373e-05 2.5120364089840848e-06 -9.180802137311075e-08 1.0396654551045586e-09 4.2354049797953346e-08 3.863880600331059e-06 -3.712331036677314e-08 9.344545517180468e-09 9.677996736877682e-08 -1.5871257774074548e-08 -1.6714969900285766e-07 -6.518373275408866e-09 1.3926209941227485e-07 -1.0113734546444506e-07 8.349458716303827e-08 -1.1175913059266153e-07 -2.1212128588931445e-07 7.037222054233163e-08 1.0837284377614342e-07 8.596942114211287e-08 1.6621262174030334e-07 7.829761260185866e-08 1.933383891381531e-08 8.769022052746562e-08 -6.144102538725969e-07 8.572842593986531e-07 4.229087795010801e-06 -3.8124535820041775e-06 -2.9031170718891665e-06 -6.197245019581163e-06 -2.7380077519513634e-06
