 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
intercept 0.00011038003665053396 4.822352099349127e-06 -2.1320234460116775e-07 2.2941977764592644e-09 -6.318274953717102e-05 4.0246456227615894e-06 -8.697451826196033e-08 6.539050033245883e-10 6.005866560229529e-07 1.643717855585612e-07 -2.5711964719899303e-07 -1.5638840646926422e-07 3.2631395952300024e-08 9.341422846511431e-08 -1.6845274084665778e-07 1.525997298387014e-07 8.00316841245254e-08 -1.9415406162236997e-07 -8.740479156585602e-08 3.9759360258974045e-08 -9.216972030601179e-08 2.8105786784415916e-08 4.6930572863377336e-08 -1.6961807347484256e-08 7.502093382266766e-08 -1.4497083378927826e-07 1.9637229389275834e-08 4.03197430884634e-08 -2.088474437739528e-05 -2.4193768640338132e-05 3.292705297232277e-05 2.780680684825216e-05
age 4.822352099555193e-06 0.00044698732190606407 -9.946001499644477e-06 6.917901849152374e-08 0.005940867349781098 -0.0004317693877759284 9.60899264699914e-06 -6.68307694910549e-08 4.041444744902865e-07 1.9458312402187837e-07 3.752278022887512e-08 1.9326458547737253e-07 1.203003018426413e-07 2.6287355613227392e-08 -4.812159368795505e-08 2.4588265996546e-07 3.027415522287417e-07 -6.156241903142104e-07 -5.105742559705171e-08 2.5864171015415388e-08 -2.5869717607985475e-07 -3.0109226630768617e-07 -2.0263430289832905e-07 2.2173390032039553e-07 4.771823353958311e-07 -3.273128126335847e-07 2.6130984085564166e-07 3.974395699991929e-07 7.307858651581215e-07 6.361123574531541e-07 3.4082099534084565e-06 4.984870707963005e-06
age2 -2.132023446033657e-07 -9.946001499647946e-06 2.2553629687883194e-07 -1.5949434909660898e-09 -0.0001293976756400609 9.612684500932662e-06 -2.1803570764101315e-07 1.5418777303024456e-09 -5.286892328173005e-09 -4.419238531152651e-09 -1.9020839710358868e-09 -4.836364411845808e-09 -3.027614096888282e-09 -1.7580076852759013e-09 2.324976169193737e-09 -3.83789296054286e-09 -7.38896388527865e-09 1.3004860186413968e-08 1.4671373819556308e-09 -3.194595177699436e-10 5.190847070481883e-09 5.161942772247418e-09 3.9536248107776924e-09 -4.470221059360165e-09 -1.1748101542443964e-08 7.186506500911819e-09 -6.763405012860371e-09 -9.661403077151128e-09 -1.4613958257965943e-08 2.340891388938466e-10 -9.601421258101073e-08 -9.926660856014223e-08
age3 2.294197776518097e-09 6.917901849148687e-08 -1.5949434909647363e-09 1.1456983614697877e-11 8.845669044511154e-07 -6.687605123624552e-08 1.5423774802442436e-09 -1.1079531827377471e-11 1.2832483330242612e-11 3.540279453576716e-11 1.5702020746676902e-11 3.636156982682058e-11 2.044602561467715e-11 1.8736812798641673e-11 -2.2017888338718645e-11 1.8354223797874025e-11 5.659793391943552e-11 -8.596974221731921e-11 -1.7251519628262354e-11 1.412198078867831e-13 -3.356554445997857e-11 -2.5338562209416624e-11 -2.6066227712172034e-11 2.5931054674213607e-11 8.842262380548166e-11 -4.968524212842014e-11 5.210003514469235e-11 6.951762664908936e-11 5.5588098847538005e-11 -1.1905344826303978e-10 7.804769249888186e-10 6.701341499258176e-10
sex -6.318274952603522e-05 0.005940867349774551 -0.00012939767563994108 8.84566904450462e-07 0.21033395482417647 -0.01515753674649109 0.00033605019469583813 -2.3362763382281283e-06 -2.0115954206742406e-06 2.6759303667654958e-06 6.722720506839859e-07 1.6076752504095689e-06 -1.4409994279886236e-06 -7.981017233326721e-06 6.297110263758603e-06 3.380067970324133e-06 -5.129391858073387e-06 -1.7184401540321024e-06 -5.735438017172162e-06 3.412469116770503e-06 6.370930473033536e-07 2.265816840889246e-06 1.9203959463813793e-06 8.147079579491702e-07 -2.1384544464599703e-06 -4.702927666046202e-06 4.269215970149077e-06 -1.9802200370356205e-06 7.367880563293642e-05 0.00012225438465067218 -4.480919592166362e-05 -3.890797825232696e-05
agesex 4.024645621270448e-06 -0.00043176938777467964 9.612684500906936e-06 -6.687605123608175e-08 -0.015157536746488722 0.0011225021377092488 -2.5404623107017395e-05 1.795442777979329e-07 2.2870860529979006e-07 -1.6683072979350024e-07 -8.71972777923851e-08 -3.23919122479356e-08 6.909924596269077e-08 4.921959064246675e-07 -3.1460947614695173e-07 -1.8765456850049736e-07 3.056574727093338e-07 1.075786107249664e-07 3.63400660605461e-07 -2.617192603206069e-07 -1.3039058585811248e-07 -2.790053069531954e-07 -6.798783193469196e-08 1.594291890380767e-08 3.485097292514827e-08 3.1627034726997735e-07 -3.900204701335188e-07 9.194779540917883e-08 -5.020543584706713e-06 -6.025107061243742e-06 4.468122311679597e-07 2.5000250243324985e-07
age2sex -8.697451825465648e-08 9.608992646991318e-06 -2.1803570764087352e-07 1.5423774802434981e-09 0.0003360501946957368 -2.5404623107013882e-05 5.85429857272101e-07 -4.203173039504653e-09 -7.087153763978546e-09 2.8825173381969727e-09 2.8660765316529655e-09 -9.747251806726407e-11 -1.1014548585593402e-09 -9.81512307822758e-09 5.320892777657132e-09 2.7864970441042145e-09 -5.43631619712614e-09 -1.8925631845517107e-09 -8.001417226229074e-09 5.80961706062941e-09 4.556381787807714e-09 8.701041597683763e-09 -1.9876411426094987e-10 -2.68128480313149e-09 1.0890819499845852e-09 -7.506499468432128e-09 9.83964938407955e-09 -2.066985868884277e-09 1.089269234211707e-07 7.908779027081182e-08 3.61222041213654e-08 4.745822535209373e-08
age3sex 6.539050031577647e-10 -6.683076949091324e-08 1.5418777302995333e-09 -1.1079531827358966e-11 -2.336276338227112e-06 1.7954427779788583e-07 -4.203173039504151e-09 3.0625867925489064e-11 5.830282475023716e-11 -1.2502724444169496e-11 -2.513656838447371e-11 1.3503508439083757e-12 7.607737273733921e-12 6.505797893590141e-11 -3.044837883717651e-11 -1.2859633882777788e-11 2.910820185401093e-11 9.856851445355107e-12 5.630525533432316e-11 -4.0054225631533e-11 -4.136100448044648e-11 -7.477737892685966e-11 1.2914932450585172e-11 3.7037556944975655e-11 -1.7139163568552212e-11 5.795619837821112e-11 -7.373530653783374e-11 1.6300143477093673e-11 -7.995154624905119e-10 -2.400702522254786e-10 -4.970085317733053e-10 -6.63242353217376e-10
pcs.V3 6.005866560229505e-07 4.04144474489184e-07 -5.286892328148089e-09 1.2832483330066816e-11 -2.0115954207098367e-06 2.287086053024622e-07 -7.0871537640398724e-09 5.830282475067623e-11 1.2983046049460874e-06 1.7118854234933125e-07 -3.10017811081117e-08 8.98427080843751e-09 2.5754556117272716e-08 2.3744081169042316e-08 -2.9063481579160662e-08 2.63463811568155e-08 1.9022755451177756e-08 -1.4789963158003852e-08 6.833151223922504e-10 2.1333720193806162e-08 -1.4237300628665102e-08 -1.759535063648544e-08 -3.374058209662419e-08 -7.239046596951356e-09 -7.155632947754487e-09 -2.5489339992314407e-08 7.60035899342558e-09 2.163091107770374e-08 5.323660899227836e-07 5.448783562526674e-07 4.5715238718773423e-07 4.630541823481757e-07
pcs.V4 1.6437178555862553e-07 1.9458312402215924e-07 -4.419238531159188e-09 3.5402794535814416e-11 2.675930366775884e-06 -1.668307297943038e-07 2.8825173382157894e-09 -1.2502724444306196e-11 1.711885423493315e-07 1.424247494948939e-06 7.780294579766497e-08 -1.6683441108948868e-08 2.6458989879048455e-08 -5.86017327868729e-08 -1.59871524868014e-08 3.9005617501048145e-08 -8.824394363596162e-09 2.9587219896107837e-09 7.1789568975972385e-09 -1.9143209880826685e-08 -2.0445246968184924e-08 1.969509707253107e-08 7.820226390447754e-09 9.047770762475624e-09 2.3023676330413846e-08 1.83914021218919e-08 2.327087353684832e-09 7.281980221628917e-09 1.9114941738016693e-07 3.706845189788495e-07 -1.168157757058293e-06 -9.49653534300665e-07
