 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
pcs.V5 -2.57119647198912e-07 3.7522780230042006e-08 -1.9020839710623847e-09 1.570202074686445e-11 6.722720507264899e-07 -8.719727779558922e-08 2.8660765317266317e-09 -2.5136568385001587e-11 -3.100178110811224e-08 7.780294579766532e-08 1.466374564773459e-06 2.7217317149793144e-09 -2.7027637397907287e-09 -4.138538258815311e-08 1.6352649886075103e-08 -9.670009620564588e-09 5.792443275333628e-09 4.4722599397196094e-08 1.2762004801068555e-08 1.252526388144246e-08 1.091789298490121e-08 2.8036251980147968e-08 -2.460572735368799e-08 -9.598836485725607e-09 9.954446350367846e-09 1.7587841384994776e-08 -9.749123022058043e-09 6.1738122091087145e-09 8.64479851475107e-08 1.0104930297381175e-08 5.703886830021781e-07 -3.1791594686464715e-07
pcs.V6 -1.563884064692413e-07 1.932645854774107e-07 -4.836364411846853e-09 3.636156982682916e-11 1.60767525041086e-06 -3.239191224805646e-08 -9.747251806397621e-11 1.350350843881241e-12 8.9842708084376e-09 -1.6683441108948908e-08 2.721731714979333e-09 1.4031348242858345e-06 5.847925748792593e-09 -8.099615143727362e-09 1.9854935746439206e-08 -1.2068236452577898e-08 3.8060067718732175e-08 -6.259972316473522e-09 -1.274079621121873e-08 -1.7453898652325521e-09 1.1926881106788365e-08 7.58560816620893e-09 2.985815235397166e-09 1.0518002967682879e-08 -4.182593549731437e-09 1.399113445451776e-08 -2.8347830508677046e-08 -1.9953021234567246e-08 -1.5137476218936843e-07 -2.3391995343330845e-07 7.679014648586136e-07 4.2974680799079917e-07
pcs.V7 3.263139595224566e-08 1.2030030184269825e-07 -3.027614096889525e-09 2.0446025614685604e-11 -1.4409994279883165e-06 6.909924596266924e-08 -1.1014548585588627e-09 7.607737273730685e-12 2.5754556117272567e-08 2.6458989879048482e-08 -2.702763739790568e-09 5.847925748792587e-09 1.59551760857631e-06 7.629572809363232e-09 9.243214672964676e-09 -3.8877075963044835e-08 5.5235536348752394e-09 -7.822835848158952e-09 2.561329348387937e-08 -7.742840278678186e-09 -3.0229076253036484e-09 1.2381764204123462e-09 -3.0260720331951265e-08 2.0277043492862473e-08 1.6525332805192793e-08 -5.010147538502342e-08 -5.584133973040538e-09 -7.535277460255628e-09 -3.729239998671569e-08 1.791452442801953e-08 1.4055001676377324e-07 -3.0833957868525174e-07
pcs.V8 9.341422846512198e-08 2.6287355613529164e-08 -1.758007685281534e-09 1.8736812798674304e-11 -7.98101723331773e-06 4.921959064240997e-07 -9.815123078216589e-09 6.505797893583513e-11 2.3744081169041273e-08 -5.860173278687243e-08 -4.138538258815182e-08 -8.099615143727228e-09 7.629572809363131e-09 1.571999840131182e-06 1.6419706584573105e-08 -1.6131913226443234e-08 3.6145977661883365e-09 4.8216294851784194e-08 1.014984971261657e-08 -2.5092521182165048e-08 -1.0177735571807501e-09 8.013325496736397e-09 -1.9857114061109785e-09 2.1277556247636764e-08 1.006477425438979e-08 2.7469890965306178e-08 6.404854684226017e-09 -3.2700029464275945e-09 -3.651829043075619e-08 -1.5830024912877186e-07 2.70686822827092e-07 -4.5143504881613753e-08
pcs.V9 -1.6845274084638535e-07 -4.8121593688081357e-08 2.3249761691962663e-09 -2.2017888338734064e-11 6.297110263759387e-06 -3.146094761470481e-07 5.32089277766006e-09 -3.044837883720191e-11 -2.906348157915993e-08 -1.5987152486801576e-08 1.6352649886074365e-08 1.9854935746439272e-08 9.243214672964668e-09 1.6419706584573075e-08 1.548843149859567e-06 -1.4658905513837073e-08 3.5552072548633556e-09 2.362597770792322e-08 2.2428464177234547e-08 -8.399072724093559e-09 2.0511438809399972e-09 -6.354009832091684e-09 -5.7949886582619135e-09 -2.9584938158140032e-08 -4.108688414585541e-08 -7.067090396217448e-09 -7.632104651391268e-09 1.6464536623543373e-08 5.3772110461898894e-08 -1.078163420590674e-07 2.4706654621070375e-07 -2.3034841886297678e-07
pcs.V10 1.5259972983879682e-07 2.45882659965747e-07 -3.837892960549514e-09 1.835422379792215e-11 3.3800679703350406e-06 -1.8765456850135104e-07 2.7864970441244585e-09 -1.2859633882926687e-11 2.63463811568157e-08 3.9005617501048105e-08 -9.67000962056493e-09 -1.2068236452577871e-08 -3.887707596304488e-08 -1.6131913226443595e-08 -1.4658905513836982e-08 1.569089433415615e-06 6.078206006161103e-09 1.0923065741154703e-08 2.4364594281620227e-08 1.89514451981872e-08 -3.613057285553592e-08 6.439056471359582e-09 -3.182088477892514e-09 -6.786278178262672e-09 8.058994259408731e-09 4.1249809294695856e-08 -8.179045758672195e-09 -8.619011388525064e-09 1.8320407629659985e-07 2.1029714822838753e-07 2.591620732898115e-07 1.7155433609557788e-07
pcs.V11 8.003168412430499e-08 3.0274155222868533e-07 -7.388963885277033e-09 5.659793391942171e-11 -5.129391858079842e-06 3.056574727098415e-07 -5.4363161971382054e-09 2.910820185409964e-11 1.9022755451177253e-08 -8.824394363596116e-09 5.792443275334306e-09 3.8060067718732135e-08 5.523553634875209e-09 3.6145977661885814e-09 3.555207254863316e-09 6.078206006161181e-09 1.5095820012321276e-06 -2.4994720867542877e-08 3.849608715548782e-09 6.055006929661244e-09 -1.510007859795426e-08 -5.579328781322763e-09 2.500167973017624e-09 1.0563777153546567e-08 -1.6809266383578689e-09 -5.615566525965499e-09 -1.779677768612727e-08 6.382134412588514e-09 -6.30998179649412e-08 -1.877389226966817e-07 3.525256971327151e-07 1.1472320697781193e-07
pcs.V12 -1.9415406162239705e-07 -6.15624190314102e-07 1.30048601864118e-08 -8.596974221730582e-11 -1.718440154030117e-06 1.0757861072485812e-07 -1.89256318455006e-09 9.85685144534867e-12 -1.4789963158004204e-08 2.9587219896109772e-09 4.4722599397196405e-08 -6.259972316473518e-09 -7.822835848158939e-09 4.8216294851784135e-08 2.362597770792346e-08 1.0923065741154824e-08 -2.4994720867543046e-08 1.5561295219334253e-06 -9.976317374954557e-09 -6.492437012140121e-09 1.2252946982055089e-09 1.4585489790554999e-08 4.0001520451836994e-09 -2.357352332048558e-08 -1.8606926570323253e-08 9.889176712201932e-09 -3.4221922320453616e-08 3.243249363155916e-08 1.292176078348279e-07 2.3221085277732913e-07 -1.6215416525403262e-07 -3.6016170300354563e-07
pcs.V13 -8.740479156615819e-08 -5.105742559692256e-08 1.4671373819531427e-09 -1.725151962824801e-11 -5.735438017170743e-06 3.6340066060539345e-07 -8.00141722622832e-09 5.6305255334322995e-11 6.833151223913859e-10 7.1789568975975205e-09 1.2762004801069618e-08 -1.2740796211218749e-08 2.5613293483879373e-08 1.0149849712616271e-08 2.242846417723449e-08 2.4364594281620535e-08 3.849608715548396e-09 -9.976317374954466e-09 1.5868332096864218e-06 1.1609580246116131e-08 -2.1150760227338476e-08 2.4906538616841223e-08 -4.636245820308667e-08 -2.3878440157893736e-08 -2.3801472027608424e-08 5.976283728799025e-09 1.8517457734247155e-08 1.67731929040386e-08 3.661688569670535e-08 -7.05748255978614e-08 1.551820567731673e-07 -4.7043830803416277e-07
pcs.V14 3.975936025918945e-08 2.5864171015237902e-08 -3.194595177662472e-10 1.4121980786296033e-13 3.4124691167689574e-06 -2.617192603205299e-07 5.809617060628397e-09 -4.0054225631530396e-11 2.1333720193806764e-08 -1.9143209880826854e-08 1.2525263881441726e-08 -1.7453898652325933e-09 -7.742840278678191e-09 -2.5092521182164985e-08 -8.39907272409366e-09 1.8951445198187014e-08 6.055006929661333e-09 -6.492437012140131e-09 1.160958024611608e-08 1.5555714666568226e-06 -1.2400283460421465e-08 -1.272139651033372e-08 1.262596975627691e-08 -1.608806905656764e-08 -1.0451130383377297e-08 6.5404861924605875e-09 -1.0878405631079015e-08 -1.9190971673408653e-08 3.0105652370456636e-08 -9.380575058138557e-10 4.3771360551313496e-07 2.003895376738302e-07
pcs.V15 -9.216972030587773e-08 -2.586971760801893e-07 5.190847070489276e-09 -3.3565544460029576e-11 6.370930472954555e-07 -1.3039058585753385e-07 4.556381787794718e-09 -4.136100448035518e-11 -1.4237300628664705e-08 -2.0445246968185073e-08 1.091789298490071e-08 1.1926881106788271e-08 -3.0229076253036224e-09 -1.017773557180484e-09 2.0511438809398702e-09 -3.613057285553616e-08 -1.5100078597954142e-08 1.2252946982056185e-09 -2.1150760227338384e-08 -1.2400283460421598e-08 1.5798105809351959e-06 9.317232803376482e-10 9.409958207200253e-10 2.3930464689903064e-08 1.1072963549940369e-08 -1.4391792987248027e-08 -4.643781162878517e-08 -1.2438322030783692e-08 3.699365833814413e-08 1.3188321619083325e-07 -6.426526282411423e-07 2.536252124241457e-07
pcs.V16 2.810578678446444e-08 -3.010922663083481e-07 5.161942772262338e-09 -2.5338562209521767e-11 2.2658168408629585e-06 -2.7900530695126027e-07 8.701041597640111e-09 -7.477737892655198e-11 -1.759535063648437e-08 1.9695097072530663e-08 2.8036251980146816e-08 7.585608166208762e-09 1.2381764204124314e-09 8.013325496737196e-09 -6.3540098320922346e-09 6.439056471359028e-09 -5.579328781322307e-09 1.4585489790555227e-08 2.4906538616841835e-08 -1.2721396510334159e-08 9.317232803375121e-10 1.5418512563117153e-06 -5.621305012125195e-09 -1.09800587751631e-09 -2.7750156095151036e-08 5.6852472532551695e-09 -2.103632409471842e-08 -3.3647434204659237e-08 -2.509809350993367e-07 -1.6890114845575404e-07 4.231042517220326e-07 4.5045902579965096e-07
pcs.V17 4.693057286339437e-08 -2.0263430289869772e-07 3.953624810785976e-09 -2.6066227712230192e-11 1.9203959463650943e-06 -6.798783193347042e-08 -1.9876411428893838e-10 1.2914932450784661e-11 -3.374058209662374e-08 7.82022639044761e-09 -2.4605727353688117e-08 2.9858152353972327e-09 -3.0260720331951145e-08 -1.985711406110363e-09 -5.794988658262332e-09 -3.182088477892673e-09 2.5001679730180333e-09 4.0001520451836324e-09 -4.636245820308625e-08 1.2625969756276593e-08 9.40995820719731e-10 -5.6213050121256645e-09 1.5891779395813207e-06 4.634480211331896e-08 -1.7502489744640336e-08 -8.686045567674666e-09 -1.2330856576298872e-08 -2.6863399075725144e-08 -3.568128094397728e-08 1.1911462922970071e-08 -4.034521512208458e-07 2.2038062210593703e-07
pcs.V18 -1.6961807347472133e-08 2.2173390032083872e-07 -4.470221059370139e-09 2.5931054674283836e-11 8.147079579635056e-07 1.5942918902743134e-08 -2.6812848031073064e-09 3.703755694480401e-11 -7.239046596951605e-09 9.047770762475755e-09 -9.598836485725293e-09 1.0518002967683056e-08 2.027704349286244e-08 2.1277556247636317e-08 -2.9584938158139774e-08 -6.786278178262414e-09 1.0563777153546418e-08 -2.3573523320485818e-08 -2.387844015789409e-08 -1.6088069056567428e-08 2.3930464689903083e-08 -1.0980058775162323e-09 4.634480211331883e-08 1.5427019174899896e-06 -8.809659254478573e-09 -3.069888758658175e-08 -4.991846289678127e-09 -5.3977018720756074e-09 3.2000375293186627e-07 4.123919958098182e-07 -6.046693885290144e-07 -4.695633032405667e-07
pcs.V19 7.502093382262039e-08 4.771823353964003e-07 -1.174810154245697e-08 8.842262380557428e-11 -2.1384544464397893e-06 3.4850972923594253e-08 1.0890819500209865e-09 -1.7139163568817104e-11 -7.155632947754899e-09 2.3023676330413875e-08 9.954446350367935e-09 -4.182593549731554e-09 1.652533280519267e-08 1.0064774254389192e-08 -4.108688414585501e-08 8.058994259408812e-09 -1.6809266383581691e-09 -1.8606926570323296e-08 -2.380147202760882e-08 -1.0451130383376921e-08 1.107296354994078e-08 -2.77501560951503e-08 -1.7502489744640495e-08 -8.809659254478914e-09 1.5367483952728773e-06 7.664284249129985e-09 -2.931028745265024e-09 6.429721379999841e-10 -3.358813697772632e-07 -3.245509997539155e-07 5.798984101674291e-08 1.929959106778372e-07
pcs.V20 -1.4497083378961855e-07 -3.2731281263299875e-07 7.186506500899274e-09 -4.9685242128336476e-11 -4.702927666034818e-06 3.1627034726918453e-07 -7.50649946841517e-09 5.795619837809746e-11 -2.5489339992315446e-08 1.8391402121892218e-08 1.7587841384995808e-08 1.3991134454517872e-08 -5.010147538502343e-08 2.7469890965305887e-08 -7.067090396217201e-09 4.1249809294696206e-08 -5.61556652596589e-09 9.889176712201864e-09 5.976283728798765e-09 6.540486192460732e-09 -1.4391792987248087e-08 5.685247253254781e-09 -8.686045567674942e-09 -3.0698887586581416e-08 7.66428424913045e-09 1.5436090247535076e-06 8.205305888126374e-10 2.1393619640469736e-08 2.1642325095625397e-07 1.3394253296718044e-07 -3.936046358706477e-07 -1.498683474160166e-07
pcs.V21 1.963722938963644e-08 2.613098408548805e-07 -6.76340501284435e-09 5.210003514458702e-11 4.2692159701310816e-06 -3.900204701322843e-07 9.839649384053473e-09 -7.373530653766078e-11 7.600358993426729e-09 2.327087353684399e-09 -9.749123022059322e-09 -2.834783050867731e-08 -5.5841339730404164e-09 6.404854684226884e-09 -7.632104651391933e-09 -8.179045758672799e-09 -1.7796777686126703e-08 -3.422192232045346e-08 1.851745773424754e-08 -1.0878405631079333e-08 -4.6437811628784934e-08 -2.1036324094718064e-08 -1.2330856576298558e-08 -4.9918462896785106e-09 -2.93102874526552e-09 8.205305888125521e-10 1.5338289459307642e-06 3.2344233000123563e-09 5.7420885799014075e-08 -3.2490702803580305e-09 -6.52399996565238e-08 -5.230455628165703e-07
pcs.V22 4.031974308841678e-08 3.974395699992884e-07 -9.661403077153386e-09 6.951762664910586e-11 -1.9802200370348146e-06 9.194779540908918e-08 -2.066985868881687e-09 1.6300143477072046e-11 2.1630911077703634e-08 7.281980221628721e-09 6.173812209108988e-09 -1.99530212345672e-08 -7.535277460255621e-09 -3.2700029464274865e-09 1.6464536623543407e-08 -8.619011388525016e-09 6.3821344125886445e-09 3.243249363155914e-08 1.6773192904038644e-08 -1.9190971673408584e-08 -1.2438322030783651e-08 -3.364743420465918e-08 -2.6863399075725465e-08 -5.397701872075739e-09 6.429721380002873e-10 2.1393619640469746e-08 3.2344233000123083e-09 1.5643793250727968e-06 8.944917419862768e-08 9.12352959886207e-08 1.8350011785714085e-07 -5.246930147212612e-07
proband -2.088474437739366e-05 7.307858652041622e-07 -1.4613958259005927e-08 5.558809885487368e-11 7.367880563454914e-05 -5.020543584827571e-06 1.0892692342393784e-07 -7.995154625102664e-10 5.323660899227688e-07 1.9114941738017937e-07 8.644798514750669e-08 -1.5137476218936438e-07 -3.729239998672253e-08 -3.6518290430794726e-08 5.3772110461942986e-08 1.8320407629661306e-07 -6.309981796496758e-08 1.2921760783481483e-07 3.6616885696632886e-08 3.0105652370483165e-08 3.699365833816178e-08 -2.5098093509929655e-07 -3.568128094396772e-08 3.2000375293185653e-07 -3.3588136977726703e-07 2.164232509562137e-07 5.7420885799035794e-08 8.944917419865001e-08 0.0002571664208045736 8.432266200749583e-05 -0.00019321345948968198 -0.00018985738807370317
sibling -2.4193768640338356e-05 6.361123575192724e-07 2.3408913740847536e-10 -1.1905344825261666e-10 0.00012225438465288222 -6.025107061408538e-06 7.908779027456898e-08 -2.4007025225221026e-10 5.448783562526427e-07 3.7068451897886744e-07 1.0104930297382084e-08 -2.3391995343329852e-07 1.7914524428010684e-08 -1.5830024912882247e-07 -1.0781634205899832e-07 2.1029714822840982e-07 -1.877389226967184e-07 2.3221085277730885e-07 -7.057482559794747e-08 -9.380575057774188e-10 1.3188321619085408e-07 -1.6890114845570626e-07 1.1911462922981066e-08 4.123919958098095e-07 -3.245509997539176e-07 1.3394253296712686e-07 -3.249070280335668e-09 9.12352959886151e-08 8.4322662007496e-05 0.0003305147299869442 -0.00023604579531819845 -0.0002309427750512177
paternal 3.292705297232327e-05 3.408209953343036e-06 -9.601421257954764e-08 7.804769249785997e-10 -4.480919592386896e-05 4.468122313318014e-07 3.61222041176436e-08 -4.970085317469103e-10 4.571523871877713e-07 -1.1681577570583138e-06 5.703886830021622e-07 7.679014648586052e-07 1.4055001676378242e-07 2.706868228271322e-07 2.4706654621063456e-07 2.5916207328978755e-07 3.5252569713275405e-07 -1.6215416525401507e-07 1.551820567732556e-07 4.3771360551309933e-07 -6.426526282411613e-07 4.231042517219919e-07 -4.0345215122085203e-07 -6.046693885290101e-07 5.7989841016737005e-08 -3.93604635870599e-07 -6.5239999656541e-08 1.8350011785712153e-07 -0.00019321345948968254 -0.00023604579531819926 0.00045560660855924727 0.00012879564393338216
maternal 2.7806806848253697e-05 4.9848707078715555e-06 -9.926660855809802e-08 6.701341499115332e-10 -3.8907978255348735e-05 2.500025026575038e-07 4.7458225347001244e-08 -6.632423531812788e-10 4.6305418234822476e-07 -9.496535343006971e-07 -3.179159468646699e-07 4.297468079907859e-07 -3.0833957868524073e-07 -4.514350488153656e-08 -2.3034841886305878e-07 1.7155433609554153e-07 1.1472320697786365e-07 -3.601617030035177e-07 -4.70438308034053e-07 2.0038953767378136e-07 2.5362521242412133e-07 4.504590257996001e-07 2.2038062210593097e-07 -4.695633032405615e-07 1.9299591067782894e-07 -1.4986834741594854e-07 -5.230455628166059e-07 -5.246930147212776e-07 -0.00018985738807370442 -0.00023094277505121877 0.0001287956439333824 0.00044354692730976333
