 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.04470899288871493 0.06142070472836428 -0.001565187780082554 1.3067346300243263e-05 0.4039564974660643 -0.030865081524725335 0.000773470033680905 -6.3556438625422415e-06 -2.2142794375425356e-05 3.524057787667327e-05 2.1854326167933052e-06 -1.2682803007193076e-05 5.228160285512818e-06 -3.7117734412353425e-05 3.0543149292003453e-06 1.1929844879840228e-05 -1.3100610903871592e-05 -1.3237058710659229e-05 -3.0881367732712395e-05 -1.3902420205590825e-05 -2.5976154378883863e-05 1.3664562652302474e-05 5.2018149328541e-06 2.5071651424614456e-06 -1.7029926273461564e-05 -1.4435332532893338e-05 2.735588337676603e-05 -2.255975827393392e-05 -6.026457362415691e-05 0.00019425420631452058 2.8315188285331038e-05 0.0013384739847836012 -0.0014760986601967852 -0.0006187237016990439 0.0005454567019751854
age 0.06142070472385058 0.20784953714925397 -0.0050312682663786485 3.979016840242608e-05 2.7295368093246504 -0.2016674349034235 0.00486989092370972 -3.841922956480464e-05 -0.00010063642944193632 4.6159783816370475e-05 7.837014842634495e-06 -4.8456479768630785e-06 -2.191127822220153e-05 -3.347241292027858e-05 7.885120448155263e-06 3.0668211899157975e-05 -1.8765326892083492e-06 -2.5983682005379693e-05 2.0948303848084453e-05 2.666006147294221e-06 -3.1935292649686993e-05 -1.417061404522672e-07 3.1382666693307543e-06 3.593551673911093e-05 -4.382522346864635e-05 1.2323323771055112e-05 1.2225709212478046e-06 -2.130895409764574e-06 6.421767712107985e-05 -0.001414277997081246 9.737825400823236e-05 0.008500229737761888 -0.006295262399684087 -0.0032542874136621707 0.002694889458068494
age2 -0.001565187779972288 -0.005031268266373543 0.0001222698116258951 -9.70857179917016e-07 -0.06581931103556714 0.004881003035849849 -0.00011831620330035158 9.370073231546527e-07 2.306830263307833e-06 -1.1286848922619815e-06 -1.5610127920995176e-07 1.2233752534005632e-07 4.7584255567206597e-07 8.49113375428105e-07 -1.4565354122251936e-07 -7.70164718377425e-07 6.852043676983476e-08 6.342174175097499e-07 -3.92158781921041e-07 -1.0329486784432466e-07 8.038497118103963e-07 -7.813602069362895e-08 -8.344217498294702e-08 -8.329910253279237e-07 1.0797375282322249e-06 -2.025839060593388e-07 -7.381852153755268e-08 1.3057616934597084e-07 -1.4971232795247228e-06 3.257636035791359e-05 -8.604678865642204e-07 -0.00020056232909649736 0.00014940831667328283 7.436681982558964e-05 -6.4096743999589e-05
age3 1.3067346299380541e-05 3.979016840244759e-05 -9.708571799183979e-07 7.741178607238001e-09 0.0005187739702411863 -3.861211274889373e-05 9.395754503741753e-07 -7.470849854494799e-09 -1.723608474849012e-08 9.044774132320271e-09 1.0278071554023545e-09 -1.090692226912137e-09 -3.439466223026753e-09 -7.06842451472115e-09 7.300548596796031e-10 6.308172910897915e-09 -7.188160977961657e-10 -4.959794087552644e-09 2.0757623571821952e-09 1.0452840188455384e-09 -6.676462714153607e-09 1.203315442367399e-09 6.54357144434045e-10 6.232709175537256e-09 -8.598101120638889e-09 8.541033639803356e-10 1.0835705929564082e-09 -1.7180127924098852e-09 1.0355120659596096e-08 -2.432532466994501e-07 4.554906229107149e-12 1.5497062785677375e-06 -1.1670905066853736e-06 -5.584325584362663e-07 4.961125065168875e-07
sex 0.403956497270207 2.729536808880098 -0.06581931102479745 0.0005187739701559963 74.8072823701218 -5.491819560699495 0.13163632523361785 -0.001029875883276779 -0.0009311197854993179 0.0008943224528134586 0.0005286883150115198 7.828681253651463e-06 -0.0010070514829177354 -0.0001300606741257021 8.105085688588434e-05 0.001068030548019139 -7.568494816207292e-05 0.00041500919992544446 0.0003166642846264906 0.00031761801754255056 -0.00017040860996486018 -0.00021295381274835675 -0.00029786824657616255 0.0008565144134760167 -7.249634138179355e-05 0.0005394302962274421 -0.0004856863033531932 -3.87792957078091e-05 0.0036211843331800777 -0.015820559101103564 -0.004694312323151371 0.20290177383257935 -0.1869222600814172 -0.01787173054915944 0.01950132710034743
agesex -0.030865081510290344 -0.2016674348708819 0.004881003035061819 -3.8612112742660784e-05 -5.491819560699767 0.4047099027973188 -0.009737788255857915 7.647160322558542e-05 6.446292392387367e-05 -6.37676273194873e-05 -3.561539498766782e-05 -2.3210241206823436e-06 7.17634689588434e-05 6.495517463794842e-06 -3.002811589929583e-06 -7.976148853753029e-05 2.588398470802051e-06 -3.0321536846923246e-05 -2.5364520342775063e-05 -2.7440624182295038e-05 1.2743603200589409e-05 1.322187365945165e-05 2.1145148496212632e-05 -5.931209250530821e-05 5.450719233108593e-06 -3.599063484754673e-05 3.4291858193995286e-05 2.553881689214595e-06 -0.0002622435144658992 0.0011336514505329495 0.00038054419278462563 -0.014431699710442983 0.013355445106057462 0.0011904570203184104 -0.0014673043375138884
age2sex 0.0007734700333393668 0.004869890922939637 -0.00011831620328169166 9.395754502265255e-07 0.13163632523364976 -0.009737788255859792 0.00023522529302809068 -1.8545963327892122e-06 -1.4515477465077162e-06 1.472439325072163e-06 7.800985594459567e-07 1.0517928239138393e-07 -1.6836509423234027e-06 -7.338105853182103e-08 -1.0288032247698198e-08 1.9336138349771952e-06 1.5446508886354815e-08 7.316916130765628e-07 6.392262890913276e-07 7.714163344241829e-07 -3.124145845825136e-07 -2.610079252975794e-07 -5.032680686302943e-07 1.3267332959913495e-06 -1.3143134249198943e-07 7.70377663245072e-07 -8.023831170338971e-07 -5.7755392959204755e-08 6.076084331784462e-06 -2.6724317026138807e-05 -9.65683937791259e-06 0.0003364270476651278 -0.0003130317521199755 -2.600355795178965e-05 3.579083078149612e-05
age3sex -6.355643859780605e-06 -3.8419229558602405e-05 9.370073230043687e-07 -7.470849853305614e-09 -0.0010298758832773711 7.647160322562537e-05 -1.854596332789819e-06 1.4682923361984722e-08 1.057843397565316e-08 -1.0984007883453169e-08 -5.546646709420173e-09 -1.2214553166021334e-09 1.2991098096227244e-08 -1.2384309536158072e-10 8.719799744741502e-10 -1.5236682137607908e-08 -7.313477208910137e-10 -5.850210056981854e-09 -5.126484971285947e-09 -6.99618587906002e-09 2.528824323649226e-09 1.6967934764615948e-09 3.91509708556294e-09 -9.627536321554801e-09 9.62974590412156e-10 -5.3073616044171265e-09 6.113573212042521e-09 4.3272554444407887e-10 -4.502847002361513e-08 2.0837707832246852e-07 7.764196409071713e-08 -2.572687718123948e-06 2.4069182691387362e-06 1.87093853133494e-07 -2.838841373846066e-07
pcs.V3 -2.2142794374992058e-05 -0.00010063642944749673 2.3068302634434144e-06 -1.7236084749571354e-08 -0.0009311197857783214 6.446292394450468e-05 -1.4515477470056771e-06 1.0578433979574727e-08 7.585093741868502e-06 3.7792699293224223e-07 1.8562767661422972e-07 -8.870178297995587e-08 5.980371665469522e-08 4.132096901944823e-07 -2.859999756254681e-07 2.6153362640069255e-07 -4.378501915999948e-07 1.7030931749912076e-07 -7.041470748813985e-08 8.529053860375807e-08 3.4138635256181415e-07 1.71301320169873e-07 -9.051271785448594e-08 3.1184596129538444e-08 -1.4742210715726366e-07 -2.3917255962206085e-07 1.9867358804383103e-07 -1.94092086621857e-07 4.572401679838017e-06 6.5829179298998804e-06 -9.396192211635833e-06 -1.2639893695389747e-05 1.4570928775426613e-05 -3.556719915614111e-06 1.7422687144407885e-05
pcs.V4 3.5240577874854185e-05 4.6159783813780045e-05 -1.128684892199407e-06 9.044774131827157e-09 0.000894322452878564 -6.376762732429925e-05 1.472439325188085e-06 -1.0984007884363115e-08 3.7792699293468227e-07 7.042851953811109e-06 1.7270620652687608e-07 2.929236193927451e-07 -1.6826486726731505e-07 -1.1862989559013115e-07 -7.056442779135668e-09 2.2876214132065785e-07 1.6200564438126235e-07 -2.8885730300587806e-07 1.5177798421272975e-07 -2.0536848204594515e-07 -4.144526481632312e-07 1.322761531035067e-07 3.6712816725084177e-07 7.589249698136047e-09 3.962342350829129e-07 2.414980746403407e-07 3.883253347835955e-08 -2.682461369806976e-07 -2.100234588826257e-06 5.6072106604806535e-06 -8.584734969140731e-06 -1.0723853105327406e-05 -6.331429058497558e-06 6.298262564085813e-07 1.420699759892602e-05
