 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.046555439312833145 0.06388557815506178 -0.0016280462454849917 1.3592484380229292e-05 0.4195810801143854 -0.03205493716396083 0.0008031644957980664 -6.598432801701025e-06 -2.3174387260617656e-05 3.6711404108713426e-05 2.253526902363347e-06 -1.3304192421777925e-05 5.454460005824079e-06 -3.858964161418841e-05 3.1803450501489423e-06 1.248301565400568e-05 -1.3691889981510564e-05 -1.374590626136096e-05 -3.206284462542297e-05 -1.4443509548420848e-05 -2.696685496458027e-05 1.4147918717993566e-05 5.4809952296845475e-06 2.5678937177222074e-06 -1.7672334051283864e-05 -1.4992351666485632e-05 2.8438833373175713e-05 -2.3525200035001373e-05 -6.361834898651579e-05 0.00020259047029772407 3.027124737856831e-05 0.0013986976654119096 -0.0015408727314427072 -0.0006436917453009798 0.0005663246780078551
age 0.06388557815547219 0.21625518573664237 -0.005234488923788817 4.139498701043972e-05 2.838470276271919 -0.20970074238349695 0.005063480670032497 -3.994296492524655e-05 -0.00010492850658832989 4.806911082899191e-05 8.193659025439388e-06 -5.213575948816258e-06 -2.2865056902008183e-05 -3.4679741190254853e-05 8.1573233258825e-06 3.204098464410974e-05 -1.9584025317183154e-06 -2.7034410686303235e-05 2.2009245798356467e-05 2.883162712734511e-06 -3.297771736609108e-05 -3.796353948007528e-07 3.3040792453140233e-06 3.740178145710015e-05 -4.5549963014282596e-05 1.2899065903779053e-05 1.3501846574206507e-06 -2.1815442855508054e-06 6.606659479775224e-05 -0.0014693577523994736 0.00010335987041233941 0.008857777729424058 -0.006564487018877518 -0.0033866160023840112 0.0028005347028620805
age2 -0.0016280462454943694 -0.005234488923787812 0.00012720275721027984 -1.0099710333563359e-06 -0.06844280298064802 0.005075193193084517 -0.00012301370936735207 9.741232361619916e-07 2.4052405187715976e-06 -1.1749780868704107e-06 -1.6313565240588754e-07 1.316442101868522e-07 4.963191198015628e-07 8.799854619019645e-07 -1.5049655729663934e-07 -8.046660204405643e-07 7.156932278747907e-08 6.599568514777681e-07 -4.129087072653009e-07 -1.1018246457481051e-07 8.30365383070252e-07 -7.560133757625322e-08 -8.800470551776718e-08 -8.669688497492382e-07 1.1221631033098067e-06 -2.1246053718899619e-07 -7.878389189563272e-08 1.3535019056414012e-07 -1.5379976720727472e-06 3.384381070630818e-05 -9.423046106596673e-07 -0.00020900253813106205 0.00015578999703287768 7.739191062958521e-05 -6.661198026831608e-05
age3 1.3592484380316074e-05 4.1394987010449083e-05 -1.0099710333567647e-06 8.052638314828812e-09 0.0005394246976461858 -4.01462919007449e-05 9.768307650746632e-07 -7.76638972769016e-09 -1.7972092983045848e-08 9.412887861195203e-09 1.0731988576438594e-09 -1.1711522287060367e-09 -3.58493275414167e-09 -7.327662133669836e-09 7.522229961806428e-10 6.591063555398493e-09 -7.511568095896557e-10 -5.16170313022364e-09 2.1964138338758604e-09 1.1092505389638851e-09 -6.8996766481888625e-09 1.2061228055103046e-09 6.918226490995234e-10 6.486912052580006e-09 -8.935123741764672e-09 9.006557572236428e-10 1.1436366666168144e-09 -1.7865133291932326e-09 1.0605897394920813e-08 -2.526930104709615e-07 3.724832853905655e-10 1.6149695677327259e-06 -1.2169052650901138e-06 -5.811575893342694e-07 5.15573923993734e-07
sex 0.41958108013133044 2.838470276313861 -0.06844280298166316 0.0005394246976542331 77.81665663968165 -5.712537795660472 0.1369215895932756 -0.00107118101449768 -0.0009702695078352521 0.000929788970005446 0.00055198803866442 3.928892278323779e-06 -0.0010493828798431436 -0.00013552334422942675 8.354322687283972e-05 0.0011132670365791796 -7.986522674469669e-05 0.000431727275241434 0.0003283927864216598 0.0003318297268798163 -0.0001743858771355537 -0.00022544898259561772 -0.0003134089166188779 0.0008923825640706555 -7.435203060385513e-05 0.0005608809137774894 -0.0005012640850087942 -4.053259730720825e-05 0.003748321548609548 -0.01636405480752454 -0.004848022289643707 0.21140719495860202 -0.19490133741242302 -0.01857969296914471 0.020211054180113222
agesex -0.03205493716515392 -0.20970074238634098 0.005075193193154053 -4.0146291901300316e-05 -5.712537795659047 0.4209600308365056 -0.010128395228000877 7.953570500848005e-05 6.71698594863791e-05 -6.627643000401682e-05 -3.7178267326388696e-05 -2.1103900604063866e-06 7.476182618954444e-05 6.768312025454647e-06 -3.0785442144972053e-06 -8.314049527650025e-05 2.7654540549600047e-06 -3.1530597706401325e-05 -2.6302096806223526e-05 -2.8647479047548153e-05 1.3044660156987178e-05 1.405512848358039e-05 2.2242269689828824e-05 -6.181012706648706e-05 5.588778458752128e-06 -3.741139463020549e-05 3.536381529948147e-05 2.677567395648565e-06 -0.0002714700892763965 0.0011722456809203539 0.0003932290907912343 -0.015036781982958823 0.013925895593138704 0.0012378819945490199 -0.0015210688638390554
age2sex 0.0008031644958239731 0.0050634806700973235 -0.00012301370936892997 9.768307650872162e-07 0.13692158959320624 -0.010128395227998292 0.0002446512417141186 -1.928830963237143e-06 -1.5123973088783248e-06 1.5298085047534636e-06 8.141189490478494e-07 1.0225924722507427e-07 -1.753463556359082e-06 -7.64479776436459e-08 -1.1474093660381749e-08 2.015601273655905e-06 1.4581052800598762e-08 7.605705958178824e-07 6.627489247636123e-07 8.049041433437902e-07 -3.199048747914325e-07 -2.790781598949501e-07 -5.290540481841694e-07 1.3830125109035345e-06 -1.3471220844548743e-07 8.005063928750852e-07 -8.269229535729723e-07 -6.076261234836227e-08 6.290778156336603e-06 -2.762618702387724e-05 -9.981108653120851e-06 0.00035053292394618207 -0.0003264084651450155 -2.7047260020435264e-05 3.710833163528883e-05
age3sex -6.598432801918889e-06 -3.9942964925736486e-05 9.74123236174073e-07 -7.766389727787301e-09 -0.0010711810144968493 7.953570500843872e-05 -1.9288309632366375e-06 1.526997634925224e-08 1.1021160079103492e-08 -1.1407287063468946e-08 -5.7868285700634104e-09 -1.2158769895285914e-09 1.352489288032172e-08 -1.293113889180377e-10 9.104065092601902e-10 -1.5883623274060413e-08 -7.512169522019264e-10 -6.0788515972298235e-09 -5.314250856303964e-09 -7.297111551030995e-09 2.5910752854812732e-09 1.8270680429214137e-09 4.1132856916667205e-09 -1.0039061091351601e-08 9.857118582521054e-10 -5.512440968681405e-09 6.296280195319285e-09 4.570157335083961e-10 -4.662952458685039e-08 2.1535509926323762e-07 8.025141588626021e-08 -2.680515749374472e-06 2.509787532638299e-06 1.9467005680375936e-07 -2.943654048694747e-07
pcs.V3 -2.317438726077527e-05 -0.00010492850658817784 2.4052405187681425e-06 -1.7972092983020325e-08 -0.0009702695078129986 6.716985948477095e-05 -1.512397308840415e-06 1.1021160078812043e-08 7.931726340001412e-06 3.8945711481906366e-07 1.9273815815066133e-07 -9.276494092591292e-08 6.235664897503172e-08 4.320679089535817e-07 -2.989122513858886e-07 2.731877090965458e-07 -4.5642691857919235e-07 1.779679443794195e-07 -7.355228980347982e-08 8.820998882517742e-08 3.5534040309461685e-07 1.7901965253666203e-07 -9.478997037563066e-08 3.11789010474486e-08 -1.5311365781024215e-07 -2.500561779330232e-07 2.070960310786305e-07 -2.0313133519898563e-07 4.753202505846665e-06 6.876631162275163e-06 -9.804046125306587e-06 -1.317077744750302e-05 1.5239575249889497e-05 -3.7242099013843273e-06 1.8201640621888772e-05
pcs.V4 3.671140410889292e-05 4.806911082930979e-05 -1.1749780868782416e-06 9.412887861258048e-09 0.000929788969999501 -6.627643000359763e-05 1.5298085047438454e-06 -1.1407287063397196e-08 3.8945711481886435e-07 7.358994643700422e-06 1.780194535021253e-07 3.0705669800201603e-07 -1.7682170161859244e-07 -1.223839469172041e-07 -7.976861620660887e-09 2.376195515899472e-07 1.691086040639662e-07 -3.013968510657653e-07 1.5996097546704979e-07 -2.1367817383175711e-07 -4.327524240789664e-07 1.373535710071185e-07 3.833472089776958e-07 7.2165792944818e-09 4.1307303404958385e-07 2.520668683517193e-07 4.039597490606377e-08 -2.8100207624286145e-07 -2.1987765592671493e-06 5.8672418745218566e-06 -8.948235487806699e-06 -1.118456176566442e-05 -6.658972239238236e-06 6.834136210339521e-07 1.4802141659361558e-05
