 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.02921709713695648 0.010176667501089757 -0.00032691719827273756 3.3373105472967623e-06 0.03217679849608901 -0.0032695563594220237 0.00010522382110402233 -1.080303017657063e-06 8.245165497584307e-07 7.664267666206694e-06 1.726824808851405e-06 -7.157356735899535e-06 1.6602084247301884e-06 -1.6103114877259918e-05 4.2247436070383705e-06 2.2751567885967836e-06 -3.502998132232066e-06 -2.4301623241861204e-06 -1.974966571986919e-05 -8.779442104665157e-06 -1.0823901644915015e-05 3.865779651152683e-06 -1.0145940293205743e-06 6.941037444707976e-07 6.686768047793212e-07 -6.193302554059714e-06 1.4480216417329045e-05 -1.0516019695316262e-05 -6.525192910133209e-05 0.0003241729616362076 0.0002047066738110201 -0.0002965734370357832 -0.0002998999373690175 -0.00010872002248799395 -0.00013790598740537734
age 0.010176667500992009 0.008675871933233522 -0.00025841890164726456 2.432869278978675e-06 0.08674447262838093 -0.008232963157063726 0.0002447355303335861 -2.299443072659418e-06 1.85133031931712e-06 -9.469929254400196e-07 -6.018920225382971e-06 1.5588267254313065e-06 -6.216026132990493e-07 -6.31784785919073e-07 2.548456289633428e-06 1.5766503806479585e-06 -7.446628590970538e-07 -4.0051744167477985e-06 -2.897115986877693e-06 3.820372794432431e-06 -3.972685348407503e-06 -8.39314633081799e-08 -3.350138573320978e-07 3.814650875546359e-07 -2.175201264801847e-06 -4.460841898978382e-06 1.3159756207002185e-08 3.160331441560453e-07 -1.1252278300565674e-05 -3.548392349920889e-05 -1.721524992659708e-05 0.00029650497308977576 -0.00022684359246975415 3.036963159673511e-05 1.118238503902224e-05
age2 -0.0003269171982702279 -0.0002584189016477749 7.787431316187715e-06 -7.413640760291071e-08 -0.002552756316466232 0.0002450417207847469 -7.367231836012966e-06 6.997695329562378e-08 -6.834231851603102e-08 5.2835281290528956e-08 1.642265163779905e-07 -3.511447297405333e-08 2.0761555808833506e-08 1.9080037505395636e-08 -5.39000540357664e-08 -3.29006969426658e-08 2.4143932576425587e-08 1.0294286002425448e-07 1.2024606940913702e-07 -1.1188202942501393e-07 1.204451466829221e-07 -2.0570346620382613e-08 1.943665475365846e-08 1.3524194292289762e-08 5.953682413016911e-08 1.3463448803616088e-07 -1.6289233599617905e-08 1.6635373095281737e-08 4.918649814398205e-07 6.587553704081549e-07 3.3899212441539737e-07 -7.57514874121897e-06 6.383374797548899e-06 -9.098794844169565e-07 -2.495499327305415e-07
age3 3.337310547271777e-06 2.4328692789817813e-06 -7.413640760286742e-08 7.138859215460978e-10 2.378952721972286e-05 -2.306774515602581e-06 7.011104958767617e-08 -6.733932798764773e-10 7.666747703675226e-10 -6.052136961409379e-10 -1.4137834765128622e-09 2.0786963902230886e-10 -2.5378725166506883e-10 -2.365440115318134e-10 3.141406187875751e-10 2.4866917616431283e-10 -2.2630623355038758e-10 -7.943811334610919e-10 -1.463014279036494e-09 1.0009244693201268e-09 -1.18885722437271e-09 3.488197424260899e-10 -2.7774837581345313e-10 -3.235632024119774e-10 -4.847151369589544e-10 -1.293942873469745e-09 3.6618783846122615e-10 -3.6697267991354135e-10 -6.126349470338837e-09 -2.5735062639155724e-09 3.957414513655601e-10 6.186471225436891e-08 -5.944792065471777e-08 7.88870517154989e-09 -3.096330467081542e-10
sex 0.03217679849373077 0.08674447262718259 -0.002552756316429873 2.3789527219374375e-05 1.9754002438260392 -0.18459164337556516 0.005400279401717837 -4.989941358695809e-05 6.169447376550065e-05 -2.331159398730428e-05 -4.4079265829428405e-05 5.655756839144833e-05 -9.443784341830224e-05 0.000125291030610316 -2.142525908191566e-05 3.987727655191122e-05 9.864068026809974e-06 2.0534748128304895e-05 6.77074617491864e-05 0.00012472117740319023 -2.93102378144513e-05 9.047245263968874e-07 -5.1716686990764844e-05 -8.756550027814753e-05 -3.181641599195511e-05 -2.399766360492084e-05 -4.87131653342464e-06 7.826501697583632e-05 -0.00027368415098294355 -0.0023054153739789163 -0.0006232648039556346 0.007386229253251243 -0.0034787421875163735 0.0013605085253171078 0.0005692853127644792
agesex -0.0032695563592478943 -0.008232963157008954 0.0002450417207829599 -2.3067745155841335e-06 -0.18459164337559184 0.017471325875793937 -0.0005169944044036933 4.825704408551936e-06 -6.036223110567795e-06 2.60010329495064e-06 4.6289498496867825e-06 -5.380157586280825e-06 8.640740198535635e-06 -1.241235402889913e-05 2.8559903333339964e-06 -3.3525765327813327e-06 -1.5368261256651418e-06 -2.1147878042577783e-06 -5.650306067409438e-06 -1.2314665912437957e-05 2.2830469465226615e-06 -5.948705434430568e-07 4.531066411617822e-06 9.289161845399846e-06 2.362837612927131e-06 2.50709598221079e-06 9.704717526356566e-07 -7.1408837990512894e-06 2.1327782054681733e-05 0.00020372204701003886 7.116552707674668e-05 -0.0006490135276753299 0.00032024618936211496 -0.00014944499745855137 -5.07405231060388e-05
age2sex 0.00010522382109837392 0.00024473553033115756 -7.367231835937446e-06 7.011104958693468e-08 0.0054002794017195 -0.0005169944044037758 1.5474216249014356e-05 -1.4602228543323613e-07 1.8340855626210773e-07 -9.254770959981434e-08 -1.4843612990295307e-07 1.6343406123070418e-07 -2.5269677718661776e-07 3.809530797225911e-07 -1.0712677619041012e-07 8.844407692002424e-08 6.228418012668979e-08 7.171835524765053e-08 1.3388201903303685e-07 3.788108507256579e-07 -5.895227360699505e-08 3.09693230566792e-08 -1.314189173461773e-07 -2.9961410147228807e-07 -5.606568586968569e-08 -8.539780484211944e-08 -4.3003475293452216e-08 2.0200736964726018e-07 -6.187986773830658e-07 -5.774176367846587e-06 -2.159531066490652e-06 1.813280510334026e-05 -9.508764109444844e-06 4.731461170367261e-06 1.2601646772235245e-06
age3sex -1.0803030175928452e-06 -2.299443072623025e-06 6.997695329452874e-08 -6.733932798661207e-10 -4.989941358698257e-05 4.8257044085535506e-06 -1.460222854332611e-07 1.3934023786247368e-09 -1.780636155221348e-09 1.0486661737936488e-09 1.495354768926368e-09 -1.5624792089740437e-09 2.3652182396539554e-09 -3.6641110577919926e-09 1.2322063815258486e-09 -7.49110831115098e-10 -7.135538172686779e-10 -7.789659377030322e-10 -9.272264594278361e-10 -3.652097943206633e-09 5.075297288924899e-10 -3.499935216957319e-10 1.17889857918363e-09 2.9570314868383795e-09 3.876075205356478e-10 8.983372739847604e-10 4.542527452472974e-10 -1.8151792943147973e-09 6.212511257759717e-09 5.347203002639254e-08 1.9425352043815817e-08 -1.631754396532301e-07 9.033695042510752e-08 -4.5689882785366e-08 -9.071574474615837e-09
pcs.V3 8.2451654967847e-07 1.8513303192651981e-06 -6.834231851447767e-08 7.666747703528808e-10 6.169447376533051e-05 -6.036223110551048e-06 1.8340855626159085e-07 -1.7806361552162998e-09 4.5630942823344634e-06 4.168356636560117e-07 1.125097491711446e-07 -4.324977813386215e-08 1.673397005957856e-07 8.684962222335321e-08 1.8398530933797113e-08 1.6068451620546685e-07 -7.938120220907699e-08 1.2612617709238883e-07 -1.8081314578968248e-07 2.14436940813759e-08 4.564716940434617e-08 1.1177665639204958e-08 -2.031361399777436e-07 1.816469775052162e-07 4.3132901088841797e-08 -4.566164905814389e-09 6.474169704997993e-08 1.633223792155864e-07 2.761858812179906e-06 4.576934452300555e-06 -1.2258932666315227e-06 -1.3371729450739946e-06 -1.6160958532604124e-06 3.4657937796175238e-06 1.750035258148038e-06
pcs.V4 7.66426766623388e-06 -9.469929254249011e-07 5.2835281290091615e-08 -6.052136961369844e-10 -2.331159398743956e-05 2.6001032949634997e-06 -9.254770960019614e-08 1.0486661737972129e-09 4.168356636560052e-07 4.443289117368257e-06 1.7912113741775774e-07 -2.181545717313987e-08 1.6855648548147484e-07 -9.108735947910752e-08 -7.583563363727993e-08 7.067320067721087e-08 1.3923621335420937e-07 -9.457866669889675e-08 -2.0345950671356477e-08 -2.0733056914731691e-07 -2.0700355521550934e-07 1.3655933388371465e-07 1.5326627721582721e-07 2.100898066729365e-07 1.3086861894209267e-07 1.3708238256792807e-07 -3.4600680455046405e-08 1.3231867186667274e-07 -2.0163377367169497e-07 1.0234145045472402e-06 3.961556087474505e-06 -4.916264270768282e-06 -2.3876318641761877e-06 -5.727927710634513e-06 -2.790230750526144e-06
