 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.029366010821203728 0.01062175053732982 -0.00034081265206006107 3.4741683500315857e-06 0.038307277931759094 -0.003904479344878777 0.00012602224121718695 -1.297676830229776e-06 1.7763498806482575e-06 7.140457477910165e-06 3.7543703660960255e-06 -6.349759805795764e-06 1.7049750138391486e-06 -1.7824949832469046e-05 3.954813451689572e-06 1.4805097548705674e-06 -4.268935657656586e-06 -4.231489051088414e-06 -1.872101813322436e-05 -6.634303873431739e-06 -1.2522581407218376e-05 4.759272563731793e-06 -7.478145471854821e-07 2.0970640088039534e-06 7.846924103039503e-07 -5.4990603569525235e-06 1.3008497133026032e-05 -9.22866697406698e-06 -5.467767821547597e-05 0.000254767700400233 0.00020072277311630795 -0.00023687344575786163 -0.0002666501198309151 -9.025501546197978e-05 -0.00014891385522906303
age 0.010621750537357677 0.009068100812734183 -0.00027037687257508767 2.548083494710152e-06 0.09141412691928483 -0.008690830167643162 0.00025876824007876117 -2.4354574402802536e-06 3.412718140927419e-06 -6.525609556566975e-07 -5.734613710557354e-06 1.1767699667158733e-06 -1.605981370381458e-07 -7.728840207450297e-07 2.0073248619041036e-06 6.762249077046887e-07 -6.65896527175931e-07 -5.06234022331166e-06 -2.96793063171131e-06 3.5232817011051395e-06 -4.139493092038369e-06 1.6183042959630072e-07 8.123589731795033e-08 1.373668556296781e-06 -1.823261355834013e-06 -4.98108978667663e-06 -4.092309438832906e-07 7.26799888679928e-07 -4.0884430430259455e-06 -6.662385001222151e-05 -2.2088246898567244e-05 0.0003160088699840229 -0.00020627301083247227 3.3494172560334973e-05 5.971722483995939e-06
age2 -0.0003408126520610615 -0.0002703768725752446 8.154332121313773e-06 -7.769417792132216e-08 -0.002694576920142489 0.0002590771031798782 -7.801392820923178e-06 7.422305195735117e-08 -1.1491072315329412e-07 4.409802754743391e-08 1.5615285199343092e-07 -2.5713949193977286e-08 9.08016664343278e-09 2.6010140652733195e-08 -3.888991944403505e-08 -8.144876479789747e-09 1.9930911872590866e-08 1.3239772086410805e-07 1.2439781432899484e-07 -1.0364633783822267e-07 1.262540219529042e-07 -2.691936493484695e-08 8.080642651027156e-09 -1.6936606081770408e-08 4.677519970293301e-08 1.473193361409058e-07 -5.319973999408884e-09 2.7278615549432427e-09 2.987691019286901e-07 1.5751211622953272e-06 4.4633648618145444e-07 -8.242019173136017e-06 5.8952604334558825e-06 -1.0486106732372047e-06 -6.437675892577067e-08
age3 3.474168350042833e-06 2.548083494714128e-06 -7.769417792139233e-08 7.486126841986636e-10 2.51494274105028e-05 -2.4424909899502402e-06 7.434743353564542e-08 -7.152150774781509e-10 1.2007430756952208e-09 -5.370456108989637e-10 -1.3435024455764694e-09 1.2933380681823778e-10 -1.6483802713736477e-10 -3.227667453833121e-10 1.813773649623081e-10 3.055023532298835e-11 -1.7652280162692446e-10 -1.0509798091923824e-09 -1.5068418870432968e-09 9.29499424801271e-10 -1.2509670402261707e-09 4.0181173394869517e-10 -1.7681263173566467e-10 -3.0335603082598156e-11 -3.446283933897993e-10 -1.3944205905555607e-09 2.7366493030370945e-10 -2.263044742083355e-10 -4.607207857475469e-09 -1.1166666513412303e-08 -1.491839536200362e-10 6.914946472997313e-08 -5.600028990547637e-08 9.626386073659555e-09 -2.4518216242485362e-09
sex 0.03830727793273562 0.09141412691959383 -0.0026945769201526513 2.514942741060867e-05 2.039821141689061 -0.19073498072085154 0.005582052990393915 -5.158539622028094e-05 7.372886519091172e-05 -3.881419919863042e-05 -5.6116515515841565e-05 3.2315147795173836e-05 -8.295335513340004e-05 0.00014365307975667461 -2.8036213919344983e-05 2.8438914551143815e-05 3.0644811968044556e-06 1.934835536825423e-05 6.666252277218811e-05 0.00011656815803308054 -2.1215766765213096e-05 -1.7926866054069406e-05 -4.970336412885909e-05 -7.653018640518336e-05 -2.1994319611386337e-05 -3.416639624830234e-05 -1.2497916207792286e-05 7.28321782035483e-05 -0.0003171166690970998 -0.0020579113053030575 -0.000806990259593816 0.007245424428518691 -0.0037073964185354476 0.0014173512042682179 0.0007600328228635537
agesex -0.0039044793449043535 -0.008690830167599094 0.0002590771031787684 -2.4424909899420007e-06 -0.19073498072082912 0.018064895846230607 -0.0005347513976262673 4.991961529530579e-06 -7.142647851383408e-06 4.202421899079927e-06 5.954518832799689e-06 -3.2144348684284673e-06 7.688568422853762e-06 -1.409067909709818e-05 3.471529824652401e-06 -2.303327735248913e-06 -1.2125554985559738e-06 -2.1416909222364756e-06 -5.441518668012308e-06 -1.1353608438477699e-05 1.4919077647520971e-06 1.11991811599621e-06 4.419215475744238e-06 8.314594785972434e-06 1.3421728642261011e-06 3.445652729028129e-06 1.4790442989986011e-06 -6.669243001520319e-06 2.864787685556778e-05 0.00018057173828739325 8.243914623460566e-05 -0.0006427280706253385 0.0003477477081551659 -0.00015696012367314414 -6.112752827076788e-05
age2sex 0.00012602224122004897 0.0002587682400799192 -7.801392820960576e-06 7.434743353602268e-08 0.005582052990392477 -0.0005347513976261937 1.6011042086841485e-05 -1.5109825383686422e-07 2.1570775376967644e-07 -1.4239534300079547e-07 -1.934595792626845e-07 1.024659862262027e-07 -2.2988004699521625e-07 4.2983030995116335e-07 -1.2569888360509299e-07 5.814311368139157e-08 6.219309124331295e-08 7.771055211630525e-08 1.254570102875221e-07 3.428413696392661e-07 -3.4256843636259327e-08 -1.6115784302125284e-08 -1.2978026041017775e-07 -2.72958639391898e-07 -2.1949042613312682e-08 -1.1447966394065276e-07 -5.181760185516737e-08 1.8863593557150718e-07 -9.211524277591195e-07 -5.097966545389322e-06 -2.2958064225824418e-06 1.8149156987188384e-05 -1.0494095799710414e-05 4.98506199967902e-06 1.35714231057672e-06
age3sex -1.2976768302614176e-06 -2.435457440294767e-06 7.42230519577969e-08 -7.152150774824854e-10 -5.15853962202591e-05 4.991961529529096e-06 -1.5109825383684066e-07 1.441883422448224e-09 -2.0947964927742915e-09 1.5121413405775378e-09 1.9702298075427755e-09 -1.0108937963066532e-09 2.2067797610952974e-09 -4.1082699300694e-09 1.4082710286061388e-09 -4.742475538601525e-10 -7.89637981235993e-10 -8.858328256670312e-10 -8.273761488771479e-10 -3.237638783647333e-09 2.559140974465605e-10 5.288010783710956e-11 1.1618557197790178e-09 2.723090539927926e-09 3.343626551017073e-11 1.1904953092531498e-09 4.727878881355268e-10 -1.6908504251855165e-09 9.749506501083174e-09 4.7305158606974377e-08 1.896254499008468e-08 -1.6535439311063186e-07 1.0125726604646332e-07 -4.8272769701584414e-08 -8.188470175961577e-09
pcs.V3 1.7763498806929904e-06 3.4127181409497117e-06 -1.1491072315397956e-07 1.200743075701855e-09 7.372886519088516e-05 -7.142647851381733e-06 2.157077537696561e-07 -2.094796492774419e-09 4.312020445644935e-06 1.3454458400851127e-07 -1.2348816416335116e-08 -5.430252950110626e-09 1.3960979528416456e-07 9.927918780064205e-08 5.078820979987698e-09 1.28068287616598e-07 -1.1304353147459196e-07 1.3271202535726067e-07 -1.1363256664772949e-07 2.6285617629916345e-08 2.037838837675315e-08 -1.7337460681780634e-08 -2.0392423380555334e-07 6.578232670289746e-08 3.7872541290869487e-08 -3.9493212739525484e-08 9.330998778636467e-08 8.58289787339042e-08 2.6084105474017174e-06 4.69035985073555e-06 -1.2770159063028275e-06 -1.8161226447986899e-06 -1.1993296840685758e-06 3.4457281266693467e-06 1.7087229186376305e-06
pcs.V4 7.140457477878941e-06 -6.525609556785525e-07 4.409802754808187e-08 -5.370456109050217e-10 -3.8814199198674176e-05 4.2024218990845505e-06 -1.4239534300094963e-07 1.5121413405791634e-09 1.3454458400850968e-07 4.079777060573185e-06 1.8883809164421973e-08 1.9005152577482773e-08 1.2673213502783222e-07 -3.931582485379707e-08 -1.093969411623208e-07 -2.454934017230079e-09 1.2441300176966413e-07 -5.924907073958425e-08 3.452564932794459e-08 -1.7252332337757136e-07 -2.1753405375764665e-07 1.0689081990538074e-07 1.5053269801285807e-07 8.840009286603371e-08 1.5057571357760545e-07 7.525287233541769e-08 -2.078683222812672e-08 4.0286831335791135e-08 -5.587887458548433e-07 5.82034377461567e-07 4.036068889433601e-06 -4.373446075020316e-06 -1.7762788303528717e-06 -6.24612867755172e-06 -2.7474413871153905e-06
pcs.V5 3.7543703660676867e-06 -5.7346137105515295e-06 1.5615285199328393e-07 -1.3435024455753386e-09 -5.611651551537778e-05 5.95451883275635e-06 -1.9345957926142226e-07 1.9702298075312173e-09 -1.2348816416318662e-08 1.8883809164410697e-08 3.6821652251652392e-06 7.159939568261949e-08 2.806288452274472e-08 -3.836616390508833e-10 -3.3852913439044435e-08 -1.0319808403079864e-07 2.806099869518033e-08 1.1423659171170758e-07 -5.978273369750704e-08 -4.019773352192966e-08 -1.2766457527725513e-08 -6.301448506136593e-08 -1.4097221209070786e-07 -1.860849921122374e-07 1.1643234906451045e-07 1.2491095974699635e-07 7.557827021704215e-08 4.926248377663471e-08 1.9004800229048282e-07 4.109139492134409e-07 2.2204037703473514e-07 5.862819096617846e-06 -1.4494703726219654e-06 1.8744865707222373e-06 -1.3010226623488733e-06
pcs.V6 -6.3497598057672886e-06 1.1767699667437343e-06 -2.571394919482748e-08 1.2933380682642942e-10 3.231514779559197e-05 -3.2144348684687387e-06 1.0246598622741724e-07 -1.010893796318224e-09 -5.430252950094226e-09 1.9005152577473903e-08 7.159939568259676e-08 3.5208802995663362e-06 2.6699987484736773e-08 1.1587397551171574e-07 1.5960155723068197e-09 -1.0192758787617882e-07 1.263104863370169e-07 -6.801750982272633e-08 -8.263933731517849e-08 -5.513386464874492e-08 6.551894443638652e-08 9.583114672605735e-08 -8.876585958386544e-08 5.377669311925034e-08 -6.077672948900731e-08 3.1906583287555654e-08 -1.5169910697407407e-07 4.148126250777994e-08 4.178487056930962e-08 3.379711744167877e-06 -1.3538145764271434e-07 -1.2612669744557056e-06 -1.8885763445161598e-06 3.865316383974068e-07 3.6420836925333482e-06
pcs.V7 1.7049750137993618e-06 -1.605981370574887e-07 9.080166644052681e-09 -1.6483802714368262e-10 -8.295335513361413e-05 7.688568422875146e-06 -2.298800469958871e-07 2.206779761101971e-09 1.3960979528415556e-07 1.2673213502783418e-07 2.8062884522772212e-08 2.6699987484749607e-08 4.265012544073042e-06 5.996008198453789e-08 -4.881593611898737e-08 -1.6574542774493807e-07 -9.024392027116633e-09 -1.2575798528099445e-07 -7.351120866259554e-08 -1.4653377842027943e-07 8.628872139909447e-08 -7.283708823708473e-08 -1.6063551133281344e-07 -5.5796986900897905e-08 1.6519481783495476e-08 8.925869421664297e-09 -5.900162694045972e-08 -2.6447257732745913e-08 9.60673072440085e-08 1.904975647542874e-06 2.9452830918583414e-06 -3.6869083717058273e-06 3.14417356898046e-07 -3.998909649768902e-06 -1.9942307368530316e-06
pcs.V8 -1.7824949832416892e-05 -7.728840207230497e-07 2.601014065193223e-08 -3.2276674537420854e-10 0.00014365307975750888 -1.4090679097179415e-05 4.2983030995364537e-07 -4.1082699300933984e-09 9.927918780067587e-08 -3.9315824853811166e-08 -3.8366163911552763e-10 1.1587397551170105e-07 5.996008198451961e-08 4.15623889454567e-06 1.17553487225881e-07 8.434268920147896e-08 1.1818942199075385e-07 2.8936857241198424e-07 -7.498289161522992e-08 -2.413941325173503e-07 -7.535942602330938e-08 -8.354946874348041e-08 5.8367187881032015e-08 1.1107657921623837e-07 1.332553878832939e-07 1.1800000728523629e-07 -4.504710762551003e-08 -6.661683832224444e-08 -1.0129428507239149e-06 -1.5437717011102018e-06 -1.947916015966522e-06 8.99928791892357e-07 3.957241635395811e-06 -2.0455178650639625e-06 3.6222437770063156e-06
pcs.V9 3.954813451668719e-06 2.0073248618928533e-06 -3.8889919443674465e-08 1.8137736495862114e-10 -2.803621391949274e-05 3.4715298246673577e-06 -1.2569888360556666e-07 1.4082710286108802e-09 5.078820979981427e-09 -1.0939694116231798e-07 -3.385291343902822e-08 1.5960155723116755e-09 -4.881593611898531e-08 1.1755348722588581e-07 4.075568677693941e-06 4.808716478596148e-08 3.4212355543872927e-08 -6.071764809918422e-08 -4.711801501296825e-08 -1.974273249409166e-07 -2.725953187597282e-08 -2.4651038886019858e-08 8.281912533612561e-08 -7.616157159313975e-08 -1.9354848104143564e-07 -1.2148934585096394e-07 1.042931534405313e-08 4.936175443286175e-09 -3.73018785400385e-07 8.013764065302745e-07 -2.2240689039555836e-06 2.9441190483369276e-06 -3.820548204242522e-06 -1.181506765198127e-06 3.396520405627944e-06
pcs.V10 1.4805097548803138e-06 6.762249077062781e-07 -8.144876479854003e-09 3.055023532378167e-11 2.8438914551168985e-05 -2.303327735251555e-06 5.8143113681478974e-08 -4.74247553861071e-10 1.2806828761659945e-07 -2.4549340172294806e-09 -1.0319808403080564e-07 -1.0192758787618318e-07 -1.657454277449358e-07 8.434268920146908e-08 4.8087164785963233e-08 4.274736816383424e-06 -1.7922125320885177e-08 3.423568675886769e-08 3.340545770896832e-08 6.017187938444271e-09 -5.3385515018686003e-08 -1.7007614311658353e-08 2.2049592681350568e-07 6.09829693846234e-08 5.241845325462869e-09 5.060783966860067e-08 6.51104209229521e-08 -3.441635511451019e-08 4.217835797885752e-07 7.573818512940116e-07 -3.912921707226362e-06 -1.4565308118452849e-06 1.1160899953320547e-06 6.585870240635389e-06 1.975472829690766e-06
pcs.V11 -4.268935657638216e-06 -6.658965271589713e-07 1.9930911872082967e-08 -1.7652280162211583e-10 3.0644811969864686e-06 -1.2125554985735158e-06 6.219309124384294e-08 -7.896379812410558e-10 -1.130435314745848e-07 1.2441300176966088e-07 2.8060998695169616e-08 1.263104863370163e-07 -9.024392027121199e-09 1.181894219907577e-07 3.4212355543873165e-08 -1.792212532088294e-08 4.2222598410352015e-06 1.333396800419008e-07 6.099006104820683e-08 -9.50937781600416e-08 8.689848090909862e-08 -1.8610636307394275e-07 -6.866807721747794e-08 1.5089587600177486e-07 -1.4897395798515601e-07 9.251876155943096e-08 -9.571796865894264e-08 1.3547337976512664e-07 -1.4508639114252703e-06 1.2784009836195093e-06 2.6310974767616574e-06 3.2376240219752116e-07 -1.1015237418909874e-06 -1.7533001781253802e-06 -2.5954525941189414e-06
pcs.V12 -4.231489051072333e-06 -5.062340223289916e-06 1.3239772086343493e-07 -1.0509798091857395e-09 1.9348355368792138e-05 -2.141690922288212e-06 7.771055211786396e-08 -8.858328256818616e-10 1.3271202535728127e-07 -5.924907073959526e-08 1.1423659171168209e-07 -6.801750982272043e-08 -1.2575798528101502e-07 2.893685724120165e-07 -6.071764809919342e-08 3.423568675887503e-08 1.3333968004190603e-07 4.090984375313107e-06 -2.1654161029645218e-07 -2.9385332974923082e-08 1.863996532249454e-08 -1.0956197868149065e-07 -6.111965532618267e-08 -1.3926608489557753e-07 -1.2183535665548116e-07 -5.906355814344222e-08 -4.973460306641147e-08 7.950320376485653e-08 -5.535268450423728e-07 2.6242869063436978e-06 2.571671726789356e-07 8.926877540314781e-07 -3.4325479278395376e-06 1.646868508703469e-06 -2.202372843255051e-06
pcs.V13 -1.8721018133184003e-05 -2.967930631674687e-06 1.2439781432788856e-07 -1.5068418870326844e-09 6.66625227726841e-05 -5.441518668060212e-06 1.254570102889722e-07 -8.273761488910185e-10 -1.1363256664770994e-07 3.4525649327936976e-08 -5.978273369753823e-08 -8.263933731517881e-08 -7.351120866261053e-08 -7.498289161521424e-08 -4.7118015012975844e-08 3.3405457708974985e-08 6.099006104820806e-08 -2.1654161029645962e-07 4.338507956309571e-06 -1.038294123285265e-07 1.0918281585970638e-07 -2.6460293966793707e-09 -1.761770389870808e-07 -5.26261253409338e-08 -2.2525535089163483e-07 6.31825233483716e-08 -2.9443871594611085e-09 -1.6462487968443277e-08 2.213856622953623e-06 -1.7647084132616535e-06 -3.3248668780841252e-06 3.245769539444075e-06 -3.561544888390694e-06 -1.931166342419544e-06 2.238401817477159e-06
pcs.V14 -6.634303873361892e-06 3.5232817011445354e-06 -1.0364633783944026e-07 9.294994248131674e-10 0.00011656815803328564 -1.1353608438498727e-05 3.4284136963994346e-07 -3.2376387836542395e-09 2.62856176299257e-08 -1.7252332337757314e-07 -4.019773352196523e-08 -5.513386464876626e-08 -1.4653377842027495e-07 -2.4139413251738575e-07 -1.9742732494091148e-07 6.0171879384455365e-09 -9.50937781600497e-08 -2.9385332974953376e-08 -1.038294123285508e-07 4.141271136788487e-06 -7.817980318786298e-08 1.4962873692434243e-08 -6.046047710579094e-08 -1.1746989360875659e-07 3.090967938407452e-08 -1.061619226672848e-07 -1.221362971961045e-07 1.0036870826894378e-07 -5.327113442232441e-07 -6.82677027173797e-07 -8.489491214521255e-07 3.5408735838239084e-06 2.012712815628715e-06 2.985236762283144e-06 1.6119134355975304e-06
pcs.V15 -1.252258140720877e-05 -4.139493092015882e-06 1.262540219522439e-07 -1.2509670402200399e-09 -2.1215766764809536e-05 1.491907764713739e-06 -3.425684363511904e-08 2.5591409743586734e-10 2.0378388376768037e-08 -2.1753405375765414e-07 -1.276645752773626e-08 6.551894443639668e-08 8.628872139907671e-08 -7.535942602327618e-08 -2.725953187598055e-08 -5.338551501867982e-08 8.6898480909104e-08 1.863996532250154e-08 1.0918281585971882e-07 -7.817980318783787e-08 4.221992574933115e-06 -6.937683892658469e-08 -9.274689957819085e-08 -2.1660634612988268e-08 3.724848518287124e-08 -1.914053932397236e-07 -8.057151629508267e-08 -1.443816485014985e-07 -3.3035828759796744e-07 -1.923377244142857e-06 1.5708864982670324e-06 -1.3730472084059892e-06 2.6539856502167517e-06 -3.29127022741384e-07 2.2865134523346264e-06
pcs.V16 4.759272563717846e-06 1.6183042957829005e-07 -2.691936493431094e-08 4.0181173394365345e-10 -1.7926866054339505e-05 1.1199181160219838e-06 -1.611578430289504e-08 5.2880107844368094e-11 -1.7337460681791036e-08 1.0689081990538597e-07 -6.301448506135405e-08 9.583114672605427e-08 -7.283708823707519e-08 -8.354946874349534e-08 -2.4651038886015037e-08 -1.7007614311661467e-08 -1.8610636307394416e-07 -1.0956197868149067e-07 -2.646029396683415e-09 1.4962873692419238e-08 -6.937683892658077e-08 4.2145969089568114e-06 7.3531492760796524e-09 -2.6398301909219978e-08 -1.6941760382312508e-07 -6.505792277886585e-08 -1.658143802181021e-07 -7.165644908021004e-08 -1.5195362010252235e-06 9.594651053260624e-07 1.3622186756653873e-06 -2.388609119099699e-06 3.6217511023402668e-06 -5.943289307583284e-06 4.076482733194211e-06
pcs.V17 -7.478145472010759e-07 8.123589731102286e-08 8.080642651283497e-09 -1.7681263173860302e-10 -4.970336412913832e-05 4.4192154757716355e-06 -1.297802604110197e-07 1.1618557197871949e-09 -2.0392423380556488e-07 1.5053269801286408e-07 -1.4097221209068698e-07 -8.87658595838615e-08 -1.6063551133280558e-07 5.83671878810275e-08 8.281912533613e-08 2.20495926813503e-07 -6.86680772174782e-08 -6.111965532617582e-08 -1.761770389870772e-07 -6.046047710580393e-08 -9.274689957818148e-08 7.353149276074537e-09 4.3940149143818826e-06 1.444144829043285e-07 2.3380360461597338e-07 8.600615034992721e-08 -4.4859934445420294e-08 -2.596227765013271e-07 1.683789040009879e-07 -1.5986169062582395e-06 -4.05466562446326e-06 6.31708596749085e-06 -6.420362711205824e-06 4.492583968271852e-08 4.691126000522165e-06
pcs.V18 2.097064008777926e-06 1.3736685563017703e-06 -1.6936606081842267e-08 -3.0335603082775974e-11 -7.653018640522624e-05 8.314594785977627e-06 -2.72958639392092e-07 2.723090539930165e-09 6.578232670289492e-08 8.840009286603093e-08 -1.8608499211221332e-07 5.377669311926811e-08 -5.579698690090556e-08 1.1107657921627306e-07 -7.616157159314758e-08 6.098296938462226e-08 1.508958760017813e-07 -1.392660848955529e-07 -5.2626125340912756e-08 -1.1746989360874855e-07 -2.1660634612969885e-08 -2.6398301909231046e-08 1.4441448290431375e-07 4.087530410951995e-06 -9.977912588109069e-08 4.9735656386657715e-08 -6.893967602665508e-08 1.5593804161325428e-07 1.0038423686007047e-06 -2.5828774946019015e-07 -1.065073388542728e-06 -3.954582190711528e-06 3.6627841273120398e-06 -3.752202734945671e-06 3.938292049248221e-06
