 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.02411473590793211 0.008603653279990534 -0.000276167622250096 2.8154232521080135e-06 0.029954151426701832 -0.0030445428629729872 9.785185308018993e-05 -1.0020334503338067e-06 2.064875283791507e-06 5.805823966677065e-06 2.6060380457923675e-06 -5.528399891905913e-06 1.5953976340209898e-06 -1.2965893469645286e-05 3.367180078268328e-06 2.9463241950498117e-06 -3.9092932413758475e-06 -2.903269344108901e-06 -1.5399439400680144e-05 -5.607241971734543e-06 -9.600934300761079e-06 4.1037058734518995e-06 -1.0438779200231723e-06 1.366594721004598e-06 -1.0607626511960038e-07 -4.8452260498132395e-06 9.999679303552637e-06 -7.444086164106094e-06 -5.111842886488902e-05 0.0002429279386408782 0.0001834659847846273 -0.00023872418930537452 -0.00021610120303672929 -8.408527546456527e-05 -0.00012930488509284549
age 0.00860365327995423 0.00731714333091572 -0.00021811975695767128 2.054632413553338e-06 0.07305599071298788 -0.006941501653369789 0.00020651739392051502 -1.9416317824239684e-06 2.733505040663898e-06 -5.605091126340163e-07 -4.962670536592273e-06 6.411733671015106e-07 4.497365265717431e-09 -9.086073678299528e-08 1.6899254603869627e-06 9.170232143445673e-07 -2.0773770051198933e-07 -4.059821278387097e-06 -2.1526907492190804e-06 2.5934652716760434e-06 -3.4267315040846517e-06 1.1240941963726212e-07 -3.849050937223661e-08 1.3910855257436918e-06 -1.8500132748390187e-06 -4.274995802814921e-06 -3.5120159733901836e-07 8.190023867129385e-07 -2.8275685606534263e-06 -5.066579182277317e-05 -1.682824619450083e-05 0.0002509455005305461 -0.00016940223539049326 2.4431122657705157e-05 2.709380519575445e-07
age2 -0.00027616762224835783 -0.0002181197569570351 6.577414529107597e-06 -6.264440694385635e-08 -0.0021526833108273104 0.0002068655714845338 -6.22450751252141e-06 5.915990220531441e-08 -9.370749543965945e-08 3.669781644783082e-08 1.3547784052266633e-07 -1.0601016360994492e-08 3.1658922128495307e-09 4.550793486417564e-09 -3.36013969082333e-08 -1.7394930156181254e-08 7.387929266135357e-09 1.049287967519862e-07 9.315930455841176e-08 -7.658477268799428e-08 1.0324137577744979e-07 -2.1605186219115618e-08 9.129660653291565e-09 -2.1481204763241326e-08 4.916428738680973e-08 1.2605897688984959e-07 -4.183800524293056e-09 -4.723339581962517e-09 2.252276667932489e-07 1.1382507276175006e-06 3.1572138935203444e-07 -6.5023403034483995e-06 4.879837276980133e-06 -7.604663652691998e-07 9.891345479659637e-08
age3 2.81542325209503e-06 2.054632413552134e-06 -6.264440694398358e-08 6.033994602622337e-10 2.0083986209254127e-05 -1.9495672556721e-06 5.930051165866922e-08 -5.698947937636292e-10 9.872969648153866e-10 -4.4242815588598627e-10 -1.168638533886369e-09 7.811631376594292e-13 -9.281313602178238e-11 -1.0529474178881887e-10 1.6984640897746636e-10 1.252245056693107e-10 -7.05320875614763e-11 -8.22838988767558e-10 -1.147033134873251e-09 6.882413049663184e-10 -1.0152752030644762e-09 3.2578258485751863e-10 -1.6427373751460627e-10 4.4012297681571524e-11 -3.891113209160108e-10 -1.1885771869265068e-09 2.2436858487856076e-10 -1.1766830062256277e-10 -3.5763905640102278e-09 -7.380389295847285e-09 4.580739041384404e-10 5.427588329704325e-08 -4.676998006306386e-08 6.937098270234663e-09 -3.608246876609954e-09
sex 0.029954151425419594 0.07305599071232095 -0.0021526833108079313 2.008398620907563e-05 1.6362324934110675 -0.15294795384075624 0.004474933206105631 -4.134461017667969e-05 5.5624200448560705e-05 -3.360526874811899e-05 -4.726987898271812e-05 2.5238471298091863e-05 -6.652362647577588e-05 0.00011976283935606296 -1.983860533239355e-05 2.32070512100091e-05 9.036736262959177e-06 1.5336905685401737e-05 5.717600944194872e-05 8.901094056170867e-05 -2.0663226471109463e-05 -1.7464459542937277e-05 -4.416934751088547e-05 -5.7809851735761634e-05 -2.4078850831154665e-05 -2.6871219282110008e-05 -3.2319776057715794e-06 6.449573971847877e-05 -0.00023990738822756187 -0.0017638493481060924 -0.000723726396188417 0.006150103361819599 -0.0031929096626525087 0.0013057711759750486 0.0004392211298624882
agesex -0.0030445428628266117 -0.006941501653277362 0.00020686557148187596 -1.9495672556479678e-06 -0.15294795384071935 0.014482064534845606 -0.00042860018861864507 4.000383473140844e-06 -5.416747097190192e-06 3.57916022544826e-06 4.973469821264194e-06 -2.4963687039044923e-06 6.136958032633768e-06 -1.1709388810557775e-05 2.5530065780829e-06 -1.831557119676087e-06 -1.5931432127835134e-06 -1.7066256632460719e-06 -4.726356425289158e-06 -8.689919658349121e-06 1.5073760814535335e-06 1.2080658206388109e-06 3.8112483726729966e-06 6.3144863144222954e-06 1.6233580703450325e-06 2.7015082806647488e-06 5.081691241997266e-07 -5.922101530334226e-06 2.0375343480031663e-05 0.00015495203774708216 7.359983528741848e-05 -0.0005478765785042013 0.0003019896795053682 -0.0001406189159063903 -3.2848982112907826e-05
age2sex 9.785185307483253e-05 0.00020651739391671256 -6.224507512411972e-06 5.930051165767905e-08 0.004474933206103503 -0.00042860018861854684 1.2830939085408497e-05 -1.2107831892226783e-07 1.6360286189802545e-07 -1.1975227764380248e-07 -1.6076536164120305e-07 7.847355114015656e-08 -1.8312337906487377e-07 3.552249245852589e-07 -9.399017507318475e-08 4.30409069109167e-08 6.837094934477376e-08 6.19359891304379e-08 1.1268745172681129e-07 2.6344635587470007e-07 -3.635055517721734e-08 -2.1947682201064774e-08 -1.0841845016021785e-07 -2.0761097430330495e-07 -3.238977684297804e-08 -8.976887316087016e-08 -2.0546164323296882e-08 1.68184178546783e-07 -6.296608159923606e-07 -4.39320449614305e-06 -2.080576867121865e-06 1.555745655057464e-05 -9.175020330749326e-06 4.405920699275517e-06 6.074705028743671e-07
age3sex -1.002033450311198e-06 -1.941631782419218e-06 5.915990220515995e-08 -5.698947937620049e-10 -4.134461017665136e-05 4.000383473139127e-06 -1.2107831892224414e-07 1.1554441198260282e-09 -1.5824265807970327e-09 1.256744968237113e-09 1.628641053522189e-09 -7.608939776234239e-10 1.7560301403220946e-09 -3.3665200981862627e-09 1.0658564882794903e-09 -3.0639815437103016e-10 -8.092561848850548e-10 -6.996010168171733e-10 -7.966018310093711e-10 -2.5011789714153226e-09 2.9422053928632586e-10 1.248113378980683e-10 9.40782575479538e-10 2.0688466556852274e-09 1.5285058558425743e-10 9.339093998395273e-10 1.7396042056478175e-10 -1.5127297465887038e-09 6.5539268727674765e-09 4.1039847660811804e-08 1.7673058157645257e-08 -1.427035378809139e-07 8.903423726114598e-08 -4.2324813124929366e-08 -2.0239652370697084e-09
pcs.V3 2.0648752837586325e-06 2.7335050406547775e-06 -9.370749543937571e-08 9.87296964812541e-10 5.5624200448529196e-05 -5.416747097188486e-06 1.6360286189801066e-07 -1.582426580797184e-09 3.6106786289895106e-06 9.532564830752065e-08 -1.5132935595602258e-08 -1.1399342618381042e-08 1.1703972375143185e-07 8.268500978451392e-08 4.172314212564975e-09 1.0969464920390939e-07 -9.916678783586775e-08 1.1350631187286638e-07 -1.0370989499082944e-07 1.9368757965211108e-08 3.4598184499875814e-08 -1.717580624191888e-08 -1.6957294056671338e-07 4.29340005201783e-08 3.431321384669764e-08 -3.6103049902660276e-08 7.310480971166291e-08 6.73777133018119e-08 2.1016005863859634e-06 4.009782434505868e-06 -9.479230421058447e-07 -1.7796821460269965e-06 -7.341316637192705e-07 2.782554978749427e-06 1.3507105438274433e-06
pcs.V4 5.805823966732821e-06 -5.605091125839789e-07 3.6697816446353054e-08 -4.4242815587218574e-10 -3.3605268747596294e-05 3.579160225399193e-06 -1.1975227764236093e-07 1.2567449682237299e-09 9.532564830753951e-08 3.4078526562674174e-06 4.182176370056421e-09 9.714510282974281e-09 1.0222588642641238e-07 -2.8902335767429595e-08 -9.059845301031047e-08 -1.0992092866805467e-08 9.768824878068644e-08 -5.045213171494828e-08 3.490245900523578e-08 -1.4469180447497684e-07 -1.8439058965178803e-07 7.801164173548755e-08 1.2117706277350836e-07 8.191343060442587e-08 1.1585408907001969e-07 5.699407665225163e-08 -1.767693018597688e-08 3.8074116668716535e-08 -4.648391683758191e-07 8.945044530108219e-07 3.3742626018827004e-06 -3.976292154737559e-06 -1.7617243827610207e-06 -5.265985380285111e-06 -2.2917249649860962e-06
