 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
pcs.V5 -2.5652401987547795e-07 -6.280696943453654e-08 5.664741121676349e-10 -3.2422309164976364e-12 -3.06172461368284e-07 -9.022122407422441e-09 8.592803592801044e-10 -9.193723005006372e-12 -3.1051378637014085e-08 7.430425109898807e-08 1.5265856268647585e-06 1.0391232842714124e-08 -4.789522158974907e-09 -3.6870506060410245e-08 1.5393394534807736e-08 -6.960911448775756e-09 8.896151642363105e-09 4.2139679569048565e-08 1.3774150756004632e-08 1.4895358676348602e-08 1.2730645437831183e-08 2.780448851239497e-08 -1.604134294661505e-08 -1.1980948937038025e-08 7.629406462748329e-09 2.082156344233986e-08 -8.93046859041889e-09 5.025531513173946e-09 1.3483640230123216e-07 3.563477387738063e-08 5.471360799043156e-07 -3.754330566191114e-07
pcs.V6 -8.186773556696613e-08 1.7188084045948658e-07 -4.392153966180391e-09 3.3301312727066276e-11 9.670549475794838e-07 -1.5215845611950962e-08 -1.4455051498320224e-10 4.4702377108250216e-13 5.142180210114688e-09 -1.8657083001632586e-08 1.0391232842714163e-08 1.4647906776707784e-06 7.556370354195741e-09 -6.366772298098919e-09 1.9208126601707876e-08 -8.374343700570273e-09 4.248473807455852e-08 -6.6051705825590656e-09 -1.6084596549724963e-08 -6.9492074771864256e-09 1.1188359602749394e-08 3.5828494016693924e-09 2.700402579272286e-09 5.87149349492939e-09 -4.80794609848293e-09 1.1178401219622401e-08 -3.035833925791652e-08 -1.5556895380003433e-08 -1.2042747873270736e-07 -2.823393036597052e-07 7.962634398027165e-07 4.3038873813977527e-07
pcs.V7 2.6872537968315757e-08 1.222762343993388e-07 -3.1962096370943673e-09 2.2164740004076375e-11 2.4892683801906863e-07 -5.067407269112977e-08 1.4826428919757002e-09 -9.628130800747332e-12 3.1026020648409256e-08 2.520502466580155e-08 -4.789522158975e-09 7.556370354195723e-09 1.6583068883262115e-06 1.0323298961547024e-08 -6.269724266186704e-10 -3.4660472971518665e-08 5.207440960148766e-09 -7.036700330980039e-09 2.257684657885395e-08 5.3301340138333205e-11 2.8576177117000615e-09 -2.7653469603048453e-09 -2.5037693974618245e-08 1.48308601542049e-08 1.9696954618683697e-08 -4.15722812457697e-08 -1.924531611818836e-09 -7.787109888738635e-09 -2.2433679097139434e-08 4.278550153579865e-09 2.322117380461548e-07 -3.098640214543229e-07
pcs.V8 1.0915592828334761e-07 4.9907125908818245e-08 -2.474315637944585e-09 2.540044134036599e-11 -5.81345158581107e-06 3.403018424838064e-07 -6.341770355738462e-09 3.92263204006859e-11 2.41419255386037e-08 -5.9328151484837337e-08 -3.6870506060410146e-08 -6.366772298098558e-09 1.0323298961546966e-08 1.6398480526749908e-06 1.548572309200315e-08 -1.4049945666650982e-08 3.881049143623473e-10 4.727328631364387e-08 1.12749654095523e-08 -2.5654604526096078e-08 5.503470197614401e-10 1.0776090807573824e-08 -4.172321397225071e-09 2.236995086673292e-08 1.6365445856597555e-08 2.431751306850937e-08 4.5649455541685815e-09 -4.09555983461977e-10 -5.004938530302952e-08 -1.3374944489005675e-07 3.041934583811752e-07 -7.94329436601696e-08
pcs.V9 -1.6392836692934426e-07 2.065480132835585e-08 5.931747488609635e-10 -8.409455471457368e-12 6.0802043626713e-06 -3.217160405986555e-07 5.8252809869351085e-09 -3.633958030973554e-11 -3.104891622702223e-08 -7.783947106945204e-09 1.5393394534807703e-08 1.920812660170745e-08 -6.269724266186129e-10 1.5485723092003102e-08 1.6257196815913856e-06 -1.4042367440352657e-08 9.856250354027898e-09 2.501180226181624e-08 1.8777925347063482e-08 -6.559601273148808e-09 3.409674313322457e-09 -3.5809032979939668e-09 -6.863902370532761e-10 -3.1609391738676354e-08 -4.162376076095583e-08 -7.571833502381473e-09 -4.9946383232060085e-09 1.7134911211868205e-08 5.838844871156143e-08 -9.861401375249579e-08 2.616971509838503e-07 -1.9625610869797085e-07
pcs.V10 1.7429091127998968e-07 1.7372793801456576e-07 -2.3668553997157514e-09 9.12326631729224e-12 1.7651269945677526e-06 -8.191753549069157e-08 7.262916893020757e-10 -6.93309656226608e-13 2.461420259511536e-08 3.652357251764483e-08 -6.960911448775786e-09 -8.374343700570268e-09 -3.4660472971518745e-08 -1.404994566665058e-08 -1.4042367440352842e-08 1.6375841937913547e-06 9.284459694182033e-09 1.243776459108452e-08 2.3146517201719934e-08 1.2444987403105419e-08 -3.5477999333445086e-08 6.214201297882728e-09 -5.441645953400639e-09 -1.0560566766592064e-10 5.9041104542628694e-09 3.1803137797997215e-08 -5.723978114352797e-09 -7.184438232183813e-09 1.8923677951698723e-07 1.9786266739870006e-07 2.739686141256097e-07 1.6461538454826009e-07
pcs.V11 4.886244158846619e-08 2.6919953660989513e-07 -6.191966490303256e-09 4.5120517339784886e-11 -5.080345397652263e-06 3.2986009499457406e-07 -6.456103962999529e-09 3.893558176354385e-11 1.842146320484365e-08 -1.0073421848092993e-08 8.896151642363247e-09 4.2484738074558846e-08 5.207440960148691e-09 3.881049143626144e-10 9.856250354027157e-09 9.284459694181542e-09 1.581347531668765e-06 -2.0769602904618716e-08 9.554809878808596e-09 -2.510328460944853e-09 -1.3458983894893895e-08 -4.5122174719648654e-09 1.6885249438648579e-09 1.1370554715040657e-08 -5.3150024870351614e-09 3.5142714083761785e-10 -1.6398160880658812e-08 1.5329397327618555e-08 -5.5508252310009947e-08 -1.8900655449076074e-07 3.3615497768783126e-07 1.0077696155943275e-07
pcs.V12 -1.9796097281148643e-07 -5.470828843721451e-07 1.1825078892755774e-08 -7.981360122644554e-11 -7.098931330571135e-08 1.1025902713429341e-09 2.223869224284739e-10 -3.669199267924588e-12 -1.0745924767019212e-08 4.634272330475583e-11 4.2139679569048625e-08 -6.605170582559128e-09 -7.036700330979925e-09 4.727328631364348e-08 2.501180226181656e-08 1.2437764591084602e-08 -2.0769602904619087e-08 1.6172465033323507e-06 -8.479014003032898e-09 -4.525254729862667e-09 -7.73023246611382e-10 1.3135231621525697e-08 8.222723042777564e-10 -1.705212062762126e-08 -1.6031541603984933e-08 1.1014549254923555e-08 -3.3798666502115086e-08 3.2649407353822415e-08 9.238439248563084e-08 2.1104159404772806e-07 -1.575464725718196e-07 -3.180240813185145e-07
pcs.V13 -8.440895823990644e-08 3.008526778776671e-08 -4.734815519128468e-10 -2.402505087232741e-12 -4.331335564598783e-06 2.6463693476602045e-07 -5.6988324561699905e-09 3.9412958422720976e-11 3.6024579459292416e-10 6.105224590965644e-09 1.3774150756004796e-08 -1.6084596549724682e-08 2.2576846578853907e-08 1.1274965409552135e-08 1.8777925347063227e-08 2.314651720171958e-08 9.554809878808084e-09 -8.479014003032527e-09 1.6589631063385416e-06 1.6528497820293325e-08 -2.6162254126263857e-08 1.784660327587073e-08 -4.9634270699277175e-08 -2.5078647887551608e-08 -2.0489707181160147e-08 4.375597109954584e-09 2.1270031943012316e-08 2.1836145160777356e-08 6.121035612026307e-08 2.145012157639057e-08 1.0800878117328842e-07 -5.355510556474161e-07
pcs.V14 1.900941407684562e-08 -1.864785510981389e-08 8.991537046730568e-10 -9.863986621046347e-12 1.7000356600714212e-06 -1.216300729269397e-07 2.4873305328922565e-09 -1.5865618606091804e-11 2.1075174449502625e-08 -2.0887465860382342e-08 1.4895358676348526e-08 -6.949207477186539e-09 5.330134013834613e-11 -2.5654604526096028e-08 -6.55960127314874e-09 1.2444987403105568e-08 -2.51032846094483e-09 -4.525254729862825e-09 1.6528497820293325e-08 1.6202009132581146e-06 -1.7504023015627665e-08 -9.423192214971964e-09 8.64147756921537e-09 -1.427680992063815e-08 -1.6649415685573058e-08 4.1982170226963805e-09 -9.18455584744887e-09 -1.839873330102008e-08 1.0291597823655667e-07 -2.4649252105171302e-09 4.4021403648197045e-07 1.0580327406681257e-07
pcs.V15 -1.000675870545673e-07 -2.4476367412245965e-07 5.187833585373687e-09 -3.578897711240459e-11 1.5627404730658107e-06 -1.7902304139782204e-07 5.225305635198747e-09 -4.3045344025046186e-11 -1.4470852554188604e-08 -1.7087497773193795e-08 1.2730645437831022e-08 1.1188359602749177e-08 2.8576177117001993e-09 5.503470197613703e-10 3.409674313322571e-09 -3.547799933344469e-08 -1.3458983894893988e-08 -7.730232466117971e-10 -2.6162254126264106e-08 -1.7504023015627556e-08 1.6461039164318627e-06 1.9377378956075648e-09 7.74004531056924e-09 2.287170141508644e-08 7.425127168570013e-09 -9.674070563495456e-09 -3.975246588270081e-08 -1.1299612808909143e-08 1.880292159162718e-08 1.2476445198672405e-07 -6.184219075055798e-07 2.9568497146234117e-07
pcs.V16 5.0164327568560245e-08 -2.710570009376681e-07 4.7609034675715565e-09 -2.4177250265784947e-11 5.669116285718738e-07 -1.2808860831006497e-07 4.832473483808161e-09 -4.523006577002259e-11 -1.663088796615681e-08 1.6080887150157426e-08 2.780448851239478e-08 3.582849401669207e-09 -2.7653469603047787e-09 1.0776090807573994e-08 -3.580903297994075e-09 6.214201297883015e-09 -4.512217471964652e-09 1.3135231621525298e-08 1.7846603275870717e-08 -9.423192214971964e-09 1.937737895607409e-09 1.6146260402937781e-06 -1.2891903309622104e-09 -3.696168670479895e-09 -2.8916446087746733e-08 1.4550183491003442e-09 -1.9544748490025345e-08 -2.5102444690113057e-08 -2.61083394588585e-07 -1.5250897643928058e-07 4.5844044752607284e-07 4.6238916089995236e-07
pcs.V17 2.7448180386110612e-08 -1.7573634132640867e-07 3.0790891238116406e-09 -1.772754650223491e-11 7.134071873332347e-07 -3.6905099763970004e-09 -1.0846666543133187e-09 1.5473126945883765e-11 -2.888568507224341e-08 5.99163162526589e-09 -1.604134294661488e-08 2.700402579272207e-09 -2.5037693974618225e-08 -4.172321397225383e-09 -6.863902370530265e-10 -5.441645953400714e-09 1.6885249438645663e-09 8.222723042780217e-10 -4.9634270699277367e-08 8.641477569215507e-09 7.740045310569628e-09 -1.289190330961902e-09 1.6544625235256806e-06 4.5176976212399355e-08 -1.2640076551734958e-08 -7.196148579985414e-09 -1.4556683131152648e-08 -2.7951890242192828e-08 -3.9932116993155223e-08 2.986559999079251e-08 -3.908405905827958e-07 1.6846340840520943e-07
pcs.V18 -4.479445824795512e-08 1.8114602225458107e-07 -3.7921930619996945e-09 2.3264017902406997e-11 1.6408663311884788e-06 -7.320073902329996e-08 -1.9804284318616188e-11 1.3975520181077733e-11 -4.104148289018467e-09 1.0388175371252817e-08 -1.1980948937037975e-08 5.871493494929332e-09 1.4830860154204822e-08 2.2369950866732947e-08 -3.160939173867642e-08 -1.0560566766596288e-10 1.1370554715040706e-08 -1.7052120627621114e-08 -2.5078647887551522e-08 -1.4276809920638198e-08 2.2871701415086387e-08 -3.696168670479915e-09 4.517697621239943e-08 1.6035230412996991e-06 -7.863934357978192e-09 -2.2607417109653387e-08 2.171596863375529e-09 -4.306694638998455e-09 3.042481008015015e-07 3.9248126882288343e-07 -5.864228066420947e-07 -4.095289259065291e-07
pcs.V19 2.2428292019100793e-08 3.521587057128488e-07 -8.724040770462728e-09 6.577408030379419e-11 -2.1282946161509035e-06 4.569012587002411e-08 6.569838608604993e-10 -1.2634548624139532e-11 -1.0155500488498758e-08 1.7880478696143423e-08 7.629406462748165e-09 -4.807946098482787e-09 1.96969546186837e-08 1.636544585659753e-08 -4.1623760760955896e-08 5.9041104542629935e-09 -5.3150024870352665e-09 -1.6031541603985102e-08 -2.048970718116015e-08 -1.6649415685573058e-08 7.4251271685698204e-09 -2.8916446087746948e-08 -1.264007655173484e-08 -7.863934357977978e-09 1.5991480209212796e-06 9.494475170785387e-09 -3.1688159436684206e-09 6.93734194998805e-11 -2.9122882635715215e-07 -2.707504880137945e-07 -1.405886211770997e-08 1.2480577072131716e-07
pcs.V20 -1.2419912917227354e-07 -2.6071342790311553e-07 5.291834166800077e-09 -3.3861232219397114e-11 -4.879611980833824e-06 3.1177907921277054e-07 -6.880066838535509e-09 4.9744629893106886e-11 -1.884433070872303e-08 1.5992944581410368e-08 2.0821563442340053e-08 1.1178401219622769e-08 -4.157228124576975e-08 2.4317513068508726e-08 -7.571833502381334e-09 3.1803137797996884e-08 3.514271408369045e-10 1.101454925492401e-08 4.375597109954353e-09 4.198217022696437e-09 -9.674070563495008e-09 1.4550183491005469e-09 -7.19614857998522e-09 -2.2607417109653553e-08 9.494475170785365e-09 1.6043270443137887e-06 3.028468064971718e-10 2.344674077700165e-08 1.8861323675278031e-07 1.373732585678131e-07 -3.54561268726859e-07 -1.792453080904518e-07
pcs.V21 1.8860730630077527e-08 2.6784726058794306e-07 -6.778244046106737e-09 5.152281441218961e-11 3.332176382859181e-06 -3.1092026525691646e-07 7.879181174307498e-09 -5.946590888521617e-11 1.1045603224356103e-08 1.654809947921481e-09 -8.930468590419144e-09 -3.035833925791684e-08 -1.924531611818797e-09 4.564945554169156e-09 -4.9946383232061285e-09 -5.723978114352372e-09 -1.639816088065817e-08 -3.379866650211562e-08 2.1270031943012528e-08 -9.184555847448976e-09 -3.975246588270135e-08 -1.9544748490025477e-08 -1.4556683131152926e-08 2.1715968633756388e-09 -3.168815943668313e-09 3.0284680649727733e-10 1.5991285350459945e-06 2.55680292216787e-09 6.031098091647858e-08 2.8585530106343234e-08 -1.3926286691618248e-07 -4.879578288806691e-07
pcs.V22 4.915635006451372e-08 3.9548139608981527e-07 -9.78097418104416e-09 7.156383702818673e-11 -1.1659489490385541e-06 2.9647900280545888e-08 -4.397535083021665e-10 2.882277197215983e-12 2.0457507990948102e-08 5.011831297125539e-09 5.0255315131739284e-09 -1.5556895380003327e-08 -7.78710988873868e-09 -4.095559834619882e-10 1.7134911211868195e-08 -7.18443823218387e-09 1.5329397327618436e-08 3.2649407353822474e-08 2.183614516077735e-08 -1.8398733301020113e-08 -1.129961280890926e-08 -2.5102444690113193e-08 -2.7951890242192643e-08 -4.306694638998373e-09 6.937341949975205e-11 2.3446740777001945e-08 2.5568029221677297e-09 1.6269743388300922e-06 9.220055760876332e-08 5.990923451199217e-08 2.015624103578548e-07 -5.95633284624298e-07
proband -2.1014961280097415e-05 9.888524512048477e-07 -1.8806068898886278e-08 7.379880047738798e-11 6.814323594612887e-05 -4.723954315879228e-06 1.0356753699595748e-07 -7.621195672306999e-10 5.199506559365789e-07 1.3984709033731513e-07 1.348364023012326e-07 -1.2042747873271125e-07 -2.243367909713229e-08 -5.004938530305285e-08 5.838844871157161e-08 1.8923677951699716e-07 -5.550825231003631e-08 9.238439248562204e-08 6.121035612023639e-08 1.0291597823656756e-07 1.8802921591644286e-08 -2.610833945885634e-07 -3.993211699316539e-08 3.04248100801501e-07 -2.9122882635714744e-07 1.8861323675275467e-07 6.03109809165202e-08 9.22005576087632e-08 0.0002310310785592006 0.00010806614056295406 -0.0001919459392762201 -0.0001879569692330052
sibling -2.4887629213547118e-05 -7.08526954556137e-08 1.6137393537431758e-08 -2.415552201534525e-10 0.00011931150199336595 -6.353889044243771e-06 9.646236187515698e-08 -4.237751975090413e-10 5.523322044163187e-07 3.1608032759903745e-07 3.5634773877384174e-08 -2.8233930365971043e-07 4.278550153586051e-09 -1.337494448900848e-07 -9.861401375249439e-08 1.9786266739870893e-07 -1.8900655449077376e-07 2.1104159404772385e-07 2.145012157636144e-08 -2.4649252105041046e-09 1.2476445198674639e-07 -1.5250897643925384e-07 2.9865599990782894e-08 3.924812688228806e-07 -2.707504880137941e-07 1.3737325856780896e-07 2.8585530106372165e-08 5.990923451198765e-08 0.00010806614056295436 0.0003041065074522212 -0.00023479143650799428 -0.00022977727495843313
paternal 3.4691903086220575e-05 3.3144890399766776e-06 -9.692506126994924e-08 8.094542090243382e-10 -5.564825201444995e-05 1.8026135511582605e-06 -3.085959531454977e-09 -1.5991724029247774e-10 5.334753990903433e-07 -1.1268513301945304e-06 5.471360799043105e-07 7.962634398027168e-07 2.3221173804614788e-07 3.041934583812143e-07 2.6169715098385127e-07 2.7396861412560266e-07 3.361549776878592e-07 -1.575464725718187e-07 1.0800878117332402e-07 4.402140364819545e-07 -6.184219075056077e-07 4.584404475260455e-07 -3.908405905827895e-07 -5.864228066420933e-07 -1.4058862117709754e-08 -3.5456126872683433e-07 -1.3926286691622634e-07 2.015624103578605e-07 -0.00019194593927622088 -0.00023479143650799485 0.0004579183882352078 0.00012990740894742783
maternal 2.8822065783968618e-05 5.146396033373832e-06 -1.023276678888382e-07 6.981567982630395e-10 -2.9251342194327543e-05 7.733239660905557e-08 4.140049017163935e-08 -5.631121439754134e-10 4.6000116002740037e-07 -9.084095576915448e-07 -3.7543305661912183e-07 4.303887381397754e-07 -3.0986402145433193e-07 -7.943294366012077e-08 -1.9625610869799766e-07 1.6461538454825937e-07 1.0077696155949143e-07 -3.1802408131852205e-07 -5.355510556473707e-07 1.0580327406679268e-07 2.956849714622948e-07 4.623891608999072e-07 1.6846340840521952e-07 -4.095289259065193e-07 1.248057707213134e-07 -1.7924530809043487e-07 -4.879578288807266e-07 -5.956332846242895e-07 -0.00018795696923300627 -0.00022977727495843383 0.0001299074089474279 0.0004478140865580194
