 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
pcs.V5 -2.8494772887396794e-07 -1.0808986102293205e-07 1.3907646913130645e-09 -8.346976397944534e-12 -8.62564875466508e-07 2.3781873678249556e-08 2.276982877608416e-10 -5.324221118188729e-12 -3.6078357511997904e-08 8.26518890807342e-08 1.8210765058184511e-06 1.2583205537195596e-08 -6.54266054211293e-09 -4.348363581201656e-08 1.4418167552239411e-08 -7.055068982343512e-09 1.1978053345153831e-08 4.722186525662253e-08 1.63992778443398e-08 1.4803050428485233e-08 1.6546048672624784e-08 3.194464543367334e-08 -1.6197722390991995e-08 -1.4274233331345148e-08 9.007207533236244e-09 2.6788968463987958e-08 -8.570930689017773e-09 3.6375134019113493e-09 2.1003966629563123e-07 6.939637387378526e-08 5.804208800335353e-07 -4.780014376957957e-07
pcs.V6 -6.239401893142577e-08 1.8015568133456086e-07 -4.632045802094906e-09 3.5180152100566543e-11 8.346812283124964e-07 -8.544906196656845e-09 -1.794877255759161e-10 -4.578523750435771e-13 5.577415030902699e-09 -2.0861450386667363e-08 1.2583205537195594e-08 1.752647719626292e-06 9.008900200148976e-09 -8.036659550394106e-09 2.3867918461951503e-08 -6.3136986225941044e-09 4.9812968188064066e-08 -7.903864921955495e-09 -2.2415918410749643e-08 -9.586058999361231e-09 1.4213471423466597e-08 2.02878032498775e-09 7.516258135966796e-10 4.1998638800503144e-09 -7.266675840017654e-09 1.1882636857757368e-08 -3.55908013841703e-08 -1.8026023116466437e-08 -1.2536929272734268e-07 -3.2051829622512e-07 9.330252086993129e-07 4.78464844952383e-07
pcs.V7 3.288381158487609e-08 1.6816015217684125e-07 -4.465053274618383e-09 3.2546306793329707e-11 6.684858056637764e-07 -8.064079832759717e-08 2.169645714869787e-09 -1.45657489771441e-11 3.547800458735199e-08 2.9464284864326124e-08 -6.542660542112737e-09 9.008900200149105e-09 1.9684767030185053e-06 1.2621235862049099e-08 -2.028381733955546e-09 -3.886226696310536e-08 6.8465051027438725e-09 -7.424988639485991e-09 2.672793096280892e-08 -6.920798158839224e-10 1.9226625796235166e-09 -3.2379420610696324e-09 -2.9669985884829515e-08 1.4181058142390489e-08 2.3305588549651053e-08 -5.170162376061293e-08 -4.935503917044075e-09 -6.894130290616517e-09 -2.7769146117205744e-08 -2.109166571039423e-08 2.8176888439128564e-07 -3.4287386860858153e-07
pcs.V8 1.2218414601352678e-07 7.949020537801915e-08 -3.3485021398125764e-09 3.2980103496017885e-11 -5.70625610026221e-06 3.314116358934382e-07 -6.0631589127007996e-09 3.660729102625231e-11 2.8160673794710013e-08 -6.618869128867439e-08 -4.348363581201679e-08 -8.03665955039446e-09 1.2621235862049026e-08 1.9519945504418772e-06 1.7603784013941733e-08 -1.5218710759328233e-08 1.4601137405455431e-09 5.6621878453737745e-08 1.3968307925716246e-08 -3.186479754680072e-08 -1.0536074596985375e-10 1.2484016408223944e-08 -2.318208737996304e-09 2.6647023795438424e-08 1.9749733601262687e-08 2.844125658208991e-08 3.6092789985195567e-09 1.372419815730677e-10 -5.3014389114575396e-08 -1.506885668876862e-07 3.5352513091324883e-07 -1.1181281643824335e-07
pcs.V9 -1.6583870966737166e-07 1.885559285695238e-08 6.202295032915547e-10 -8.345285015381565e-12 5.9752560952154935e-06 -3.133843105124306e-07 5.667595365727794e-09 -3.5583335045322984e-11 -3.6019585393803634e-08 -7.048593798541926e-09 1.4418167552239729e-08 2.3867918461951873e-08 -2.0283817339554814e-09 1.7603784013941898e-08 1.9417162872320263e-06 -1.6790861102381425e-08 1.2738728640244006e-08 2.9409006621844944e-08 2.0835209819247826e-08 -7.602632088237782e-09 4.720902599203457e-09 -8.716333567987422e-10 1.4719532802612067e-10 -3.501308522221352e-08 -4.7349559821363904e-08 -9.403852580231305e-09 -3.555183856495273e-09 1.9763688692574273e-08 1.0282757209847602e-07 -8.108382933446705e-08 2.774481539845171e-07 -2.614530645895474e-07
pcs.V10 2.0928542438428314e-07 1.7794405115291197e-07 -2.2879739804168393e-09 7.698854312912382e-12 1.267266434478069e-06 -4.440805786767438e-08 -1.3084001717897569e-10 5.1943514283965046e-12 2.7494187071401335e-08 4.357167200271043e-08 -7.055068982343515e-09 -6.313698622594085e-09 -3.886226696310516e-08 -1.5218710759328587e-08 -1.679086110238112e-08 1.947180710872745e-06 1.2851407142513005e-08 1.5073880528497503e-08 2.5125095923015127e-08 1.2452070125764982e-08 -4.189545480992336e-08 5.388175808408556e-09 -6.930837995611642e-09 1.971442529367289e-09 3.860734230821906e-09 3.392740942618526e-08 -4.78750269993947e-09 -7.0029013538568494e-09 1.9133471611123887e-07 1.7412991259471187e-07 3.883379918369987e-07 2.1680084752612984e-07
pcs.V11 4.795981926154262e-08 3.088117968348541e-07 -7.104355718153851e-09 5.177535808158761e-11 -5.359701050804669e-06 3.4586593702671943e-07 -6.681901737564753e-09 3.942226885141285e-11 1.8866815528296547e-08 -1.3839547920985625e-08 1.197805334515351e-08 4.9812968188063695e-08 6.846505102743795e-09 1.4601137405454763e-09 1.273872864024417e-08 1.2851407142513433e-08 1.8852476419421032e-06 -2.357613120650217e-08 1.2527085467919242e-08 -7.150789772390893e-09 -1.2190163021225644e-08 -6.038339297598368e-09 -7.212199089440181e-11 1.3210673463145875e-08 -5.9611363619446436e-09 1.6314613222551623e-09 -1.8663722665674162e-08 2.0890693490304723e-08 -4.252852785975103e-08 -1.9184872665264497e-07 3.340209138007545e-07 1.1153103265732609e-07
pcs.V12 -2.2496890324907576e-07 -6.124402148663455e-07 1.334164401263122e-08 -9.100589956507156e-11 5.913567353702294e-07 -4.500615169595476e-08 1.1908905499894454e-09 -9.904416965789351e-12 -1.1731198779109148e-08 -2.0304220209536102e-10 4.722186525662253e-08 -7.903864921955462e-09 -7.424988639486094e-09 5.662187845373788e-08 2.9409006621844812e-08 1.5073880528497523e-08 -2.3576131206501955e-08 1.920352155115372e-06 -1.2923236214958822e-08 -1.1699644501127122e-09 -2.96286536113481e-09 1.660701236867313e-08 -2.517479282848033e-09 -1.849684105120513e-08 -1.7044663646643355e-08 1.3186575274247144e-08 -3.882109848333705e-08 3.440872973371899e-08 1.2827395154469053e-07 2.8295418448397336e-07 -2.1461320875296515e-07 -4.011483241691941e-07
pcs.V13 -8.384094583683179e-08 6.288806511334243e-08 -1.2081272719294392e-09 2.410140167415254e-12 -3.926844570277746e-06 2.3510042125880636e-07 -5.099635387255896e-09 3.5627994659276005e-11 -1.1266729152939397e-09 3.954472774996536e-09 1.639927784433953e-08 -2.2415918410749934e-08 2.672793096280875e-08 1.3968307925716453e-08 2.0835209819247896e-08 2.512509592301549e-08 1.2527085467919437e-08 -1.2923236214959029e-08 1.975616795982378e-06 2.1770361738819292e-08 -3.3092903488845275e-08 1.8530812024170246e-08 -5.962782334534211e-08 -2.9188627491214614e-08 -2.158228168139238e-08 7.250625115720853e-09 2.5474760119922628e-08 2.953816070941643e-08 9.153376154439637e-08 7.26880614183492e-08 8.754654067739032e-08 -6.510695764143842e-07
pcs.V14 1.0690582842935383e-08 -2.0025767149961957e-08 1.0553784290650133e-09 -1.1959567365350807e-11 1.8167131612207585e-06 -1.3371488160453162e-07 2.7675905350742746e-09 -1.7792957021163948e-11 2.2972982034802867e-08 -2.693412964611344e-08 1.480305042848536e-08 -9.586058999361029e-09 -6.92079815883895e-10 -3.18647975468006e-08 -7.602632088237752e-09 1.2452070125764794e-08 -7.150789772390886e-09 -1.1699644501126853e-09 2.1770361738819388e-08 1.9272219474203194e-06 -2.2822563090104597e-08 -1.0603494482516816e-08 6.398778179198048e-09 -1.6146981080686307e-08 -1.8822035546068684e-08 2.578533921531634e-09 -7.193143342831677e-09 -2.1569225555891195e-08 1.1098341919147069e-07 -1.6132154453452244e-08 5.245018326756868e-07 1.3185624324497235e-07
pcs.V15 -9.579251870170323e-08 -2.529206702488118e-07 5.478002155035652e-09 -3.8472692501800285e-11 2.1957997822414214e-06 -2.2562129334785852e-07 6.2601965532442976e-09 -4.973205143796556e-11 -1.7691874117327768e-08 -1.76133012357579e-08 1.654604867262515e-08 1.4213471423466955e-08 1.9226625796235414e-09 -1.0536074596983861e-10 4.720902599203456e-09 -4.1895454809923797e-08 -1.2190163021225513e-08 -2.962865361134633e-09 -3.3092903488845e-08 -2.2822563090104548e-08 1.9582523604051447e-06 2.0691795294584604e-09 9.986986073301407e-09 2.570342260684262e-08 8.963110457013665e-09 -1.291644358219734e-08 -4.1307395800283396e-08 -1.2378483585987994e-08 -1.2710826339928896e-08 1.0912241272039686e-07 -6.730257523389222e-07 3.543200361555756e-07
pcs.V16 5.12432627950776e-08 -3.1119162909210245e-07 5.670787714757379e-09 -3.067181856339623e-11 5.939201762991758e-07 -1.2799164976671289e-07 4.755791570830926e-09 -4.409352106072914e-11 -1.879270353242318e-08 2.1367825437561878e-08 3.1944645433673704e-08 2.0287803249880003e-09 -3.2379420610697097e-09 1.2484016408224102e-08 -8.716333567989227e-10 5.388175808408185e-09 -6.038339297598274e-09 1.6607012368673322e-08 1.853081202417056e-08 -1.060349448251685e-08 2.0691795294584116e-09 1.923667393043362e-06 -7.584579839630724e-11 -4.5411261082138386e-09 -3.484175707395108e-08 1.706006075507998e-09 -2.0717844876405877e-08 -2.7547241036047e-08 -2.9321367917632814e-07 -1.7031013336338026e-07 5.341307402336037e-07 5.400646087039606e-07
pcs.V17 2.6201701070591646e-08 -1.6408569386116744e-07 2.7652747742545545e-09 -1.54714010175287e-11 -1.0589693995679773e-07 4.944551410692241e-08 -2.186733328055515e-09 2.292943507767657e-11 -3.22244274400645e-08 7.751807481108479e-09 -1.6197722390992137e-08 7.516258135964808e-10 -2.9669985884829452e-08 -2.318208737996511e-09 1.4719532802627646e-10 -6.930837995611465e-09 -7.21219908945907e-11 -2.5174792828480296e-09 -5.962782334534238e-08 6.398778179198135e-09 9.986986073301656e-09 -7.584579839610661e-11 1.9678790190375664e-06 5.120745172623267e-08 -1.1738862105358727e-08 -9.223875583052322e-09 -1.5993367876247333e-08 -3.117514404892497e-08 -3.802864119240603e-08 2.371151953524677e-08 -4.387446063056763e-07 1.8702988262613993e-07
pcs.V18 -6.044673356525423e-08 2.1860628207871505e-07 -4.7083212370985125e-09 3.028671338491199e-11 1.74230543097532e-06 -8.672878968142777e-08 3.188603489506035e-10 1.1733661105340565e-11 -4.163016584163024e-09 1.0568793544987585e-08 -1.4274233331345175e-08 4.199863880050344e-09 1.4181058142390553e-08 2.664702379543842e-08 -3.5013085222213616e-08 1.971442529367278e-09 1.3210673463145719e-08 -1.8496841051205143e-08 -2.9188627491214637e-08 -1.6146981080686303e-08 2.57034226068426e-08 -4.541126108213735e-09 5.120745172623272e-08 1.908386360977183e-06 -8.810689371706354e-09 -2.738701926521714e-08 6.98655496904017e-09 -2.472434358130234e-09 3.440047936131704e-07 4.5117278620078294e-07 -6.526604072096711e-07 -4.557682345199035e-07
pcs.V19 5.8088717547985986e-09 3.676401806031901e-07 -9.13146048543189e-09 6.909394659137121e-11 -2.2512197826240084e-06 3.8897816930163265e-08 1.17406137662363e-09 -1.8493885876052714e-11 -1.2186247698360542e-08 2.0357232423677254e-08 9.007207533236419e-09 -7.26667584001753e-09 2.330558854965107e-08 1.9749733601262618e-08 -4.734955982136375e-08 3.860734230821716e-09 -5.961136361944676e-09 -1.7044663646643292e-08 -2.158228168139236e-08 -1.882203554606872e-08 8.963110457013704e-09 -3.484175707395114e-08 -1.1738862105358793e-08 -8.810689371706342e-09 1.9009149104835639e-06 1.5379750822096614e-08 -4.568040635389353e-09 2.7062532442661536e-09 -3.5049786145631856e-07 -3.0202858008236813e-07 -1.2536509796749244e-08 1.1513223620674696e-07
pcs.V20 -1.4825028272757352e-07 -1.840298912657805e-07 3.4037099100754863e-09 -1.955493613736171e-11 -4.642101292981657e-06 2.773805384313831e-07 -5.863187366132416e-09 4.129682165738201e-11 -1.8246608305999694e-08 1.6536427577264028e-08 2.6788968463987614e-08 1.1882636857756991e-08 -5.170162376061315e-08 2.844125658209023e-08 -9.40385258023101e-09 3.3927409426185704e-08 1.6314613222551753e-09 1.3186575274246972e-08 7.250625115720913e-09 2.578533921531462e-09 -1.2916443582197717e-08 1.7060060755075654e-09 -9.223875583052014e-09 -2.738701926521715e-08 1.5379750822096558e-08 1.9030515434782608e-06 8.45160623431897e-10 2.8994786205198626e-08 1.9744426518602412e-07 9.490597868717744e-08 -3.2824620087234316e-07 -2.0469976273302476e-07
pcs.V21 2.2912654919287174e-08 3.024518264917368e-07 -7.619053106851223e-09 5.759115468037301e-11 4.170774764013311e-06 -3.7950952685328433e-07 9.459375684905892e-09 -7.065338527479482e-11 1.331608316114998e-08 1.0158254570534148e-09 -8.570930689017039e-09 -3.559080138416973e-08 -4.935503917043989e-09 3.609278998519794e-09 -3.5551838564958143e-09 -4.787502699940226e-09 -1.8663722665674268e-08 -3.882109848333677e-08 2.547476011992315e-08 -7.193143342831687e-09 -4.130739580028353e-08 -2.071784487640566e-08 -1.5993367876247743e-08 6.986554969040016e-09 -4.56804063538926e-09 8.451606234330862e-10 1.8987196316329688e-06 7.272411872116263e-10 5.3718319683910956e-08 2.7173960643356308e-08 -1.8314961390870475e-07 -5.239037292198849e-07
pcs.V22 5.6521429796222605e-08 4.557944939309334e-07 -1.1266673616227817e-08 8.23589578556575e-11 -3.2241024974954675e-07 -2.8352330729912584e-08 6.879287016398962e-10 -3.8698645955026615e-12 2.372687851497635e-08 5.216018720605043e-09 3.637513401911451e-09 -1.8026023116466385e-08 -6.894130290616506e-09 1.3724198157303044e-10 1.9763688692574276e-08 -7.002901353856967e-09 2.089069349030464e-08 3.440872973371908e-08 2.9538160709416356e-08 -2.1569225555891205e-08 -1.237848358598788e-08 -2.754724103604686e-08 -3.117514404892501e-08 -2.4724343581302557e-09 2.7062532442661764e-09 2.8994786205198602e-08 7.27241187211695e-10 1.9314678755750207e-06 1.1211575773996886e-07 8.505832796712408e-08 1.9872453043245526e-07 -7.025984774539033e-07
proband -2.4471629369518385e-05 1.0277046530029652e-06 -2.016135762486002e-08 7.555500875951452e-11 7.9127442384415e-05 -5.522997047745578e-06 1.2225103348930072e-07 -9.055996912070732e-10 5.830620592745754e-07 1.3372906131588164e-07 2.1003966629563538e-07 -1.2536929272733294e-07 -2.7769146117205453e-08 -5.301438911457984e-08 1.0282757209847901e-07 1.913347161112348e-07 -4.252852785975484e-08 1.2827395154469402e-07 9.153376154440062e-08 1.1098341919147202e-07 -1.2710826339932046e-08 -2.9321367917633153e-07 -3.8028641192407826e-08 3.4400479361317534e-07 -3.5049786145632533e-07 1.9744426518602846e-07 5.371831968389919e-08 1.121157577399693e-07 0.0002540980672085862 0.00013531612906104003 -0.00022055606181311233 -0.00021470678517189799
sibling -2.9141541043543474e-05 1.812620980419393e-07 1.1799234380010814e-08 -2.319804341401857e-10 0.00013353665530119906 -7.268505857394753e-06 1.1437778466873761e-07 -5.355438072318881e-10 5.937468558996519e-07 3.270533271837285e-07 6.939637387378611e-08 -3.2051829622511057e-07 -2.1091665710393153e-08 -1.5068856688769132e-07 -8.108382933447376e-08 1.7412991259471137e-07 -1.9184872665264608e-07 2.8295418448397563e-07 7.268806141835176e-08 -1.6132154453451006e-08 1.0912241272039415e-07 -1.7031013336338304e-07 2.3711519535246727e-08 4.511727862007888e-07 -3.0202858008237623e-07 9.49059786871802e-08 2.7173960643300314e-08 8.505832796712633e-08 0.0001353161290610398 0.0003387295899432346 -0.0002705666316336427 -0.00026367515414073316
paternal 4.1099912686312974e-05 3.7239757613736753e-06 -1.1130038745722854e-07 9.4903225934991e-10 -6.602612170571851e-05 2.490402334783157e-06 -1.8082292256559785e-08 -4.30033617726508e-11 7.107076867493157e-07 -1.2719063263066174e-06 5.804208800335416e-07 9.330252086993092e-07 2.817688843912798e-07 3.5352513091327614e-07 2.774481539844848e-07 3.8833799183698816e-07 3.340209138007816e-07 -2.1461320875296695e-07 8.754654067740684e-08 5.245018326756771e-07 -6.730257523389333e-07 5.341307402336005e-07 -4.3874460630567445e-07 -6.526604072096824e-07 -1.2536509796739538e-08 -3.282462008723202e-07 -1.8314961390870488e-07 1.9872453043244978e-07 -0.00022055606181311274 -0.00027056663163364336 0.0005311407512712855 0.0001505297880899949
maternal 3.4192778090821504e-05 5.441348201970781e-06 -1.0614251224177374e-07 7.252714295403783e-10 -4.4024455622042154e-05 1.0094269841710834e-06 2.3586931563080917e-08 -4.6067545051597154e-10 5.734330796955045e-07 -1.0264091250032136e-06 -4.780014376957881e-07 4.78464844952382e-07 -3.428738686085729e-07 -1.1181281643825902e-07 -2.6145306458951434e-07 2.1680084752612026e-07 1.1153103265730025e-07 -4.011483241691898e-07 -6.510695764144009e-07 1.318562432449813e-07 3.5432003615560137e-07 5.400646087039832e-07 1.8702988262612715e-07 -4.5576823451990825e-07 1.151322362067587e-07 -2.046997627330413e-07 -5.239037292198029e-07 -7.025984774539043e-07 -0.0002147067851718972 -0.00026367515414073273 0.0001505297880899944 0.0005190001061521215
