 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.024626316717943915 0.00862932964265936 -0.0002771208911375114 2.8245113128373062e-06 0.029783423908437946 -0.003006166648654078 9.563432644404133e-05 -9.678695768326798e-07 -2.5187747864133395e-06 5.657484151999887e-06 4.942349258451459e-06 -8.290067443327446e-06 1.5644059791115413e-06 -1.6769905703602728e-05 3.3956547704801266e-06 3.074411352274667e-06 -5.002588466607191e-06 -3.2162956724136523e-06 -1.1631347945470045e-05 -3.357860721947522e-06 -1.2219650787867553e-05 2.388489125756269e-06 2.519160113631078e-07 2.710439050752417e-06 1.365647625946906e-07 -2.0856040496385444e-06 7.573452613805466e-06 -8.051381360181284e-06 -7.462941067777647e-05 0.0003701351518167267 0.00023885907671780348 -0.0004204506026700718 -0.0002570938216637701 -0.00011116917173518927 -0.0001845149071732845
age 0.008629329642672419 0.007299013709127756 -0.0002167758707243162 2.03225398559271e-06 0.06826651214261002 -0.006455428771953146 0.00019093354442145606 -1.7831877197633952e-06 1.4054501470509004e-06 -1.576010383419715e-06 -5.840136708577634e-06 -2.0619695338375256e-07 4.666935497420888e-07 -1.4606689703764627e-06 2.581897607102739e-06 1.7290611243218788e-06 -2.3668125773058358e-08 -4.297288575492157e-06 -2.7779186631764405e-06 3.034195389132637e-06 -4.884481112250393e-06 -7.155124397080394e-07 5.295454684726934e-07 2.326168497494018e-06 -1.5244402462302935e-06 -4.251263817055682e-06 -6.822789569217613e-07 -8.438651686006339e-08 -2.309469890133861e-05 -3.6028093480019394e-05 1.2118473469637238e-05 0.00024213121653286093 -0.00015596322485550635 8.087099823276874e-07 -1.4313562741444057e-05
age2 -0.0002771208911379154 -0.00021677587072429594 6.51575593745264e-06 -6.178645926987758e-08 -0.002004432463911947 0.00019171611487716665 -5.735400569228654e-06 5.415434796567856e-08 -5.4741791563844916e-08 7.277356365258779e-08 1.5870990568094723e-07 1.887480175469219e-08 -1.4417991561201816e-08 5.0130148714143093e-08 -5.726635478743478e-08 -4.3773525555001586e-08 5.750389172693679e-09 1.1616933610646995e-07 1.0935705033563006e-07 -9.432957314106774e-08 1.5128009743680006e-07 9.74384912219574e-10 -1.123667575624962e-08 -5.202178657718137e-08 4.0264431337012735e-08 1.2298124756720828e-07 7.372343331742546e-09 2.5938968618665315e-08 7.947544562545249e-07 5.686784191949778e-07 -5.269035332934991e-07 -5.945949550154976e-06 4.359099708301406e-06 -5.6884606941801306e-08 5.398063931288663e-07
age3 2.824511312838164e-06 2.0322539855890672e-06 -6.17864592697788e-08 5.927840328189196e-10 1.8642789911155107e-05 -1.8013005742872413e-06 5.4478085257628814e-08 -5.201670370325469e-10 6.176656930553278e-10 -8.10861224219538e-10 -1.361906017315178e-09 -3.138685141223371e-10 1.043569944460783e-10 -5.778747595328622e-10 3.81060169578984e-10 4.040760661358506e-10 -9.004851676303485e-11 -9.652611807840327e-10 -1.2650071017508478e-09 9.047849534781896e-10 -1.5025782588492386e-09 1.2917538125478613e-10 4.909513334139435e-11 3.4317995207024105e-10 -3.285834136376329e-10 -1.137768506305292e-09 9.564575442590845e-11 -4.352548201403762e-10 -8.657720401486272e-09 -3.294817313216001e-10 8.58337097251167e-09 4.705878194562558e-08 -4.22541248464757e-08 4.935194764584432e-10 -8.56679579535842e-09
sex 0.029783423909 0.06826651214303456 -0.002004432463923959 1.8642789911261406e-05 1.5334120429292082 -0.14266543731611073 0.004153134233067213 -3.8166271510911166e-05 5.658542221981501e-05 -4.734691742680475e-05 -6.427066495700038e-05 2.9308345707503136e-05 -5.697010802517891e-05 0.00010340709632474795 -9.526040657308163e-06 3.3514126317265477e-05 1.109151148934588e-05 5.663658974478805e-06 1.601737854434193e-05 9.981645126884654e-05 -2.9385092854788844e-05 -1.62130709407806e-05 -3.715527760756211e-05 -4.838149076208923e-05 -2.707146064927292e-05 -3.413825120002593e-05 1.6467638910151883e-05 5.537949732179187e-05 -0.0004959875961984241 -0.0015090414894435957 -0.0001148513287705886 0.007530115282353943 -0.004272874394177873 0.0011716361782116726 -0.00032533188119977845
agesex -0.0030061666486868406 -0.006455428771969024 0.00019171611487762657 -1.8013005742914284e-06 -0.14266543731613834 0.013447427196767954 -0.00039602693046084455 3.6768517042976716e-06 -5.500354603185427e-06 4.9724958132727575e-06 6.7786689674104025e-06 -2.7872869699230487e-06 5.025855328001901e-06 -1.0173674178951507e-05 1.3492004688619102e-06 -3.1844223205750397e-06 -1.7131000214859573e-06 -7.205398097739536e-07 -6.885291327318738e-07 -9.639087697498686e-06 2.4532554283561125e-06 1.1315263672379605e-06 2.9469402344702385e-06 5.303804057131529e-06 2.0403661443045575e-06 3.531804451922598e-06 -1.2944890195511482e-06 -4.80353547493891e-06 4.130378723754347e-05 0.00013628886796076945 2.1861766126316182e-05 -0.0006800526806322041 0.0003964526096521112 -0.0001298423502158767 3.639110976179094e-05
age2sex 9.56343264451826e-05 0.00019093354442213797 -5.735400569247878e-06 5.447808525780019e-08 0.004153134233068819 -0.00039602693046091926 1.1798589860818836e-05 -1.1075428724962275e-07 1.662597806310106e-07 -1.6378067486392436e-07 -2.218169098151179e-07 8.44220228278802e-08 -1.4358680100717886e-07 3.117341365108263e-07 -5.228071216139328e-08 9.445797635506252e-08 6.921391125358737e-08 2.9120517925291226e-08 -9.109520844578629e-09 2.90424809198882e-07 -6.810864190271346e-08 -2.0154161269813016e-08 -7.697795791571368e-08 -1.747531701902428e-07 -4.905480482105395e-08 -1.1786158982819152e-07 3.0940985357650627e-08 1.276221453472702e-07 -1.1517031640595743e-06 -3.950633441334962e-06 -7.054825700448148e-07 1.951363640126995e-05 -1.1795073617541714e-05 4.1361113198340456e-06 -1.3673734022329e-06
age3sex -9.678695768467151e-07 -1.783187719772781e-06 5.4154347965942593e-08 -5.20167037034897e-10 -3.8166271510932884e-05 3.6768517042990048e-06 -1.1075428724964154e-07 1.0514150397593493e-09 -1.6148375618980119e-09 1.6815108011935035e-09 2.26744527670502e-09 -7.964169342114918e-10 1.3230343273132295e-09 -2.9895458164983024e-09 6.145554430229668e-10 -8.976754334319836e-10 -7.890940759111079e-10 -3.5285049901228465e-10 3.486147070751925e-10 -2.75869982322251e-09 6.316737861391027e-10 9.245315367222866e-11 6.123227155193907e-10 1.7618868478242489e-09 3.5951750499556007e-10 1.2341365611196601e-09 -2.8707041460607236e-10 -1.0718317696072013e-09 1.0644339257017657e-08 3.743644978085952e-08 6.116217673005043e-09 -1.7980218167936733e-07 1.1197091346539703e-07 -4.033235064457947e-08 1.5895034153016653e-08
pcs.V3 -2.518774786388128e-06 1.4054501470719085e-06 -5.4741791564454045e-08 6.176656930609174e-10 5.6585422219998264e-05 -5.5003546032019696e-06 1.66259780631477e-07 -1.61483756190217e-09 4.8813817928863e-06 -2.164385835121426e-09 -5.3852680984522326e-08 -4.963219756418661e-08 1.1096533706614315e-07 7.437023293019199e-08 -3.838123617806872e-08 1.3523197153393548e-07 -1.3689465907390727e-07 1.444966280955101e-07 -1.574569818557267e-07 3.0686965284131095e-08 2.7321061072080717e-08 -1.7513574638680432e-08 -2.0667578853678547e-07 2.1413906306170983e-08 5.309874528120465e-08 -2.7253105648755312e-08 8.989552104935048e-08 7.973879264607031e-08 2.039418556449824e-06 5.607542012046077e-06 -1.1014874869721284e-06 -3.23329541527e-06 6.743338305574861e-07 4.151048504459522e-06 1.8045433689175976e-06
pcs.V4 5.657484151983892e-06 -1.5760103834267785e-06 7.277356365279715e-08 -8.10861224221502e-10 -4.734691742681962e-05 4.972495813273333e-06 -1.6378067486391777e-07 1.6815108011932465e-09 -2.164385835114606e-09 4.492237947975568e-06 -4.3030054846404336e-08 4.829393945794967e-08 1.3074844148294596e-07 9.16366585773383e-09 -1.1470494980701834e-07 -3.050772245475049e-08 1.0290508444485605e-07 -7.083404466085604e-08 6.487031896293572e-08 -1.7135786424366835e-07 -1.9980177240711e-07 1.0226319219470142e-07 1.5317748832403554e-07 8.755639600699424e-08 1.28278832894354e-07 5.027203552846363e-08 -4.572022300401677e-08 4.896162012893238e-08 -7.623045478171694e-07 9.258350252471999e-07 5.105421821938743e-06 -4.901627636686421e-06 -2.101991615190409e-06 -7.4412392452774905e-06 -2.9551957217415995e-06
