 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.025698697224559284 0.009139196019170237 -0.00029343628749224697 2.9917051859779806e-06 0.03181332672790438 -0.0032311944439526678 0.00010369090737796159 -1.0602087918593546e-06 4.898512123777345e-08 5.782223589724549e-06 3.9092820669110635e-06 -7.114602005371816e-06 2.12251652609317e-06 -1.6285251246749545e-05 3.3918970668114773e-06 2.0644036562339677e-06 -4.386314469663287e-06 -4.377797801312325e-06 -1.4301246259114672e-05 -4.705776631278331e-06 -1.2304891440358221e-05 3.44511620369306e-06 -7.049805529019804e-07 2.13833191797871e-06 3.5091696057239427e-07 -4.220272515614854e-06 9.870563147770165e-06 -8.187417314547556e-06 -6.926198230733785e-05 0.00024384263726329533 0.00021128870495916378 -0.00017429534177586348 -0.00028606011673465334 -9.022734871925921e-05 -0.00016395035094123668
age 0.009139196019103894 0.007768959890866086 -0.0002313510626181065 2.1761241422424246e-06 0.07612787457496974 -0.007226280356691071 0.00021466606865471694 -2.014539394287399e-06 2.3318472768846817e-06 -1.2691632101594635e-06 -5.2042226531642736e-06 4.1360295550471826e-07 2.368138621075624e-07 -8.752845895696765e-07 1.9768274780118337e-06 7.004022800202364e-07 -7.09930975425286e-08 -4.367299122686355e-06 -2.4550840690448505e-06 3.237365369892734e-06 -4.897624941987729e-06 -4.883490685757702e-07 2.9364248611785064e-08 1.7958947520344101e-06 -1.5640392767580927e-06 -4.862306442915626e-06 -8.230265552717385e-07 5.137942381638003e-07 -9.364668223597202e-06 -5.615005311940404e-05 4.89568269416505e-07 0.0002883924855157577 -0.0001857333547803008 1.468321762947924e-05 -1.4808875305171615e-05
age2 -0.00029343628749003015 -0.00023135106261784323 6.970026814880213e-06 -6.629445744290644e-08 -0.002240986964330612 0.00021513960563159903 -6.46367663991149e-06 6.132037498997828e-08 -8.231901618097338e-08 6.085157457610133e-08 1.407926876271956e-07 -2.523344379613353e-09 -5.561567570346849e-09 2.9932581365205286e-08 -4.024212433741353e-08 -1.0941465337733329e-08 4.896875909990737e-09 1.1714379519296605e-07 1.0352817662240837e-07 -9.869533018179887e-08 1.480359846788628e-07 -6.20838823892095e-09 7.589606926913838e-09 -3.357824133571656e-08 4.080308941579343e-08 1.436331091681616e-07 9.97752826556697e-09 7.313931929885747e-09 4.17137627881491e-07 1.2745708738619263e-06 -1.9495458477663857e-07 -7.394720090232291e-06 5.220618704614745e-06 -4.827593247055152e-07 5.530795291150351e-07
age3 2.9917051859595864e-06 2.17612414224243e-06 -6.629445744297188e-08 6.377688106212965e-10 2.0885265738356075e-05 -2.025330913640809e-06 6.151108080004095e-08 -5.900542296716924e-10 8.834515492051045e-10 -6.839641289486636e-10 -1.2066438548803514e-09 -8.876235682775956e-11 1.6419468713505843e-12 -3.642143943573571e-10 2.213108754785599e-10 7.353047836743864e-11 -6.236066562688337e-11 -9.62545084239017e-10 -1.2512371680260316e-09 9.197272775621664e-10 -1.4407515411265758e-09 1.9998193098169077e-10 -1.543406442042152e-10 1.5408215431902796e-10 -3.1623411393037883e-10 -1.3501625529820773e-09 9.447500487181584e-11 -2.525658066060177e-10 -5.400561655408082e-09 -8.324480846126534e-09 5.400368189376865e-09 6.153695015570502e-08 -4.963933757214085e-08 4.516920944729096e-09 -8.212397426774483e-09
sex 0.03181332672614887 0.07612787457404457 -0.0022409869643024933 2.0885265738085966e-05 1.698880291604236 -0.15866078510614823 0.004636782029008815 -4.278293758669235e-05 6.188896083048969e-05 -4.368315751986995e-05 -5.581397948311518e-05 3.222875881489732e-05 -6.953562717573334e-05 0.00011704696628565384 -1.8785996033797514e-05 1.7042237477549487e-05 1.2692757810883554e-05 1.6829555776172305e-05 4.073768968642612e-05 0.0001042489314032962 -2.7815250024142046e-05 -1.9607221754830184e-05 -4.210730575988536e-05 -5.666622001636786e-05 -2.4994127751226723e-05 -3.870534354765981e-05 -2.5174479731078723e-06 6.191533738760324e-05 -0.00030958247034171217 -0.001633214621614465 -0.0003714541980854992 0.006673275241848845 -0.003669885906126697 0.00121186838307953 0.00014076905439274902
agesex -0.0032311944438056855 -0.007226280356624155 0.00021513960562952633 -2.0253309136204844e-06 -0.15866078510618264 0.015009477547747752 -0.00044369508781449165 4.135620425637612e-06 -6.0067288702247224e-06 4.604081770582581e-06 5.829007508637468e-06 -3.147851454075835e-06 6.347255852968806e-06 -1.159774915771726e-05 2.3969504165578345e-06 -1.397451664533548e-06 -1.911601051520975e-06 -1.82355452413654e-06 -3.044386699889637e-06 -1.0134423677990848e-05 2.142681790610072e-06 1.3454500590974038e-06 3.6241928102222017e-06 6.217548232168287e-06 1.7117397630201378e-06 3.9425634080751695e-06 5.249589939155059e-07 -5.5306209373982004e-06 2.486172108601536e-05 0.00014314362895751507 4.298442372639278e-05 -0.0005846623086057455 0.0003368011674752938 -0.00013332384870838666 -4.618139873249867e-06
age2sex 0.00010369090737299901 0.00021466606865213158 -6.463676639832837e-06 6.151108079928578e-08 0.004636782029010956 -0.00044369508781459866 1.3266966707544424e-05 -1.2501453814626888e-07 1.8158463297881702e-07 -1.5194400314310104e-07 -1.89057519441505e-07 9.81646299965942e-08 -1.8714166098369846e-07 3.5681709573127863e-07 -8.792737424444181e-08 3.590824065127729e-08 7.71281680541414e-08 6.42113214193796e-08 5.9169675575124425e-08 3.065371992797911e-07 -5.323399216058674e-08 -2.4420606837095382e-08 -1.0310247673098735e-07 -2.0525799470271704e-07 -3.540980330939088e-08 -1.2916722899064973e-07 -2.339511903042085e-08 1.533225196085466e-07 -7.093181913357121e-07 -4.037940384884957e-06 -1.235440582536149e-06 1.6326804101095915e-05 -9.972049466576521e-06 4.225603576620197e-06 -2.2727019804383875e-07
age3sex -1.0602087918251486e-06 -2.0145393942763224e-06 6.132037498961381e-08 -5.900542296679138e-10 -4.278293758672387e-05 4.135620425639702e-06 -1.2501453814630115e-07 1.1912077627715268e-09 -1.7654657025616822e-09 1.5708451705464446e-09 1.924842032803779e-09 -9.507950492704806e-10 1.773114437227364e-09 -3.4324045811770106e-09 9.939431055644948e-10 -3.0694437539426166e-10 -8.822799776513643e-10 -7.147828576370168e-10 -2.656971501337428e-10 -2.908672187975231e-09 4.343330641227299e-10 1.3540851349433708e-10 8.981100995843298e-10 2.0608836383199702e-09 1.911428309885307e-10 1.3238388655521868e-09 2.1719373052919296e-10 -1.3522585485492772e-09 6.906843343771311e-09 3.7488531776414585e-08 1.0184621701433355e-08 -1.4719386396930614e-07 9.461119373532064e-08 -4.0947145305078595e-08 5.804585078491787e-09
pcs.V3 4.898512118043862e-08 2.3318472768593274e-06 -8.231901618018773e-08 8.834515491973771e-10 6.18889608304936e-05 -6.006728870223835e-06 1.8158463297874939e-07 -1.765465702560631e-09 4.171750422556093e-06 7.405577376421639e-08 -4.040453340783894e-08 -2.2492869747884706e-08 1.2045900343634973e-07 9.231725475465808e-08 -7.938737997087638e-09 1.2724729405486877e-07 -1.1261923940732514e-07 1.3388998951161108e-07 -1.3243802321809874e-07 3.3642205790161375e-08 3.2558795601509944e-08 -1.840562384556762e-08 -1.8733341521204943e-07 4.207871684399645e-08 4.389905355362839e-08 -3.29803438435376e-08 8.630476884690858e-08 7.03165161896285e-08 2.0992647953802143e-06 4.492784342346926e-06 -9.314109529961687e-07 -2.398994578697226e-06 -1.115112861781846e-08 3.2538097409931904e-06 1.4428770644161242e-06
pcs.V4 5.782223589761919e-06 -1.2691632101420252e-06 6.085157457555644e-08 -6.839641289432691e-10 -4.36831575198254e-05 4.604081770577488e-06 -1.5194400314292105e-07 1.5708451705444662e-09 7.405577376421804e-08 3.887709799657779e-06 -8.750909988515723e-09 2.389677477044641e-08 1.1355983395206396e-07 -1.3363185723425727e-08 -1.0622446577296795e-07 -9.061153791416441e-09 9.994092695503211e-08 -6.138653505140031e-08 4.389940594102718e-08 -1.5338698437621822e-07 -1.9502003178471789e-07 9.592774822549826e-08 1.431287757208373e-07 7.754829274130233e-08 1.2471857733897832e-07 6.005159051844958e-08 -2.916663901330852e-08 3.868713176426463e-08 -6.646671824377866e-07 7.459226522146199e-07 3.852542060780132e-06 -4.118679995008799e-06 -1.9400742114307823e-06 -6.049499396962198e-06 -2.2869518528922164e-06
