 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
pcs.V5 -2.762494967158255e-07 -1.5494315268953316e-07 2.4691094058769294e-09 -1.5797236283775476e-11 -2.6396715314625694e-06 1.636643985931201e-07 -3.18124217690607e-09 2.0792685087897852e-11 -4.145143728021891e-08 6.450129297569976e-08 1.7152511756005721e-06 1.5868775388123883e-08 -1.2377244335074035e-08 -3.959480728844446e-08 8.838628908304797e-09 -1.1918749040633305e-08 1.0837101140090813e-08 4.7007973667170114e-08 1.582418752603877e-08 7.722906310030654e-09 1.2514369098464307e-08 3.1466675841214974e-08 -1.8837537723928545e-08 -1.4425826786048332e-08 5.47020667051279e-09 2.4693493116104867e-08 -6.361206491404847e-09 2.2508790022662347e-09 1.8369064425449103e-07 3.8802032562012133e-08 5.936144879288304e-07 -4.4804853189674733e-07
pcs.V6 -2.6485792380458496e-08 1.877299500366491e-07 -4.6463644619842864e-09 3.400074813504401e-11 1.6755560532498663e-06 -6.526781464998448e-08 8.883907133111635e-10 -6.056166706448493e-12 9.543643168769569e-09 -1.967294942442034e-08 1.5868775388124065e-08 1.6484131138793564e-06 5.594157030992738e-09 -6.111921395094329e-09 2.075704897751719e-08 -4.3142540327006306e-09 4.868225971943066e-08 -6.1816102079974164e-09 -2.1706230076950197e-08 -1.2826680716988694e-08 1.5189490931865155e-08 7.970264584681777e-10 -4.612003142066917e-09 4.537082537874641e-10 -8.272943788963215e-09 1.1427581768503065e-08 -3.7420740874900634e-08 -1.3828250302951523e-08 -9.348163525826404e-08 -3.1896649324729957e-07 8.576205484136477e-07 4.425205597649614e-07
pcs.V7 3.607141658429439e-08 3.052793627882647e-07 -7.498317452507376e-09 5.358767855635299e-11 2.659563873688838e-06 -2.176732256356551e-07 5.023044491903098e-09 -3.311574022503968e-11 3.301791048140611e-08 3.339391974531777e-08 -1.2377244335073658e-08 5.59415703099288e-09 1.8526068007194973e-06 1.1555905635965442e-08 -5.812825201143157e-09 -3.059031183011418e-08 5.399832116260279e-09 -2.5326780163563193e-09 2.7503769928284108e-08 -2.37681610365694e-09 -7.548475264961806e-09 -5.6265855661837506e-09 -3.115324395155788e-08 9.852710512170615e-09 2.199558875824403e-08 -4.874545592780336e-08 -4.1079577684956055e-09 -9.915252625089401e-09 -3.5489386854689515e-08 -6.308989111438954e-08 3.277506596113135e-07 -3.57466203646609e-07
pcs.V8 1.1775009312386094e-07 9.23672499374036e-08 -3.4952365305407152e-09 3.3251338076898237e-11 -5.79819241048803e-06 3.4986870252377955e-07 -6.5498728641891766e-09 4.0028967447332446e-11 2.884988032467471e-08 -5.567343486889658e-08 -3.95948072884451e-08 -6.111921395094407e-09 1.1555905635965476e-08 1.8378785382707192e-06 1.8517983886447556e-08 -1.280205749166662e-08 -5.366406054079063e-10 5.943428147983888e-08 1.5938390980835293e-08 -3.328372905668081e-08 3.67500497408575e-09 3.0863306508562546e-09 -6.742785825894835e-09 3.278903501579356e-08 2.041747066780723e-08 2.667806104343409e-08 2.992021008370426e-09 -6.007351694480388e-10 -9.703758538896166e-08 -2.1237342561031736e-07 3.4449508768355e-07 -3.42486427966254e-08
pcs.V9 -1.7084926830468918e-07 1.4055408331297732e-08 7.592214581130805e-10 -9.774430938382093e-12 5.530620576957883e-06 -2.823466910610277e-07 4.876006386388058e-09 -2.8992850251355174e-11 -3.147051781267503e-08 -9.815660146468614e-09 8.83862890830538e-09 2.075704897751721e-08 -5.8128252011432755e-09 1.8517983886447685e-08 1.8263990309102469e-06 -1.4488820751935525e-08 1.1666994439605045e-08 2.5941799048137826e-08 1.8769526466629438e-08 -1.2296179735287658e-08 4.687480365345294e-09 -3.9496984682382527e-10 3.105675434899107e-10 -3.0483728909534175e-08 -4.707134206775378e-08 -1.0393319394998353e-08 -4.413457291703409e-09 1.817986696242081e-08 1.065573650633432e-07 -1.101946853756353e-07 3.074435626245966e-07 -2.6373147947513584e-07
pcs.V10 1.8509554269123218e-07 1.2788813714329554e-07 -1.4121340017039987e-09 3.1508099440321984e-12 1.4065611457961362e-06 -5.733815188004634e-08 2.6613667799148276e-10 1.6811305621737514e-12 2.343582247052815e-08 3.440254498431022e-08 -1.1918749040633378e-08 -4.314254032700549e-09 -3.059031183011392e-08 -1.2802057491666946e-08 -1.4488820751935224e-08 1.8359510784005132e-06 1.0377344960095133e-08 1.4539872842058945e-08 2.4672872612281294e-08 8.447360755388929e-09 -3.411485490785905e-08 3.952765854230072e-09 -3.945385877721113e-09 -8.883811866717229e-10 -9.374399563302325e-10 3.0643266359910894e-08 -3.666922579940456e-09 -1.1873282815915971e-08 1.8819397297092504e-07 1.1465732798239252e-07 3.8511732196221484e-07 2.579059322236246e-07
pcs.V11 5.5818478707293386e-08 2.5557165431750175e-07 -5.94350666797392e-09 4.4288851306628375e-11 -5.46690559518688e-06 3.539889369317696e-07 -6.81389822539393e-09 3.966719325018818e-11 2.058117783606632e-08 -7.723764334930637e-09 1.0837101140090219e-08 4.868225971943061e-08 5.399832116260289e-09 -5.366406054077216e-10 1.1666994439604851e-08 1.0377344960095456e-08 1.77723890613986e-06 -2.626926865254172e-08 1.2045313384722519e-08 -1.1438167833333622e-08 -8.098093919958979e-09 -1.233621867311326e-08 -1.933562939261127e-09 1.3565880447545811e-08 -5.925906673426611e-09 2.095880110106787e-09 -2.153206966437061e-08 1.460274789416956e-08 -4.246416308303919e-08 -9.21728900289168e-08 2.3254148509455614e-07 5.768019946737841e-08
pcs.V12 -2.0034630315711024e-07 -5.999396223065506e-07 1.3138753377615967e-08 -9.025474936201525e-11 2.6103733206419374e-07 -2.0461982429824337e-08 4.808884673890992e-10 -3.6204092078917036e-12 -1.2620272304615142e-08 -6.370998085700649e-09 4.700797366717029e-08 -6.1816102079975504e-09 -2.5326780163565104e-09 5.9434281479839e-08 2.5941799048137637e-08 1.4539872842058963e-08 -2.626926865254139e-08 1.8051138429731637e-06 -7.197813188281086e-09 -2.1326062783273532e-09 -1.6804469639597198e-09 1.7791906348807285e-08 -4.989113720475975e-09 -1.1919893203046901e-08 -1.5246954903155626e-08 1.7173898193853234e-08 -3.705236850616368e-08 3.523666525834789e-08 1.6357406058635727e-07 2.6242183833142037e-07 -2.7123201142157896e-07 -3.1583946493277165e-07
pcs.V13 -7.930358366478175e-08 1.720112968502844e-07 -3.455314945286487e-09 1.7576343254551196e-11 -1.4629470892194303e-06 7.743659695198992e-08 -1.8847406456931212e-09 1.477308347111273e-11 -2.3285626288698765e-09 8.405222439980769e-09 1.5824187526038612e-08 -2.1706230076950177e-08 2.750376992828412e-08 1.5938390980835402e-08 1.8769526466629372e-08 2.4672872612281363e-08 1.2045313384722535e-08 -7.197813188281221e-09 1.8563053127984432e-06 2.2275167752063285e-08 -2.9997640348308074e-08 1.6421142249514764e-08 -5.801061429476437e-08 -2.6476821379352194e-08 -2.329464125213386e-08 4.506418696329015e-09 2.6099370147530643e-08 2.4571863559685003e-08 8.300177886862269e-08 8.465873787212392e-08 1.208938807401837e-07 -6.201010876481638e-07
pcs.V14 -1.96175895086214e-08 -7.370486979551453e-09 4.512972417213695e-10 -6.532255174296566e-12 1.1321759136281926e-06 -1.1159567592473065e-07 2.6371935231703298e-09 -1.8175598373818668e-11 1.996292972168072e-08 -2.1613585964124582e-08 7.722906310030876e-09 -1.2826680716988652e-08 -2.376816103656938e-09 -3.328372905668075e-08 -1.2296179735287648e-08 8.447360755388793e-09 -1.1438167833333526e-08 -2.1326062783273346e-09 2.2275167752063312e-08 1.8072668800406834e-06 -2.3215463372460062e-08 -8.722632029093269e-09 5.1614591467612e-09 -1.4188629780615558e-08 -1.9016538125112496e-08 3.2955052974847556e-09 1.3786588915816842e-09 -2.099874018058463e-08 8.970399727795337e-08 -3.35431056556774e-08 5.044530950686773e-07 1.2010301530262762e-07
pcs.V15 -4.655660290598437e-08 -2.6553303330759256e-07 5.652465846332698e-09 -3.841597753074719e-11 7.108443498586474e-07 -1.0866497073025799e-07 3.5872182917144737e-09 -3.159973755955111e-11 -1.7021964318888446e-08 -1.9406133036870373e-08 1.2514369098464552e-08 1.5189490931865155e-08 -7.548475264961816e-09 3.6750049740856645e-09 4.687480365345335e-09 -3.411485490785917e-08 -8.098093919958938e-09 -1.6804469639596185e-09 -2.999764034830802e-08 -2.3215463372460036e-08 1.8452076331246955e-06 4.331471896038924e-09 4.2115449813768785e-09 2.260675371369921e-08 6.89792229311761e-09 -9.951432489417006e-09 -3.627916579105399e-08 -1.1017792916004238e-08 2.9216978473039736e-08 8.45036732911996e-08 -6.048329528575233e-07 3.147486758008309e-07
pcs.V16 8.215608983049544e-08 -3.988654358776278e-07 7.498759796288543e-09 -4.260715442148665e-11 -8.019213769694073e-07 -3.441826188144817e-08 2.7704290173984356e-09 -3.104441905495397e-11 -1.8673384878337258e-08 1.7834061547034566e-08 3.1466675841215113e-08 7.970264584681407e-10 -5.626585566183872e-09 3.0863306508562066e-09 -3.949698468238563e-10 3.952765854230022e-09 -1.2336218673113206e-08 1.77919063488074e-08 1.642114224951476e-08 -8.722632029093262e-09 4.331471896038938e-09 1.8032159148774936e-06 -2.3207791962066362e-09 -1.800211608798587e-09 -3.34700199995554e-08 2.0146192442035575e-09 -1.612252534035998e-08 -2.3794986461964673e-08 -2.819782899386343e-07 -2.752580821418105e-07 5.639756840492164e-07 5.268010722860724e-07
pcs.V17 2.668581537544211e-08 -1.4872312060791752e-07 2.4172145545777424e-09 -1.2545848009245411e-11 5.663871978852128e-07 -7.989854623919589e-09 -7.513297573169207e-10 1.1760088731605149e-11 -3.37378759105205e-08 1.8623136199578594e-09 -1.8837537723928617e-08 -4.612003142066935e-09 -3.1153243951557735e-08 -6.742785825895129e-09 3.105675434901319e-10 -3.945385877721073e-09 -1.9335629392614307e-09 -4.989113720475857e-09 -5.801061429476446e-08 5.161459146761321e-09 4.211544981377097e-09 -2.3207791962065093e-09 1.8432338427916337e-06 4.4384793387642226e-08 -1.7382905788541213e-08 -7.932057763986248e-09 -1.3882695919734104e-08 -2.412925984467449e-08 -1.5252015888341958e-08 -2.990330881116229e-08 -3.9978095142573645e-07 1.792033519784627e-07
pcs.V18 -6.188049500881211e-08 2.0484074341265862e-07 -4.332428519047661e-09 2.747307821148478e-11 1.4311947536054597e-06 -4.165973851081313e-08 -8.82187395780188e-10 2.033869148169053e-11 -4.1962710770741256e-09 1.0890201338677814e-08 -1.4425826786048337e-08 4.537082537874539e-10 9.852710512170678e-09 3.2789035015793476e-08 -3.048372890953405e-08 -8.883811866717157e-10 1.3565880447545646e-08 -1.191989320304683e-08 -2.6476821379352244e-08 -1.41886297806155e-08 2.260675371369929e-08 -1.8002116087985064e-09 4.438479338764231e-08 1.7965810989136154e-06 -1.148126189003805e-08 -2.1019969212451817e-08 4.2787626042517714e-09 -1.141018086244652e-09 3.189908340237771e-07 4.473493692309179e-07 -5.842627267906261e-07 -4.571123881510185e-07
pcs.V19 2.8236713733606843e-08 3.674139090503944e-07 -9.089909974655696e-09 6.863507352584483e-11 -3.563412680181138e-06 1.4729352500055914e-07 -1.3399176588349978e-09 -1.0277401655467303e-12 -1.2179138700329463e-08 1.2701991574302045e-08 5.470206670512549e-09 -8.272943788963173e-09 2.1995588758244014e-08 2.0417470667807387e-08 -4.7071342067753896e-08 -9.37439956330151e-10 -5.9259066734265826e-09 -1.5246954903155748e-08 -2.3294641252133875e-08 -1.9016538125112592e-08 6.897922293117567e-09 -3.347001999955542e-08 -1.7382905788541064e-08 -1.1481261890037956e-08 1.7923257097945116e-06 1.1859226025732841e-08 -5.964645014297691e-09 8.009108108235679e-09 -3.2654350670813317e-07 -3.8124080676204336e-07 6.97878306182099e-08 1.4656351119009949e-07
pcs.V20 -1.944439232750065e-07 -2.1475599863427476e-08 2.0548756128433402e-10 5.955468970984229e-13 -1.3036616767037806e-06 6.167784912966024e-08 -1.3214013527214617e-09 1.0705782126585041e-11 -1.8741784698688752e-08 1.1765106023119288e-08 2.469349311610492e-08 1.1427581768502945e-08 -4.87454559278036e-08 2.667806104343446e-08 -1.0393319394998674e-08 3.064326635991092e-08 2.095880110107119e-09 1.717389819385315e-08 4.506418696329102e-09 3.2955052974846357e-09 -9.951432489417125e-09 2.014619244203501e-09 -7.93205776398621e-09 -2.101996921245184e-08 1.1859226025732963e-08 1.7908949451880844e-06 -4.245121381038244e-09 3.2354743865297567e-08 2.0911412068717836e-07 1.373374218061142e-07 -3.6390097296398813e-07 -2.2991600050517662e-07
pcs.V21 1.4671716302463135e-08 2.8897169674670834e-07 -7.199633091006108e-09 5.396184826498579e-11 5.1921173832807e-06 -4.5208572757350036e-07 1.1012528076258576e-08 -8.116932313757871e-11 1.3266957023224267e-08 4.324465976036258e-09 -6.361206491403626e-09 -3.7420740874900634e-08 -4.107957768496124e-09 2.992021008371141e-09 -4.4134572917034775e-09 -3.666922579941186e-09 -2.1532069664370096e-08 -3.70523685061633e-08 2.609937014753084e-08 1.3786588915815334e-09 -3.627916579105403e-08 -1.6122525340359744e-08 -1.3882695919734557e-08 4.278762604251576e-09 -5.964645014297353e-09 -4.245121381037633e-09 1.7823180065820062e-06 -3.336553015472404e-09 6.4380594972567e-08 6.436003216469034e-08 -2.623000984474579e-07 -4.5329767394187305e-07
pcs.V22 3.584463447090387e-08 4.6903040812609023e-07 -1.1465321173466597e-08 8.298502737563385e-11 9.444351545092414e-08 -5.720871640725449e-08 1.3618667918301954e-09 -8.720638581237537e-12 2.2741114199556854e-08 8.953481248806881e-09 2.2508790022663e-09 -1.382825030295142e-08 -9.915252625089372e-09 -6.007351694479695e-10 1.81798669624208e-08 -1.1873282815916099e-08 1.4602747894169522e-08 3.5236665258347976e-08 2.457186355968496e-08 -2.099874018058468e-08 -1.1017792916004234e-08 -2.3794986461964567e-08 -2.4129259844674464e-08 -1.141018086244668e-09 8.009108108235652e-09 3.2354743865297606e-08 -3.336553015472404e-09 1.8210625607821925e-06 1.0721492510578956e-07 1.0644774503713884e-07 2.151722073376809e-07 -7.196405100515234e-07
proband -2.3267309830239297e-05 1.0778930930784134e-06 -1.834234205429326e-08 4.919564874154439e-11 7.354660024619726e-05 -5.065030408049098e-06 1.1200972749938933e-07 -8.316672135927458e-10 5.370453492071473e-07 1.2935862319291297e-07 1.836906442545063e-07 -9.348163525826438e-08 -3.548938685469536e-08 -9.703758538894672e-08 1.0655736506333311e-07 1.881939729709174e-07 -4.2464163083022124e-08 1.6357406058635592e-07 8.300177886862938e-08 8.970399727795043e-08 2.921697847303245e-08 -2.8197828993863636e-07 -1.5252015888347255e-08 3.18990834023776e-07 -3.2654350670812396e-07 2.0911412068718707e-07 6.438059497254339e-08 1.0721492510579123e-07 0.00023813874430916483 0.0001275119419825611 -0.00020708019576584302 -0.0002014459827879074
sibling -2.7657787361730258e-05 5.859705135748687e-07 3.794081565032865e-09 -1.6978156692753959e-10 0.00012105439885002622 -6.411924516976868e-06 9.868746304423194e-08 -4.6014260140606164e-10 5.517810936145199e-07 2.812970065961229e-07 3.880203256203031e-08 -3.189664932472995e-07 -6.308989111439502e-08 -2.1237342561030148e-07 -1.1019468537564549e-07 1.1465732798238507e-07 -9.217289002889912e-08 2.6242183833141984e-07 8.465873787213109e-08 -3.354310565567875e-08 8.450367329119218e-08 -2.7525808214181144e-07 -2.99033088111685e-08 4.473493692309151e-07 -3.812408067620336e-07 1.3733742180612411e-07 6.436003216466368e-08 1.0644774503714094e-07 0.00012751194198256107 0.00031697651852507304 -0.00025323675152692045 -0.0002473905758286315
paternal 3.907141495140178e-05 2.75184970734023e-06 -9.33970334044187e-08 8.326245062378138e-10 -7.161290376654384e-05 2.634371128747792e-06 -2.122625076899173e-08 -4.20726066141842e-12 6.330254903400314e-07 -1.2466061295448859e-06 5.936144879288279e-07 8.576205484136473e-07 3.277506596113059e-07 3.4449508768355057e-07 3.074435626245958e-07 3.8511732196221595e-07 2.3254148509455532e-07 -2.712320114215743e-07 1.20893880740179e-07 5.044530950686733e-07 -6.048329528575212e-07 5.639756840492182e-07 -3.9978095142573184e-07 -5.84262726790628e-07 6.978783061820519e-08 -3.639009729639921e-07 -2.6230009844746453e-07 2.1517220733767244e-07 -0.00020708019576584337 -0.0002532367515269211 0.0004979426184317029 0.00014142217664082023
maternal 3.222844955817253e-05 4.791917726042168e-06 -9.310567135541809e-08 6.381133963481511e-10 -2.388525216362062e-05 -1.8486118768441042e-07 4.457001942827153e-08 -5.698988809065615e-10 5.380389791346587e-07 -9.595117691456453e-07 -4.480485318967687e-07 4.4252055976497e-07 -3.574662036465825e-07 -3.424864279667107e-08 -2.6373147947509873e-07 2.5790593222362943e-07 5.7680199467331944e-08 -3.1583946493276604e-07 -6.201010876481777e-07 1.2010301530264048e-07 3.147486758008483e-07 5.268010722860787e-07 1.7920335197846305e-07 -4.571123881510148e-07 1.465635111900806e-07 -2.2991600050518501e-07 -4.5329767394178326e-07 -7.196405100515174e-07 -0.00020144598278790658 -0.00024739057582863055 0.00014142217664081942 0.0004869316155952462
