 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00010906463086802599 9.317225360369303e-06 -2.561116303849554e-07 2.40076488938881e-09 -1.3500353473123302e-05 1.2483187300575164e-06 -3.618729844398412e-08 3.5914445511449954e-10 3.1970025180870587e-07 1.4597592991337491e-07 -1.409114195895895e-07 -4.15420249097977e-08 -7.038935375059534e-08 6.831211604319595e-08 -6.990841872914449e-08 1.0372846444475286e-07 -1.9524726108957467e-09 -1.0845931120842984e-07 -1.6399692005928538e-07 -3.690675546638221e-08 -4.0305012164166486e-08 3.335491403245045e-08 -3.8231360051390934e-08 -7.928796988374028e-08 9.920215551238265e-09 -8.246354389348574e-08 1.53990084730528e-08 -2.966649003426497e-08 -1.1616530081568328e-05 1.269283724375941e-05 8.102695635761789e-06
age 9.317225360380262e-06 0.0003039354967849359 -6.989808913146898e-06 4.992988872737198e-08 0.003831631994571743 -0.0002900219157385564 6.658382949655176e-06 -4.745970574083412e-08 -6.042713155026633e-08 1.8959940911549821e-07 -8.001496392214238e-08 2.291606477491947e-07 3.6158124418257106e-08 5.743865231740762e-08 1.203200832546188e-07 1.5557210595409828e-07 1.9767756737521592e-07 -3.5621233148435284e-07 -1.1205731976787171e-07 5.9131619566747036e-08 -1.75429467276654e-07 -2.4007244112806706e-07 -3.101130179533366e-07 2.5979046523772527e-07 2.488764862524975e-07 -1.898274659198331e-07 1.9465618698918083e-07 3.415333689669456e-07 2.2036104877595315e-06 2.1589249463497974e-06 1.7157873811961752e-06
age2 -2.5611163038654324e-07 -6.989808913145026e-06 1.6382743952427314e-07 -1.1900154270993263e-09 -8.615369886590418e-05 6.66172453446524e-06 -1.5588762874039457e-07 1.1299506562825925e-09 3.857054584792201e-09 -4.1200319140561735e-09 9.763226545186346e-10 -5.382311442496845e-09 -9.10488208985522e-10 -2.3567699582835073e-09 -1.939247863846654e-09 -2.738166899298001e-09 -4.575781874661657e-09 8.060954402116814e-09 2.8463546860823876e-09 -1.0753579203858212e-09 3.550551614021111e-09 4.540338532072844e-09 5.956261152417667e-09 -5.06085454230405e-09 -6.651851056126524e-09 4.163445888121664e-09 -4.9450251115445755e-09 -7.727243125055999e-09 -4.8087252797418535e-08 -6.111183571212116e-08 -2.6863403018423493e-08
age3 2.4007648893894385e-09 4.992988872737899e-08 -1.1900154270997744e-09 8.783519677833867e-12 6.040051176467852e-07 -4.750795250003653e-08 1.130603032628579e-09 -8.327565101740374e-12 -4.198075441454062e-11 3.218932550872968e-11 -5.368058668455342e-12 3.792416227997748e-11 4.863611697855622e-12 2.2853179631629232e-11 9.219160920792115e-12 1.552457956900713e-11 3.4606125952503764e-11 -5.6708247695653286e-11 -2.484888645494114e-11 4.966518762777811e-12 -2.337636748928255e-11 -2.550202826367654e-11 -3.6734725213151325e-11 2.983767627676395e-11 5.283689105910065e-11 -2.8817652979833362e-11 3.801316831032843e-11 5.337456344178921e-11 3.060368895728879e-10 4.6403581494167467e-10 1.335117119892768e-10
sex -1.3500353474939632e-05 0.0038316319945769727 -8.615369886602252e-05 6.040051176476119e-07 0.13230597780957157 -0.00990542666502313 0.00022620888562939126 -1.6102087485230873e-06 -1.3503852946381695e-06 -1.3837078970968247e-06 2.0014192801397278e-07 1.0074359584810625e-06 -3.924659844460632e-06 -1.7903596549537784e-06 2.6543525660292917e-06 7.545914868910142e-07 -4.4928868904438435e-07 -3.0615816154161494e-06 -2.0217876358347683e-06 3.465681215097044e-06 5.082940448425819e-07 -1.886082447877903e-06 -6.243550930933921e-06 2.256762043308268e-06 -4.4795221666625333e-07 -3.954687067166862e-06 5.7538652570214475e-06 1.394217051263118e-07 8.290347659676193e-06 1.3976098356092352e-05 9.034651435108236e-05
agesex 1.2483187298403707e-06 -0.00029002191573905263 6.66172453447633e-06 -4.750795250011415e-08 -0.009905426665023477 0.0007616870576255653 -1.7752966157528763e-05 1.284438048095611e-07 1.43426082728064e-07 1.2479417174129532e-07 -2.5754989908741552e-08 -2.0015312451239397e-08 2.648247384900293e-07 7.538190292695482e-08 -1.073940045290316e-07 -2.8320457591496803e-08 1.8858930522749316e-08 2.4149076272791834e-07 1.2174327691549222e-07 -2.4494469797442333e-07 -1.0294209043826563e-07 1.0987861540527352e-07 4.208933120724221e-07 -8.228449313573451e-08 -6.053834829362166e-08 3.1759742783909166e-07 -4.7440384391009273e-07 -1.7626848908635216e-08 -1.178670155545924e-06 -1.9840904874068944e-06 -6.593045951639343e-06
age2sex -3.618729844605041e-08 6.658382949666264e-06 -1.5588762874064847e-07 1.1306030326303753e-09 0.00022620888562940796 -1.7752966157529427e-05 4.214911130753656e-07 -3.099399070986824e-09 -4.2748495623486256e-09 -3.0910732301642945e-09 7.347993585275191e-10 -2.0142990718199584e-10 -5.783309142947091e-09 -8.863357450690773e-10 1.1247296589365427e-09 -2.2436116384900385e-10 1.9841812324826082e-10 -5.540761723473222e-09 -2.9004101738909915e-09 5.3427202768959766e-09 3.583183384095609e-09 -1.489518408397906e-09 -9.234837066358496e-09 -6.610242994640715e-11 2.6547895206824985e-09 -8.079106611491496e-09 1.1543053372210614e-08 4.403106807320631e-11 4.230327525750204e-08 5.312474688986166e-08 1.4871839891481259e-07
age3sex 3.591444550556895e-10 -4.7459705740887316e-08 1.1299506562838014e-09 -8.32756510174906e-12 -1.6102087485232728e-06 1.2844380480957084e-07 -3.099399070986939e-09 2.3143362136539042e-11 3.3344153125573285e-11 2.3965493365267628e-11 -4.953499155944359e-12 2.6436322819704146e-12 4.240743625345336e-11 3.797375204776274e-12 -1.4367990755024865e-12 5.770221853667608e-12 -6.4123321506188596e-12 3.8909610973624157e-11 2.1621300034893858e-11 -3.670946878405399e-11 -3.255124211503752e-11 4.491696097410075e-12 6.497326846858643e-11 1.4140440378635047e-11 -2.4723299421672046e-11 6.361561901161913e-11 -8.611738779888678e-11 1.927076016274563e-12 -4.345006021021861e-10 -3.8923504273213313e-10 -1.0770131028321892e-09
pcs.V3 3.197002518086887e-07 -6.042713155054051e-08 3.8570545847984745e-09 -4.198075441458523e-11 -1.350385294644127e-06 1.4342608272852037e-07 -4.274849562359213e-09 3.334415312564939e-11 1.1928226729058345e-06 8.377567154113002e-08 -2.28489190276521e-08 3.402377185923366e-10 1.012760199306306e-08 1.6037664418273297e-08 -5.387490358053221e-09 1.6808499110767753e-08 1.1546487345035353e-08 -2.691871947966294e-09 -1.934122163863252e-08 1.6554480121932816e-08 4.3855007530627094e-11 -1.0715494444076493e-08 -1.8643455435849525e-08 -6.331625017982296e-09 -6.056690134830722e-09 -1.3719643834261441e-08 7.345573425642393e-09 8.30552187029377e-09 3.240449239995704e-07 7.426868676544745e-07 6.794506516439707e-07
pcs.V4 1.4597592991335316e-07 1.8959940911525077e-07 -4.120031914050529e-09 3.218932550868968e-11 -1.3837078971026722e-06 1.2479417174173482e-07 -3.0910732301742934e-09 2.3965493365338187e-11 8.377567154113e-08 1.2691547795478527e-06 3.861276321599361e-08 -1.2287970214985812e-08 1.7092171292909744e-08 -2.8559458358744885e-08 -9.751343863410037e-09 2.514272692063993e-08 -3.461650794608431e-09 -5.381206887297507e-09 5.0497208034769785e-09 -1.300159477752222e-08 -7.327898542875366e-09 1.3406330491060628e-08 9.084728113119772e-09 1.6382691576602213e-08 7.045867603934996e-09 6.493347809667545e-09 -1.004239049779371e-09 9.50722090241924e-09 -3.785533473878354e-08 -7.037081233150503e-07 -5.445456430157747e-07
