 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.02166243689010055 0.007892203359206285 -0.0002524892090066916 2.5657381017777028e-06 0.028624887088916473 -0.0028898023314410126 9.225206233793361e-05 -9.38942942454451e-07 -1.0203041781680415e-06 6.028667091754605e-06 2.9708221468475874e-06 -5.8895876232516814e-06 4.442008938860086e-07 -1.5007921457679738e-05 2.519745103506461e-06 6.197415928746849e-07 -4.0141394382889275e-06 -1.9640711379091202e-06 -1.3316398097208098e-05 -4.486073991127863e-06 -1.0018310093457893e-05 2.1731109169402195e-06 -7.658557369470957e-07 1.2348162151004281e-06 2.158109887804393e-08 -4.109930648829722e-06 8.758286741058555e-06 -7.110094154691784e-06 -5.755048288665226e-05 0.00024590420765999556 0.0001940567329842663 -0.0002545760600996194 -0.00020071783940136048 -7.451061455341941e-05 -0.00016307970115793805
age 0.007892203359185864 0.006814639831558069 -0.00020228856619361823 1.897777722981182e-06 0.06706607953573823 -0.006341604793067575 0.0001877783921144414 -1.757458460168512e-06 8.658142417952681e-07 -5.894334734756845e-07 -4.25973127514037e-06 1.629475563858952e-07 -9.144966109107814e-07 -1.8945978687361169e-06 1.0618608880193665e-06 1.1676530583898494e-07 -9.077949125360426e-07 -2.3353833276769414e-06 -3.210381968200079e-06 2.645228053671371e-06 -2.8511179010085967e-06 -7.97566149086646e-07 6.582715095720458e-07 4.915205554406141e-07 -1.836852310914356e-06 -5.154006003823894e-06 -3.6412371655170844e-07 6.221814246092993e-08 -6.759042345425295e-06 -1.780079714510798e-05 6.48766969401003e-06 0.00022999460943094925 -0.00017837306689765612 6.644448135096757e-06 -4.458094663103764e-06
age2 -0.0002524892090063426 -0.00020228856619384795 6.07490473924759e-06 -5.7626731565690855e-08 -0.001968150026458905 0.00018823248088922626 -5.637155823705076e-06 5.333485670405035e-08 -4.0193311318330206e-08 3.965515716268131e-08 1.1591092224679468e-07 2.8041537324875864e-09 2.5313464834401147e-08 5.831326408444901e-08 -1.809911762965563e-08 4.465392369001448e-09 2.988797162587695e-08 6.067860474852782e-08 1.1609694038424983e-07 -7.862103099754937e-08 8.975005357824607e-08 7.11472094655093e-09 -9.26273248496851e-09 -8.080761751696129e-10 4.822392744285235e-08 1.453114814208221e-07 -3.5660541958725803e-09 1.423856191650076e-08 3.4657801047499364e-07 3.100434240670331e-07 -2.8301767297582317e-07 -6.007934587949916e-06 5.013571457173899e-06 -3.8782660381267714e-07 3.072892023202996e-07
age3 2.5657381017737937e-06 1.897777722982942e-06 -5.762673156568631e-08 5.528657806759163e-10 1.8295153265088744e-05 -1.7675389996862023e-06 5.3509944919982055e-08 -5.119044248374925e-10 4.971388464612034e-10 -4.831384022741893e-10 -9.93783528942465e-10 -1.1380031173648295e-10 -2.5362399634509857e-10 -6.090530533901236e-10 5.335510651565515e-11 -6.267474856638444e-11 -2.9428621998086265e-10 -4.66679189338214e-10 -1.2896808649155474e-09 7.196992585219454e-10 -9.138926920840145e-10 3.954155456689523e-11 -5.418340613460455e-12 -1.0149152006883823e-10 -3.8344583410567756e-10 -1.308949219060198e-09 2.1180601910356544e-10 -2.6790569451687887e-10 -4.716035231657405e-09 -5.92233590467814e-10 5.379160103676792e-09 5.054104094303974e-08 -4.714753074712856e-08 4.471907390690423e-09 -6.097130923942486e-09
sex 0.028624887088359252 0.06706607953524635 -0.001968150026445204 1.8295153264968977e-05 1.4851296945556125 -0.13832104048614877 0.004031972233001789 -3.711235341421997e-05 5.079942701636231e-05 -3.760694099135022e-05 -3.168646166066762e-05 1.7587037885952984e-05 -6.214474198018098e-05 0.00010108491204498758 -2.0817848573917684e-05 1.8176486847209682e-05 -3.7791917354395368e-06 3.0940485155940357e-05 2.8562591398414234e-05 8.1582773714564e-05 2.352818470977298e-06 -2.0188207970881412e-05 -2.0857742824995562e-05 -5.4604354960413914e-05 -1.5149325667576223e-05 -3.127727572701906e-05 4.492262099373037e-06 4.509141812122502e-05 -0.00014764921842005504 -0.0012483355596885704 -0.0004903105945850029 0.005807678052166762 -0.0033448991024267777 0.0006657058559713887 0.0007159107840298975
agesex -0.0028898023314126225 -0.0063416047930480645 0.00018823248088868072 -1.7675389996813943e-06 -0.1383210404861305 0.013050347448477478 -0.0003847941889107086 3.577908431622892e-06 -5.063313140374929e-06 4.092736527360422e-06 3.576303757397129e-06 -1.7869250380375602e-06 5.488286937588375e-06 -9.858445090728516e-06 2.471423437160849e-06 -1.4838507974784667e-06 -1.8728041435293892e-07 -2.882283312591382e-06 -2.1815276172424106e-06 -7.952955008789753e-06 -5.002389845767665e-07 1.506783345561435e-06 1.7945490951284867e-06 5.747072123393322e-06 9.204248580660695e-07 3.0532414447989484e-06 -2.3644068591010875e-07 -4.14267526248649e-06 1.288762056485331e-05 0.00011368357501405143 5.793522985578216e-05 -0.0005287974878499779 0.00031379812161787366 -9.517985923018989e-05 -5.4784963085432255e-05
age2sex 9.22520623371326e-05 0.0001877783921139797 -5.637155823691973e-06 5.350994491986432e-08 0.004031972233000716 -0.0003847941889106579 1.1476243492140435e-05 -1.0787646674230263e-07 1.5551019571042955e-07 -1.385536071915346e-07 -1.2188291277537648e-07 5.877227511116396e-08 -1.569633538023608e-07 2.9864083490969484e-07 -8.67376212605277e-08 3.888241081439326e-08 2.2012796509057607e-08 8.846431906248869e-08 4.3134758344384384e-08 2.4305644201907636e-07 1.7448477356871605e-08 -3.283174694401486e-08 -5.2351680177911444e-08 -1.859446196465747e-07 -1.655079681578052e-08 -9.653211002650354e-08 2.6587861364233e-09 1.1704643150696078e-07 -4.3557822501602905e-07 -3.2986250637015614e-06 -1.7480341344734742e-06 1.5275690143752258e-05 -9.469048110288311e-06 3.383353821955155e-06 1.151407177808361e-06
age3sex -9.389429424471572e-07 -1.7574584601636952e-06 5.333485670391673e-08 -5.119044248363143e-10 -3.71123534142051e-05 3.577908431621961e-06 -1.0787646674228911e-07 1.0253736971904493e-09 -1.5251016637445713e-09 1.4495847498627485e-09 1.287513762988987e-09 -5.952480797327918e-10 1.448311548486236e-09 -2.835906758167971e-09 9.507491592021392e-10 -3.3859443588766925e-10 -3.3864072115823673e-10 -8.82425089649642e-10 -1.9740539554682155e-10 -2.329220327219433e-09 -1.5783100583041754e-10 2.404882418858028e-10 4.5522880241398054e-10 1.8485225659555048e-09 6.011426049200177e-11 9.647486085026619e-10 -4.653138580235391e-11 -1.0511986819614325e-09 4.912916240514944e-09 3.130563292031342e-08 1.5350836383010025e-08 -1.4181964193440244e-07 9.149931785512342e-08 -3.500254347070313e-08 -6.204113084580001e-09
pcs.V3 -1.0203041781775575e-06 8.658142417894033e-07 -4.0193311318171606e-08 4.971388464598277e-10 5.0799427016346036e-05 -5.063313140374036e-06 1.5551019571042203e-07 -1.5251016637446638e-09 3.5986489296536033e-06 1.1879150303913567e-07 -1.1952330641236771e-08 -1.826455663251274e-08 1.2054616777486476e-07 8.95430920832668e-08 -3.420141150162114e-09 1.114598428888078e-07 -9.106898486495516e-08 1.0783543335793743e-07 -9.791794534252353e-08 -1.4804651201898109e-08 1.6813149022539974e-08 -2.0466840750991997e-08 -1.4239817675735337e-07 5.0643706642825115e-08 3.455666025801642e-08 -1.5560438195343187e-08 8.829765153170977e-08 5.703682179500004e-08 1.6588114131820095e-06 4.294920377995382e-06 -1.1231099189583177e-06 -2.1824189762562345e-06 -2.413399586284975e-07 2.98169785888334e-06 1.5079834854274074e-06
pcs.V4 6.028667091777123e-06 -5.894334734487437e-07 3.965515716190573e-08 -4.831384022671565e-10 -3.760694099109648e-05 4.092736527336946e-06 -1.3855360719085557e-07 1.4495847498565439e-09 1.187915030391446e-07 3.436430582285414e-06 3.2307997377747554e-08 1.5020056371591494e-08 8.327602525467598e-08 -3.288644955075308e-08 -8.618435514005358e-08 -5.625757886988508e-09 9.425859178510808e-08 -2.8910143673314548e-08 3.075317449176814e-08 -1.6790192669319547e-07 -1.5798824932056984e-07 5.270203569305857e-08 1.4473226870964068e-07 7.438108209377532e-08 1.1861872672742027e-07 5.988992107579466e-08 -4.060242279873423e-08 -7.309805914303008e-09 -5.777152961938757e-07 1.8576327014774798e-07 3.4793478020340006e-06 -3.604126144240614e-06 -1.2043072741482458e-06 -5.46351064074798e-06 -1.9643995534734433e-06
