 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00030349246701170116 -0.00041623561737817066 7.769342609143226e-06 -4.641423319928456e-08 0.0016602125638608166 -0.00010672931890442701 2.1965643053546746e-06 -1.452775107461187e-08 -1.0435879522361352e-07 7.673569354704056e-07 -2.3993068759198975e-07 1.1948600775354924e-07 -6.8815146130816e-08 -8.762985384619594e-08 3.59824015112171e-07 4.7602692922048224e-07 -8.965934493386486e-08 -2.5207244522763246e-07 -4.7457694296541017e-07 3.969951865567246e-08 -1.7790662379496336e-07 1.9627025446717837e-07 -5.431139865361675e-08 1.2803811732598047e-07 -6.926587890786374e-07 -7.645466714131944e-08 1.4716119336655825e-08 -2.581186413865858e-07 -9.133264912474648e-06 2.027719456231859e-05 1.5724578398028606e-06
age -0.00041623561738559213 0.001986069289373686 -3.862924931181629e-05 2.416277087524909e-07 0.02941182085733906 -0.0017800762146235178 3.4516161411459956e-05 -2.1530737098943234e-07 9.751770215909012e-07 -7.007080986818841e-07 2.2966618574286684e-07 -5.543551023356226e-07 7.092363088472382e-08 1.4958301806333936e-07 -2.4921059011543647e-07 -4.3320537649603304e-07 5.144605185066186e-07 4.100690576819978e-07 3.791992806733322e-07 -1.2196142521291602e-07 4.021025726227357e-07 -4.2271146431932726e-07 -1.0425992742822393e-06 -2.9833171521680774e-07 1.884681501142486e-06 1.1072231206447571e-07 7.549228358260195e-08 6.091293262061115e-07 -3.15796916437242e-06 -1.713516313818134e-06 8.694117470238669e-06
age2 7.769342609311026e-06 -3.862924931182774e-05 7.58116768655941e-07 -4.784478190040955e-09 -0.000565545633537499 3.453899483085196e-05 -6.758744544252668e-07 4.2542704805532714e-09 -1.631343399310859e-08 1.2572415837178612e-08 -4.7468533005839025e-09 9.407889836950985e-09 -2.615704209448622e-09 -4.500162349016174e-09 5.135521883907885e-09 8.512968649356848e-09 -1.015808063673928e-08 -6.556271402389135e-09 -6.117096665252693e-09 3.0692170379368882e-09 -6.951893645070732e-09 7.655611410766822e-09 1.9267494310718888e-08 5.639376160021867e-09 -3.765580305767056e-08 -1.6548682926632258e-09 -3.3778731466659003e-09 -1.2097733601641315e-08 4.808596038576232e-08 -1.7693472134229303e-09 -1.542036267104109e-07
age3 -4.641423320022187e-08 2.416277087524242e-07 -4.784478190038101e-09 3.047514212574145e-11 3.500187917687814e-06 -2.1559957778416206e-07 4.257389482496336e-09 -2.7049920038416182e-11 8.42394780250655e-11 -6.889951263612676e-11 2.8020681416276753e-11 -5.1700516602869044e-11 2.1545657202244305e-11 3.850215277416404e-11 -3.4099389949750976e-11 -5.3942251930927625e-11 6.604619754840601e-11 3.3108937274029256e-11 2.790897314144939e-11 -2.4873085617702067e-11 3.796494372664996e-11 -4.243292830838264e-11 -1.1511034321090044e-10 -3.569531676557818e-11 2.4180681887438096e-10 8.313071183122635e-12 3.272653330489731e-11 7.568976340283544e-11 -2.5553278510467117e-10 1.681655256430525e-10 8.997243597649797e-10
sex 0.001660212563451365 0.029411820858382745 -0.0005655456335577657 3.50018791781427e-06 1.3272206527515393 -0.08072932677924531 0.0015749320887637277 -9.897724334405386e-06 -1.4857243321371412e-05 1.4555919076412342e-05 5.258058296514302e-06 -1.8226881208229983e-05 -4.475124401354223e-06 -2.090799476145402e-05 3.204848981330083e-05 1.0883791185237177e-05 4.12106951407135e-06 1.937235667967191e-05 -1.036046733159718e-05 1.8984200921053043e-06 1.159182443533216e-05 4.7325325245188405e-06 -3.387532582439371e-05 4.893799072772671e-06 -2.4915959031803523e-07 1.599564150483158e-05 -7.065579019496612e-06 -7.58832815510778e-06 2.2102306399391057e-05 0.00021390932826041692 -0.00021190870383340195
agesex -0.00010672931888419605 -0.001780076214682386 3.453899483199849e-05 -2.155995777913399e-07 -0.08072932677927304 0.004956816467829074 -9.756327781903717e-05 6.182575408675585e-07 9.772931865965138e-07 -8.134390436772005e-07 -2.9109295869354955e-07 1.1187110621944113e-06 2.089280998654945e-07 1.2458322142013967e-06 -1.871664873748355e-06 -6.593795044786609e-07 -2.1428892623676812e-07 -1.1180921137606974e-06 6.355403541705291e-07 -5.049956141376235e-08 -7.341226392651016e-07 -3.288434028846957e-07 2.0016077754521313e-06 -2.57036203732229e-07 -1.1111871734278197e-08 -8.62030993096084e-07 2.570808756998375e-07 5.368142048104798e-07 -2.4754987032021884e-06 -1.3883165220254496e-05 1.1502892970591908e-05
age2sex 2.1965643049310615e-06 3.451616141272357e-05 -6.758744544498233e-07 4.257389482649745e-09 0.0015749320887648453 -9.756327781907229e-05 1.9375041839838014e-06 -1.2385515488549255e-08 -2.0827129106371393e-08 1.4654611504137845e-08 5.079146281026221e-09 -2.1640022934610533e-08 -3.2104681579732103e-09 -2.3618811299397024e-08 3.5152092538757356e-08 1.2376306592069874e-08 3.951023402862003e-09 2.087971182713654e-08 -1.3129688529731297e-08 -1.8585049497303768e-10 1.5155303058663993e-08 7.816047150499147e-09 -3.826076690085322e-08 3.5736458225836593e-09 6.880371923264962e-10 1.4551288283065014e-08 -1.9052818414999595e-09 -1.2239825350092213e-08 7.551487020423418e-08 2.768457275693144e-07 -1.9664470521936214e-07
age3sex -1.4527751072102792e-08 -2.1530737099694576e-07 4.254270480699433e-09 -2.7049920039330165e-11 -9.897724334416249e-06 6.18257540868013e-07 -1.2385515488553822e-08 7.988068371417987e-11 1.3942517462603657e-10 -8.426582114044481e-11 -2.7151624318779377e-11 1.3183103435049316e-10 1.808472760780663e-11 1.4505782065373813e-10 -2.132406741118801e-10 -7.532853150597906e-11 -2.5469565107608105e-11 -1.2651926007812235e-10 8.748096741100927e-11 7.822858790881626e-12 -1.0060375560011325e-10 -5.885559557006058e-11 2.372640947161537e-10 -9.867445663147504e-12 -6.710328989665602e-12 -7.78658484474284e-11 -6.160196386988789e-12 8.729215674909257e-11 -6.852827000168776e-10 -1.723832983821169e-09 1.0316620706761172e-09
pcs.V3 -1.0435879522138997e-07 9.751770215583209e-07 -1.6313433992472075e-08 8.42394780210656e-11 -1.4857243322301991e-05 9.772931866538e-07 -2.0827129107501792e-08 1.394251746332159e-10 1.4187911933625365e-06 7.818391240235782e-08 -3.9840333988192525e-08 2.3017195063818457e-09 -6.115367214880107e-09 3.5066366777237924e-08 -2.717553897484595e-08 1.1154891376290843e-08 9.416290732275042e-09 -1.7803647554768942e-08 -1.508422726937468e-08 2.6235558461254206e-08 2.1194090521891384e-09 -1.6102723120564777e-08 -2.0967310977872073e-08 -3.067920355229424e-08 -1.881158007214532e-08 -2.5331652028253733e-08 1.961507363312439e-08 -1.2654695218941773e-09 2.1305886116816124e-07 1.1929064366702992e-06 7.411158991630382e-07
pcs.V4 7.673569354677041e-07 -7.00708098662112e-07 1.2572415836793265e-08 -6.889951263371167e-11 1.4555919076890933e-05 -8.134390437065186e-07 1.465461150471352e-08 -8.426582114408292e-11 7.818391240236015e-08 1.4886056099017743e-06 3.832152409095452e-08 1.1944949121987547e-08 5.146976065779049e-09 -2.811288177877792e-08 -6.3268483347670445e-09 2.972247191989242e-08 -7.830477389606876e-09 -4.889523256166421e-09 -1.2724862631224628e-09 2.945731218417504e-09 -1.1756359221514043e-08 2.1884564096848633e-09 -2.3955911802848226e-09 1.2477969236146876e-09 2.078865536674303e-08 1.5892793033363998e-08 -1.6066227649363052e-09 -5.6740517652990355e-09 -1.0925096107107183e-07 -7.808993558823686e-07 -5.817598079091781e-07
