 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
pcs.V10 3.860545557725903e-07 -2.844286767576e-07 6.624541951135283e-09 -4.8313449692552043e-11 6.44369668499673e-06 -3.768201842140915e-07 6.674374357385364e-09 -3.9237566075412094e-11 1.7191728057060195e-08 4.3897935075008436e-08 -1.4946964538973572e-08 -2.7401771617234714e-09 -3.229020553861095e-08 -3.2989785429628254e-08 -8.199918727584114e-09 1.989946518873196e-06 1.5721247900751388e-08 2.3783506145015873e-08 3.1726430769775556e-08 1.4592278410350425e-08 -4.2409955645038336e-08 7.144265270541983e-09 -7.3223253977845014e-09 -8.758307546689823e-09 7.4386246630667644e-09 5.4818806031331365e-08 -2.3307235987348376e-08 -1.588699166584783e-08 5.104274749687517e-07 4.058908282592256e-07 1.2511415968865919e-07 -1.102918880673027e-07
pcs.V11 1.2151163231962513e-07 7.571291211304802e-07 -1.5680141652353476e-08 1.0499094128894257e-10 1.2062405429003748e-05 -6.821562657914007e-07 1.2994269175251969e-08 -8.268262364063789e-11 3.489519495922208e-08 -1.0237439867570469e-08 -2.229993470526537e-08 7.116285516536251e-08 9.884005132126515e-09 -3.90398840349293e-09 3.07787069917803e-08 1.572124790075232e-08 1.972659507564005e-06 -4.2891010842459327e-08 3.1239117540737926e-08 -5.830066818437506e-10 -2.8502836191635806e-08 1.2988799992566304e-08 2.318951395792474e-08 3.805396920079926e-08 4.692876198565088e-09 -8.68571111394608e-09 -2.1344748313343708e-08 9.797979394648634e-09 -1.0958154673966422e-08 -4.79086936009724e-09 -1.8671545535166738e-07 4.553235143648692e-07
pcs.V12 -4.360943611357783e-07 2.865652650341477e-07 -3.9198206071895904e-09 1.56676491400988e-11 1.9460208856353788e-05 -1.1764884071503145e-06 2.2770497477402054e-08 -1.4131802242329902e-10 -3.827618637693869e-08 8.597778754735105e-10 5.448812246127267e-08 3.08276860907864e-09 5.172647534012417e-09 3.9272348814233066e-08 3.2600779255744076e-08 2.3783506145016287e-08 -4.289101084245928e-08 1.9889240267029982e-06 -7.0766157206022246e-09 -2.8001292527943345e-09 -1.7349035545055647e-09 1.7046989852490404e-08 1.7355460280732007e-08 -2.580063086306065e-09 -9.692462081879927e-09 6.548946340906829e-09 -4.991909723929565e-08 4.1130789105636683e-08 3.686235430154391e-07 3.6400288470593797e-07 -5.088313973193145e-07 -7.502669005152758e-07
pcs.V13 -2.952779490952991e-07 7.200270539522514e-08 -7.553247420478813e-10 -4.216202028856791e-12 -1.202515438912849e-05 7.102214202897443e-07 -1.4277566664039527e-08 9.295703794291787e-11 -1.967922152138057e-08 -1.0207089455925486e-08 2.005152907045151e-08 -1.658564543752464e-08 2.7811808406450013e-08 2.0846888329349394e-08 4.733472358519544e-08 3.1726430769774775e-08 3.1239117540737436e-08 -7.076615720603913e-09 2.0215794852465373e-06 2.6857829766230878e-08 -2.15075069604689e-08 3.323582434621248e-08 -5.674049513166412e-08 -1.975919848474927e-08 -1.8794919124848825e-09 -5.91603693016046e-09 2.1188495214538368e-08 1.0814189396388463e-08 -1.842320615375871e-08 -3.4965538012365234e-08 -2.839938042272619e-07 -2.4498334881620077e-07
pcs.V14 -9.333756845575095e-09 2.986192079523709e-09 1.1710704604994793e-09 -1.6515044548597844e-11 -7.037977828496866e-07 1.2059375976425345e-07 -3.908767726279671e-09 3.420516445763602e-11 3.439370719949073e-08 -2.437162735044496e-09 1.550927299884903e-08 -2.863200580121558e-09 -1.2454298969345225e-09 -2.9736571953000126e-08 -6.707831607357463e-09 1.4592278410350445e-08 -5.830066818438694e-10 -2.8001292527945173e-09 2.6857829766230603e-08 1.9953155915178807e-06 -1.0492749988023949e-09 -8.949816810611043e-09 2.6215819398668153e-08 1.2399032751457453e-09 -3.0611367700580424e-08 -9.995400234997037e-09 -5.140898226322294e-09 -4.074661279138067e-08 2.4165992179573235e-08 1.6908010844138633e-07 4.9011005410828e-07 6.911419566495593e-08
pcs.V15 -1.3894970994906388e-07 -1.9724274629423843e-07 4.785577049215872e-09 -3.474308624326893e-11 1.8399871607401736e-06 -1.222457443971753e-07 3.187995855183952e-09 -2.655638351888612e-11 -1.4206268774218245e-09 -6.776773182880961e-09 2.700821238578413e-08 -3.6256113956013417e-09 -9.874921884472186e-09 9.412580405966672e-09 2.5190238212752242e-08 -4.240995564503859e-08 -2.850283619163576e-08 -1.7349035545053246e-09 -2.150750696046858e-08 -1.049274998802397e-09 2.0234250025920047e-06 7.534015524459592e-09 1.3922846752898343e-08 3.5296308057805875e-08 -3.936325871523693e-09 8.769270023865126e-09 -5.817043387323892e-08 -4.904197860925351e-10 1.517317923941502e-07 1.8045083284388485e-07 -1.2824981606217333e-06 6.939064692078488e-07
pcs.V16 2.1132787834098289e-07 -7.443932913000012e-07 1.2728223914329223e-08 -6.606095249113089e-11 -3.339360582547282e-06 -2.122671266331731e-08 5.0531160944710235e-09 -6.003714136157373e-11 -2.1305098056466918e-08 2.0773121377210965e-09 2.4679775100356663e-08 4.691614991533386e-09 -2.9245418580971164e-09 1.8299135225400048e-09 1.2221430122959816e-08 7.144265270541392e-09 1.2988799992566709e-08 1.704698985249187e-08 3.3235824346212684e-08 -8.949816810611253e-09 7.534015524459917e-09 1.9910598193113955e-06 -7.169602248027802e-09 7.488518019139054e-09 -3.026372513904212e-08 -5.934339429556271e-10 -2.4406025404050517e-08 -3.313604623468704e-08 -2.3440724468988136e-07 -1.6400542017617876e-07 4.57515015432679e-07 5.221092981523628e-07
pcs.V17 2.0274414055765307e-07 -1.7066364418849091e-06 3.160527018239188e-08 -1.8922792179005195e-10 -4.422300283873044e-05 2.675717307964073e-06 -5.249199009805759e-08 3.340447026106178e-10 -3.0500979823968114e-08 -1.00996792319199e-08 -1.010641168391877e-08 3.753847147002297e-09 -1.410476406148997e-08 1.5674591164644695e-09 1.6288292766880281e-09 -7.322325397786385e-09 2.3189513957924844e-08 1.7355460280732335e-08 -5.674049513166744e-08 2.6215819398667756e-08 1.3922846752898787e-08 -7.169602248025017e-09 2.0283867691100403e-06 4.287010490016026e-08 -2.840277558850618e-08 -1.69873222257379e-08 -2.3295324966570007e-08 -3.065291997656679e-08 -6.5261358751170484e-09 -1.5241296395067762e-07 -5.209065746155957e-07 5.168002407784927e-07
pcs.V18 4.7249099022301097e-07 -8.215824136399933e-07 1.5285965102364684e-08 -9.391327609427506e-11 1.0046733284943129e-05 -4.864087086969576e-07 6.2172678393712326e-09 -1.4489273895211578e-11 -2.5789593640651302e-08 1.8661976058091956e-08 -9.234883537509412e-09 -1.9547077319464534e-09 8.019825630871102e-09 1.071531328544032e-08 -1.700718615181545e-08 -8.758307546688441e-09 3.805396920079984e-08 -2.5800630863027394e-09 -1.9759198484750966e-08 1.2399032751450859e-09 3.529630805780682e-08 7.4885180191411e-09 4.287010490015438e-08 1.92443771894925e-06 -8.20351963208592e-09 -1.2414595387742392e-08 -4.138177874163743e-09 -1.473607130394762e-08 3.144938127068344e-07 3.786528721349585e-07 -9.491803211843109e-07 -2.419607922011674e-08
pcs.V19 -8.524573877851209e-07 2.6875109467190007e-06 -5.3585211059787534e-08 3.4370335130658187e-10 3.4901373967649787e-06 -2.601608429364056e-07 6.3162854282787675e-09 -4.802252310543149e-11 -2.8378957013514753e-08 2.1357450762724312e-08 -4.417205583534794e-09 -6.144076327999538e-09 3.6271490062453425e-08 2.6257783635162554e-08 -4.840121174761686e-08 7.438624663067122e-09 4.692876198565184e-09 -9.692462081883845e-09 -1.879491912483066e-09 -3.0611367700579286e-08 -3.936325871525305e-09 -3.026372513904589e-08 -2.8402775588500175e-08 -8.203519632084772e-09 1.9522175439296203e-06 1.638651412467184e-08 -1.5892278750625742e-08 6.8684292093316364e-09 -3.6544419896851606e-07 -2.402602876395864e-07 -4.409195615408453e-07 3.6023442265632755e-07
pcs.V20 -2.061517753704896e-07 -1.746986160091215e-07 3.5552698329465296e-09 -2.1819569335257054e-11 8.80934224667668e-06 -5.022834889046025e-07 8.763641069038338e-09 -4.8212971943674626e-11 -3.021559416142516e-08 2.5558837860107743e-08 5.6435333974880255e-09 -1.5775327311184843e-09 -5.729575833204014e-08 2.2998846349157595e-08 -4.737064156506488e-09 5.48188060313317e-08 -8.685711113945873e-09 6.548946340907544e-09 -5.916036930160288e-09 -9.995400234997164e-09 8.76927002386521e-09 -5.934339429556831e-10 -1.698732222573936e-08 -1.2414595387743621e-08 1.638651412467323e-08 2.0194422290334365e-06 -7.671699107939707e-09 1.7812556142675477e-08 6.503604237958034e-07 5.487509070676711e-07 -1.344953901704316e-06 -5.560482431007504e-07
pcs.V21 1.1179624670823479e-07 -1.3014046234137916e-08 -3.0198212626429163e-09 3.7424504024225445e-11 -1.006140475499092e-05 2.750536327219965e-07 2.8744114578802744e-10 -3.2624293732568866e-11 2.0274742005543465e-08 2.016908225349266e-09 -1.039431090644282e-08 -3.69800757878058e-08 1.3426273861560383e-08 2.417234543313973e-08 -9.933706926445953e-09 -2.3307235987349077e-08 -2.1344748313343172e-08 -4.991909723929544e-08 2.118849521453868e-08 -5.140898226322308e-09 -5.8170433873238995e-08 -2.4406025404051188e-08 -2.329532496657092e-08 -4.138177874164527e-09 -1.5892278750622936e-08 -7.671699107939949e-09 1.9447880307847997e-06 -5.978240508067061e-09 -2.8826083388086743e-07 -3.9007252470261907e-07 2.950584910243e-07 -2.0961496223500567e-07
pcs.V22 -2.3783098737135382e-07 3.408299691706994e-07 -7.40616914165458e-09 4.822279160746053e-11 -1.7886165589148704e-05 1.0868983387670813e-06 -2.1856350343537763e-08 1.4262337748885475e-10 1.691476702161274e-08 2.2570400560491847e-08 -8.250979844396146e-09 -2.5146962427497096e-08 -8.499240815537441e-09 -6.181302566366806e-09 1.2352484855020027e-08 -1.5886991665848483e-08 9.797979394648437e-09 4.1130789105634883e-08 1.0814189396387713e-08 -4.074661279138049e-08 -4.904197860929412e-10 -3.313604623468684e-08 -3.065291997656353e-08 -1.4736071303944475e-08 6.86842920932822e-09 1.781255614267554e-08 -5.978240508067381e-09 2.020201425154275e-06 1.1654236318816913e-07 1.7460513768157286e-08 1.5851408093034778e-07 -7.060606190479278e-07
proband -2.982233168170051e-05 1.004084928154307e-05 -1.875743467381764e-07 1.0723738114565955e-09 0.00031023190844767343 -1.8907357895419152e-05 3.7027488604638684e-07 -2.3829699906979132e-09 5.552960580778118e-07 1.0115940491697096e-07 1.027559522040471e-07 -1.9753706641706344e-07 -2.784850653238265e-07 -3.140193122201142e-07 2.4336106350993445e-07 5.10427474968774e-07 -1.0958154673922507e-08 3.6862354301548616e-07 -1.8423206153762505e-08 2.416599217957538e-08 1.5173179239414416e-07 -2.3440724468993322e-07 -6.526135875247506e-09 3.144938127068179e-07 -3.654441989684145e-07 6.503604237958158e-07 -2.8826083388090613e-07 1.1654236318815439e-07 0.0002854751154645513 0.000161082358144551 -0.0002545814255844206 -0.00025461848917652244
sibling -3.884162890824411e-05 1.511899120153935e-05 -2.5414909391100016e-07 1.3012161488940566e-09 0.00038354221519722485 -2.06412197529604e-05 3.4327845624593125e-07 -1.8028925690952162e-09 5.764319780546443e-07 1.7836521653523097e-07 -1.2646290695352872e-07 -3.5958549908027997e-07 -5.646434821745043e-07 -4.5151296315085387e-07 1.0111092369154031e-07 4.058908282592636e-07 -4.7908693600424865e-09 3.640028847059991e-07 -3.496553801238605e-08 1.690801084413891e-07 1.8045083284387778e-07 -1.640054201762323e-07 -1.5241296395084417e-07 3.7865287213497047e-07 -2.4026028763951235e-07 5.487509070676962e-07 -3.900725247026722e-07 1.7460513768124844e-08 0.00016108235814455102 0.0003876682135658322 -0.0003156444848007106 -0.00031350817861023207
paternal 5.361514238768362e-05 -1.2945825034808567e-05 1.8996296307863302e-07 -8.241735686165327e-10 -0.0001255453237160264 4.108332468011446e-06 -1.6479251403100676e-08 -2.3952952621650227e-10 8.543704149928592e-07 -1.2465750130331852e-06 2.3384122964557894e-07 9.503708106647576e-07 5.812479917157486e-07 7.11238262607411e-07 2.2974559687522119e-07 1.2511415968862472e-07 -1.8671545535174274e-07 -5.088313973193907e-07 -2.8399380422720825e-07 4.901100541082753e-07 -1.2824981606217236e-06 4.5751501543273956e-07 -5.209065746153869e-07 -9.491803211843851e-07 -4.4091956154089047e-07 -1.3449539017043602e-06 2.9505849102437753e-07 1.5851408093041157e-07 -0.0002545814255844213 -0.00031564448480071174 0.0006623533844068768 0.00012196489779308801
maternal 3.835205867486358e-05 -7.658556279588062e-06 1.3263127080454918e-07 -6.745937757962012e-10 -0.0006144171267119196 3.3637476763172754e-05 -5.73614395933659e-07 3.057565198565346e-09 4.877975383841818e-07 -9.43026665342978e-07 2.224161233817307e-07 7.096690536735225e-07 1.660477819840548e-07 1.1030081700099321e-07 -6.997940349939087e-07 -1.1029188806734585e-07 4.553235143648212e-07 -7.502669005153432e-07 -2.4498334881619373e-07 6.911419566495656e-08 6.93906469207852e-07 5.221092981524124e-07 5.168002407786634e-07 -2.419607922008868e-08 3.6023442265622596e-07 -5.560482431007694e-07 -2.096149622349662e-07 -7.060606190479013e-07 -0.00025461848917652217 -0.00031350817861023125 0.0001219648977930859 0.0006616208407970994
