 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00030747512789954315 -0.0004221106643208085 7.88133327139835e-06 -4.7094047531357945e-08 0.0016724472759938455 -0.0001074702052927064 2.211830202903713e-06 -1.4632392076483866e-08 -2.0819018200726263e-07 8.477235687487463e-07 -2.567544836093151e-07 8.354613227485674e-08 -6.565912882454725e-08 -9.674995337729343e-08 3.5281894120615557e-07 4.40680900868747e-07 -8.803035061009884e-08 -2.5261853357478266e-07 -4.375719225578898e-07 5.602992354807987e-09 -1.3167814571664143e-07 1.7399047496054575e-07 -4.5101312335758204e-08 1.4712892582885248e-07 -6.841045445675508e-07 -3.238369003239587e-08 3.080181652910194e-08 -2.6741587897974424e-07 7.097847205742767e-07
age -0.00042211066432715086 0.0020095857309917245 -3.908270881987841e-05 2.444389952388869e-07 0.029736977467161006 -0.0017995325776905247 3.488854078790382e-05 -2.1759698311179705e-07 9.631865010475111e-07 -6.958538436446924e-07 2.330778683274721e-07 -5.736165011047397e-07 8.181116433243046e-08 1.5429489680848277e-07 -2.4571275923336086e-07 -4.4364530945089285e-07 4.999657003682738e-07 4.2678605181312505e-07 4.0056804492452687e-07 -1.2786983787919247e-07 3.8243584195249176e-07 -4.3435443868595034e-07 -1.0647141562908114e-06 -3.0413322770099755e-07 1.900515979662405e-06 1.285194501572928e-07 8.254552311147796e-08 6.225712722266103e-07 -9.06616635890304e-08
age2 7.88133327145066e-06 -3.9082708819778096e-05 7.669213738651674e-07 -4.8394557288248025e-09 -0.0005717010607465447 3.491046409033336e-05 -6.830467224181471e-07 4.298758587112495e-09 -1.5949201175151694e-08 1.240419562588308e-08 -4.7833833964495435e-09 9.829616533187683e-09 -2.8665745796382864e-09 -4.5962643119350285e-09 5.12057363711971e-09 8.782866148576074e-09 -9.89400606413569e-09 -6.825001222363058e-09 -6.583194891557041e-09 3.2430656808386125e-09 -6.677758425900625e-09 7.930350991901655e-09 1.9636377249119278e-08 5.70316706696111e-09 -3.800534385803167e-08 -2.074621016117999e-09 -3.556605910146333e-09 -1.2344857137584584e-08 -2.1192918546551216e-08
age3 -4.709404753204349e-08 2.444389952389554e-07 -4.839455728836991e-09 3.082108080550544e-11 3.5376948580164623e-06 -2.1788166230678018e-07 4.301843664354875e-09 -2.7328223173913864e-11 8.138115762422706e-11 -6.751675644392911e-11 2.806517956234587e-11 -5.453879232508564e-11 2.331934798625247e-11 3.918455019469718e-11 -3.4224300498178364e-11 -5.5917225413774005e-11 6.449606372678536e-11 3.446550258155031e-11 3.1040414344852454e-11 -2.6300531013785842e-11 3.674049080342667e-11 -4.437847951428303e-11 -1.1711551775531505e-10 -3.583188411286498e-11 2.44188680148153e-10 1.1258004870433607e-11 3.405132305153239e-11 7.720003852832973e-11 2.2201125692697783e-10
sex 0.001672447275739563 0.029736977467875046 -0.0005717010607605995 3.537694858105401e-06 1.3424210853748135 -0.08165221587746295 0.0015928966686499962 -1.0010383870422885e-05 -1.5337173393658937e-05 1.4823628741923102e-05 5.300336280767934e-06 -1.8698843181498834e-05 -4.593460903330636e-06 -2.1325920046633456e-05 3.172758430411668e-05 1.0725893723165188e-05 4.272978179786267e-06 1.9307185301698905e-05 -1.0170929802058597e-05 1.920221419758495e-06 1.254482018609644e-05 4.756848834034708e-06 -3.399842271650705e-05 5.457310607405589e-06 -3.2639258488321163e-07 1.6707175477071355e-05 -7.2251026975523184e-06 -8.210403284875332e-06 2.5852488674546903e-05
agesex -0.00010747020527743021 -0.001799532577734057 3.4910464091188584e-05 -2.1788166231218178e-07 -0.08165221587745784 0.005013367129036156 -9.867363135558453e-05 6.252769899663043e-07 1.0159147503464274e-06 -8.35645619868496e-07 -2.9170794817390844e-07 1.149912987797493e-06 2.1377157994740714e-07 1.2709606076509587e-06 -1.8527562756042157e-06 -6.4583925064933e-07 -2.2204698443135843e-07 -1.11536550523778e-06 6.19539868929922e-07 -4.7511177318873144e-08 -7.922930174464879e-07 -3.2739666609718497e-07 2.0080427570820107e-06 -2.9236247925094807e-07 -8.770018812292115e-09 -9.072875925742358e-07 2.621036094179191e-07 5.746754507820203e-07 -3.7298772125706787e-06
age2sex 2.2118302027438828e-06 3.488854078860442e-05 -6.830467224321245e-07 4.301843664444561e-09 0.0015928966686497965 -9.86736313555784e-05 1.9594955824274716e-06 -1.252571634231814e-08 -2.171590842719966e-08 1.5170809785427992e-08 5.058879120450088e-09 -2.226697555044113e-08 -3.2712324060506475e-09 -2.408873206817911e-08 3.480777417490691e-08 1.2059835525736648e-08 4.079573803628361e-09 2.084990438449028e-08 -1.276238211068986e-08 -3.0934369567758537e-10 1.6268199651025584e-08 7.75070206540005e-09 -3.837754657519208e-08 4.2713198189444445e-09 6.779062634769864e-10 1.5445465148324505e-08 -1.9264364248488963e-09 -1.297898399331747e-08 1.1539325559033645e-07
age3sex -1.4632392074119389e-08 -2.175969831178437e-07 4.298758587230998e-09 -2.732822317466034e-11 -1.001038387042107e-05 6.25276989966232e-07 -1.2525716342317486e-08 8.078212712919988e-11 1.4566077646938995e-10 -8.792429719180887e-11 -2.682180833152793e-11 1.3573968404548233e-10 1.8337616623272535e-11 1.4781799818159448e-10 -2.1135936016268283e-10 -7.317003850122647e-11 -2.6145501845057578e-11 -1.2652373249568263e-10 8.491416131446841e-11 8.924829569598365e-12 -1.0725284224834633e-10 -5.825901535562726e-11 2.3803524599098424e-10 -1.4235431992003095e-11 -6.80690525320188e-12 -8.345871844588936e-11 -6.469683749921192e-12 9.186581333639985e-11 -1.0218052360491826e-09
pcs.V3 -2.0819018200368135e-07 9.631865010230145e-07 -1.594920117467251e-08 8.13811576212122e-11 -1.5337173394261235e-05 1.0159147503836418e-06 -2.1715908427937004e-08 1.4566077647409293e-10 1.4401038721517983e-06 8.458575353634979e-08 -4.170522378255315e-08 -7.482360124170887e-10 -5.6987631466153466e-09 3.542226584171928e-08 -2.7416487737739047e-08 8.081530223941269e-09 8.779029501889022e-09 -1.674509777742241e-08 -1.1975804782683556e-08 2.3857030237939214e-08 3.5000558220738725e-09 -1.8340651001476722e-08 -2.1227120762692266e-08 -3.0597100884471034e-08 -1.7926306631363092e-08 -2.19885282708369e-08 2.155140471029956e-08 -7.886323100171321e-10 1.0919258608020628e-06
pcs.V4 8.477235687459027e-07 -6.958538436232723e-07 1.2404195625465706e-08 -6.751675644131367e-11 1.4823628742493496e-05 -8.356456199036225e-07 1.5170809786121477e-08 -8.792429719621568e-11 8.458575353634868e-08 1.5151540179561628e-06 3.9328174340488646e-08 1.4301509629468781e-08 4.65375143476253e-09 -2.829463920357717e-08 -6.617960217138519e-09 3.236902985770756e-08 -7.453550356647316e-09 -5.748310126277588e-09 -3.843243753331362e-09 4.739180289023204e-09 -1.2851206801755062e-08 3.706200607517017e-09 -2.4026391328659632e-09 6.766809136512069e-10 2.0302211084192292e-08 1.3593677433748865e-08 -2.9274228550033445e-09 -6.213374585594058e-09 -7.29040692775178e-07
pcs.V5 -2.5675448360998255e-07 2.33077868330135e-07 -4.783383396502263e-09 2.80651795626814e-11 5.300336280789483e-06 -2.917079481752869e-07 5.058879120478273e-09 -2.6821808331712173e-11 -4.1705223782551456e-08 3.9328174340486707e-08 1.5636590531693566e-06 1.1839337508039209e-08 -1.4801875118401568e-08 -3.690746258765802e-08 9.86326925577477e-10 -3.850794504558896e-10 -6.366234464744725e-09 2.7730815066261752e-08 2.095146337900824e-08 1.261848444566666e-08 1.792419910145691e-08 2.347943963608331e-08 -2.6268361425428084e-09 -8.240062611300829e-09 1.1556124392720267e-08 4.613190636203936e-09 2.1926864897014057e-09 -9.889428726930229e-09 1.841516520073624e-07
pcs.V6 8.354613227986157e-08 -5.736165011150191e-07 9.829616533388038e-09 -5.453879232634042e-11 -1.8698843181427202e-05 1.1499129877931612e-06 -2.226697555035715e-08 1.3573968404495697e-10 -7.482360124261925e-10 1.4301509629477382e-08 1.1839337508039808e-08 1.5614091948573027e-06 5.695812209063326e-09 3.074279844387515e-09 3.585589799955353e-08 -1.1623771722789799e-08 5.706091565611405e-08 5.344182037101197e-09 -8.033883923544266e-10 -5.6381717710882765e-09 -1.2283619957032598e-08 7.873111135200588e-09 -3.58087084809897e-09 3.909255842220101e-09 -3.3211238337048114e-09 3.215352051817959e-09 -3.127919277001757e-08 -1.1385651937007935e-08 3.2175973332380685e-07
pcs.V7 -6.565912882416731e-08 8.181116432759415e-08 -2.8665745795436243e-09 2.3319347985656457e-11 -4.593460903474972e-06 2.1377157995631407e-07 -3.2712324062268755e-09 1.8337616624395025e-11 -5.69876314661478e-09 4.653751434762366e-09 -1.480187511840206e-08 5.695812209065464e-09 1.7677762766056285e-06 1.712929784815793e-08 -2.888900193785714e-10 -1.859071670189175e-08 6.741842416215609e-09 -6.632304591645807e-09 1.7403454204468452e-08 -7.882935089807334e-09 -1.878941727578868e-08 -5.074888976504528e-09 -5.2532057815090766e-09 1.4201965003361673e-08 1.498952605530049e-08 -3.841787240558373e-08 -3.4122074171519094e-09 -1.0781994851301175e-09 -7.22946434785819e-08
pcs.V8 -9.674995337411155e-08 1.5429489679026936e-07 -4.59626431157693e-09 3.918455019243281e-11 -2.1325920046976407e-05 1.2709606076722093e-06 -2.4088732068601326e-08 1.478179981842939e-10 3.5422265841715016e-08 -2.829463920357222e-08 -3.690746258765882e-08 3.0742798443932546e-09 1.7129297848156503e-08 1.7437727236601624e-06 8.633525304817714e-09 -2.2757090290832834e-08 -2.409276572949939e-09 2.6573672502521187e-08 1.948638746532722e-08 -3.4916399401427077e-08 1.3910475788927324e-08 -9.23259780194259e-10 -8.29072663267249e-09 1.0882275211401619e-08 2.8444332696919022e-08 2.8178758123440678e-08 2.381125016982725e-08 -1.4535798597643791e-09 -3.1913829392553176e-08
pcs.V9 3.528189412025007e-07 -2.4571275920691855e-07 5.120573636599372e-09 -3.422430049488469e-11 3.172758430465456e-05 -1.8527562756375015e-06 3.4807774175567395e-08 -2.11359360166901e-10 -2.74164877377328e-08 -6.617960217145763e-09 9.863269255788706e-10 3.585589799954454e-08 -2.888900193765456e-10 8.633525304817312e-09 1.7407962570921568e-06 -4.145749883872059e-09 3.3306766971705986e-08 3.5466917424977816e-09 2.7966849191553903e-08 -1.0208618836905517e-08 1.0007196012643346e-08 -5.6931748000127315e-09 1.696421298997542e-09 -4.000354597242382e-09 -2.998312777271416e-08 -1.3182863326518854e-08 -4.248057933406782e-09 1.1818284251866256e-08 1.625901590502368e-07
pcs.V10 4.406809008673419e-07 -4.4364530943563853e-07 8.78286614827759e-09 -5.591722541189531e-11 1.0725893723601622e-05 -6.45839250676277e-07 1.2059835526270132e-08 -7.317003850462585e-11 8.08153022394004e-09 3.2369029857707736e-08 -3.850794504545898e-10 -1.1623771722796334e-08 -1.8590716701891678e-08 -2.275709029083676e-08 -4.145749883866378e-09 1.7356494077900608e-06 1.2888097943677442e-08 2.6389424628145047e-08 2.863463114450752e-08 1.626860564276359e-08 -2.0250755097144824e-08 6.67937884939861e-09 5.27120236563641e-09 -7.571359998483785e-10 -7.0213573405329735e-09 4.0808223053687984e-08 -1.534267816121886e-08 -1.8447892402143857e-08 5.221860957304069e-07
pcs.V11 -8.80303506110736e-08 4.99965700365622e-07 -9.894006064084388e-09 6.449606372646569e-11 4.272978179580922e-06 -2.2204698441870125e-07 4.079573803378179e-09 -2.614550184346501e-11 8.779029501893532e-09 -7.453550356651096e-09 -6.366234464745408e-09 5.7060915656116585e-08 6.741842416216482e-09 -2.4092765729459095e-09 3.33067669716999e-08 1.2888097943674679e-08 1.7299501340524914e-06 -1.754197575715346e-08 2.584470705198421e-08 -1.6269755191791378e-08 -1.943377754358873e-08 4.807181038421002e-09 1.965208908227232e-08 2.7283934852143934e-08 1.4342739901041053e-09 5.505100742031338e-09 -2.0998153832361813e-08 1.7930032794256372e-08 6.078780034089946e-08
pcs.V12 -2.526185335781549e-07 4.267860518241489e-07 -6.825001222578982e-09 3.4465502582910145e-11 1.930718530176034e-05 -1.1153655052416806e-06 2.0849904384569605e-08 -1.265237324962e-10 -1.674509777741538e-08 -5.748310126284658e-09 2.7730815066261676e-08 5.3441820370993895e-09 -6.6323045916439924e-09 2.6573672502524807e-08 3.546691742492e-09 2.638942462813969e-08 -1.7541975757150606e-08 1.711684280524888e-06 -9.6153894084585e-09 -1.1364055536310467e-08 -7.088264543609284e-09 1.3272526788797942e-08 4.433025605064184e-09 -2.9050687004466665e-09 6.686741787109389e-09 2.4001735482334333e-09 -4.2155995736999634e-08 2.8251999121133626e-08 4.2396163674259695e-09
pcs.V13 -4.3757192255674534e-07 4.005680449158516e-07 -6.583194891385837e-09 3.104041434376551e-11 -1.0170929802217288e-05 6.195398689397759e-07 -1.2762382110886049e-08 8.491416131572557e-11 -1.1975804782686319e-08 -3.843243753328527e-09 2.095146337900787e-08 -8.033883923517371e-10 1.740345420446755e-08 1.9486387465326643e-08 2.7966849191554876e-08 2.863463114450991e-08 2.5844707051982048e-08 -9.615389408460033e-09 1.7507830314266935e-06 1.0596682159460959e-08 -1.0615153628194958e-08 1.7297518946511344e-08 -3.308767902221622e-08 2.580366763939013e-09 -6.834655440446238e-10 -1.2329433240608971e-08 1.30628338444101e-08 1.3925269915973123e-08 -1.9825782525557655e-07
pcs.V14 5.6029923548553176e-09 -1.2786983787673446e-07 3.243065680790751e-09 -2.6300531013485983e-11 1.9202214198634084e-06 -4.751117732534541e-08 -3.09343695549556e-10 8.924829568782932e-12 2.385703023793784e-08 4.739180289024118e-09 1.2618484445667043e-08 -5.638171771089743e-09 -7.882935089807553e-09 -3.491639940142862e-08 -1.020861883690325e-08 1.6268605642764316e-08 -1.6269755191791074e-08 -1.1364055536309026e-08 1.0596682159460075e-08 1.7396582556744726e-06 8.722782205880875e-09 -4.179823272135696e-09 2.682935138621161e-08 -1.2507781948318516e-09 -1.524270215566828e-08 -1.3619671931038361e-08 -1.0752576491997427e-08 -3.1424833752897e-08 2.8227325969187733e-07
pcs.V15 -1.3167814571978104e-07 3.824358419591188e-07 -6.677758426030192e-09 3.674049080424073e-11 1.2544820186038583e-05 -7.922930174429902e-07 1.6268199650957778e-08 -1.0725284224792201e-10 3.500055822080517e-09 -1.2851206801761256e-08 1.7924199101456468e-08 -1.2283619957032488e-08 -1.8789417275787093e-08 1.3910475788931605e-08 1.0007196012636715e-08 -2.0250755097149575e-08 -1.9433777543586844e-08 -7.088264543610714e-09 -1.0615153628192936e-08 8.722782205879773e-09 1.7466335766035834e-06 -5.167608044778322e-09 1.0798428129833952e-09 1.479000059219676e-08 -3.614009506988292e-10 -1.977971739943132e-09 -3.7143800323225206e-08 7.11528345539741e-09 1.5211850456217527e-08
