 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
pcs.V5 2.8770105264153617e-06 -3.8886017158304556e-06 1.0592345929926755e-07 -9.12331617242299e-10 -3.901371886765653e-05 4.151851852804439e-06 -1.361437854957737e-07 1.3967543761767528e-09 -1.2713666049061445e-08 -4.501281687114461e-09 2.655921844365518e-06 4.6635591805132484e-08 1.658600156266491e-08 -8.467742636542402e-10 -2.0992058706364008e-08 -6.966522846259607e-08 1.5609669451026703e-08 7.635062241241775e-08 -4.01352013964772e-08 -2.289668184279507e-08 -5.926004312897236e-09 -4.582529057341739e-08 -8.612616763140244e-08 -1.3008242561156472e-07 8.984360200048526e-08 8.089744996240635e-08 5.2444667378564886e-08 3.409303050267488e-08 2.9913455630895444e-07 2.6508598682773347e-08 3.3454456352120236e-07 4.4074061729007165e-06 -9.287327098481172e-07 1.0392670590256435e-06 -8.847674464848814e-07
pcs.V6 -5.147668721400862e-06 3.690909779494219e-07 -2.8084687045623543e-09 -6.41038742148031e-11 2.018059729941873e-05 -1.962239103430715e-06 6.104311424065174e-08 -5.902962441277078e-10 -1.445876960779195e-08 2.0594021567436026e-08 4.6635591805128236e-08 2.5588597935690794e-06 2.618183023970365e-08 7.127925415372701e-08 5.685287693813236e-09 -7.023271566902015e-08 8.037709093355268e-08 -4.8477803043798895e-08 -6.058938690155196e-08 -4.47933763484575e-08 4.069013774711191e-08 6.948966719578321e-08 -6.575244404883775e-08 3.396197753663305e-08 -3.85375657325211e-08 1.7633792436290198e-08 -1.1459148697517762e-07 1.63014294976566e-08 1.329227659302901e-07 2.1607507901560266e-06 -2.7618242872846204e-07 -7.652479917280718e-07 -1.1165980266622149e-06 3.817787900295339e-07 2.6458844516759606e-06
pcs.V7 1.172181975934761e-06 -1.4793611977568444e-07 5.649641851189722e-09 -9.273796475895321e-11 -5.5438544592418375e-05 5.0643715635235795e-06 -1.4933471820758188e-07 1.4132375461122931e-09 1.0030239746490423e-07 8.166568268216648e-08 1.658600156267546e-08 2.6181830239704002e-08 3.0933696260605e-06 5.3198175495030834e-08 -4.3568664006990255e-08 -1.1277444061392561e-07 -2.0493210166408954e-08 -8.464070856714568e-08 -6.709546077196397e-08 -9.888411340666365e-08 6.301741399819948e-08 -4.29210766917248e-08 -1.1271371506838515e-07 -4.509537177962739e-08 7.755326322765849e-09 7.517803148144069e-09 -4.397857104340924e-08 -2.2710309698726116e-08 2.1330514163959097e-08 1.2860559427154986e-06 2.1963243842869523e-06 -2.375978387730123e-06 2.752472571738462e-07 -2.539376002165576e-06 -1.9141950886249564e-06
pcs.V8 -1.1852410184508122e-05 -4.910828646240965e-07 1.5876419805312138e-08 -1.9871541098663856e-10 9.59329879863658e-05 -9.424668422824282e-06 2.882018388766963e-07 -2.760168794126739e-09 7.415139725712936e-08 -2.1862618960308188e-08 -8.467742636848628e-10 7.127925415373111e-08 5.3198175495018056e-08 3.0197202196564334e-06 9.112037907531343e-08 6.093244869005682e-08 7.24994533147178e-08 2.1443816418026885e-07 -6.532546652873e-08 -1.7283150339719868e-07 -4.686948020634338e-08 -4.91902510844923e-08 3.940139054963319e-08 6.625147242481893e-08 1.0317344689843809e-07 7.877844229196158e-08 -1.2576617548476488e-08 -4.6861207232674136e-08 -6.473159044054245e-07 -1.2168101480029558e-06 -1.2634205140454464e-06 5.50456013998823e-07 2.84212920957769e-06 -1.4682309523369156e-06 2.3646379935966558e-06
pcs.V9 2.6847496811227516e-06 1.492594492003588e-06 -3.076426876113063e-08 1.7102306976120792e-10 -1.6073572770032955e-05 2.018157707288728e-06 -7.319572934726731e-08 8.205383104483527e-10 -5.855789920123474e-09 -7.089239898850976e-08 -2.09920587063473e-08 5.685287693809029e-09 -4.356866400698006e-08 9.112037907529977e-08 2.953386497395397e-06 2.985850012939899e-08 2.3086373780218792e-08 -3.856586400683597e-08 -3.834084601443557e-08 -1.3607183371563122e-07 -1.649408192131056e-08 -2.412994592539718e-08 4.968524258277013e-08 -5.579012292072632e-08 -1.2235081053179654e-07 -9.800559070951655e-08 2.200912737022516e-08 4.227364202270917e-09 -2.229418293650991e-07 7.240683683246015e-07 -1.5536883852869523e-06 2.1108362074732876e-06 -3.096186829164328e-06 -8.162565551756825e-07 2.381113122494999e-06
pcs.V10 1.194226515084912e-06 8.947008035040961e-07 -1.841640749916231e-08 1.4236641506464846e-10 2.6241650576607196e-05 -2.2885431659749396e-06 6.238486489632322e-08 -5.467610420352356e-10 8.886925570917873e-08 -1.1338653976593001e-08 -6.966522846259488e-08 -7.023271566902237e-08 -1.1277444061392057e-07 6.093244869004185e-08 2.9858500129405765e-08 3.0865800783076468e-06 -8.684624224034493e-10 2.527347314358904e-08 2.5851027145482345e-08 -2.3002145524020176e-09 -3.394360391116726e-08 -1.656111182300723e-08 1.5601459673695657e-07 4.404128986242169e-08 6.180859595335215e-09 3.363806051750852e-08 4.677009135089483e-08 -2.019430783303005e-08 3.0361817881919497e-07 5.131860351921439e-07 -2.7701040894166693e-06 -8.513176974452934e-07 6.389248207993743e-07 4.6564909466881925e-06 1.292923665307912e-06
pcs.V11 -2.9029748763990524e-06 -1.6900819690107926e-07 6.278333532461798e-09 -6.181238631802836e-11 4.874780026802511e-06 -1.05197449004926e-06 4.788125895192978e-08 -5.791245436043442e-10 -8.308375987962186e-08 8.780795568992343e-08 1.5609669451018332e-08 8.037709093355445e-08 -2.049321016641285e-08 7.249945331472203e-08 2.3086373780220225e-08 -8.684624224001111e-10 3.0614218555723387e-06 9.391992446227215e-08 6.025557337081942e-08 -8.099610330583576e-08 6.546629558286658e-08 -1.3789966958087304e-07 -4.535417520736742e-08 1.0912234095510439e-07 -1.1234268758161718e-07 6.602254158610951e-08 -7.71710116713983e-08 9.976089754967794e-08 -1.0643579398001248e-06 8.105250709165862e-07 1.9467227334190845e-06 1.9172046643212706e-07 -5.153157409691098e-07 -1.2344661149628021e-06 -1.972515920132666e-06
pcs.V12 -2.696315821401719e-06 -3.3829291986095894e-06 8.796366013278126e-08 -6.961887172589305e-10 1.3319782377994422e-05 -1.4986070860617036e-06 5.417259822821457e-08 -6.079561662405763e-10 9.729647084923769e-08 -4.676213098354914e-08 7.635062241240546e-08 -4.8477803043796764e-08 -8.46407085671525e-08 2.1443816418027759e-07 -3.8565864006836025e-08 2.5273473143593074e-08 9.391992446227375e-08 2.963714768858899e-06 -1.626349816678519e-07 -2.9888695191742474e-08 1.0647886453262354e-08 -7.717924554478553e-08 -4.6308036668395815e-08 -1.0249902065741908e-07 -8.125017551982624e-08 -4.203385515027654e-08 -2.029431814776082e-08 4.790810692845927e-08 -4.0416644067390026e-07 2.1124956403130303e-06 5.312495003040911e-07 3.7928205963556836e-07 -2.5406589498505233e-06 6.062004197383136e-07 -1.6040904152065016e-06
pcs.V13 -1.184241882228577e-05 -2.0181854143314015e-06 8.360302831183168e-08 -1.0011470703189246e-09 4.0798549758963543e-05 -3.2526077491235703e-06 7.261864478004933e-08 -4.540617314636522e-10 -9.997301185339903e-08 3.4493177389308734e-08 -4.0135201396490474e-08 -6.058938690154726e-08 -6.709546077197735e-08 -6.532546652871175e-08 -3.834084601443937e-08 2.5851027145489082e-08 6.025557337082257e-08 -1.6263498166784687e-07 3.1428748080908304e-06 -8.392593977963845e-08 6.993195047028602e-08 -1.0740570346540439e-08 -1.2623877361730302e-07 -2.9068012999251458e-08 -1.694118955429019e-07 4.030675896491717e-08 -1.0983940205631315e-08 -1.4287576711117929e-08 1.3326627379501003e-06 -1.2968282762673379e-06 -2.4911079965197737e-06 2.7530314597407045e-06 -2.8994933009949103e-06 -6.71186947802587e-07 1.3744146727702238e-06
pcs.V14 -4.0827208668170505e-06 2.226904860439626e-06 -6.570122853579117e-08 5.940262305410286e-10 7.367240549709037e-05 -7.136065781990978e-06 2.150903476800891e-07 -2.033475741281756e-09 2.1384370060467796e-08 -1.2168824715040464e-07 -2.2896681842800576e-08 -4.4793376348462006e-08 -9.888411340665376e-08 -1.7283150339723595e-07 -1.3607183371561055e-07 -2.300214552398644e-09 -8.099610330584536e-08 -2.988869519175675e-08 -8.392593977965984e-08 3.0154287362000412e-06 -4.75994131547159e-08 1.3567279351056651e-08 -3.735926679753798e-08 -9.661366207874383e-08 3.5350204845435656e-08 -8.159654884609359e-08 -8.297267192180864e-08 6.637692507526472e-08 -1.5387697999854964e-07 -5.210786209980635e-07 -8.910165253808888e-07 2.6866195159378954e-06 1.1132024809591023e-06 2.2259880007287834e-06 1.2393628725551527e-06
pcs.V15 -8.9419927421558e-06 -3.112007417020816e-06 9.490746978455688e-08 -9.38465569231792e-10 -1.6543494891556667e-05 1.1996811881211844e-06 -2.8631150016001202e-08 2.2695306908589134e-10 2.807281329979294e-08 -1.5164539354694133e-07 -5.926004312911201e-09 4.069013774711871e-08 6.301741399818161e-08 -4.6869480206307714e-08 -1.6494081921322665e-08 -3.394360391116143e-08 6.546629558287357e-08 1.0647886453271309e-08 6.993195047029475e-08 -4.759941315469275e-08 3.064059209505679e-06 -5.715453002565611e-08 -6.946706541935102e-08 -3.076451285252326e-08 2.228377235893388e-08 -1.4059654524904753e-07 -5.6089544861006915e-08 -1.1041826578034325e-07 -3.033597808857963e-07 -1.7543937890609126e-06 1.3937476576927155e-06 -8.278197418981075e-07 2.32381679353587e-06 -2.1642465197023607e-07 1.2857681405370262e-06
pcs.V16 2.5767193607643652e-06 -3.6370980499272145e-07 -4.450447494025446e-09 1.4541650944690784e-10 -1.7687240420298848e-05 1.313007143455433e-06 -2.720121260158423e-08 1.797742394051769e-10 -1.1038402128653672e-08 6.838561489555568e-08 -4.5825290573413646e-08 6.9489667195782e-08 -4.292107669172101e-08 -4.91902510844966e-08 -2.4129945925397114e-08 -1.6561111823009598e-08 -1.378996695808732e-07 -7.717924554478647e-08 -1.0740570346540906e-08 1.3567279351050225e-08 -5.715453002565269e-08 3.0395062425013214e-06 1.3078654626826083e-08 -2.4519311937234858e-08 -1.1708702021878307e-07 -4.7174933147462585e-08 -1.187186503396721e-07 -5.7692582104391244e-08 -1.1230200756564319e-06 5.304893925222907e-07 6.119966951045809e-07 -1.5167390232383515e-06 2.652086160841535e-06 -3.7523651247565486e-06 2.8859533034560532e-06
pcs.V17 -1.719024605822139e-07 2.166586692593315e-07 -2.9305315303794995e-10 -6.144705467403683e-11 -3.641516272625176e-05 3.1301368532597334e-06 -8.93342035950968e-08 7.846667365941178e-10 -1.3989771068324743e-07 1.0772207047963738e-07 -8.612616763140107e-08 -6.575244404883549e-08 -1.1271371506839017e-07 3.94013905496505e-08 4.9685242582762204e-08 1.5601459673695601e-07 -4.535417520736391e-08 -4.630803666839065e-08 -1.262387736172921e-07 -3.735926679753634e-08 -6.946706541934202e-08 1.3078654626822413e-08 3.177540709830591e-06 9.518745770938248e-08 1.8140461229840507e-07 5.992377792923789e-08 -4.1041695120307984e-08 -1.8292740228502567e-07 6.647397342872437e-08 -9.791494272548302e-07 -2.608707267254435e-06 4.495881457757215e-06 -4.504196570038398e-06 -1.3881545143900977e-08 3.190278879548496e-06
pcs.V18 1.8877642078428488e-06 1.3963515282400009e-06 -2.5127179072212214e-08 1.045711805448632e-10 -4.779172084847028e-05 5.2498796215716236e-06 -1.736098851031547e-07 1.7439457979527078e-09 2.9845496026342724e-08 6.506598878355548e-08 -1.3008242561154627e-07 3.3961977536631304e-08 -4.509537177962264e-08 6.625147242482434e-08 -5.5790122920735836e-08 4.404128986241383e-08 1.0912234095510747e-07 -1.0249902065741214e-07 -2.9068012999236466e-08 -9.661366207876247e-08 -3.076451285250128e-08 -2.4519311937238306e-08 9.518745770939044e-08 2.9557293552095113e-06 -7.712096316908434e-08 2.8353528320309965e-08 -4.733088426796389e-08 1.0637745918324358e-07 5.364865936478719e-07 -8.352464017431817e-08 -7.837912901665909e-07 -2.926003954916158e-06 2.6633179815175302e-06 -2.544241770617337e-06 2.8440903206682836e-06
pcs.V19 3.7733570820741413e-07 -1.2701957021624364e-06 3.286146728728696e-08 -2.5183829050092694e-10 -1.8230473208403177e-05 1.1973135438300468e-06 -2.3576641785654926e-08 1.1324985594467824e-10 3.35783722687711e-08 9.405241647340882e-08 8.984360200047756e-08 -3.853756573251746e-08 7.755326322757685e-09 1.0317344689845616e-07 -1.2235081053180255e-07 6.180859595337765e-09 -1.1234268758161346e-07 -8.125017551982265e-08 -1.6941189554289817e-07 3.535020484544669e-08 2.2283772358934387e-08 -1.1708702021878483e-07 1.8140461229840155e-07 -7.712096316909498e-08 3.01060768982191e-06 1.0816653522958162e-07 1.0909500311036626e-07 -1.0915891116705056e-08 -1.148377410781681e-06 -2.035752454042012e-06 -2.4601804420442077e-06 -3.7004322744359555e-07 4.526920637788316e-06 1.5615022848837222e-06 2.675931287047607e-06
pcs.V20 -3.266726279583615e-06 -3.5610412408225435e-06 1.0438239024772184e-07 -9.780426375060908e-10 -2.7719539599983155e-05 2.76679989688512e-06 -8.995490554555312e-08 9.182921366552777e-10 -2.0953369133041593e-08 4.380363413436783e-08 8.089744996239984e-08 1.7633792436295694e-08 7.517803148130407e-09 7.87784422919944e-08 -9.800559070953134e-08 3.363806051751031e-08 6.602254158611742e-08 -4.20338551502663e-08 4.030675896492787e-08 -8.159654884607963e-08 -1.4059654524904017e-07 -4.7174933147465934e-08 5.992377792923319e-08 2.835352832028961e-08 1.08166535229586e-07 2.9060846023189103e-06 1.0301079531449644e-07 1.3014556098058077e-07 9.762284809377542e-07 -1.2552207392237694e-06 -5.275949016525563e-06 -2.528901855503662e-06 3.546896604557622e-06 6.647689198499856e-07 7.165264308388192e-06
pcs.V21 8.441056351463908e-06 -9.946167860097302e-08 -9.19022451994298e-09 2.3728545666880874e-10 -7.180250453880047e-07 2.3537164509169365e-07 -1.1463909185661812e-08 9.457578936660705e-11 6.882769680121157e-08 -1.6975713203734476e-08 5.2444667378568856e-08 -1.145914869751793e-07 -4.397857104340439e-08 -1.2576617548484839e-08 2.2009127370226517e-08 4.677009135089235e-08 -7.71710116713988e-08 -2.029431814776233e-08 -1.0983940205633803e-08 -8.297267192181613e-08 -5.608954486100366e-08 -1.1871865033967108e-07 -4.104169512030476e-08 -4.733088426795883e-08 1.0909500311036794e-07 1.030107953144995e-07 3.061947968169517e-06 5.751555572947714e-08 -4.7559991806372135e-07 1.996779729215362e-06 -1.0069975469355583e-06 -1.0215510281793945e-06 -4.33554419947488e-06 2.4031834606012285e-06 -2.3514332458057188e-06
pcs.V22 -6.102510045518445e-06 6.049710593995606e-07 -1.1967951045977944e-09 -1.2810011473658604e-10 5.127755263477047e-05 -4.7009878822931245e-06 1.3258758821518415e-07 -1.1819643873088231e-09 5.9109493467748255e-08 3.007172227643595e-08 3.409303050266833e-08 1.6301429497655794e-08 -2.2710309698725084e-08 -4.68612072326876e-08 4.227364202280036e-09 -2.01943078330263e-08 9.976089754967409e-08 4.790810692845382e-08 -1.4287576711128732e-08 6.637692507527167e-08 -1.1041826578035736e-07 -5.7692582104387816e-08 -1.8292740228502998e-07 1.0637745918324857e-07 -1.0915891116711618e-08 1.3014556098057087e-07 5.751555572948154e-08 3.0279375716268186e-06 2.611495402885263e-07 2.4718091163491146e-06 -2.1628373031862216e-06 1.3110960329105511e-08 -4.3753859677504205e-06 2.04301089050632e-06 5.716866025722461e-07
proband -4.1730314134648146e-05 -1.7907495640259754e-06 1.8549299351062225e-07 -3.0688455818289137e-09 -0.00021237261962087377 1.85436704232881e-05 -5.841405578253453e-07 6.137338870950584e-09 1.7268094489120212e-06 -4.857522769501455e-07 2.9913455630894586e-07 1.3292276593032556e-07 2.1330514163873725e-08 -6.473159044052185e-07 -2.2294182936517623e-07 3.036181788192107e-07 -1.0643579398000937e-06 -4.0416644067382456e-07 1.3326627379502204e-06 -1.5387697999847995e-07 -3.033597808857432e-07 -1.123020075656469e-06 6.647397342868769e-08 5.36486593647759e-07 -1.1483774107816688e-06 9.762284809377784e-07 -4.755999180637431e-07 2.611495402886036e-07 0.0005192428982952677 -0.0002491332949105297 -0.00027411963669929693 -5.099793619039544e-05 5.202358186557799e-05 6.146029911102716e-06 -1.1426918602699197e-06
paternal 0.00020167896196305693 -4.569037976387377e-05 1.0408914163672145e-06 -6.833652942229484e-09 -0.0014434030197942951 0.00012694682029917482 -3.5978534252190387e-06 3.3458416132050684e-08 3.471702517140141e-06 8.622797458945712e-07 2.6508598682973813e-08 2.16075079015605e-06 1.286055942715481e-06 -1.2168101480026011e-06 7.240683683243111e-07 5.131860351920181e-07 8.105250709167133e-07 2.1124956403131654e-06 -1.2968282762670323e-06 -5.210786209982505e-07 -1.754393789060442e-06 5.304893925222047e-07 -9.79149427254714e-07 -8.352464017446451e-08 -2.035752454041792e-06 -1.2552207392234573e-06 1.9967797292151855e-06 2.4718091163491087e-06 -0.0002491332949105285 0.0023079860092783963 0.00020931382652652353 -0.0017265882627298052 -0.0015194150564463162 1.9842021587934848e-07 -0.00013673994144566194
maternal 0.0001533341813837028 -6.53639038019489e-06 3.849443324447038e-08 2.5112298429420895e-09 -0.0004326084670988289 4.4843089794298276e-05 -1.2381085647888937e-06 1.0021706800712442e-08 -8.092867248939811e-07 3.0192079493414447e-06 3.3454456352137484e-07 -2.761824287285189e-07 2.1963243842871196e-06 -1.2634205140456374e-06 -1.5536883852869815e-06 -2.770104089416781e-06 1.9467227334191044e-06 5.312495003040525e-07 -2.491107996519827e-06 -8.910165253811496e-07 1.3937476576928775e-06 6.119966951046059e-07 -2.6087072672542855e-06 -7.837912901664687e-07 -2.4601804420440916e-06 -5.275949016525406e-06 -1.0069975469355856e-06 -2.1628373031863915e-06 -0.00027411963669929606 0.00020931382652652754 0.002010051903387869 -0.00010894545899670846 -4.872205570798327e-05 -0.0015378908697979833 -0.0011819650334367567
gpp -0.00021119283742086574 0.0002084879619659636 -5.40010459581674e-06 4.502041332625092e-08 0.005208131948580972 -0.0004659717532596153 1.3277754721930271e-05 -1.2202041922555306e-07 -1.5854764066177626e-06 -3.4247342146230595e-06 4.407406172900491e-06 -7.652479917283228e-07 -2.37597838772961e-06 5.504560139967481e-07 2.11083620747451e-06 -8.513176974450351e-07 1.917204664315378e-07 3.7928205963486575e-07 2.7530314597396436e-06 2.6866195159378514e-06 -8.278197418994571e-07 -1.5167390232379896e-06 4.4958814577570226e-06 -2.926003954915097e-06 -3.7004322744428827e-07 -2.528901855504384e-06 -1.0215510281789545e-06 1.311096032877841e-08 -5.099793619040044e-05 -0.0017265882627297896 -0.00010894545899668905 0.006097262184352325 -0.0031082835866232455 0.0005030941886222736 -0.00023380520157159962
