 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
pcs.V5 -7.281924900501873e-07 9.141546881921452e-07 -1.700069726352194e-08 9.823947132999436e-11 2.008851849865863e-06 -2.306278140935087e-08 -9.969548163785064e-10 1.4350350574302647e-11 -3.667760565205372e-08 9.190092729743101e-08 1.8385088346363222e-06 1.7798457719557617e-08 -9.754303244482608e-09 -5.443116095743057e-08 2.019982576823931e-08 -1.5533842067413246e-08 -2.2301527193723454e-08 5.464724776588713e-08 2.0326820864156833e-08 1.5712714748350662e-08 2.676531908468631e-08 2.468894294946982e-08 -1.0773765645072528e-08 -9.219235673677696e-09 -4.7133219439247395e-09 6.009451854030287e-09 -1.085771962166632e-08 -8.299812342684538e-09 9.993711911667815e-08 -1.3492340807719657e-07 2.3480861107725379e-07 2.3784346427554462e-07
pcs.V6 2.1890256869521974e-07 -8.495689927714274e-07 1.4436059460726568e-08 -7.987184307945752e-11 -2.189885738901406e-05 1.3524082728022112e-06 -2.660855627548291e-08 1.6633837929897018e-10 -5.026968021062707e-09 -1.0489283647497925e-08 1.7798457719544657e-08 1.7677017319276754e-06 1.8204444915160388e-08 5.176018827176567e-10 2.7968694080951404e-08 -3.4583860501712765e-09 7.127800397582254e-08 2.952145653406255e-09 -1.607601205030981e-08 -2.5701503026540135e-09 -3.3174128041287877e-09 5.3069763408389316e-09 4.003836877157363e-09 -1.3677194154114306e-09 -5.410676539633912e-09 -9.355378344289081e-10 -3.6692969910471926e-08 -2.5489797202144598e-08 -2.013335587819888e-07 -3.6302609133803454e-07 9.50836936256688e-07 7.198072617018772e-07
pcs.V7 7.315949690122826e-08 1.1736509730812402e-07 -4.666432569518816e-09 3.945514895101438e-11 -7.764477023168273e-06 3.45227824739422e-07 -4.832204881565505e-09 2.3406404385053685e-11 1.2639275406532642e-08 2.3130987446683152e-08 -9.754303244485361e-09 1.8204444915164133e-08 2.023503656312991e-06 2.6971636843943902e-08 1.7389811302225033e-08 -3.2324617856439434e-08 9.766228768819044e-09 5.34364816258671e-09 2.8515462352080225e-08 -1.2398063214803963e-09 -9.623631685785529e-09 -2.478293881453285e-09 -1.3967753862638279e-08 7.963519116418066e-09 3.6112257573342426e-08 -5.8095794429047976e-08 1.3287573889209504e-08 -8.399950691442598e-09 -2.826754599114635e-07 -5.746801706994014e-07 5.910266975519876e-07 1.6898136272390288e-07
pcs.V8 -2.3802876079517817e-08 1.399983452842371e-07 -4.882801576783603e-09 4.5072831952313845e-11 -2.5869546924525948e-05 1.5502561962436898e-06 -2.954495609875562e-08 1.8248610955756836e-10 2.967727240608512e-08 -6.348972771817084e-08 -5.4431160957445125e-08 5.176018827283864e-10 2.6971636843941933e-08 1.9914058447900498e-06 7.737882104591934e-09 -3.3309116653729614e-08 -3.596891337572199e-09 3.986856694964773e-08 2.1149747742976365e-08 -2.9803517044803035e-08 9.466126643452032e-09 2.1907337462262365e-09 1.0845035171098821e-09 1.0502314420952772e-08 2.5897709694075676e-08 2.367630712528253e-08 2.4424066226524015e-08 -6.588369916815482e-09 -3.2185468605692844e-07 -4.5930332679468545e-07 7.200635275713382e-07 1.214484009539466e-07
pcs.V9 4.508608058174537e-07 -3.818242204658507e-07 7.790692271214788e-09 -4.998156880413819e-11 4.854910427236373e-05 -2.829654707545159e-06 5.384515130463767e-08 -3.345650474395607e-10 -5.604803608803983e-08 -8.087654487642102e-11 2.0199825768266178e-08 2.7968694080930443e-08 1.7389811302228365e-08 7.737882104590629e-09 2.0023958327867583e-06 -8.33887421128349e-09 3.0640249240534254e-08 3.321801713504959e-08 4.748379761273487e-08 -6.126669099277065e-09 2.5384962895765095e-08 1.106110327364953e-08 9.086971968578647e-10 -1.740390476785293e-08 -4.868214721521936e-08 -4.419273562644671e-09 -1.069642297586668e-08 1.1719792712374778e-08 2.4093136827661567e-07 9.833902104658544e-08 2.312100645376e-07 -7.057195683154319e-07
pcs.V10 3.846797861487366e-07 -2.740823041945408e-07 6.428329909262241e-09 -4.7125493218413815e-11 6.962901301345289e-06 -4.0845230709700606e-07 7.2814650598285445e-09 -4.2969646508098784e-11 1.7755135363236986e-08 4.3857081417575196e-08 -1.553384206740983e-08 -3.4583860501756043e-09 -3.232461785643951e-08 -3.330911665373192e-08 -8.33887421127962e-09 1.988911716396194e-06 1.6049838062127394e-08 2.3980472546536874e-08 3.2315780513417605e-08 1.4420861436884928e-08 -4.328696255649908e-08 7.832461115693282e-09 -7.678468291485065e-09 -9.480254101246615e-09 7.828401316178749e-09 5.6109972476066254e-08 -2.3663193006325202e-08 -1.5966364536856648e-08 5.184831652932138e-07 4.146340273910569e-07 1.1545415538299273e-07 -1.098786692546352e-07
pcs.V11 1.1629959386654522e-07 7.807109995414554e-07 -1.615552826680434e-08 1.0806714482570585e-10 1.2093403038561883e-05 -6.839302673049617e-07 1.302107684644077e-08 -8.274649409172883e-11 3.529678431160444e-08 -9.838564740267372e-09 -2.2301527193716526e-08 7.127800397582625e-08 9.766228768821796e-09 -3.5968913375622302e-09 3.0640249240514984e-08 1.604983806212414e-08 1.971735619576356e-06 -4.351649451108118e-08 3.0835108981800375e-08 2.0258766401720775e-10 -2.93372111898935e-08 1.2998091180588593e-08 2.3663433346141656e-08 3.816959659577017e-08 4.929011536969745e-09 -8.223309607332744e-09 -2.166744120999414e-08 8.723794066882765e-09 -8.269834038710366e-09 -1.0088100971430797e-09 -1.9128105519899757e-07 4.549132680552816e-07
pcs.V12 -4.4325344936898954e-07 3.0109270674870897e-07 -4.223455051690374e-09 1.7774429044633636e-11 1.9294358045523912e-05 -1.1671347881505902e-06 2.2605020427182312e-08 -1.4037404362929462e-10 -3.901775137928181e-08 4.4952203159570674e-10 5.464724776589823e-08 2.9521456534044035e-09 5.343648162589548e-09 3.986856694965491e-08 3.321801713503534e-08 2.3980472546533486e-08 -4.351649451107689e-08 1.9892933005362214e-06 -6.755376744193136e-09 -3.73200865072853e-09 -1.4504477373831636e-09 1.7743891711417617e-08 1.8495053536240344e-08 -3.6170418036803064e-09 -1.0128705493912761e-08 6.5874441235750195e-09 -5.0199248448091915e-08 4.1316067437157194e-08 3.7322315232049493e-07 3.681315649968585e-07 -5.175135224719952e-07 -7.563450127567339e-07
pcs.V13 -2.9976264477068694e-07 5.4984098404720345e-08 -4.074565986186413e-10 -6.611474709143343e-12 -1.2832780497221598e-05 7.592511549524356e-07 -1.5250382676503014e-08 9.920333943848211e-11 -1.9611558700827873e-08 -9.558197613613289e-09 2.0326820864149305e-08 -1.607601205030418e-08 2.8515462352079256e-08 2.114974774297642e-08 4.748379761273564e-08 3.2315780513418703e-08 3.083510898179511e-08 -6.755376744196835e-09 2.0206873778881067e-06 2.649166093999458e-08 -2.1074952967352865e-08 3.5069099960813384e-08 -5.62158046934571e-08 -1.9896886434580983e-08 -2.1390044679497915e-09 -6.1791722288384995e-09 2.1155643804293216e-08 9.879373778801338e-09 -2.7448279105203485e-08 -4.857023631706714e-08 -2.822120715418277e-07 -2.2581912864174528e-07
pcs.V14 -1.2244647606401542e-08 2.149248408817528e-09 1.1881667780787419e-09 -1.658730515267722e-11 -9.775997256162302e-07 1.3667889983499368e-07 -4.210206279048553e-09 3.603997815811453e-11 3.4908885428259896e-08 -2.0320615547155596e-09 1.5712714748348836e-08 -2.570150302652983e-09 -1.239806321480732e-09 -2.9803517044803485e-08 -6.126669099276085e-09 1.4420861436885192e-08 2.0258766401611918e-10 -3.7320086507290805e-09 2.649166093999436e-08 1.994123148389859e-06 -6.903930885346173e-10 -9.18653601591217e-09 2.6928567516409598e-08 6.715867090842999e-10 -2.992614546675492e-08 -9.750359333342471e-09 -5.561947949434997e-09 -4.10464533169438e-08 2.4454352646121515e-08 1.7725672397302855e-07 4.84482848411384e-07 6.758084929984715e-08
pcs.V15 -1.6043721331874123e-07 -1.6747803455214124e-07 4.262874869998063e-09 -3.180217171730921e-11 2.3437170413067415e-06 -1.5378143310604794e-07 3.8380656922348995e-09 -3.098268104460156e-11 -9.631985211345694e-10 -6.993143920479589e-09 2.676531908468796e-08 -3.3174128041311597e-09 -9.623631685785458e-09 9.466126643450716e-09 2.5384962895767252e-08 -4.3286962556499055e-08 -2.9337211189891682e-08 -1.450447737381401e-09 -2.1074952967353603e-08 -6.903930885348983e-10 2.023094386330797e-06 7.008063416219491e-09 1.377033154308581e-08 3.5975248084691717e-08 -3.580328484755189e-09 8.762470389227965e-09 -5.88473965781537e-08 -1.774192947995303e-10 1.636311078841499e-07 1.9135429546222116e-07 -1.303478384461098e-06 6.852068049849061e-07
pcs.V16 2.0067381008011948e-07 -7.33625987273521e-07 1.2464054665493278e-08 -6.403728792362343e-11 -3.329968583760083e-06 -2.7478544928190864e-08 5.293606102781053e-09 -6.22696844162024e-11 -2.1995001336196575e-08 1.5765959749983592e-09 2.468894294947125e-08 5.3069763408306e-09 -2.478293881454429e-09 2.1907337462182807e-09 1.1061103273664259e-08 7.832461115694905e-09 1.2998091180593619e-08 1.7743891711424384e-08 3.50690999608091e-08 -9.18653601591329e-09 7.0080634162201045e-09 1.9889678972040213e-06 -7.763880964613075e-09 7.776103801526499e-09 -2.957295874041532e-08 -5.386775488002353e-10 -2.5167712160202284e-08 -3.382173862116063e-08 -2.3376967174119796e-07 -1.6401747193724637e-07 4.4578574325894214e-07 5.340317485651772e-07
pcs.V17 2.1282064775787568e-07 -1.7510342150814676e-06 3.245053826380606e-08 -1.9440999543590038e-10 -4.499147851082585e-05 2.7231276148921224e-06 -5.345800117405658e-08 3.404320749554224e-10 -3.099989678871198e-08 -1.0210643952834572e-08 -1.0773765645099122e-08 4.003836877156588e-09 -1.3967753862645987e-08 1.0845035170869707e-09 9.086971969028929e-10 -7.67846829147604e-09 2.3663433346134462e-08 1.8495053536244877e-08 -5.6215804693468967e-08 2.6928567516407305e-08 1.377033154309081e-08 -7.76388096459574e-09 2.0275636858610744e-06 4.337675802585079e-08 -2.917701384142196e-08 -1.7233679609108626e-08 -2.2923831356822148e-08 -3.044528837934395e-08 -3.7229129004790517e-09 -1.5010914925967494e-07 -5.282614958506501e-07 5.20617074237959e-07
pcs.V18 4.870641959450865e-07 -8.399878520382252e-07 1.5648166877616156e-08 -9.639088852194835e-11 1.0035012389513387e-05 -4.815004935214832e-07 5.99313715667263e-09 -1.2042839907025654e-11 -2.6050115228348994e-08 1.876564521322712e-08 -9.21923567367419e-09 -1.3677194154230726e-09 7.963519116416607e-09 1.0502314420942476e-08 -1.740390476783446e-08 -9.480254101244996e-09 3.8169596595777426e-08 -3.6170418036706664e-09 -1.9896886434586214e-08 6.715867090828665e-10 3.597524808469278e-08 7.776103801525832e-09 4.337675802582695e-08 1.922745933058656e-06 -8.421181638713993e-09 -1.2010033522015297e-08 -4.364262047769143e-09 -1.4561335256584348e-08 3.190123346530089e-07 3.76376784513444e-07 -9.549874853261778e-07 -3.658055123591325e-08
pcs.V19 -8.491961658511126e-07 2.7397978101999526e-06 -5.463372550481979e-08 3.5044088195030403e-10 4.258939078165143e-06 -3.0345242074500976e-07 7.0851653082480156e-09 -5.23451839216396e-11 -2.8129313297776726e-08 2.157041987433161e-08 -4.713321943921219e-09 -5.410676539606841e-09 3.611225757334918e-08 2.5897709694109326e-08 -4.868214721528179e-08 7.828401316170856e-09 4.929011536956014e-09 -1.0128705493936723e-08 -2.1390044679322917e-09 -2.992614546675069e-08 -3.580328484759478e-09 -2.9572958740421032e-08 -2.917701384136652e-08 -8.421181638724483e-09 1.9508955550156327e-06 1.592849245655619e-08 -1.6428147229182254e-08 6.464689833175965e-09 -3.74095299564273e-07 -2.5055616488577787e-07 -4.2671620721429405e-07 3.729149360261733e-07
pcs.V20 -1.961958135931721e-07 -2.2684991447870912e-07 4.616436248530302e-09 -2.8688758986918072e-11 7.941902770719171e-06 -4.463954696704825e-07 7.59400974945088e-09 -4.032089150691879e-11 -3.1638141556406345e-08 2.5903766667676205e-08 6.0094518540342785e-09 -9.355378344328867e-10 -5.8095794429047506e-08 2.367630712528139e-08 -4.4192735626430165e-09 5.610997247606574e-08 -8.22330960732937e-09 6.5874441235778576e-09 -6.179172228839126e-09 -9.750359333342856e-09 8.76247038922782e-09 -5.386775488020549e-10 -1.7233679609117087e-08 -1.2010033522018025e-08 1.5928492456565966e-08 2.0197917942977365e-06 -8.183761796901707e-09 1.8016485211001254e-08 6.56566319847122e-07 5.552405847873064e-07 -1.3590760694311355e-06 -5.536961720321111e-07
pcs.V21 1.0934787290432506e-07 -1.8213905239285507e-08 -2.9676743836701954e-09 3.743232604558814e-11 -1.0364636129764678e-05 2.882719218369109e-07 1.2679617122509067e-10 -3.215316956767422e-11 1.9901624469058088e-08 2.5663211868298026e-09 -1.0857719621667527e-08 -3.669296991047103e-08 1.3287573889209447e-08 2.442406622652422e-08 -1.0696422975866702e-08 -2.3663193006324815e-08 -2.1667441209994783e-08 -5.019924844809273e-08 2.115564380429323e-08 -5.561947949434884e-09 -5.884739657815387e-08 -2.5167712160201877e-08 -2.292383135682046e-08 -4.364262047768447e-09 -1.6428147229184785e-08 -8.183761796901993e-09 1.944668206739953e-06 -4.87374579327737e-09 -2.948639198032752e-07 -3.996372823529804e-07 3.001726498734307e-07 -2.0729269239804383e-07
pcs.V22 -2.4532996705484906e-07 3.665581866938985e-07 -7.863132616141781e-09 5.0770524710540115e-11 -1.7552271464796623e-05 1.0687428835945005e-06 -2.155308071322016e-08 1.4105581841763727e-10 1.6766709870713256e-08 2.2601110394138334e-08 -8.299812342694922e-09 -2.5489797202134196e-08 -8.399950691443513e-09 -6.5883699168124605e-09 1.1719792712370202e-08 -1.5966364536855705e-08 8.723794066874124e-09 4.131606743714971e-08 9.879373778802936e-09 -4.104645331694309e-08 -1.7741929479892085e-10 -3.3821738621155306e-08 -3.0445288379321806e-08 -1.456133525657757e-08 6.464689833150803e-09 1.801648521100133e-08 -4.873745793277636e-09 2.0196166488284735e-06 1.1841350632408138e-07 1.539330155078301e-08 1.6540052249899902e-07 -7.026046752682602e-07
proband -3.0019341486061893e-05 1.0123940733526932e-05 -1.897265560143674e-07 1.0897329760322412e-09 0.0003050618457574875 -1.8581913110044164e-05 3.635875764701259e-07 -2.338532359380804e-09 5.641788236824507e-07 1.110137911705008e-07 9.993711911684883e-08 -2.0133355878194512e-07 -2.8267545991140457e-07 -3.218546860567421e-07 2.409313682762545e-07 5.184831652931463e-07 -8.269834038683863e-09 3.732231523204358e-07 -2.7448279105108667e-08 2.445435264614077e-08 1.6363110788411217e-07 -2.337696717413081e-07 -3.7229129003989385e-09 3.190123346528473e-07 -3.740952995639335e-07 6.56566319847057e-07 -2.9486391980326036e-07 1.1841350632424822e-07 0.0002902442967870415 0.00015990447600133415 -0.00025651643738921993 -0.00025692144048158286
sibling -3.9142006780459216e-05 1.54712969048102e-05 -2.6069536192373396e-07 1.3421291986886689e-09 0.0003826912872400522 -2.0495596833021064e-05 3.383649443540597e-07 -1.7586098242273024e-09 5.861342782013553e-07 1.870382732366895e-07 -1.3492340807702584e-07 -3.630260913379212e-07 -5.746801706993297e-07 -4.5930332679442456e-07 9.833902104608455e-08 4.146340273909698e-07 -1.0088100971553753e-09 3.681315649967432e-07 -4.857023631693223e-08 1.7725672397305608e-07 1.9135429546217754e-07 -1.6401747193736202e-07 -1.5010914925945093e-07 3.763767845132674e-07 -2.5055616488546484e-07 5.552405847872255e-07 -3.9963728235296084e-07 1.539330155100545e-08 0.00015990447600133345 0.0003931365068407447 -0.0003179652679254826 -0.00031605418592914146
paternal 5.395827073082574e-05 -1.3362945422431662e-05 1.9875190747711565e-07 -8.851183141694377e-10 -0.00010242448710800617 2.5252238957900365e-06 1.8357385963219895e-08 -4.88305003899704e-10 8.346662950780931e-07 -1.2589642300728334e-06 2.3480861107727237e-07 9.50836936256477e-07 5.910266975519449e-07 7.20063527571123e-07 2.312100645380031e-07 1.1545415538304241e-07 -1.9128105519887576e-07 -5.175135224718258e-07 -2.8221207154193626e-07 4.844828484113608e-07 -1.30347838446108e-06 4.4578574325893425e-07 -5.282614958510867e-07 -9.549874853261341e-07 -4.2671620721418393e-07 -1.3590760694310804e-06 3.00172649873401e-07 1.6540052249886048e-07 -0.00025651643738921765 -0.0003179652679254798 0.0006665575082449736 0.00012254579873696304
maternal 3.8255256538151655e-05 -7.552979100116511e-06 1.311708769519776e-07 -6.717878523553236e-10 -0.0006218097969774817 3.402877119983732e-05 -5.800060206998713e-07 3.090824264607383e-09 4.89716184817369e-07 -9.543063850450015e-07 2.3784346427524358e-07 7.19807261701897e-07 1.6898136272382606e-07 1.214484009537325e-07 -7.057195683150103e-07 -1.098786692545373e-07 4.549132680551818e-07 -7.563450127567152e-07 -2.2581912864185643e-07 6.758084929982518e-08 6.852068049849583e-07 5.340317485653679e-07 5.206170742380183e-07 -3.6580551235667794e-08 3.7291493602555507e-07 -5.536961720320357e-07 -2.0729269239804796e-07 -7.02604675268479e-07 -0.00025692144048158384 -0.00031605418592914395 0.00012254579873696714 0.0006654960951066345
