 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 8.292265622416999e-05 7.801696792352628e-06 -2.0982420903721016e-07 1.9445852442505115e-09 -1.5174376095007592e-05 1.3851713671037472e-06 -4.052665290190305e-08 3.906667431745377e-10 2.5484346743130224e-07 1.2894830512515094e-07 -1.6056071265384307e-07 -6.500812309386187e-08 -4.180656367355154e-08 7.418133656005016e-08 -6.155148009619735e-08 7.810286275706136e-08 -1.0005010528109414e-09 -9.855196548379594e-08 -9.937187635897878e-08 -1.9007702523694374e-08 -4.021316430236637e-08 3.5677437649859856e-08 -2.995930622560297e-08 -3.684561840824323e-08 -3.307304554890026e-09 -4.81235916881849e-08 2.9267100986250507e-08 -2.72363483024115e-08 -9.0476431888757e-06 1.0042121764271195e-05 6.2806492263582425e-06
age 7.801696792400826e-06 0.00025022614942346507 -5.757738093935438e-06 4.1129434004611085e-08 0.0031351639348680647 -0.00023748332212474377 5.455258844084081e-06 -3.8902573457536686e-08 -2.40889243087059e-08 1.769406146687338e-07 -9.504231639531851e-08 1.613337976488746e-07 4.2015911882354934e-08 4.5940925984738905e-08 9.621130171370565e-08 9.971455296017286e-08 1.1425911550846983e-07 -3.0646065515496574e-07 -9.455706387922365e-08 6.224115713797862e-08 -1.6932312581958468e-07 -1.5773875226515727e-07 -2.0673891357197298e-07 2.0880033287496143e-07 1.6487890193251717e-07 -1.5090307006152416e-07 1.4062043595600224e-07 3.059419775199928e-07 1.8081122563141316e-06 1.8895388158793296e-06 1.038254466290341e-06
age2 -2.0982420903811802e-07 -5.7577380939369675e-06 1.350527684691189e-07 -9.811906916739782e-10 -7.051459244574949e-05 5.456267102658488e-06 -1.2775049545532683e-07 9.264515139009677e-10 2.6968411738246743e-09 -4.009687647843906e-09 1.5323147053350566e-09 -4.000336321908297e-09 -1.1070717496276452e-09 -1.7441310935046763e-09 -1.6313107447799337e-09 -1.6844682337695146e-09 -2.613527639525461e-09 6.834880327829398e-09 2.4282571223440856e-09 -1.2209889987891944e-09 3.686480275129294e-09 2.7512696810478174e-09 3.858657774778202e-09 -4.0346192939594686e-09 -4.373399155294415e-09 3.2504247348100923e-09 -3.760846424991135e-09 -6.984202603885437e-09 -4.133444914088903e-08 -5.0426726059708945e-08 -1.3542832228523547e-08
age3 1.9445852442565735e-09 4.11294340046123e-08 -9.8119069167379e-10 7.244698614959046e-12 4.944661653940436e-07 -3.891775883285341e-08 9.266819969428196e-10 -6.828962371587531e-12 -3.218239205896843e-11 3.181991056958037e-11 -1.0082674274438478e-11 2.9377640810351637e-11 7.400548151344047e-12 1.6467811598840906e-11 8.390688364391115e-12 9.055028212218782e-12 2.0003127146069683e-11 -4.732310159449492e-11 -2.1179492555901492e-11 6.51494190720982e-12 -2.5774456531628714e-11 -1.348109781744691e-11 -2.3088340944435606e-11 2.355256439633978e-11 3.4402107518511744e-11 -2.1593666021307387e-11 2.997355459569118e-11 4.848761970140793e-11 2.7672324958719273e-10 3.6763034518305883e-10 4.5997087625912766e-11
sex -1.517437609197156e-05 0.003135163934860729 -7.051459244558185e-05 4.944661653928636e-07 0.10857349046754035 -0.008142610534090145 0.0001862853438390801 -1.3284108799140483e-06 -1.5916508291254522e-07 -6.412465350369535e-07 3.287319680182424e-07 8.363797211438519e-07 -2.2106305910664046e-06 -6.969359380650272e-07 2.2282615889112053e-06 3.5126977942534896e-07 -5.836769827397551e-07 -2.956176788388667e-06 -1.862326029434656e-06 2.8443836712295476e-06 3.5340269117700897e-07 -1.4033231472728337e-06 -3.5302627618659436e-06 2.036603477693288e-06 -4.540952027209454e-07 -2.260088578803783e-06 3.6074055031273215e-06 4.924563205801096e-07 -5.666944327739958e-06 2.2771885431716857e-05 7.223992549868516e-05
agesex 1.3851713670386337e-06 -0.0002374833221242424 5.456267102647049e-06 -3.8917758832772605e-08 -0.008142610534089776 0.0006271088536340019 -1.4640987057474408e-05 1.0610924530645568e-07 5.1994602797483454e-08 6.677652542325356e-08 -2.994680127638063e-08 -3.0409715416371067e-08 1.333406738012544e-07 6.810109312816493e-09 -9.572905112291211e-08 -1.2898129789667949e-08 3.915604928793037e-08 2.3663903004532535e-07 1.1470834297626685e-07 -2.060959970176188e-07 -6.613004993255939e-08 7.357340405925745e-08 2.294936338905383e-07 -7.586875986653586e-08 -2.732404123889038e-08 1.8576229059840605e-07 -3.069551048244226e-07 -4.0452530242703144e-08 1.0234907660639867e-07 -2.5202922681829313e-06 -5.3012012056692325e-06
age2sex -4.0526652897981785e-08 5.4552588440696374e-06 -1.2775049545500073e-07 9.26681996940545e-10 0.00018628534383906316 -1.4640987057473768e-05 3.4816117694109817e-07 -2.5642839165836844e-09 -2.1803900925259217e-09 -1.779195093909362e-09 7.087895188856897e-10 4.3441592078500744e-10 -2.6712868602919826e-09 5.574602472272211e-10 1.1152379031094498e-09 -2.6045031587564665e-10 -4.3861986699878357e-10 -5.387225315248629e-09 -2.6930063509335685e-09 4.395570387748226e-09 2.277288088292447e-09 -6.059846575130243e-10 -4.918772077649508e-09 -2.1720461361280314e-11 1.4209399781473174e-09 -4.749068336179989e-09 7.643627692075159e-09 5.493367949062004e-10 7.395331257307622e-09 6.567823674115511e-08 1.2000385316023374e-07
age3sex 3.9066674318371216e-10 -3.890257345748604e-08 9.264515138997907e-10 -6.8289623715790316e-12 -1.3284108799138709e-06 1.0610924530644687e-07 -2.5642839165835863e-09 1.9176066902581062e-11 1.9340230622415362e-11 1.4927660783200728e-11 -4.306197229230204e-12 -3.713639593145359e-12 1.8594077434864033e-11 -6.532975580701142e-12 -2.7499739531136723e-12 4.758805752588642e-12 -9.38361650910533e-13 3.729516198494708e-11 1.994557924374419e-11 -2.875277368784251e-11 -2.0552130556293652e-11 -2.693433473549937e-12 3.4027462571070715e-11 1.275141724236083e-11 -1.3467876027724228e-11 3.710848225516269e-11 -5.807450727099559e-11 -1.3262094069373791e-12 -1.3992946305834594e-10 -4.967948271742178e-10 -8.679341178740195e-10
pcs.V3 2.5484346743131167e-07 -2.408892430879353e-08 2.696841173826792e-09 -3.2182392058984224e-11 -1.5916508291880945e-07 5.1994602797984375e-08 -2.180390092538023e-09 1.9340230622505754e-11 9.118021174816548e-07 5.7573521333471266e-08 -2.6410332826227945e-08 3.5100428598730695e-09 4.353434523280564e-09 1.4022286467970551e-08 -4.5558861500426475e-09 1.3217720038044491e-08 9.107250962689314e-09 -1.866810903016438e-09 -1.0411725058314047e-08 1.5249693713764802e-08 -4.406671962707689e-09 -1.066007343071026e-08 -1.6687797398214304e-08 -1.1030453231889812e-08 -4.398058961465748e-09 -1.4198976351835665e-08 5.422358319224837e-09 2.577207580191014e-09 2.436470484103284e-07 5.973410696745171e-07 5.375211879525759e-07
pcs.V4 1.2894830512513143e-07 1.7694061466894546e-07 -4.009687647848916e-09 3.181991056961701e-11 -6.412465350313718e-07 6.677652542281362e-08 -1.7791950938988669e-09 1.4927660783123174e-11 5.7573521333471114e-08 9.599929180993219e-07 2.2052036629907793e-08 -3.98801290111771e-09 1.3246296196202177e-08 -1.97557044768362e-08 -1.1554839688961159e-08 1.5071327048252497e-08 -3.5152726092519382e-09 -3.17033781204088e-09 8.0383501354324e-09 -1.0296960996462796e-08 -8.384524640609546e-09 7.89181596619474e-09 7.4277068290901145e-09 5.040605657874206e-09 7.867295477751274e-09 2.5963282440650136e-09 3.1743732469267207e-09 3.911044477489018e-09 -2.0135144609519272e-08 -5.610542922474165e-07 -4.564081864392279e-07
