 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
pcs.V5 -2.3701523719331255e-07 -1.2055718275011246e-07 1.8881416043821193e-09 -1.2147530158531483e-11 -2.5553289698166997e-06 1.671209438777769e-07 -3.3959448419796238e-09 2.27506914785532e-11 -3.523930089928083e-08 5.6528391248286715e-08 1.5111650444914592e-06 1.3007652492007465e-08 -8.126993708190251e-09 -3.453764949115376e-08 7.817540139827977e-09 -1.4437222917808074e-08 7.692661344162342e-09 4.116470204773776e-08 1.3006882832650706e-08 5.810841507740806e-09 9.55623786416417e-09 2.7606300083577484e-08 -1.4797232284367365e-08 -1.3367660794850806e-08 4.2497493963067895e-09 2.0050811595840474e-08 -4.437962976438614e-09 3.972305488187215e-09 1.5329380461019907e-07 9.533166780138873e-09 5.22205204312706e-07 -3.8335289048540997e-07
pcs.V6 -1.619835029244159e-08 1.6359755357290024e-07 -4.090258818395827e-09 3.0308329489672177e-11 6.525933048367817e-07 5.405382973697372e-10 -4.235551531272773e-10 2.1966642525686976e-12 8.26306785942895e-09 -1.844702335877919e-08 1.3007652492007356e-08 1.4542917291507451e-06 6.6220998182684295e-09 -8.659922703682206e-09 1.6680599421500982e-08 -5.0522197618454514e-09 4.145859437360641e-08 -6.173929903608947e-09 -2.2868044070983893e-08 -1.1338854441314844e-08 1.4479152694064027e-08 1.5416742165104953e-09 -2.8258417199254223e-09 7.488425118099154e-10 -7.92338839935804e-09 1.0138698543844964e-08 -3.271389127107582e-08 -1.5103072692043675e-08 -8.85920925279013e-08 -2.914892625542126e-07 7.22249548429851e-07 4.04439377703536e-07
pcs.V7 5.137944577188359e-08 2.687012582016333e-07 -6.6474992527140385e-09 4.7610995833581844e-11 2.7854691722255465e-06 -2.2522065942370442e-07 5.1561755709027835e-09 -3.3712334457750515e-11 2.6982466313322228e-08 2.8040242390170788e-08 -8.12699370819038e-09 6.62209981826829e-09 1.6367432636754953e-06 1.123200141292906e-08 -6.981731276969499e-09 -2.915399593339973e-08 3.4978029665752293e-09 -5.163280265955241e-09 1.8345118483989327e-08 7.171388815184795e-10 -8.003804013573646e-09 -1.146494116223023e-09 -2.6630739246812293e-08 6.820961258677988e-09 1.9888026790507895e-08 -4.0398597548198027e-08 -4.393232899516876e-09 -8.085102374007873e-09 -2.928420903074641e-08 -7.863162480654085e-08 3.242690603711999e-07 -3.6745823079589224e-07
pcs.V8 1.2716554968743957e-07 1.3532272117643277e-07 -4.331439624013743e-09 3.825892871599022e-11 -3.2748310587423708e-06 1.7045458497720299e-07 -2.6295121405337238e-09 1.319506714229976e-11 2.7853150128830372e-08 -5.037755018467483e-08 -3.4537649491153866e-08 -8.659922703682186e-09 1.1232001412929355e-08 1.623365679582714e-06 1.792589312647274e-08 -9.524228591121238e-09 -2.6507648661313574e-09 5.0483473191580587e-08 1.1478220170552341e-08 -2.8763484158191284e-08 2.6792168232390375e-09 -3.4100326566834785e-10 -6.076282228498564e-09 2.888971613737815e-08 1.7222880108663342e-08 2.2948257227219788e-08 3.454702394813636e-09 -1.265136722345661e-09 -8.876271700339465e-08 -2.0875795617867876e-07 3.2779465782676944e-07 -2.638244311115841e-08
pcs.V9 -1.4067221808260567e-07 1.26684478959596e-08 6.461938854197384e-10 -8.094850203470598e-12 4.360404643356027e-06 -2.0774024515425756e-07 3.400308656879612e-09 -1.989983723268479e-11 -2.9551158386926167e-08 -1.040581746325255e-08 7.817540139828086e-09 1.668059942150094e-08 -6.9817312769697834e-09 1.7925893126472703e-08 1.6151965240972516e-06 -1.072230433248968e-08 1.1467494324185282e-08 2.644328477221832e-08 1.7241480738783612e-08 -1.0409066231175797e-08 1.338840962526728e-10 -5.375222948330191e-10 1.353058677189e-10 -2.6564140382730686e-08 -4.0647528979648154e-08 -6.358602709438789e-09 -3.7129458428556994e-09 1.6231762688425673e-08 5.6727739039117156e-08 -9.000041627019988e-08 2.951544170941644e-07 -2.4608823426691417e-07
pcs.V10 1.5007137843006914e-07 1.1574521257375024e-07 -1.347649663265192e-09 3.463858089493378e-12 8.731853355959983e-07 -3.568965650202108e-08 8.46512630067563e-11 1.722566293066757e-12 2.3040888733126638e-08 2.8519579363949793e-08 -1.4437222917808115e-08 -5.052219761845477e-09 -2.9153995933399635e-08 -9.524228591121306e-09 -1.0722304332489574e-08 1.6206820307510682e-06 9.95397723829095e-09 1.2232532623615407e-08 2.4264959653864694e-08 5.9169489772043156e-09 -2.8583870262957628e-08 2.0103498573766083e-09 -7.3200096212153705e-09 3.4412599664418795e-09 -1.418325710983787e-09 2.6516007258185985e-08 -1.8081605267199443e-09 -1.1676185589056023e-08 1.5025655491949404e-07 1.1508709822190171e-07 3.4043305626361614e-07 2.452670058950349e-07
pcs.V11 3.397676048648144e-08 2.097073040463027e-07 -4.851933819591169e-09 3.605078944885648e-11 -5.104284557317694e-06 3.328398234164171e-07 -6.466042615865705e-09 3.8112957044487976e-11 1.720879008569442e-08 -7.306757997204092e-09 7.692661344162559e-09 4.145859437360652e-08 3.49780296657557e-09 -2.650764866131383e-09 1.1467494324184728e-08 9.953977238291066e-09 1.5699784513807969e-06 -2.6497553723189914e-08 1.052685626407786e-08 -1.0835843868180144e-08 -4.744385265068336e-09 -1.1274838251794298e-08 -9.955281276353128e-10 1.338236298709853e-08 -2.8030677587284657e-09 2.2174726152015433e-09 -1.9710114829167817e-08 1.2595984405784508e-08 -4.1717958421658775e-08 -8.046139670998741e-08 2.1739363360726332e-07 3.786040983000196e-08
pcs.V12 -1.8699830231106623e-07 -5.645313708347833e-07 1.2551792601631189e-08 -8.761800520887732e-11 -7.914024340164749e-07 5.383984764321436e-08 -1.1595783189320443e-09 8.14613762709018e-12 -1.121133885413991e-08 -5.101675876898382e-09 4.116470204773795e-08 -6.173929903608866e-09 -5.1632802659555436e-09 5.0483473191580845e-08 2.6443284772218072e-08 1.2232532623615392e-08 -2.6497553723189468e-08 1.5912405416504143e-06 -5.717973525777079e-09 -2.4416497333431563e-09 -8.105999930342008e-10 1.5064993368859784e-08 -7.273501303413331e-09 -1.1485639624094941e-08 -1.4372088741739863e-08 1.4043366151328204e-08 -3.040197807394405e-08 2.9443827863598893e-08 1.468885765122585e-07 2.2896077509649025e-07 -2.474288812795298e-07 -2.893981008335425e-07
pcs.V13 -8.773102757387271e-08 1.1956666595006906e-07 -2.1935959828265285e-09 8.504056464064349e-12 -1.0857240782461312e-06 5.320439741526095e-08 -1.367070515400678e-09 1.1585232736647946e-11 -1.0268199726506145e-09 8.29214983376234e-09 1.3006882832650744e-08 -2.2868044070983863e-08 1.834511848398937e-08 1.1478220170552398e-08 1.724148073878353e-08 2.4264959653864694e-08 1.0526856264077964e-08 -5.717973525777195e-09 1.6370345046135614e-06 1.8354507887014947e-08 -2.3013268989729013e-08 1.3225146226147938e-08 -5.059424558131137e-08 -2.0845866605181913e-08 -2.1658238811878255e-08 4.622738699033032e-09 2.021950608200464e-08 2.0702656876042336e-08 7.058771244032514e-08 9.763875144385546e-08 1.0378705018064125e-07 -5.605137847022177e-07
pcs.V14 -8.853525317981284e-09 2.4564223123913743e-08 -3.449628836589413e-10 -5.349324289485145e-13 2.4579027708626665e-06 -2.039662540821871e-07 4.557545958215124e-09 -3.038742402062767e-11 1.935322104989689e-08 -1.8125058763894282e-08 5.810841507740761e-09 -1.1338854441314971e-08 7.171388815183703e-10 -2.8763484158191506e-08 -1.0409066231175554e-08 5.916948977204243e-09 -1.0835843868180165e-08 -2.441649733342822e-09 1.8354507887014924e-08 1.6008161491216517e-06 -2.413159537965296e-08 -6.759087932352584e-09 7.053950976014582e-09 -1.7432182411756264e-08 -1.4844788676225438e-08 4.386258672751113e-09 -6.716243095428647e-10 -1.8543182185999443e-08 1.1713543700825847e-07 -4.9522953925410785e-09 4.3361402381354567e-07 5.538566899263275e-08
pcs.V15 -2.7975782115132485e-08 -2.5451428533687607e-07 5.461871257536177e-09 -3.7577180234010954e-11 -3.1733897864783045e-07 -2.200726957520565e-08 1.3824866084794295e-09 -1.3951638043597987e-11 -1.1894483006265134e-08 -1.763108603379416e-08 9.55623786416424e-09 1.4479152694064034e-08 -8.003804013573766e-09 2.6792168232390326e-09 1.3388409625264238e-10 -2.8583870262957628e-08 -4.7443852650682774e-09 -8.105999930340442e-10 -2.301326898972898e-08 -2.413159537965307e-08 1.6306827741191334e-06 4.1610564341524294e-09 2.874547459682719e-09 2.2276966035784585e-08 4.553060777948515e-09 -1.1121698062075079e-08 -3.4789940192103396e-08 -1.5363972563960583e-08 5.432176566590419e-09 6.680346713531904e-08 -5.617536263825299e-07 3.2430025692651464e-07
pcs.V16 7.9615850153665e-08 -3.5151587264689825e-07 6.706460725219341e-09 -3.862245563076121e-11 -9.894353462742823e-07 4.9182479529026e-10 1.573575732252292e-09 -2.0111586057512285e-11 -1.6359764111194266e-08 1.521959552243989e-08 2.7606300083577418e-08 1.5416742165104624e-09 -1.1464941162229624e-09 -3.4100326566845456e-10 -5.375222948328666e-10 2.0103498573766025e-09 -1.1274838251794294e-08 1.506499336885982e-08 1.3225146226147917e-08 -6.759087932352535e-09 4.161056434152423e-09 1.5912420371813769e-06 -2.095547702405216e-09 -3.611561181384111e-09 -3.001652418972422e-08 -7.86333398138267e-10 -1.4232211391095749e-08 -2.3378563427712933e-08 -2.459265550202636e-07 -2.4634166755698116e-07 4.694157034444798e-07 5.109559251061512e-07
pcs.V17 2.7894748487565957e-08 -1.3206564671685518e-07 2.0585155308816573e-09 -1.0200351129537394e-11 -2.8982249726528986e-07 3.9334049039609086e-08 -1.498942287665546e-09 1.514606437750423e-11 -3.091310297985709e-08 3.336161560096181e-09 -1.4797232284367269e-08 -2.8258417199253768e-09 -2.6630739246812356e-08 -6.076282228498453e-09 1.3530586771876042e-10 -7.3200096212153324e-09 -9.955281276351499e-10 -7.273501303413361e-09 -5.059424558131134e-08 7.053950976014503e-09 2.8745474596826873e-09 -2.095547702405209e-09 1.6265950907377485e-06 3.8814129899373334e-08 -1.3199978257693272e-08 -6.944087658238923e-09 -1.4768087951821612e-08 -2.3037132872153647e-08 -1.3681869133144888e-08 -3.446520169056733e-08 -3.8063749316025113e-07 1.8125690103580284e-07
pcs.V18 -5.884086721988854e-08 2.0983620884825811e-07 -4.55976887440548e-09 2.9929943185755064e-11 1.758936182663437e-06 -8.360386853957947e-08 5.344600591018567e-10 6.9045494119663245e-12 -3.754154342534206e-09 1.201867000228245e-08 -1.3367660794850765e-08 7.488425118098896e-10 6.820961258677881e-09 2.8889716137378164e-08 -2.6564140382730713e-08 3.4412599664418378e-09 1.33823629870984e-08 -1.1485639624094804e-08 -2.0845866605181923e-08 -1.7432182411756343e-08 2.2276966035784615e-08 -3.611561181384153e-09 3.8814129899373374e-08 1.5851333914039405e-06 -1.6071574000149736e-08 -2.2943254032904858e-08 4.850562490964577e-09 -3.577171262775105e-09 2.586143820989658e-07 3.903872052362043e-07 -5.172037872589217e-07 -3.844226854064653e-07
pcs.V19 1.0358973370467503e-08 3.1382775337559463e-07 -7.714716313835521e-09 5.806183615454426e-11 -3.2628054582968952e-06 1.4570737666328366e-07 -1.6971083792572168e-09 3.5995214092574827e-12 -1.1540920921377059e-08 1.0688037969382748e-08 4.2497493963065645e-09 -7.923388399358022e-09 1.9888026790508305e-08 1.7222880108663236e-08 -4.064752897964803e-08 -1.418325710983692e-09 -2.8030677587289624e-09 -1.4372088741740137e-08 -2.1658238811878358e-08 -1.4844788676225088e-08 4.553060777948561e-09 -3.001652418972407e-08 -1.3199978257693405e-08 -1.607157400014971e-08 1.5831552470708436e-06 9.65139724345413e-09 -5.036580650369208e-09 6.352074333519602e-09 -2.783899508671537e-07 -3.0427126230151285e-07 4.5671209792087035e-08 1.1595603153900303e-07
pcs.V20 -1.604612456050525e-07 -2.2194058667450434e-08 2.275823656457142e-10 5.793179068421679e-13 -1.9005596120351064e-06 9.702942362761719e-08 -1.9407388064098706e-09 1.3795357096594294e-11 -1.6859624753404717e-08 9.049418374186441e-09 2.0050811595840507e-08 1.0138698543844987e-08 -4.039859754819796e-08 2.294825722721987e-08 -6.35860270943889e-09 2.651600725818601e-08 2.2174726152016054e-09 1.4043366151328108e-08 4.622738699033017e-09 4.3862586727510974e-09 -1.1121698062075097e-08 -7.863333981381935e-10 -6.944087658238952e-09 -2.29432540329049e-08 9.651397243454272e-09 1.5836427070909074e-06 -3.3564849697812273e-09 2.8744410858181844e-08 1.7894184225487451e-07 1.1459910442679772e-07 -2.902799510541857e-07 -2.0216911312491918e-07
pcs.V21 2.715405344053848e-08 2.1604826254775567e-07 -5.5645388266212355e-09 4.264219602409191e-11 3.5472449856366458e-06 -3.3159492099551494e-07 8.362766171117202e-09 -6.288355126133052e-11 1.5218970112366788e-08 4.2358736054674456e-09 -4.4379629764386e-09 -3.271389127107613e-08 -4.393232899517085e-09 3.454702394813272e-09 -3.712945842855371e-09 -1.80816052672002e-09 -1.9710114829168108e-08 -3.0401978073943445e-08 2.0219506082004757e-08 -6.71624309542785e-10 -3.478994019210322e-08 -1.423221139109591e-08 -1.4768087951821464e-08 4.850562490964872e-09 -5.0365806503699625e-09 -3.356484969780974e-09 1.5720201849288617e-06 -4.102882286030455e-10 7.528270518926741e-08 5.478755272579302e-08 -2.3913429854045517e-07 -4.102301115417067e-07
pcs.V22 3.438174081975935e-08 4.065364482373818e-07 -1.008069217530818e-08 7.381565497769809e-11 -7.136469425059928e-07 1.9911349144475476e-09 5.346400688638729e-11 2.6033448041983896e-13 2.1608006775770324e-08 1.1896479523577592e-08 3.972305488187046e-09 -1.510307269204371e-08 -8.085102374007574e-09 -1.2651367223458246e-09 1.6231762688425855e-08 -1.1676185589055973e-08 1.2595984405784246e-08 2.9443827863598787e-08 2.0702656876042277e-08 -1.854318218599919e-08 -1.5363972563960514e-08 -2.3378563427712883e-08 -2.303713287215371e-08 -3.577171262775021e-09 6.352074333519487e-09 2.8744410858181745e-08 -4.10288228602659e-10 1.6106137187367794e-06 9.393864480921229e-08 6.589354437284582e-08 1.9917669712100633e-07 -5.917400495264377e-07
proband -2.054082651314151e-05 1.1496586698845318e-06 -2.079064151630921e-08 7.628322686737928e-11 6.511706997164757e-05 -4.48893673468948e-06 9.93209794678023e-08 -7.416000474778218e-10 5.116754707416053e-07 1.297889119082229e-07 1.5329380461021648e-07 -8.859209252790338e-08 -2.9284209030775288e-08 -8.876271700338401e-08 5.672773903910134e-08 1.5025655491948978e-07 -4.171795842163521e-08 1.4688857651227317e-07 7.058771244033066e-08 1.1713543700823473e-07 5.4321765665894855e-09 -2.459265550202667e-07 -1.3681869133136592e-08 2.586143820989602e-07 -2.7838995086714746e-07 1.7894184225488476e-07 7.528270518919001e-08 9.39386448092057e-08 0.00020826254319329714 0.0001140640462650796 -0.00018279366310680614 -0.00017742986678864523
sibling -2.441016230402971e-05 -4.1430603596818976e-08 1.631456978824656e-08 -2.492957081058445e-10 9.520258328412341e-05 -4.930746454771207e-06 7.170367402677525e-08 -2.983800432445204e-10 4.866608941301536e-07 2.385105937095615e-07 9.53316678016245e-09 -2.914892625542132e-07 -7.863162480657782e-08 -2.0875795617866222e-07 -9.000041627022238e-08 1.1508709822189688e-07 -8.046139670995319e-08 2.289607750965063e-07 9.763875144386337e-08 -4.952295392571972e-09 6.680346713531594e-08 -2.4634166755698635e-07 -3.44652016905572e-08 3.90387205236197e-07 -3.0427126230150094e-07 1.1459910442681146e-07 5.478755272571304e-08 6.589354437284021e-08 0.00011406404626507952 0.0002772411334730016 -0.00022356865799983764 -0.00021814330028099618
paternal 3.454886787168931e-05 1.7824437288124504e-06 -6.816456926864803e-08 6.387739945533252e-10 -6.45217610976058e-05 2.5227435524438796e-06 -2.3786228943748074e-08 3.184675238931312e-11 5.500006307116091e-07 -1.0910714862847453e-06 5.222052043126716e-07 7.222495484298513e-07 3.2426906037125116e-07 3.2779465782674207e-07 2.951544170942011e-07 3.404330562636212e-07 2.1739363360721999e-07 -2.4742888127954687e-07 1.0378705018062968e-07 4.336140238135901e-07 -5.617536263825242e-07 4.694157034444852e-07 -3.8063749316026367e-07 -5.172037872589086e-07 4.5671209792064085e-08 -2.9027995105420525e-07 -2.3913429854034945e-07 1.9917669712100945e-07 -0.0001827936631068054 -0.00022356865799983693 0.00044041962877975065 0.00012494129839898255
maternal 2.8328187198365757e-05 4.82909457039277e-06 -9.602055906062444e-08 6.646158925305642e-10 -1.5351958586703642e-05 -6.534823423113421e-07 5.149108189075969e-08 -5.937704152468801e-10 4.7600304807536245e-07 -8.468663461029725e-07 -3.8335289048543697e-07 4.04439377703532e-07 -3.6745823079585534e-07 -2.6382443111182977e-08 -2.460882342668834e-07 2.4526700589503845e-07 3.786040982994844e-08 -2.8939810083355086e-07 -5.60513784702226e-07 5.53856689926666e-08 3.2430025692652126e-07 5.109559251061543e-07 1.8125690103579437e-07 -3.8442268540645527e-07 1.1595603153898041e-07 -2.0216911312493416e-07 -4.102301115416052e-07 -5.917400495264387e-07 -0.00017742986678864438 -0.0002181433002809952 0.00012494129839898192 0.0004301719137130831
