 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
intercept 0.0001547580039129559 2.8163835251789485e-06 -1.4668329937200595e-07 1.7008737429898696e-09 -3.7447863382661096e-05 2.7547229099003635e-06 -6.490174891467922e-08 5.096543485105029e-10 7.106729851760751e-07 1.261680157512105e-07 -2.6650939032682335e-07 2.7630648842597083e-08 3.7073576502984756e-08 1.14104735941315e-07 -1.264486218033685e-07 2.134102637165869e-07 3.1060245832687515e-08 -1.772673549651244e-07 -6.185688566279296e-08 -2.992105723423557e-08 -2.2745823743140006e-08 9.857101972929625e-08 1.0327557616459438e-08 -6.934643515279342e-08 -1.2867269981697819e-08 -2.089563049824086e-07 1.103076560741183e-08 5.701944415730833e-08 -2.1632626845576587e-05 -2.624925180865424e-05 3.825632759797132e-05 3.1485342471791446e-05
age 2.816383525502014e-06 0.0003116917965281388 -6.938745202127875e-06 4.82786684281244e-08 0.0034635229817447256 -0.0002527458994159286 5.630827959838714e-06 -3.914553878925238e-08 3.4739528813640513e-07 1.4446811919437503e-07 -1.9700836978990333e-07 1.6441557725815008e-07 2.8147504846554163e-07 1.3230470593748324e-07 -8.93606002864066e-09 3.8506211716614026e-08 2.1181082811101428e-07 -5.030020343953372e-07 2.2880733588207617e-07 1.1335900282953585e-08 -1.854787360218185e-07 -3.478785061427381e-07 -4.611841476620032e-08 2.1720263491553728e-07 3.2652112435219497e-07 1.0289883836800029e-07 2.3941370877871185e-07 3.9552894330866164e-07 1.3570314061673403e-06 8.053604802234344e-07 1.5607814366461508e-06 3.4854032613125352e-06
age2 -1.4668329937589074e-07 -6.938745202129231e-06 1.5740844920388873e-07 -1.1134973531282564e-09 -7.571613246813017e-05 5.649353386076956e-06 -1.2830892595520872e-07 9.071309526467447e-10 -5.608513316062222e-09 -2.5188658961856195e-09 3.6508355534551434e-09 -3.869539387274935e-09 -7.054108341721237e-09 -4.055717131785907e-09 8.945014015009966e-10 1.196516201286066e-10 -4.923588142560468e-09 1.1196290495991339e-08 -4.837967964525815e-09 9.372430800423957e-12 3.988217353402963e-09 6.806296387079511e-09 2.4911923508657626e-10 -4.747015875166921e-09 -7.665665970360206e-09 -2.6050360882469115e-09 -5.996947400632797e-09 -9.882865640538984e-09 -2.4346029692654417e-08 -4.415417252963162e-09 -6.704102506051216e-08 -6.412022080656047e-08
age3 1.7008737430176736e-09 4.827866842812865e-08 -1.1134973531281881e-09 8.001787132555611e-12 5.186694675004415e-07 -3.9391606061144456e-08 9.099212296879697e-10 -6.536188064550151e-12 2.4353394237171387e-11 1.648182862006563e-11 -2.473682995626927e-11 2.7785364993964465e-11 5.150329726012832e-11 3.542791182516829e-11 -8.800098702890473e-12 -4.962642632349671e-12 3.6608009721240255e-11 -7.767152022660248e-11 2.8928754216903318e-11 -3.425960423197647e-12 -2.7217649239732032e-11 -4.054305285739913e-11 1.6234242631596507e-12 3.213824270188333e-11 5.614533089240753e-11 2.0123816896231353e-11 4.4541906279258977e-11 7.266740314754519e-11 8.270187701925639e-11 -1.0858313065655533e-10 6.707484786445513e-10 4.491367355205156e-10
sex -3.744786338573253e-05 0.003463522981735534 -7.571613246792537e-05 5.186694674990074e-07 0.12858140619651548 -0.009304740356578821 0.00020686250148393306 -1.4412309664482646e-06 -4.696062074373464e-07 1.1341650275769376e-06 -2.7082799553889603e-06 1.2425104409897766e-06 3.105634525177338e-06 -3.6810966982445358e-06 3.773298051651536e-06 1.4946787124002225e-08 -5.071877702827177e-06 -1.3689882524241918e-07 3.4751185641188843e-07 1.7369920519766293e-06 1.8925998399995853e-06 -3.7340641798593167e-07 3.514633639497847e-07 1.0502375523067811e-06 -1.8919604365300568e-06 -1.0649483794661769e-07 3.977800784503667e-06 -5.693476752167179e-07 7.763622431392915e-05 0.00010367360929164957 -9.349983006261468e-05 -3.139028949451534e-05
agesex 2.7547229093054355e-06 -0.00025274589941533384 5.649353386063411e-06 -3.9391606061048695e-08 -0.009304740356579393 0.0006917840472462557 -1.5696753179647008e-05 1.111539376014379e-07 7.680123207533262e-08 -6.629861503943843e-08 1.7555142035122602e-07 -4.9781413047782224e-08 -2.2200411898372303e-07 2.2576710577635432e-07 -1.8889238940044097e-07 2.8303646176411528e-08 3.3840835791090706e-07 6.2341910988487345e-09 -4.576851256389746e-08 -1.5608539834375527e-07 -1.7243856126366674e-07 -3.19847597204977e-08 -8.147149059922184e-09 -3.511306540694122e-08 4.24062957506531e-08 -3.5493557824856084e-08 -3.6469570160226806e-07 -5.7880171122016105e-09 -5.589433026227854e-06 -5.894903924927577e-06 5.031634848346901e-06 1.0367552030452894e-06
age2sex -6.490174891117143e-08 5.6308279598249786e-06 -1.2830892595490874e-07 9.099212296859179e-10 0.0002068625014839567 -1.56967531796478e-05 3.626094970663971e-07 -2.6083614157238067e-09 -2.8793744788737306e-09 9.19356872444023e-10 -3.6325977200961873e-09 7.684930179884034e-10 4.809696060706574e-09 -4.199448359004667e-09 3.2105842769886047e-09 -1.311530269860619e-09 -6.753241243249673e-09 -1.3745171002511263e-10 8.538709306700598e-10 3.633338889187493e-09 4.580100882485558e-09 1.981264070744392e-09 -3.043899752478688e-10 -3.9538380315988955e-10 9.137520520743036e-10 1.1507516867575854e-09 8.98695716375113e-09 2.1290461332610965e-10 1.283702146493472e-07 1.0179686675412361e-07 -8.994987392866159e-08 3.260909055743126e-09
age3sex 5.096543484910634e-10 -3.914553878916988e-08 9.071309526448428e-10 -6.536188064536498e-12 -1.4412309664484973e-06 1.1115393760144836e-07 -2.6083614157239167e-09 1.9041149931779634e-11 2.5184439581617747e-11 -6.432844303509727e-13 2.492226732162132e-11 -6.223908595989901e-12 -3.0591168029859614e-11 2.519486327901622e-11 -1.916078609584323e-11 1.111217679249249e-11 4.105716671204809e-11 1.1205950057755328e-12 -4.213041955471644e-12 -2.5335000255636338e-11 -3.554355572355108e-11 -2.1224641222650253e-11 6.1476037726645e-12 1.2193229373773555e-11 -1.7022390157847813e-11 -8.64527744100741e-12 -6.651958022379596e-11 -6.615636338062554e-13 -9.733061425221285e-10 -5.681418190550498e-10 5.817480611261877e-10 -1.934435067028964e-10
pcs.V3 7.106729851759799e-07 3.473952881364644e-07 -5.608513316063856e-09 2.435339423718463e-11 -4.696062074351444e-07 7.680123207512061e-08 -2.879374478867933e-09 2.518443958157063e-11 1.6443170638672582e-06 1.3821637055392158e-07 -4.153569655231466e-08 9.667693742260554e-09 3.4143932220763034e-08 3.357556788478467e-08 -3.01553063330189e-08 2.283371216199177e-08 1.779291715158155e-08 -5.753431827096761e-09 -2.4166148418891792e-09 1.7130438957110145e-08 -2.1314221977768597e-08 -1.93284747608639e-08 -3.312046434094212e-08 -7.432256231487048e-09 -1.218293290883247e-08 -1.4543430057985031e-08 1.6437854114837608e-08 2.1711857565691692e-08 5.274650461522169e-07 5.295893734094986e-07 7.187572069670162e-07 5.340942993938832e-07
pcs.V4 1.2616801575122873e-07 1.44468119194638e-07 -2.5188658961916335e-09 1.6481828620108386e-11 1.1341650275897333e-06 -6.629861504040879e-08 9.193568724664365e-10 -6.432844305121865e-13 1.3821637055392147e-07 1.72214328790564e-06 6.149145198210924e-08 -1.6976963094399743e-08 3.544557156387392e-08 -5.3528243071103317e-08 -3.173373593123455e-09 3.348283559552656e-08 -9.266958569551804e-09 7.364811349636919e-10 7.454908665043849e-09 -2.8845713186639875e-08 -7.1880246114604815e-09 2.062594666059205e-08 6.579168483375202e-10 1.1242332623347556e-08 1.2970848385837987e-08 1.0537872578303884e-08 -9.852909315474984e-09 6.714546243911654e-09 1.8975625684921413e-08 1.8213148755748093e-07 -1.0844010368983944e-06 -8.231399692504307e-07
pcs.V5 -2.665093903268313e-07 -1.9700836978921887e-07 3.650835553439591e-09 -2.473682995615912e-11 -2.7082799553705543e-06 1.7555142034982344e-07 -3.632597720063702e-09 2.492226732138713e-11 -4.1535696552314865e-08 6.149145198210953e-08 1.7141373304795953e-06 1.4719112955170502e-08 -7.871479192245303e-09 -4.273773245156836e-08 3.039829750107353e-09 -1.2260137791884727e-08 2.003172088901423e-09 3.8323044223316987e-08 2.014954507701689e-08 9.79178406148702e-09 1.2776458769023135e-08 3.6447318754263216e-08 -1.0197287043497556e-08 -1.799967966354511e-08 5.57018084507787e-09 2.4054860148112606e-08 2.134155175801694e-09 9.564548787731353e-09 2.053087210056319e-07 7.68878414562368e-08 5.147552863805128e-07 -4.471599372602307e-07
pcs.V6 2.7630648842620804e-08 1.6441557725819844e-07 -3.869539387275955e-09 2.7785364993971173e-11 1.2425104409932742e-06 -4.978141304804069e-08 7.684930179942355e-10 -6.223908596030969e-12 9.667693742260629e-09 -1.6976963094399733e-08 1.471911295517032e-08 1.6513099276418584e-06 -3.479173800682021e-09 -1.7671402526150581e-09 3.0501430517166006e-08 -6.400684321667265e-09 4.24032291699737e-08 -1.628631478325007e-08 -2.0424954791592372e-08 -1.4882118322353722e-08 1.770996009274194e-08 -3.260056691838232e-10 -1.479262346355119e-09 -5.775114125804532e-09 -6.264157479210942e-09 7.354386822733155e-09 -4.4126308365550184e-08 -1.8537254076667974e-08 -8.087587441511255e-08 -2.760613654401618e-07 7.898534562877576e-07 4.37380516964815e-07
