 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.019993691103082255 0.0074126657673009196 -0.0002369213283894695 2.405705466692647e-06 0.027725648834322533 -0.0028074257995225655 8.9945438308304e-05 -9.188224221789654e-07 2.65019735275579e-08 5.535365047067691e-06 2.1541869948220265e-06 -4.778344626036173e-06 2.5387634093503703e-07 -1.3166628719431857e-05 1.896318035521597e-06 2.9401061632388945e-07 -3.542147022460213e-06 -2.1149809167018073e-06 -1.3901516500512818e-05 -3.368408711702088e-06 -8.388074428543696e-06 2.84512590483127e-06 -5.222503842126156e-07 6.005492710280179e-07 2.532272235906657e-07 -5.385955112568555e-06 8.596847228928307e-06 -5.725657664610166e-06 -4.704280164411721e-05 0.00017711052836278895 0.00014327372694879635 -0.00015614421607324294 -0.00018025189410037827 -5.547597192296813e-05 -0.00010773097925874517
age 0.007412665767364342 0.006463950701396576 -0.0001921530220756862 1.8057629505298576e-06 0.06563862971172067 -0.006222849411513013 0.00018475133285053048 -1.7338960331879733e-06 1.2830938849721606e-06 -3.041915113307685e-07 -3.4694283008467246e-06 1.5800089600752097e-08 -1.0479314812427117e-06 -1.4318027322256533e-06 3.763228772580523e-07 -4.498118335562127e-07 -1.096526145200682e-06 -2.4415332303576125e-06 -3.316626596062899e-06 3.3463354931795743e-06 -2.6519382733512186e-06 -5.328834574572249e-07 3.408485708154829e-07 -7.080024915494307e-08 -1.5578075145914432e-06 -5.243192732550355e-06 -4.5184802394881946e-07 7.581349554434611e-07 -3.701038105219634e-06 -2.2501373720833594e-05 -1.2105391909359835e-05 0.0002191406310429644 -0.0001640391157328878 1.4081390736988287e-05 1.872754504564135e-05
age2 -0.00023692132839129695 -0.00019215302207560897 5.777299104978268e-06 -5.488376467185142e-08 -0.0019294292521542175 0.0001849857887449941 -5.553895108103011e-06 5.268453345835207e-08 -4.986851622098975e-08 2.8766441149869516e-08 9.509622520451885e-08 6.067568503927431e-09 3.161265611448322e-08 4.314660322355269e-08 -1.4637915123835256e-09 2.205250819586125e-08 3.3397085007968286e-08 6.099823715459937e-08 1.1961314622344758e-07 -9.693761646554825e-08 8.070480967059086e-08 1.321282606453754e-09 1.140669233461653e-09 1.6684858856693372e-08 4.144068786805275e-08 1.5191296710582833e-07 -6.115445332640364e-10 -9.065128127060431e-09 2.4680443218712477e-07 5.273802908219158e-07 2.3325092140217064e-07 -5.7458464317530475e-06 4.518097723953253e-06 -5.171282701310764e-07 -3.974960746903502e-07
age3 2.4057054667042624e-06 1.8057629505225948e-06 -5.488376467166209e-08 5.271856031874295e-10 1.795874549213828e-05 -1.7390973821169128e-06 5.277470313741651e-08 -5.061176719349966e-10 5.741309023376385e-10 -3.7262488678190673e-10 -8.212725715082935e-10 -1.2993094190175777e-10 -3.3049027168501414e-10 -4.4993411431774856e-10 -7.864337483438362e-11 -2.3824543716512893e-10 -3.103842973796321e-10 -4.4871238909992445e-10 -1.326402264795504e-09 8.639602338498341e-10 -7.995244867698114e-10 8.023235365580774e-11 -1.0792497489885096e-10 -2.6820506489875856e-10 -3.2522423915199595e-10 -1.4005767375569964e-09 1.8026524530866353e-10 -3.2970755487588746e-11 -3.698188692342413e-09 -3.4763629373400234e-09 5.754610877836757e-10 4.8445912976787503e-08 -4.145158925056595e-08 5.033019263357211e-09 9.805708242873458e-10
sex 0.02772564883546891 0.06563862971219012 -0.0019294292521685585 1.7958745492277654e-05 1.4488772742738842 -0.13519556518978507 0.003948218015676849 -3.6411584751268105e-05 5.206090887026696e-05 -3.2456512786712285e-05 -1.9957153993374264e-05 8.997386158836982e-06 -6.51461305048736e-05 9.303587331916811e-05 -1.721684134400978e-05 6.091128628189167e-06 -8.705489828976756e-06 3.0466993135138055e-05 2.8253170522641992e-05 8.306197654177702e-05 8.054113952699527e-08 -1.8497153072698342e-05 -2.489657181163237e-05 -6.86752064395221e-05 -1.1583704775976283e-05 -3.224347743903448e-05 -8.413677502500337e-06 5.0867852947621284e-05 -0.00021535214041652743 -0.0010145470358886768 -0.0004966420828608294 0.004769189793145508 -0.002869974641059298 0.0005607994003761592 0.0009878570762031499
agesex -0.0028074257996350905 -0.006222849411561689 0.00018498578874648745 -1.7390973821314022e-06 -0.1351955651897916 0.0127781574743062 -0.00037744265356527733 3.516089632206778e-06 -5.067947250539624e-06 3.558322536272202e-06 2.4045906222346344e-06 -9.031973607396559e-07 5.904725768109376e-06 -9.151408783280356e-06 2.1794451914743626e-06 -2.754295423449208e-07 2.381443651924378e-07 -2.978746260101266e-06 -2.170882141327113e-06 -8.028658885284564e-06 -3.0170151628645553e-07 1.4538596261268091e-06 2.3449716400758785e-06 7.017536401689132e-06 6.453804417525754e-07 3.285735079736044e-06 9.110099228492912e-07 -4.762258320552066e-06 1.990511585452643e-05 9.231811128166053e-05 5.391865425002416e-05 -0.0004257158650213578 0.0002622591401329887 -7.739919437059332e-05 -8.150600427516834e-05
age2sex 8.994543831134298e-05 0.0001847513328514587 -5.5538951081327164e-06 5.277470313771931e-08 0.00394821801567718 -0.0003774426535652904 1.1276238315055478e-05 -1.0618611836154699e-07 1.5295092750475202e-07 -1.210092299739372e-07 -8.520011207025973e-08 3.123720440484438e-08 -1.7275669836001315e-07 2.787765148322811e-07 -7.927538916156344e-08 1.4123178531238251e-09 1.059529253943203e-08 9.521536376971073e-08 4.396278282388493e-08 2.4127172764436465e-07 1.336046033224678e-08 -3.480998587776686e-08 -7.302718034617895e-08 -2.207809099412403e-07 -9.177359040514387e-09 -1.0586535115314365e-07 -2.8892324895621426e-08 1.3644025074787713e-07 -6.46936669887956e-07 -2.6965838174152026e-06 -1.5256193254512345e-06 1.2075659790881774e-05 -7.734583963476375e-06 2.6841065442525855e-06 1.960040227691759e-06
age3sex -9.188224222278536e-07 -1.7338960332226644e-06 5.268453345935822e-08 -5.061176719441768e-10 -3.6411584751271914e-05 3.5160896322069612e-06 -1.0618611836154871e-07 1.011041841778118e-09 -1.4862671342357517e-09 1.2779006278362668e-09 9.26342988025488e-10 -3.300414032255923e-10 1.6248786568130674e-09 -2.660583913692979e-09 8.961004450670864e-10 2.9888538038917176e-11 -2.4438016599644017e-10 -9.791296529016838e-10 -2.1603948864169487e-10 -2.2651145482287396e-09 -1.4001962165957129e-10 2.924769622942632e-10 6.830342147628988e-10 2.139957481247949e-09 -1.0994161140215163e-11 1.0578384752906796e-09 2.2356526116500023e-10 -1.2348006922991867e-09 6.800315146914102e-09 2.5864702684112034e-08 1.2629401861923254e-08 -1.1030671115757573e-07 7.321802605334137e-08 -2.7230714400099823e-08 -1.3987373046273075e-08
pcs.V3 2.6501973591196892e-08 1.2830938850191673e-06 -4.9868516222393926e-08 5.741309023508912e-10 5.2060908870643066e-05 -5.067947250575159e-06 1.5295092750580385e-07 -1.486267134245597e-09 3.0237891157989733e-06 1.277152607414092e-07 -4.673834320039359e-09 -3.7106003375766874e-09 1.0554407584596106e-07 9.065786232463098e-08 3.438761455113638e-09 9.273533424829429e-08 -7.946858462038385e-08 1.0691588322521173e-07 -7.957005561101266e-08 -2.3640152219607153e-08 9.521952335891973e-09 -2.546214061871443e-08 -1.3204691314213715e-07 5.6082399297121235e-08 3.736232348340164e-08 -1.9580401752350836e-08 7.859581867799797e-08 5.3688407259316144e-08 1.6780283098064897e-06 3.3016739765958196e-06 -1.073107602501444e-06 -1.492374130878771e-06 -7.335095619331686e-07 2.0763483421315e-06 1.711529475576106e-06
pcs.V4 5.5353650470203715e-06 -3.0419151136158487e-07 2.876644115080039e-08 -3.726248867908129e-10 -3.2456512786953574e-05 3.5583225362952726e-06 -1.2100922997462873e-07 1.2779006278428246e-09 1.2771526074141055e-07 2.891551378668498e-06 4.5807941396241166e-08 1.734086153399166e-08 8.089057576400658e-08 -2.6513202742439802e-08 -7.879376989163244e-08 6.350906899518937e-09 9.502646087780982e-08 -4.308457827122788e-08 2.316262918683702e-08 -1.4211261136304847e-07 -1.5366656336807187e-07 6.689451243783617e-08 1.2734167323483645e-07 7.111246666306155e-08 1.1070426146470032e-07 5.504558673848131e-08 -2.4617930008599413e-08 -1.1101721709421582e-08 -3.8636277186405367e-07 -1.0893795201500086e-07 2.4410721700462487e-06 -2.744672299226055e-06 -9.29191664012447e-07 -4.2959501027400185e-06 -1.4924585888320595e-06
