 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00011703693411404459 2.7624260386499536e-06 -1.6121219520693626e-07 1.892875249875549e-09 -4.95048547247313e-05 3.449613174171668e-06 -7.928414535310467e-08 6.127760254908252e-10 5.620681698233899e-07 2.6942113444377176e-07 -2.7387690889784023e-07 -1.524818967429697e-07 2.6693691176752673e-08 9.394948708329457e-08 -1.710491302256339e-07 1.480985072332946e-07 2.322591284299275e-08 -1.7346548972267898e-07 -6.589362353413388e-08 -1.4249946080167348e-08 -7.50284668368464e-08 -7.421342375958118e-10 4.436568398167506e-08 1.0931564356066062e-08 1.838524469165969e-08 -9.33921541091711e-08 5.0939706141575665e-08 6.433436304275426e-08 -1.4906673982336822e-07
age 2.762426038364649e-06 0.00039805933980667193 -8.849105266185784e-06 6.150074103280722e-08 0.004982772381643987 -0.0003619338024288221 8.047507772187057e-06 -5.5908207491382795e-08 2.8589595233427755e-07 2.0383931286911038e-07 -6.422113721147169e-08 1.583081803213366e-07 1.251076959810891e-07 5.055314735200525e-08 2.357009592398488e-08 1.6058914972282104e-07 2.67105993514643e-07 -5.437369916294324e-07 3.905939824912895e-08 -2.7612434654192098e-08 -2.4496679950305677e-07 -2.836254947661367e-07 -1.7415479553304894e-07 1.879831893805696e-07 3.571723305331802e-07 -2.553700993612302e-07 2.7947813523364834e-07 4.032542775169577e-07 4.947200642618936e-06
age2 -1.6121219520440874e-07 -8.849105266185821e-06 2.0048560237512196e-07 -1.4167233829676726e-09 -0.0001085113964676022 8.057308297606575e-06 -1.8260428283778817e-07 1.289963578726834e-09 -3.26860774996624e-09 -4.265373166970495e-09 6.409415663028098e-10 -4.076968406090695e-09 -3.2277552272049266e-09 -2.461979609025302e-09 5.603168178107874e-10 -2.0963984665888018e-09 -6.127462028600763e-09 1.1752695696857256e-08 -6.292237197354278e-10 1.1032772095819852e-09 5.140018638973229e-09 5.030073583794761e-09 3.016410956600037e-09 -3.9624471517936605e-09 -8.82307072342185e-09 5.16536112771449e-09 -7.004806541623188e-09 -9.905135184864173e-09 -1.0680689629081629e-07
age3 1.8928752498754373e-09 6.150074103277569e-08 -1.416723382967095e-09 1.0169902011836314e-11 7.415030255370891e-07 -5.603728005104149e-08 1.291412681108046e-09 -9.26779585587475e-12 2.4389075874352408e-12 3.1842382285489836e-11 -3.917475120613429e-12 3.104071659967042e-11 2.224812499419411e-11 2.5173438070745995e-11 -8.343612931968757e-12 7.42443602363752e-12 4.456344786353456e-11 -7.927975611377448e-11 -1.5235671123646375e-12 -1.1269002016276015e-11 -3.521772381935591e-11 -2.599611388368401e-11 -1.7180897100526475e-11 2.4585947102037387e-11 6.63303690262432e-11 -3.293904966852403e-11 5.293414932522112e-11 7.221617102610409e-11 6.963128800886604e-10
sex -4.950485473407146e-05 0.004982772381652478 -0.00010851139646778282 7.415030255382803e-07 0.17708028175560697 -0.012754652756724183 0.00028259266302577113 -1.963191023243181e-06 -3.3440516702329337e-06 2.723027877873441e-06 -3.309635995947575e-07 9.213957123365613e-07 2.8257812097919236e-07 -5.75081972798534e-06 6.1564894495820315e-06 1.5343173327448988e-06 -5.028171678231038e-06 -1.1740328925057265e-07 -4.231768722974935e-06 1.5969591074259563e-06 1.5057739822227854e-06 4.800761228866056e-07 7.186254725357127e-07 1.5643175798780065e-06 -1.9641529865284275e-06 -4.872689031879285e-06 3.458960536163775e-06 -1.0960186860283102e-06 7.159045104343117e-05
agesex 3.4496131750512222e-06 -0.0003619338024294912 8.05730829762031e-06 -5.6037280051128613e-08 -0.012754652756725781 0.0009441577152590532 -2.1355537739282066e-05 1.5082438109883742e-07 3.093560551251174e-07 -1.8110128079434772e-07 -6.878256903143355e-09 -8.327676390053282e-09 -5.315233031627039e-08 3.3689250231265994e-07 -3.2653013622282193e-07 -6.542082777821089e-08 3.2778643468116614e-07 2.6328398173355423e-09 2.5673095929239454e-07 -1.1315124104168686e-07 -1.762725164029425e-07 -1.1950765701623708e-07 -4.6981848009145725e-09 -7.129322221872621e-08 3.531516942488384e-08 3.0967682337521036e-07 -3.2119796585242015e-07 2.3810782079306375e-08 -6.151881381190314e-06
age2sex -7.928414536598893e-08 8.047507772204615e-06 -1.8260428283813969e-07 1.2914126811102291e-09 0.0002825926630258395 -2.135553773928443e-05 4.918541802968736e-07 -3.5291379745870796e-09 -8.451538036328499e-09 3.359273816295394e-09 8.206356336012755e-10 -3.5628811404267637e-10 1.5462288099532476e-09 -6.282254808321181e-09 5.924569404097399e-09 3.7097626816847357e-10 -6.439007956927329e-09 2.255139995155599e-10 -5.50286027701418e-09 2.288070870920015e-09 5.176335504226286e-09 4.6019433848044115e-09 -1.0596393498389753e-09 3.3873288971979217e-12 8.534282624000354e-10 -6.807056617307241e-09 8.130283508770163e-09 -2.850021664116266e-10 1.567241721172712e-07
age3sex 6.127760256120961e-10 -5.590820749151046e-08 1.2899635787295362e-09 -9.26779585589252e-12 -1.9631910232438606e-06 1.508243810988688e-07 -3.5291379745874125e-09 2.5700806610794416e-11 6.54244009633606e-11 -1.7069358235848295e-11 -9.053683268575832e-12 2.235867772112675e-12 -1.0170671937241573e-11 3.886802694586544e-11 -3.703144603918766e-11 1.73009755481105e-12 3.896129853430817e-11 -3.916175626537636e-12 3.786604449157493e-11 -1.4433217938964012e-11 -4.2692601586705204e-11 -4.338437715185344e-11 1.5330686784331893e-11 1.3456040083747515e-11 -1.3808193690333751e-11 4.9097479038267846e-11 -6.138878888339886e-11 1.58458294776765e-12 -1.256738955149722e-09
pcs.V3 5.620681698232569e-07 2.8589595233466263e-07 -3.268607749975148e-09 2.438907587498796e-12 -3.3440516702140204e-06 3.093560551236773e-07 -8.451538036295297e-09 6.542440096312286e-11 1.37711065193859e-06 1.7277945282113075e-07 -3.213350386231298e-08 2.4145223516904226e-09 3.123640149228692e-08 2.4252740040586416e-08 -3.0574676555110616e-08 2.1258195143773348e-08 1.8146540427383757e-08 -1.0532450499794197e-08 1.8399043272705038e-09 1.8853987756837544e-08 -1.4061359177261258e-08 -1.9124611607359012e-08 -2.816827386565025e-08 -3.199421425400412e-09 -8.427549491673755e-09 -1.778014639040828e-08 1.3299820906198222e-08 2.147724253596348e-08 1.1894613279599359e-06
pcs.V4 2.694211344438171e-07 2.0383931286952246e-07 -4.265373166979449e-09 3.1842382285550814e-11 2.723027877887302e-06 -1.8110128079535598e-07 3.359273816317808e-09 -1.7069358236003996e-11 1.7277945282113003e-07 1.511440869438314e-06 7.532100398039295e-08 -1.5537650068487995e-08 2.5124593761513494e-08 -5.9000989053398605e-08 -7.837546311022395e-09 3.8868392152050805e-08 -9.296412228349377e-09 -6.474450843056041e-10 4.950699326824687e-09 -1.8924156144904062e-08 -1.7958249976859614e-08 1.856909066697303e-08 5.179684982833826e-09 8.576860348906018e-09 1.7084676631226776e-08 1.4692650340047905e-08 -2.449417524685723e-10 4.176313007011394e-09 -7.043098823788686e-07
