 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 8.862002320641323e-05 8.272770939838837e-06 -2.2336161359469898e-07 2.070717160977278e-09 -1.889009058813948e-05 1.7492470597655008e-06 -5.074915066500905e-08 4.795196370890419e-10 2.6918159369780717e-07 1.3148910546930067e-07 -1.671232942312815e-07 -6.063004583721437e-08 -4.688747220311006e-08 7.638636698802397e-08 -6.690010382900406e-08 7.84939831760705e-08 1.6825798764816126e-09 -1.0227925886074862e-07 -1.0443798481985013e-07 -2.3756509250162364e-08 -3.3387228532850275e-08 4.448675924249289e-08 -3.387522846387951e-08 -3.7900307083799964e-08 -1.2758963533469274e-09 -5.981418514907885e-08 2.957493899330552e-08 -2.559949137591916e-08 -9.64591821076833e-06 1.0702839039937904e-05 6.751134116552264e-06
age 8.272770939797471e-06 0.0002642049544180462 -6.079241844421355e-06 4.343080683635243e-08 0.0033191870209112275 -0.0002513973824067744 5.774636879833779e-06 -4.117956972876263e-08 -2.7136922184627505e-08 1.855377988439276e-07 -1.031889222227434e-07 1.7324793048282008e-07 4.149378258339134e-08 5.4191525459025124e-08 1.0550361338724791e-07 9.777172310498268e-08 1.2586577793574645e-07 -3.203013803645502e-07 -9.875500000726181e-08 6.840520997508286e-08 -1.746738378716075e-07 -1.6961352311077588e-07 -2.0805299971481728e-07 2.1672381657055128e-07 1.6815478998842497e-07 -1.5409122663581403e-07 1.3164090822597504e-07 3.226429452270498e-07 1.9242835010978794e-06 1.9822854156146984e-06 1.1229877787948553e-06
age2 -2.2336161359429836e-07 -6.079241844421846e-06 1.4258333265005272e-07 -1.0359731782951262e-09 -7.465558438057362e-05 5.776207520569675e-06 -1.3523820967524768e-07 9.807521486772307e-10 2.8880664064223726e-09 -4.204385974024252e-09 1.6993712699028995e-09 -4.292534221874299e-09 -1.10200272139947e-09 -1.9754326903092343e-09 -1.8073869339275878e-09 -1.588476882017754e-09 -2.880803192099005e-09 7.150398500120907e-09 2.5261341977493676e-09 -1.330061827367434e-09 3.79473585175533e-09 2.9640703000840703e-09 3.826789827882266e-09 -4.170095290417713e-09 -4.478940894942987e-09 3.277080788446073e-09 -3.5558178028157856e-09 -7.378482495380079e-09 -4.4308310034135e-08 -5.2974360060522586e-08 -1.5105679654062474e-08
age3 2.070717160982311e-09 4.3430806836352826e-08 -1.0359731782950647e-09 7.649417599822696e-12 5.235139139416732e-07 -4.120121731946535e-08 9.810451714774703e-10 -7.2296374713636725e-12 -3.421167040505155e-11 3.3314574967207734e-11 -1.129328355916484e-11 3.153557986412018e-11 7.35525535024313e-12 1.838395539785757e-11 9.44459438198152e-12 8.148840265619955e-12 2.2004809192719873e-11 -4.9603440174579516e-11 -2.2018177231673253e-11 7.01397354181893e-12 -2.6571350727164084e-11 -1.4598295348751668e-11 -2.265335386502142e-11 2.4262405263601476e-11 3.5394759247959235e-11 -2.1593082569265987e-11 2.8621408311039884e-11 5.1326442427889086e-11 2.98584812238699e-10 3.87242570832505e-10 5.589750716489155e-11
sex -1.889009059034089e-05 0.0033191870209205877 -7.465558438079351e-05 5.235139139432662e-07 0.11571356093462289 -0.008678378567526545 0.0001985859385797967 -1.4166084709729695e-06 -6.862792028433208e-08 -8.984801949212547e-07 4.735932092757693e-07 1.183876537410167e-06 -2.3753419820061532e-06 -7.861396151909286e-07 2.371048164443837e-06 6.355093718215517e-08 -7.935709443109983e-07 -2.8187742574292815e-06 -1.6290914731623242e-06 2.9552414489441094e-06 3.4604505942307964e-07 -1.4485061092493178e-06 -3.4609338427755776e-06 2.0883691669923516e-06 -7.492561174534293e-07 -2.251075479345967e-06 3.7995208488395753e-06 5.538922214124408e-07 -4.95160736485823e-06 2.2531088650446577e-05 7.764254948721456e-05
agesex 1.7492470597896186e-06 -0.00025139738240753385 5.776207520587665e-06 -4.120121731959706e-08 -0.008678378567526714 0.0006683648994107532 -1.5607228676899273e-05 1.1314839045349142e-07 4.497496126309101e-08 8.854138863461608e-08 -3.810746577279864e-08 -5.381397246128687e-08 1.425694973663256e-07 9.84129310834414e-09 -1.0610155355356179e-07 8.01222288621993e-09 5.095150838123716e-08 2.2810194660061412e-07 9.378896507238777e-08 -2.1680073153118269e-07 -7.036100055067736e-08 7.604505464207967e-08 2.2286904264111508e-07 -7.577340247033854e-08 -1.291362056743772e-08 1.8332605615218472e-07 -3.240569777135596e-07 -4.1587397747680063e-08 3.0971768882588326e-08 -2.5560779986127885e-06 -5.6738792359209605e-06
age2sex -5.074915066968722e-08 5.774636879847836e-06 -1.3523820967558236e-07 9.810451714799173e-10 0.00019858593857980595 -1.5607228676899677e-05 3.71203547425467e-07 -2.734816458383959e-09 -2.0099517207190415e-09 -2.328780247148511e-09 8.198749947811831e-10 9.47720374839636e-10 -2.837356383175555e-09 5.173143274638436e-10 1.3495550352204568e-09 -7.553741851498352e-10 -6.485485999196233e-10 -5.213936893554662e-09 -2.1501501370565393e-09 4.658361178615758e-09 2.4489189934411012e-09 -6.398583020389405e-10 -4.774207459749124e-09 -1.3563022908475794e-10 1.2394940916068828e-09 -4.695293488705135e-09 8.115515963042774e-09 4.854575245340076e-10 9.615997432346027e-09 6.707362768393974e-08 1.280984893654606e-07
age3sex 4.795196371325423e-10 -4.1179569728892955e-08 9.80752148680327e-10 -7.229637471386272e-12 -1.4166084709730796e-06 1.131483904534977e-07 -2.734816458384037e-09 2.0456876685797732e-11 1.7715366664940805e-11 1.9300592775671685e-11 -4.5444136631150566e-12 -7.431803919158994e-12 1.9673682981725168e-11 -6.150618429162075e-12 -4.405694948146099e-12 8.31251801524714e-12 2.1409395175740454e-13 3.617153900876172e-11 1.5664975781692875e-11 -3.0711796398321986e-11 -2.2126502737119306e-11 -2.484092801023076e-12 3.3211981851414924e-11 1.4403982301412566e-11 -1.3076189822914003e-11 3.6832756044743535e-11 -6.215232692078365e-11 -3.82322334634411e-13 -1.6095037542057054e-10 -5.078680872895434e-10 -9.258844581706938e-10
pcs.V3 2.6918159369785164e-07 -2.713692218429071e-08 2.8880664064145342e-09 -3.421167040499483e-11 -6.862792027291077e-08 4.497496126219367e-08 -2.0099517206976866e-09 1.771536666478331e-11 9.716246464363613e-07 6.048421830888118e-08 -2.784176184343881e-08 3.4159647784364368e-09 4.8504250440007786e-09 1.4550384620530455e-08 -4.507658540230541e-09 1.3520725947648678e-08 9.31476522551327e-09 -1.347644389547386e-09 -1.000600855426379e-08 1.599537655451706e-08 -4.254953185902825e-09 -1.0585258381942225e-08 -1.7562461100761067e-08 -1.2253137754114794e-08 -5.029495572964443e-09 -1.4802679508953516e-08 5.698427884192461e-09 2.519686904568359e-09 2.5291331494039314e-07 6.441305908401883e-07 5.738748859588089e-07
pcs.V4 1.3148910546930806e-07 1.855377988436271e-07 -4.20438597401732e-09 3.331457496715816e-11 -8.984801949282636e-07 8.854138863515753e-08 -2.3287802471611715e-09 1.930059277576345e-11 6.048421830888128e-08 1.0236557289657137e-06 2.3598299137152716e-08 -4.308213128902395e-09 1.4474713955395328e-08 -2.083416673705049e-08 -1.1796055864901254e-08 1.6119686595139315e-08 -3.7058892735236444e-09 -3.3032071036007475e-09 7.853269260762505e-09 -1.0589842636109531e-08 -8.721058848400402e-09 8.446060443173317e-09 7.279364150722846e-09 5.744177268604242e-09 8.939015850396882e-09 2.086680405988009e-09 3.702770031449042e-09 3.706062354185297e-09 -2.0226507433794892e-08 -5.960252515941886e-07 -4.889451773563407e-07
