 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
pcs.V5 -2.7032549422813766e-07 -6.925888738078776e-08 7.14604350449006e-10 -4.2273121512013535e-12 -1.5065224448177178e-06 1.0146144673372752e-07 -1.9600407054775214e-09 1.2578645122448517e-11 -3.73799939479997e-08 6.730347859653327e-08 1.5743882301532179e-06 1.2218961381917992e-08 -9.2409775947686e-09 -3.669598956086212e-08 1.1540126762943467e-08 -1.2426726770892821e-08 6.037133876069618e-09 4.555580305472956e-08 1.5192833554794033e-08 9.848157293739381e-09 8.403647771295644e-09 2.7983855706269387e-08 -2.1056430752292803e-08 -1.4361725467303565e-08 9.48694927129541e-10 2.209184525722751e-08 -6.713387680756815e-09 4.455948408273286e-09 1.1549970518043964e-07 -9.749538701154666e-09 6.257308280176988e-07 -3.753971972197293e-07
pcs.V6 -7.628266081707999e-08 1.7831210641724015e-07 -4.449657699736049e-09 3.2752134304497896e-11 8.329481110085532e-07 9.499904533456756e-09 -9.535819869171414e-10 7.419788055637799e-12 1.1968647291163244e-08 -1.9321010520533898e-08 1.2218961381918012e-08 1.506948829945573e-06 5.435566397211029e-09 -6.274431904674144e-09 1.760791695709354e-08 -9.337600147748368e-09 4.3366040307280126e-08 -6.2821541898525585e-09 -1.9094610775725794e-08 -9.375045893337551e-09 1.646907822547823e-08 2.476048903591526e-09 -1.4825879518123917e-09 5.1059524712956814e-09 -5.7292635700641864e-09 1.3679309102999566e-08 -3.431944906207419e-08 -1.472083716404246e-08 -1.216348656492577e-07 -3.247288473749085e-07 8.019921437691886e-07 4.734412795312758e-07
pcs.V7 3.677950057108467e-08 2.757918611106735e-07 -6.700551951077178e-09 4.694420675277615e-11 2.4204178276079762e-06 -2.14668494610037e-07 5.131003525167632e-09 -3.4444379010131774e-11 3.075312885328369e-08 3.184425620953603e-08 -9.240977594768722e-09 5.4355663972110925e-09 1.7063934367316543e-06 9.502922238817354e-09 -1.0761966757478052e-09 -3.259034904115221e-08 3.447318144755761e-09 -5.260521553271935e-09 2.597291834282435e-08 -3.335383222468548e-09 -5.625796308043823e-09 -2.275428028711491e-09 -2.9788167697733374e-08 1.2018069750249306e-08 1.9546113076754997e-08 -4.7096945228410475e-08 -4.755836511217139e-09 -9.733664361290626e-09 -4.7417792729333075e-08 -5.651026163969461e-08 3.232954381193492e-07 -3.7587027862402706e-07
pcs.V8 1.3582143536577405e-07 9.016447333530153e-08 -3.3766511908119597e-09 3.159599749993105e-11 -5.6957042402816584e-06 3.3376163906397805e-07 -6.225318426590846e-09 3.911403085183761e-11 3.033790334663195e-08 -5.570865731679919e-08 -3.6695989560861866e-08 -6.274431904674216e-09 9.502922238817155e-09 1.6950829898791528e-06 1.9117249383286404e-08 -1.2011569833994387e-08 -4.96004569259616e-10 5.326532936946047e-08 1.345108804789688e-08 -2.7453548879787917e-08 5.740567271434382e-09 2.5483695928658743e-09 -6.801701918836365e-09 3.15813286386012e-08 1.543636253277107e-08 2.831590114306071e-08 4.777388601836021e-09 -4.308026789800036e-09 -7.82567138851136e-08 -1.7992362397418506e-07 3.1071237941978975e-07 -5.5454543917220684e-08
pcs.V9 -2.0082975350445334e-07 8.654903848027173e-08 -6.640264190057851e-10 -1.0427512116143839e-12 6.613428689421185e-06 -3.4538207852385494e-07 6.086006056204257e-09 -3.657158378715347e-11 -3.0204211022391635e-08 -1.629732743436985e-08 1.1540126762943315e-08 1.760791695709356e-08 -1.076196675747743e-09 1.9117249383286467e-08 1.6738624127354992e-06 -1.058048034664828e-08 9.644272387078563e-09 2.8483751177373906e-08 2.1285154540993512e-08 -1.1536609519577751e-08 9.185434273382342e-10 -3.6025078401973364e-09 -1.1520955774406212e-10 -2.9560547125604382e-08 -4.6806062281579086e-08 -8.72244092678639e-09 -6.368892793233816e-09 1.4296661681350315e-08 6.361314984423452e-08 -1.0136571869241926e-07 3.338308581737731e-07 -2.7140730082500026e-07
pcs.V10 1.6004797550835608e-07 1.5713637357470615e-07 -2.1047250958749224e-09 7.932604090238023e-12 1.7470344220039962e-06 -9.077873525953005e-08 1.053999906268096e-09 -3.5786589335905564e-12 2.3113162321014173e-08 3.1589247704046806e-08 -1.2426726770892889e-08 -9.337600147748346e-09 -3.2590349041152174e-08 -1.2011569833994358e-08 -1.0580480346648295e-08 1.689458312921231e-06 8.159045177781767e-09 1.1838005892930609e-08 2.435485621668568e-08 1.1257570079393031e-08 -3.516073576424634e-08 3.761965020651077e-09 -3.2173418802372454e-09 -2.8788334557315725e-09 3.2718214646095995e-09 3.324693437957059e-08 -4.274449393115998e-09 -8.350403144369994e-09 2.1603273304369904e-07 1.691354856962684e-07 3.20922248092169e-07 1.9639673341033568e-07
pcs.V11 7.061106639547334e-08 2.7613202365924204e-07 -6.4840687857107e-09 4.859461676396575e-11 -5.642608849341557e-06 3.5697741161238787e-07 -6.773430554059606e-09 3.8993367575534865e-11 2.246825728395984e-08 -6.59526595692375e-09 6.037133876069852e-09 4.336604030728003e-08 3.44731814475559e-09 -4.960045692596467e-10 9.64427238707853e-09 8.15904517778173e-09 1.6337005234025446e-06 -2.7683780372678543e-08 6.418163659505861e-09 -6.982300003487187e-09 -1.1749845786866096e-08 -9.98860171450008e-09 2.7276572399340635e-09 1.2058673240953182e-08 -4.260442670140883e-09 4.367030736789635e-09 -2.0965280060150353e-08 9.504863520770266e-09 -3.867653583181768e-08 -9.975582383291352e-08 2.714897014060282e-07 4.832306586791389e-08
pcs.V12 -2.1273774538575223e-07 -6.083719699304465e-07 1.3313135515192866e-08 -9.130776572262244e-11 -2.2487017706761889e-07 1.496850023511055e-08 -2.1582839984048326e-10 7.336321448571834e-13 -1.657797797242515e-08 -4.279979449721319e-09 4.5555803054729546e-08 -6.282154189852576e-09 -5.260521553271822e-09 5.326532936946023e-08 2.8483751177374184e-08 1.1838005892930675e-08 -2.768378037267883e-08 1.6656219436936061e-06 -5.846761831525409e-09 -5.647828164757632e-09 -1.3476667317499619e-09 1.8427411452371685e-08 -3.3140498272055262e-09 -1.552334026869362e-08 -1.6872526691600935e-08 1.3488941056487438e-08 -3.318890647007327e-08 3.3946847928261276e-08 1.6684045599317118e-07 2.522903235111268e-07 -3.0446306986121125e-07 -3.4340385352527337e-07
pcs.V13 -9.996688326699244e-08 9.922165946589505e-08 -1.8489354741880007e-09 5.927341041424056e-12 -2.3552643390133586e-06 1.2011599838138517e-07 -2.6039751269686266e-09 1.8907462649268633e-11 -1.2524884539033222e-09 1.0321846394606217e-08 1.5192833554794056e-08 -1.9094610775725827e-08 2.5972918342824453e-08 1.3451088047896711e-08 2.128515454099376e-08 2.4354856216685698e-08 6.418163659505682e-09 -5.846761831525368e-09 1.7043833535693385e-06 1.9989701776348736e-08 -2.4105174935359014e-08 1.8830416361731006e-08 -5.1969976233795685e-08 -2.4890515954932728e-08 -2.293245387635275e-08 2.7855216528666575e-09 2.4121812226697035e-08 2.1052984288100252e-08 4.929617223099189e-08 4.9550348664082574e-08 1.2144351023313773e-07 -5.53940479608376e-07
pcs.V14 -8.212115489545567e-09 4.4546656014650816e-08 -7.041990097919765e-10 1.4239533372996267e-12 2.5266789688949354e-06 -2.192247803630333e-07 5.010964781321912e-09 -3.391772851256781e-11 2.1797378984753193e-08 -1.8538873259011142e-08 9.848157293739299e-09 -9.375045893337496e-09 -3.3353832224686e-09 -2.745354887978771e-08 -1.153660951957802e-08 1.1257570079392993e-08 -6.982300003487003e-09 -5.6478281647578056e-09 1.998970177634866e-08 1.6672614247836356e-06 -2.236487514675201e-08 -9.900034965539163e-09 8.059899484859548e-09 -1.5866009853265718e-08 -1.5772907297894422e-08 6.824178139586351e-09 -3.787763495898179e-09 -1.9596217154152157e-08 8.408224824314823e-08 -1.2035412089937522e-08 4.86678094021276e-07 1.0300987342488445e-07
pcs.V15 -6.053714416073287e-08 -2.8381874240674993e-07 5.9554561737798735e-09 -4.017629301254548e-11 2.2480173291738413e-07 -8.973638518493574e-08 3.42601721746602e-09 -3.201669743845008e-11 -1.3807814679430332e-08 -2.175410979385242e-08 8.403647771295659e-09 1.6469078225478253e-08 -5.6257963080439044e-09 5.740567271434564e-09 9.185434273379809e-10 -3.516073576424639e-08 -1.1749845786865963e-08 -1.3476667317499844e-09 -2.410517493535899e-08 -2.236487514675205e-08 1.6983966549243101e-06 4.554509790439628e-09 2.8994207856658494e-09 2.2404473130536478e-08 6.576108381056385e-09 -1.0772113727872607e-08 -3.9174876072992944e-08 -1.0338091536906037e-08 2.7589167099960125e-08 6.986994136251046e-08 -6.031442943839069e-07 3.4294998634778663e-07
pcs.V16 6.246516938937045e-08 -3.823816690757748e-07 7.0192893681447596e-09 -3.838914785198943e-11 -4.3510934454207545e-07 -6.739222122558791e-08 3.716171992011083e-09 -3.885384938280822e-11 -1.7944794424362517e-08 1.581809961732223e-08 2.7983855706269446e-08 2.476048903591573e-09 -2.2754280287117485e-09 2.548369592866242e-09 -3.602507840197803e-09 3.76196502065098e-09 -9.988601714499751e-09 1.8427411452371705e-08 1.883041636173108e-08 -9.900034965539365e-09 4.5545097904395194e-09 1.6586715996865764e-06 -6.294980283819205e-09 -1.6696711647452418e-09 -3.1055856158282616e-08 2.075378819634025e-09 -1.4364586825336879e-08 -2.7205871818691378e-08 -2.546352101412217e-07 -2.56552631671887e-07 4.661591646574626e-07 5.226066387689271e-07
pcs.V17 1.2321238274625273e-08 -1.9758055642477125e-07 3.480208537332102e-09 -1.983068506971955e-11 2.72427526794348e-07 1.9713476956473702e-08 -1.5697037675367927e-09 1.86892584095008e-11 -3.636156590950304e-08 1.308615529597105e-09 -2.1056430752292826e-08 -1.4825879518124215e-09 -2.978816769773327e-08 -6.801701918836507e-09 -1.1520955774390639e-10 -3.2173418802371958e-09 2.727657239933912e-09 -3.3140498272055444e-09 -5.196997623379567e-08 8.059899484859615e-09 2.899420785665863e-09 -6.2949802838192535e-09 1.700069518812929e-06 4.413345742533268e-08 -1.8668650295572436e-08 -9.821893063709612e-09 -1.1887087878429829e-08 -2.5419989992391234e-08 -8.516882119186982e-10 -4.6365445837662544e-08 -3.971741142707978e-07 1.8753156259235466e-07
pcs.V18 -4.017517365370687e-08 2.3871430851384365e-07 -4.930109436534272e-09 3.0071083769146814e-11 2.3081227932445015e-06 -9.341736787124969e-08 -1.377676938747144e-10 1.8313285582080837e-11 -4.9300399619262814e-09 1.2024205496560988e-08 -1.4361725467303704e-08 5.105952471295674e-09 1.20180697502496e-08 3.158132863860095e-08 -2.956054712560406e-08 -2.878833455731447e-09 1.20586732409529e-08 -1.5523340268693805e-08 -2.4890515954932817e-08 -1.5866009853265493e-08 2.2404473130536587e-08 -1.6696711647451382e-09 4.41334574253326e-08 1.6519627458700768e-06 -1.2079916779179187e-08 -2.0175893585917185e-08 9.941967518209681e-11 -6.57470301853659e-10 3.0756365397409466e-07 4.230859949642527e-07 -5.736411486225e-07 -4.410778551978106e-07
pcs.V19 6.14762058221639e-08 3.9098881728121566e-07 -9.654106585768405e-09 7.279987474738537e-11 -3.892816686161393e-06 1.7381739045361697e-07 -2.1790049335427445e-09 6.849450616585959e-12 -1.1571211579121089e-08 1.5249120204253216e-08 9.486949271296287e-10 -5.729263570064228e-09 1.9546113076754914e-08 1.5436362532771107e-08 -4.680606228157912e-08 3.271821464609552e-09 -4.2604426701411e-09 -1.6872526691600776e-08 -2.2932453876352713e-08 -1.577290729789456e-08 6.576108381056376e-09 -3.105585615828269e-08 -1.866865029557238e-08 -1.2079916779179172e-08 1.65505487122177e-06 7.832376533664518e-09 -3.4686653725119507e-09 6.942708225183315e-09 -3.5362652541318237e-07 -3.770094036764278e-07 9.042864796327108e-08 2.1190985333801627e-07
pcs.V20 -1.795006545872817e-07 -1.0539268601951713e-07 2.1830627685996166e-09 -1.3653394813317462e-11 -3.413676283277469e-06 2.1255883106629802e-07 -4.7745064855727984e-09 3.5690955891667655e-11 -2.5468346718419052e-08 1.3134222755084794e-08 2.209184525722763e-08 1.3679309102999513e-08 -4.709694522841045e-08 2.8315901143060475e-08 -8.722440926786123e-09 3.32469343795706e-08 4.367030736789416e-09 1.3488941056487582e-08 2.7855216528667377e-09 6.824178139586334e-09 -1.0772113727872695e-08 2.0753788196337625e-09 -9.82189306370952e-09 -2.0175893585916936e-08 7.832376533664406e-09 1.6540016530901359e-06 -5.408724412891058e-09 2.8798161658881217e-08 1.9698976461280879e-07 1.236396258397025e-07 -3.3490074694822185e-07 -2.0412731702884316e-07
pcs.V21 1.7962366616141057e-08 2.9847596260401986e-07 -7.56300217731917e-09 5.7797888062393425e-11 4.973604567320613e-06 -4.393071298428843e-07 1.0906770745662528e-08 -8.161888179647713e-11 1.1566877673563335e-08 7.027051578435677e-09 -6.7133876807571616e-09 -3.431944906207407e-08 -4.755836511217014e-09 4.777388601835969e-09 -6.3688927932336746e-09 -4.274449393115926e-09 -2.0965280060150575e-08 -3.318890647007357e-08 2.412181222669655e-08 -3.787763495897807e-09 -3.917487607299273e-08 -1.4364586825336285e-08 -1.1887087878429963e-08 9.94196751817311e-11 -3.4686653725118452e-09 -5.408724412891558e-09 1.6478410490695017e-06 1.997587961922894e-09 8.157273066728109e-08 5.400818598874905e-08 -2.3418649755989522e-07 -4.726112289810588e-07
pcs.V22 4.215234031551296e-08 4.920306328010783e-07 -1.192704380916377e-08 8.606473195125384e-11 -3.80568068307916e-07 -2.5336536382261663e-08 6.754642442942031e-10 -4.326445444461594e-12 2.2370865009673502e-08 1.28474461993927e-08 4.455948408273192e-09 -1.472083716404248e-08 -9.733664361290547e-09 -4.308026789800125e-09 1.4296661681350421e-08 -8.350403144369993e-09 9.50486352077018e-09 3.394684792826132e-08 2.1052984288100183e-08 -1.9596217154152097e-08 -1.033809153690594e-08 -2.7205871818691216e-08 -2.541998999239127e-08 -6.574703018537834e-10 6.9427082251832624e-09 2.879816165888112e-08 1.997587961923156e-09 1.6827663183082597e-06 1.0404778304475898e-07 1.3181755760624652e-07 1.8112511934337465e-07 -6.709830459767883e-07
proband -2.184120762852748e-05 1.047016673100148e-06 -1.8132278534635615e-08 5.71077919758172e-11 7.19395095471379e-05 -4.836691863471753e-06 1.0453256233507771e-07 -7.666064086634884e-10 5.59949265920139e-07 2.0538718163949003e-07 1.1549970518042769e-07 -1.2163486564925804e-07 -4.741779272930878e-08 -7.825671388514133e-08 6.361314984426115e-08 2.1603273304370645e-07 -3.867653583184408e-08 1.6684045599316245e-07 4.9296172230979296e-08 8.408224824317264e-08 2.758916709997311e-08 -2.546352101412044e-07 -8.516882119276674e-10 3.075636539740921e-07 -3.536265254131903e-07 1.9698976461278533e-07 8.157273066735414e-08 1.0404778304476345e-07 0.0002541437827344876 0.00010036626316858958 -0.00020078698604623896 -0.00019648104100791598
sibling -2.6018557187512143e-05 -1.691558693090427e-07 2.207841557719094e-08 -3.018092062343605e-10 0.00011717371271064938 -5.930874595516258e-06 8.25072216032978e-08 -3.081429809700121e-10 5.702511412097848e-07 3.184736126663397e-07 -9.749538701170257e-09 -3.247288473749122e-07 -5.651026163966083e-08 -1.7992362397422265e-07 -1.0136571869238964e-07 1.6913548569627818e-07 -9.975582383295765e-08 2.5229032351111694e-07 4.955034866406648e-08 -1.2035412089905229e-08 6.986994136252836e-08 -2.565526316718656e-07 -4.6365445837674025e-08 4.2308599496425165e-07 -3.770094036764377e-07 1.2363962583967118e-07 5.400818598880589e-08 1.3181755760625428e-07 0.00010036626316859016 0.0003297206709935659 -0.0002445944822845967 -0.00023981284076665237
paternal 3.584290490862435e-05 2.105071381315727e-06 -7.611173082247454e-08 6.890509166547387e-10 -7.116798207937728e-05 2.190127689839849e-06 -2.18221220166772e-09 -2.0955316844386743e-10 4.74910394815868e-07 -1.2497475075554246e-06 6.25730828017718e-07 8.019921437691928e-07 3.2329543811930153e-07 3.1071237941984804e-07 3.3383085817372557e-07 3.209222480921535e-07 2.7148970140608573e-07 -3.044630698612001e-07 1.214435102331598e-07 4.866780940212315e-07 -6.031442943839302e-07 4.66159164657439e-07 -3.9717411427078394e-07 -5.736411486225055e-07 9.042864796328819e-08 -3.3490074694817696e-07 -2.3418649755999893e-07 1.8112511934336303e-07 -0.0002007869860462399 -0.0002445944822845971 0.00047481739060651793 0.0001360983254035978
maternal 2.965931407332144e-05 6.180752231411898e-06 -1.2501098866308494e-07 8.56018499554694e-10 -5.621882606355452e-06 -1.7379924989927442e-06 8.391930887200298e-08 -8.723585904225623e-10 4.7530798571308457e-07 -1.0039060582181978e-06 -3.753971972197163e-07 4.7344127953127915e-07 -3.7587027862406454e-07 -5.5454543917170345e-08 -2.7140730082505437e-07 1.9639673341032298e-07 4.832306586797616e-08 -3.4340385352526733e-07 -5.539404796083611e-07 1.0300987342484954e-07 3.429499863477719e-07 5.226066387689148e-07 1.87531562592363e-07 -4.4107785519782076e-07 2.119098533380343e-07 -2.0412731702880812e-07 -4.726112289811603e-07 -6.709830459767993e-07 -0.00019648104100791742 -0.00023981284076665343 0.0001360983254035989 0.00046343670546590554
