 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
PC.PC11 -6.00400783906838e-06 -2.364855910588235e-07 -3.0897693185424804e-08 -3.4059266555745167e-06 3.991528073393436e-06 2.5956940523265325e-06 4.331582035384666e-08 -8.321737521557429e-07 2.6880653521593613e-07 -1.6474550457396722e-07 4.2022516997466194e-08 1.91440955568632e-06 4.1992930306053987e-07 2.7932455027527303e-07 5.528623568272628e-08 -8.914229305733838e-07 6.813483488203402e-06 -4.711187375468384e-07 4.771072942094601e-07 1.0322307304695167e-07 3.758992842622928e-07 -1.6830249175308876e-07 -1.6012612381621525e-07 -3.9607404217030055e-07 2.7235991815719053e-07 1.4230086883431117e-07 -4.101543129807424e-07 -3.659792157415883e-06 -3.934040947065784e-06 1.9599432201381577e-05 -1.3169659836026355e-05 7.745903506374768e-06 -2.770674136545423e-06
PC.PC12 -3.958574212727005e-06 -5.279886362145482e-07 5.56218433481335e-06 1.7652494691374713e-05 2.2150047068879156e-05 6.468031260380676e-06 2.9090280056733736e-07 -5.585956920645583e-07 -3.1420218263267244e-07 -9.740022317543099e-08 5.404270473281424e-07 2.610827334408272e-07 -6.347531987578002e-07 -1.9810731124158825e-07 4.565202100826159e-08 -5.442654009716096e-07 -4.711187375468392e-07 1.1512726042364548e-05 -9.727637829293209e-07 1.279168698330333e-08 2.1811183291220571e-07 1.2640038822378274e-06 -9.047178205939699e-07 2.9774182227078617e-07 8.235544726298457e-07 -1.0149957023253644e-07 -1.1339637762584005e-06 1.5340605273790607e-05 1.2726867674777688e-06 -1.581631445897826e-05 -4.188500445195073e-08 1.5216764094625999e-05 -4.6345079725338045e-07
PC.PC13 -1.1717788444468747e-05 -5.568546585535542e-07 3.888455496544124e-07 -4.990836341380818e-07 -3.2095108502856895e-06 -1.8851086410348167e-06 -2.428433024858992e-07 7.386865449840905e-08 6.704557642173473e-08 1.7873721801271055e-08 6.221658475974334e-08 5.674921387990656e-07 7.248673673115195e-08 1.9743264399496467e-08 -9.366795847438798e-07 6.357344285521299e-07 4.771072942094605e-07 -9.727637829293183e-07 5.739255405529295e-06 1.7815052352854383e-07 -9.353862163346908e-08 2.004183126378994e-07 -5.848858739116742e-08 -3.434965183731492e-07 -6.760338683951502e-07 -3.442732858286282e-07 2.1622158990124e-07 1.3000624099633996e-06 1.5896884490215298e-06 1.1179121855158628e-05 -1.2308889386798037e-05 6.144189940106048e-06 -8.911749020758701e-06
PC.PC14 6.732323644931247e-06 2.032242809632584e-07 1.286649035338498e-05 9.292335328950373e-06 4.128019725539377e-06 5.390402173730266e-07 -1.1243302102385914e-07 -2.632793312034475e-07 1.3737040001633147e-07 -3.767992124724619e-08 3.14367578729463e-07 5.338842742915108e-07 7.150812845741404e-07 -1.4796974211539547e-07 2.732277469695361e-07 1.5391057425783931e-07 1.0322307304694742e-07 1.2791686983304361e-08 1.7815052352854221e-07 6.364885646130452e-06 4.594465841564333e-07 -1.166579814974621e-08 -8.220363071215774e-08 5.40392187924335e-07 3.7513384764654663e-07 -3.877758045058397e-07 6.967037060444268e-07 5.685823636308117e-06 -9.549021853153135e-06 3.648103303404695e-06 -1.3364857642578603e-05 2.1344115394585683e-05 -4.683824375447087e-06
PC.PC15 3.702170406271389e-06 2.508872747924081e-07 -3.9205571350818704e-07 8.847621827928335e-06 1.2955591888335289e-05 4.082580077713924e-06 2.3415003544941888e-07 -1.3472175802005152e-07 -1.6340024225981687e-08 -9.279827778574967e-08 6.832041986852533e-08 4.966469050094886e-07 3.5787295430635057e-07 4.5795689395879885e-08 4.8941803404315463e-08 -8.698828218988356e-08 3.7589928426229436e-07 2.1811183291221138e-07 -9.353862163347026e-08 4.5944658415643465e-07 5.84917886211717e-06 3.389892260653766e-07 -4.94145912893797e-09 -3.4806971728859196e-07 3.7995946372596746e-07 1.6105272034478515e-07 2.7339309900054186e-06 5.829621534395641e-07 2.6348670085666703e-06 2.8699004287382624e-07 5.967931722658252e-06 4.999321174734347e-06 -6.733693412340738e-06
PC.PC16 2.0423789389394215e-06 -1.4455446676830087e-07 -1.2250438731105517e-05 1.8949687519433198e-07 1.324774164599894e-05 5.990820174480803e-06 -1.7108464658783482e-07 -2.765532579982196e-08 -6.695476630928344e-08 2.466567209088681e-07 5.629325965017546e-08 -4.1375938699392415e-07 1.2706657685219723e-07 2.9211295050559137e-07 1.7811130868761522e-09 -2.8374740407369477e-07 -1.6830249175308935e-07 1.2640038822378202e-06 2.0041831263789912e-07 -1.1665798149751567e-08 3.3898922606537204e-07 6.867191644779305e-06 -3.5596505407497124e-07 -2.58535656080986e-06 -8.256673346399344e-07 -1.891931032429593e-08 -1.0810379149757072e-06 -4.983333929531373e-06 -8.28204559925322e-06 4.046412633364613e-06 1.1925006906833953e-06 2.2967833580065456e-06 1.1386373405021268e-05
PC.PC17 -3.6695547869041303e-06 -5.4202042551802404e-08 3.7340361553848208e-06 -2.8226071031426636e-06 -5.885604863827722e-06 -2.2841350443497593e-06 -3.9342827642858664e-08 -1.0007109997494724e-07 2.5544672991872213e-07 -1.3295024701994792e-07 -3.31254368028776e-08 -5.505930463836246e-07 -1.2006028860411956e-07 -2.1081364885810255e-07 6.042361388573652e-09 2.8644539356632585e-07 -1.6012612381621544e-07 -9.047178205939689e-07 -5.848858739116578e-08 -8.220363071215799e-08 -4.941459128937486e-09 -3.5596505407497224e-07 5.084510858757024e-06 -7.235573282199e-08 -8.674585085460079e-07 -8.662093452902347e-08 1.1990378269360274e-06 -5.531979826481413e-06 1.6273080552599124e-06 -3.738258633540464e-06 7.022337457131683e-06 -8.848349916229781e-06 -3.8409316486119216e-06
PC.PC18 2.7668589768090083e-06 -1.4441357266780336e-07 -5.8541020528417625e-06 -1.2237043839102716e-05 -7.496606948129919e-06 -1.1892508896587606e-06 1.8994119532956079e-07 -2.1321952282555154e-07 -2.810972911811776e-08 -7.961583149513466e-07 2.55050458670866e-07 3.186877332828587e-07 2.5583281001929494e-07 -8.582885575418668e-07 9.284312606624544e-08 -3.245128539500026e-07 -3.9607404217030177e-07 2.9774182227078607e-07 -3.4349651837314765e-07 5.403921879243363e-07 -3.480697172885906e-07 -2.585356560809864e-06 -7.235573282198865e-08 1.3498644113522371e-05 1.5272353455096423e-06 1.8866565407299143e-06 -2.468901016930609e-07 4.422422881617535e-06 -4.956652880646229e-06 5.9612726021943936e-06 5.5080458229005485e-06 1.8255526512041828e-05 -1.4289583175416877e-05
PC.PC19 4.346052044900305e-06 3.2429166057194343e-08 1.6107506253983694e-05 4.430997415844124e-06 -3.307771551229496e-06 -2.081786216952738e-06 4.803503600032573e-07 -4.0024568534853666e-07 -4.100750632043044e-07 3.33822818590998e-07 4.870194267207568e-07 4.42620250284843e-07 1.749396556788608e-07 1.3063341290236086e-07 8.850712370846241e-07 -1.5621750956277641e-07 2.723599181571897e-07 8.235544726298437e-07 -6.760338683951539e-07 3.7513384764654314e-07 3.799594637259659e-07 -8.256673346399312e-07 -8.674585085460045e-07 1.5272353455096425e-06 9.775610065287642e-06 1.614887982191231e-06 2.213416451083933e-06 3.945471488988792e-06 -2.889048832135724e-06 3.632600477195432e-06 -4.209495564209494e-06 8.447079683891412e-07 -9.938082182162707e-06
PC.PC20 7.394593996880195e-06 -4.683122930498924e-08 1.1395712050525081e-05 -3.1083452352707793e-06 -6.7497876851250715e-06 -1.652770602771199e-06 -2.937651628102704e-07 9.861005691476031e-08 -1.2535690635598593e-07 4.3529683431258305e-07 -1.5893632118172027e-08 -5.125472150364165e-07 -1.3808204668459173e-07 -2.449248031556684e-07 -1.7339645968716532e-07 2.4000062802654054e-07 1.423008688343124e-07 -1.0149957023254002e-07 -3.44273285828627e-07 -3.8777580450584185e-07 1.6105272034478206e-07 -1.8919310324298967e-08 -8.66209345290236e-08 1.8866565407299188e-06 1.6148879821912327e-06 6.660118031051643e-06 -2.3916949296758204e-07 -8.708438837191297e-06 -2.7222417424704196e-06 9.97904881953986e-06 4.02972775798857e-06 3.441745670908265e-06 5.643257472122465e-07
proband -0.00015449642748723515 -5.335568379689263e-06 -5.234407215415421e-05 -0.0003475080651704184 -0.000286597594094976 -6.030630454689125e-05 8.338856128555561e-07 -1.6810746658061776e-06 -7.021223952657556e-07 -6.604081701837331e-07 2.4248035803009287e-07 1.1364423312887457e-06 7.056738028018414e-07 7.575305020075986e-07 -7.132126569879181e-07 2.2881585564534476e-06 -4.1015431298072294e-07 -1.1339637762583914e-06 2.1622158990132303e-07 6.967037060444306e-07 2.7339309900054784e-06 -1.0810379149758063e-06 1.199037826936021e-06 -2.468901016930595e-07 2.2134164510837334e-06 -2.3916949296766854e-07 0.0013051596383616023 -0.0006493615840876974 -0.0005789487333132949 -3.4818545905444456e-05 5.163383695008434e-05 -0.00010275359886787972 -7.302837756832072e-05
paternal -0.00035104004708200415 -8.057792012278457e-06 -0.0002129620333452923 -0.00019708201066801108 -0.00017319360398377148 -5.802541389037987e-05 -4.029145785510865e-07 -4.161488793553334e-06 -2.7353865030092724e-06 2.850968776980629e-06 -2.4436704354322113e-06 6.863168310600981e-06 5.742136943735023e-06 -4.157606151928075e-06 3.2432494686059936e-06 4.007052067367184e-06 -3.6597921574159346e-06 1.5340605273790546e-05 1.3000624099632234e-06 5.685823636308083e-06 5.829621534396167e-07 -4.983333929531578e-06 -5.531979826481452e-06 4.422422881617696e-06 3.945471488989266e-06 -8.708438837191095e-06 -0.0006493615840876965 0.003763678907570727 0.00022273037397285415 -0.0025855318236265045 -0.0023540697567908326 0.000151415777070913 0.00018193321644488088
maternal -0.0002709466641539127 -6.525293002329304e-06 -0.00018164536290801167 -0.0004184108473127819 -0.0003350441214121777 -6.479065523757315e-05 -1.0487040659134632e-06 9.054342620983471e-06 2.1841415080398705e-06 -8.157105702694678e-06 4.477001177868171e-06 4.394002890617128e-07 8.453647120222165e-06 -5.099332276859133e-06 -6.129082994524251e-06 1.4360383662985658e-05 -3.9340409470657945e-06 1.2726867674778363e-06 1.5896884490216425e-06 -9.549021853153145e-06 2.6348670085666648e-06 -8.282045599253324e-06 1.6273080552599864e-06 -4.956652880646258e-06 -2.8890488321360503e-06 -2.7222417424704133e-06 -0.0005789487333132908 0.00022273037397285198 0.00417945748312474 0.00019066527960361328 -7.193698977317081e-05 -0.003450706456638648 -0.002389247207716066
gpp 0.000517137772212031 6.045763197286603e-06 0.00011569678919530288 0.00031281446200620767 0.0003495849410777324 8.136657490319461e-05 4.492794604818109e-06 1.6694120524639838e-06 -5.7511759174029775e-06 -1.023594634093169e-05 7.470880727007862e-07 -6.818614232151126e-06 -4.214216307886121e-08 3.920395235421694e-06 -5.004625113681531e-06 -2.7277538419271754e-07 1.9599432201381594e-05 -1.581631445897819e-05 1.1179121855158882e-05 3.6481033034047675e-06 2.869900428736171e-07 4.046412633364948e-06 -3.7382586335404875e-06 5.961272602194122e-06 3.6326004771954534e-06 9.979048819539852e-06 -3.481854590544395e-05 -0.00258553182362649 0.0001906652796036118 0.008342779169736837 -0.0031943476158754437 0.00022303687760928477 -0.00035752777444082316
gmp 0.00023666452362140146 9.751818089951924e-06 -9.503178069832747e-05 -0.0004385873238355586 -0.0004590731299749255 -8.816251416525485e-05 3.367301399499745e-06 9.72639977032236e-06 -2.1778865544018338e-06 3.063876608115289e-06 2.856104704199536e-06 -6.3138114908413294e-06 1.4719592707061293e-06 1.1513881044539154e-05 5.284882826835567e-06 -1.4491594052560741e-05 -1.3169659836026279e-05 -4.188500445185707e-08 -1.2308889386797944e-05 -1.3364857642578647e-05 5.967931722658383e-06 1.1925006906832856e-06 7.022337457131736e-06 5.508045822900581e-06 -4.209495564210195e-06 4.029727757988211e-06 5.163383695008123e-05 -0.002354069756790842 -7.193698977316681e-05 -0.0031943476158754203 0.007894106419769365 -0.0003476335467704125 0.00022916405018013304
gpm 0.0005896186151710364 1.138161607607747e-05 0.000533502937524736 0.0014732544418902514 0.0015380831532363945 0.00041060666421715284 6.046203659939057e-06 -3.3087648236337682e-06 -1.1258278417883483e-05 3.6941596026970348e-06 3.7211242367505725e-06 -1.0830764490625323e-06 -2.663684054571129e-07 1.104568692566725e-06 9.220104685399492e-06 -1.0403608555873864e-05 7.745903506374729e-06 1.5216764094625965e-05 6.144189940105672e-06 2.134411539458577e-05 4.999321174734004e-06 2.2967833580069878e-06 -8.848349916229866e-06 1.8255526512041777e-05 8.447079683900185e-07 3.441745670908476e-06 -0.00010275359886788314 0.0001514157770709155 -0.003450706456638653 0.0002230368776092819 -0.00034763354677040946 0.008164114643724229 -0.00117923186340322
gmm 0.00021946569804985554 8.68566952455071e-06 0.00023157497673229386 0.00034120587085111997 3.747942652784269e-06 -6.139291856869177e-05 2.7315238432143334e-06 -1.5207972009523378e-07 -1.4996048066550975e-06 6.058472649331716e-06 -1.3912856156555002e-05 -9.138828932111418e-06 -9.8276372225289e-06 1.053421805706051e-05 1.6698152121505002e-06 -1.0643895417191131e-05 -2.770674136545422e-06 -4.6345079725352084e-07 -8.911749020758642e-06 -4.683824375447163e-06 -6.733693412340624e-06 1.1386373405021244e-05 -3.840931648611945e-06 -1.4289583175416803e-05 -9.938082182162605e-06 5.643257472122784e-07 -7.302837756832469e-05 0.00018193321644488337 -0.002389247207716051 -0.00035752777444082273 0.0002291640501801343 -0.0011792318634032395 0.006125678762245091
