 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.0011495328995925712 4.033538006386403e-05 -0.00024427044874477294 0.00020857409501709757 0.0006375636697868779 0.0002646716181591747 -5.969557425034703e-07 6.122908993098587e-06 -2.1658259079151295e-06 3.707464330276663e-06 -1.2442511453194924e-06 -4.3311275082386144e-06 -1.8974924003447058e-06 7.319193215801095e-07 -1.1689385428441774e-06 3.235104360283664e-07 -5.075545725521718e-06 -2.2891458870090483e-07 -5.914047351323408e-06 -1.8354845626312034e-06 -2.777742352705487e-06 1.4658726700962272e-06 1.7392938941763155e-06 9.38699153472309e-07 -1.37304439476544e-06 1.3660781092074219e-06 1.0506731538227164e-06 1.6463728965615062e-05 -1.919754432241159e-05 5.5713970553487e-06
AGE 4.033538006386394e-05 2.8192268332879983e-06 -1.1514926220208417e-06 -2.3497507155617247e-06 -3.65335613589705e-06 -1.2846106978421262e-06 -8.903910920286857e-08 2.463550643542783e-07 -7.128706265111238e-08 1.2021108758822514e-07 1.0983614478619596e-07 -6.265144127678248e-08 -1.3222065731567298e-07 -1.494627938835405e-09 -6.955282607045479e-08 1.630741542874494e-07 -1.414177786065231e-07 -7.786396482720143e-08 -2.7386821556632754e-07 -5.731992796134481e-09 -3.172694042376948e-08 -2.6105843039871897e-08 4.002575346892923e-08 5.219057237678645e-08 -5.4651088449437944e-08 -4.8786407548602605e-08 -7.130187206114669e-07 4.120204483500216e-06 -5.002082834565417e-06 -5.809042567209663e-07
sex -0.0002442704487447787 -1.151492622020822e-06 0.004199857964139178 0.0010969605521546006 -0.002197933827754111 -0.0011460760726777737 -1.437282894976808e-07 3.408462036267451e-07 -4.4293128824217516e-07 8.443029460586204e-07 1.9958208428149364e-06 -1.444246840949922e-07 5.942284112350666e-08 -2.085528249133437e-06 -1.7847905674567708e-06 2.892375801181997e-06 2.3806927884471796e-06 1.8041598592523152e-06 9.473408084655927e-07 1.2941842878149479e-06 -1.9284481581940998e-07 -2.9519944472657305e-06 2.2110137913315738e-07 -2.3582058909699943e-06 -1.2867016102507845e-06 9.693716594634087e-07 -1.9485261539330666e-05 3.608990627243111e-05 -4.884282849025667e-05 5.1998778456885344e-05
age_sex 0.00020857409501710296 -2.3497507155617277e-06 0.001096960552154598 0.0029374542877225844 0.002172853617636111 0.0003685211999601966 1.7770333777138522e-06 5.705004670042716e-07 3.0355274516007334e-07 1.483390590012448e-06 -4.875823949490181e-07 4.4372895224706344e-07 -2.055304885803714e-06 2.914262090544292e-06 -8.840912475244519e-07 1.474766864963384e-06 5.247977904714818e-07 -2.027061614909991e-07 3.82306629138058e-07 -7.252291726288163e-07 -8.839017466980045e-07 8.981407382061964e-07 -1.713616300136103e-06 -6.216854037679619e-06 -6.18457612704841e-07 -3.4220748488443424e-07 -3.2126891700678476e-05 3.0465318458780633e-06 3.8178209758448335e-05 2.001577864197634e-05
age2_sex 0.0006375636697868814 -3.653356135897004e-06 -0.00219793382775406 0.0021728536176360796 0.006051841487037167 0.0024068824431530923 9.474907769740425e-07 1.6536174483247859e-07 -3.954960359645986e-07 4.536328956603565e-07 -8.036605070304216e-07 6.256832849288206e-07 -9.512924968055225e-07 5.812836055232862e-06 -9.492693980891057e-07 -6.7303369185036806e-06 2.662485271081754e-06 -1.304545257587809e-06 -5.675648239000832e-07 -1.6668608536086445e-06 -9.200576194938253e-07 5.575918544888492e-06 1.6199482298009016e-07 -5.424631315594577e-06 -9.102436945451939e-07 2.3585581077799822e-07 -9.234126341050216e-06 1.5407147416828473e-05 8.639559370253252e-05 -9.414193952864493e-05
age3_sex 0.0002646716181591743 -1.2846106978420934e-06 -0.001146076072677743 0.00036852119996017734 0.0024068824431530762 0.0011185670501695087 1.797496303818715e-08 1.1524909766323161e-07 -2.727694292483261e-07 3.0597783789021863e-09 -2.82929682143816e-08 2.9645962880830705e-07 1.789982293190563e-07 2.028241275803114e-06 -6.862720616808001e-07 -3.736449181736194e-06 1.191164390832594e-06 -8.0222301004354e-07 -5.073940820216454e-07 -7.064402811196425e-07 -4.844112914328071e-07 2.556229664328595e-06 6.114302733538787e-07 -1.35662606393785e-06 -4.2812691539670914e-07 4.801095239905288e-07 1.4757955688051596e-06 1.1106000315429252e-05 1.829447148669023e-05 -4.121564672531871e-05
PC.PC1 -5.96955742503472e-07 -8.903910920287162e-08 -1.4372828949749185e-07 1.7770333777145472e-06 9.474907769746731e-07 1.7974963038332352e-08 1.0850168743395463e-06 -6.491751800977125e-10 -2.5645976009767785e-08 -1.1317329576588717e-07 4.092097955797546e-08 7.237406716678987e-09 -7.737203617541157e-08 1.0663872018586244e-07 4.871386598289693e-08 2.9445538455117333e-08 3.805427270242505e-09 1.0204528191700135e-07 -4.068806267531258e-08 -7.290544935574188e-08 3.079968058269327e-08 -9.8840895412375e-08 1.0448880059745922e-08 1.9846094295991704e-08 9.99587886820685e-08 -1.4538905897950348e-07 5.430810038788891e-07 3.7106836439163087e-07 -1.4906691367528015e-07 9.828168855271546e-07
PC.PC2 6.12290899309873e-06 2.4635506435428374e-07 3.408462036266069e-07 5.705004670041645e-07 1.653617448325492e-07 1.1524909766328982e-07 -6.491751800966951e-10 1.9828442366824844e-06 -1.2403068574654636e-07 1.4376395424809866e-07 5.99272003264239e-08 -6.900061815455688e-07 -1.2623878940361848e-07 -1.2990923016439762e-07 1.569303348083297e-08 -4.032644144505943e-08 -5.419653458288085e-07 -2.4258670961131366e-07 -1.040698988150479e-07 -1.873778765830995e-07 -1.7361350639842023e-07 8.109429694796257e-08 -3.0928354429956754e-08 -6.778096478168763e-08 -1.8031326371153638e-07 9.677509021751455e-08 -2.2588917646463997e-07 2.323245258369921e-06 -4.2200621570845834e-07 -1.1586867587761361e-06
PC.PC3 -2.165825907915115e-06 -7.128706265111218e-08 -4.4293128824216875e-07 3.035527451601017e-07 -3.9549603596457304e-07 -2.727694292483201e-07 -2.5645976009769283e-08 -1.2403068574654543e-07 2.0903949053532928e-06 4.381299346446989e-08 1.4857047716358795e-07 2.5775737974084987e-07 1.299482194102624e-07 -5.096339447073099e-08 -2.775253712268163e-09 9.27246449641753e-08 2.2247629088274767e-07 -8.871556972415943e-08 3.6159440513125314e-08 1.4634814478087957e-07 8.775646603638976e-08 -2.3668812431709368e-08 5.1173219503603086e-08 1.854134339087892e-08 -2.0776125957712986e-08 -4.019195461030577e-08 -1.1216683353340687e-06 1.121063999447441e-06 -5.3281130489102264e-06 9.168373820820951e-07
PC.PC4 3.707464330276711e-06 1.2021108758822755e-07 8.443029460585723e-07 1.4833905900123792e-06 4.536328956603396e-07 3.059778378911867e-09 -1.131732957658865e-07 1.4376395424809982e-07 4.3812993464468635e-08 2.6566586946855586e-06 2.821442527232777e-07 -3.058327004292566e-07 1.909763357055994e-07 1.0482812281727637e-07 8.491756254226146e-08 -1.9729513751554287e-08 -1.8710688573032424e-07 3.103770119672631e-08 -6.21209134070123e-08 7.505187990469396e-08 -2.5242336284232636e-08 1.2496363048344256e-07 -5.0924286590313313e-08 -1.619023757918235e-07 1.7307461637698545e-07 1.771582258415667e-07 -1.418915091391835e-06 -1.8737362154970987e-07 -1.7101286724256505e-06 1.3294385742777577e-06
