 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00016609355939427607 1.287983781700559e-06 -7.06599904776182e-07 -6.924035116878694e-06 2.794732494335323e-06 3.3333456907989666e-06 -9.612336481139744e-08 6.318206983021122e-07 -2.943176945725866e-07 1.3330161535198882e-07 1.3663655042399633e-07 1.0006501756175651e-07 -3.9788320985977355e-07 2.235071696863632e-07 1.1288855885323144e-07 -4.060073473788248e-09 2.555327848251056e-07 1.8804783447079662e-08 -1.8296739169677027e-07 -1.6255827546593076e-07 -2.1315877980561476e-07 1.236658796747613e-07 4.811157306192385e-07 -3.710516984974275e-08 7.495776129689636e-08 -3.7154554971144956e-07 1.3145075208535708e-07
AGE 1.2879837817005423e-06 5.252603310341279e-07 6.329930599157838e-07 2.817636461450136e-07 -7.437506205643377e-07 -3.378531438964449e-07 -1.3186675205480872e-08 4.9269341613706355e-08 -3.579908697588782e-08 2.5003401007511764e-08 5.651399813291752e-08 3.4959890841581544e-08 -3.462154715102891e-08 1.2400992833893726e-08 2.524975542566799e-08 3.1639648566032994e-08 5.5368595880867385e-08 -2.170027737549535e-09 -5.445967456300453e-08 1.3530865223326573e-08 5.000193417189571e-10 -1.0203007574581138e-08 2.096188351154322e-08 -2.2552223915889772e-09 3.1003171504203134e-09 -3.1475547968439246e-08 -6.894635024480312e-08
sex -7.06599904776277e-07 6.329930599158032e-07 0.001026300451210025 9.399608731271232e-05 -0.00026163838913911364 -6.894694897648874e-05 2.658858464219721e-07 2.5105039693870613e-07 -3.992150917568958e-07 1.8108163494616328e-07 1.1883749496237853e-06 -5.642031433825565e-07 -2.3149278392579727e-07 -7.036026993914283e-08 -4.0897319053623757e-07 1.3636989437905943e-07 6.048325819792862e-07 -5.154033661885323e-07 -2.055680497483896e-07 2.4658050988518746e-07 -1.7218139058674712e-07 -7.041897250589032e-07 3.5668031900468307e-07 -5.020508268573746e-07 -3.662606608448367e-07 2.744140881522519e-07 3.932199234120994e-06
age_sex -6.9240351168787476e-06 2.8176364614503506e-07 9.399608731271283e-05 0.0004649268826270547 -6.364255696894422e-05 -0.0001515332460882976 3.200997522034909e-07 1.7772581892373097e-07 1.4892975160593534e-07 2.567212111279162e-07 3.326451505335517e-08 2.1504935522959262e-07 -3.444635533993694e-07 -4.260590597797604e-08 -2.012557564609362e-07 9.60195856312613e-07 -5.463470662293544e-07 -2.7141461179440137e-08 4.805272297540554e-07 -3.574960497728559e-08 -1.7611052898930112e-07 -3.257001397964999e-07 -8.026810929623511e-07 -2.317092247307755e-07 1.4425752512408976e-07 2.2668002502024295e-07 -3.97436776362774e-06
age2_sex 2.7947324943352968e-06 -7.437506205643435e-07 -0.00026163838913911136 -6.364255696894275e-05 0.00014746354393718305 5.242395957322845e-05 -6.307013319881831e-09 -5.276917250165461e-08 2.5940867519828944e-07 -8.346308989725918e-08 -3.6811066601778723e-07 6.215568065937414e-08 9.894735756878375e-08 5.544734894852031e-08 1.878943583805523e-07 -1.4626779667252253e-07 2.95508790704549e-08 1.2859562656220932e-07 1.307545001597076e-07 -2.4440241578629927e-07 1.0000618347646385e-07 -3.952175050758097e-08 5.8413541871015036e-08 8.10808803329628e-09 1.2094970305597166e-07 4.090036330636881e-08 1.092844926135544e-06
age3_sex 3.3333456907989645e-06 -3.3785314389645223e-07 -6.894694897648798e-05 -0.0001515332460882967 5.2423959573228706e-05 7.34698223837912e-05 -7.543448258223205e-08 -4.867821952780983e-08 6.282806008432428e-08 -5.709839497382486e-08 -8.211612206278368e-08 -1.116316997700141e-07 1.0732768732525824e-07 5.429189451560056e-08 4.477478113005038e-08 -3.2546604834856446e-07 2.1874682974901528e-07 -5.432349638937844e-08 -1.5618057749181763e-07 -1.0069804603385809e-07 3.6343926942055585e-08 3.869506287058181e-08 2.5716652210358525e-07 -5.510115576300084e-09 -3.378122759079446e-08 5.619372959184472e-10 1.3953013303898894e-06
PC.PC1 -9.612336481139036e-08 -1.3186675205480852e-08 2.658858464219682e-07 3.2009975220344383e-07 -6.307013319878479e-09 -7.543448258221788e-08 3.362194912553061e-07 9.120493010054273e-11 -2.9482943495924627e-09 -2.4381748836174175e-08 -2.479817197494239e-08 -5.438327132117684e-10 -1.5097032143417832e-08 1.6061143227975725e-08 1.715946978677418e-08 -9.049677413024824e-09 -6.784727495473984e-10 1.4464570290784721e-08 -8.4314492783843e-09 -1.0363222455582113e-08 2.4287933117318124e-08 -6.517169366157434e-09 3.9325909900919395e-09 -1.2230279877178194e-08 -1.7076976768764562e-11 -1.4321417567843313e-08 3.445918062423492e-07
PC.PC2 6.318206983021168e-07 4.9269341613706766e-08 2.5105039693871354e-07 1.7772581892376036e-07 -5.27691725016603e-08 -4.8678219527820224e-08 9.120493010030081e-11 5.714206788650661e-07 -2.7880201249290895e-08 3.279270437099885e-08 2.7814128900436543e-08 -3.727277037963472e-08 -1.8990772438583775e-09 -7.99431327037431e-09 -2.720618271332906e-09 1.656263632258927e-08 2.7236659784366843e-09 -1.0151588107462059e-08 2.608729355060845e-08 5.976752962449237e-09 -1.031127004846893e-08 1.1477593782980147e-08 -3.49345541999118e-08 -5.954278444705011e-09 -2.896574232047381e-09 1.4300667672128391e-08 3.7139887334667226e-07
PC.PC3 -2.9431769457259354e-07 -3.5799086975887824e-08 -3.9921509175688787e-07 1.4892975160594328e-07 2.5940867519828705e-07 6.282806008432147e-08 -2.9482943495923647e-09 -2.7880201249290326e-08 6.875091100724104e-07 3.8320869470040073e-08 3.246440913722149e-08 1.063812350821454e-08 2.598863306837328e-08 -3.9003461104662e-08 4.914002840111263e-09 2.796171772161781e-08 -1.167814945468551e-08 -2.1303412999634292e-08 -1.3487422344445029e-08 1.7794300056222047e-08 1.8457920561286568e-08 -2.312872968191156e-08 1.0796922667537837e-08 5.0340396263110595e-08 9.482371351692033e-09 -8.059175038543191e-09 -9.998087254396193e-07
PC.PC4 1.3330161535198538e-07 2.5003401007511926e-08 1.8108163494616386e-07 2.5672121112791964e-07 -8.346308989726093e-08 -5.709839497382672e-08 -2.438174883617356e-08 3.279270437099834e-08 3.83208694700391e-08 8.89798583248865e-07 7.138863934728625e-08 -4.119480881258844e-08 1.1993249393879563e-07 4.206014487084394e-08 3.4656068305470246e-09 -3.114133334169611e-08 -1.1767557239706146e-08 4.548116497023699e-08 -5.855446793735856e-09 3.9388574525779886e-08 1.0695815872817835e-08 3.30956078815166e-08 -1.2291415858606134e-08 4.52033580574542e-09 -5.270671034095794e-09 -2.4386975225844402e-08 -6.072482117568299e-07
