 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0033553834694680694 0.00010011214055592033 0.0021192833802978575 0.005262763388337793 0.005723983252742501 0.001674121918786504 4.206657705026389e-06 1.2259065686896148e-05 -3.794036498835739e-06 3.81795205545953e-06 -3.7732902009700407e-06 -4.38805125648896e-06 2.5839019705575045e-06 8.067030259977053e-07 -4.385654126019873e-06 -7.590055058106879e-07 -3.958309720571862e-06 -1.4469023549869805e-06 -8.007270446674392e-06 4.194815945076729e-06 2.4784797754307367e-06 1.7330770030914093e-06 -2.2455238114984247e-06 2.3009412525629224e-06 3.1940388738086955e-06 4.6891644681817676e-06 -0.00010222802452943354 -0.000251816141963595 -0.00017506350821663933 0.00038935005382935477 0.00012125356776254888 0.00041805566468991256 0.00011961668010026879
AGE 0.00010011214055592097 5.3266147983694974e-06 1.1965194016815999e-06 -1.3898434246981596e-05 -1.9640195664311666e-05 -6.1817746804790915e-06 -5.105757399409453e-09 7.258113954692218e-07 -1.0497031441656827e-07 1.5190922549945143e-07 3.5555959199339815e-09 -9.437498863679809e-08 -3.517906266005377e-08 -5.716175054430088e-08 -2.212993827723682e-07 1.8988415420531402e-07 -1.628265493535213e-07 -2.939396892620373e-07 -3.6482396517401904e-07 1.1831428722425251e-07 1.7202513617021074e-07 -6.869106075796751e-08 -6.195947877555108e-08 -1.0074411443152028e-07 5.502232333143536e-08 -1.4386084111276322e-08 -3.347905594091611e-06 -6.25526953080918e-06 -4.846864868086138e-06 6.519180817586908e-06 4.232713216148292e-06 9.307497863432593e-06 5.0851206622392915e-06
sex 0.002119283380298918 1.1965194016768317e-06 0.019226671472317342 0.02269574395537468 0.01594552957979117 0.003446683521996373 -3.046738333797317e-06 8.0226207733993e-06 -9.47813187303362e-07 -6.572925844055775e-06 4.986578125771559e-06 -2.510653057722264e-06 -1.7024924034783403e-06 1.2094396105770788e-05 2.868092927024798e-06 4.708678767349728e-06 -2.771759992077652e-07 5.997064911159797e-06 -3.368454291300457e-07 8.61658082292216e-06 -3.6219804149273007e-07 -7.1558237615059254e-06 2.893474681165433e-06 -3.6677464887228716e-06 1.0143781418916116e-05 7.62442431991821e-06 -3.5453876373848586e-05 -0.00014831721839671773 -0.00010723659485715915 8.898124592870567e-05 -7.019077978768481e-05 0.00034332767348129573 0.00012835361213614502
age_sex 0.005262763388338462 -1.3898434246988233e-05 0.022695743955368195 0.04667382935780865 0.04507820517691636 0.012145877213427851 1.8984486096109381e-06 3.8709301879291655e-06 1.091057929470148e-05 -3.518430584661537e-06 -2.5152999635583353e-07 2.1714782160464306e-06 -5.024061495554966e-06 1.58281672401849e-05 -1.4494939425401263e-06 8.217211184075552e-06 -3.3971967816239185e-06 1.412372594582362e-05 -1.4405147236935251e-06 6.138085765617395e-06 5.121906568034289e-06 8.08002649009419e-07 -1.1730445541424333e-06 -7.940455826880424e-06 9.536913277050281e-07 -3.55221150148468e-06 -0.0002398050131878454 -0.0001401207590472744 -0.00023833873380526633 0.00024886620585630096 -0.00031164733876073314 0.0009296118466624835 0.00020502495063782288
age2_sex 0.005723983252742342 -1.9640195664316284e-05 0.015945529579781435 0.045078205176909254 0.050253404422191575 0.014759784304970769 2.4136787088089255e-06 -1.030491140855628e-06 1.6343794727597695e-05 -2.1646267600881106e-06 -2.1891601080200034e-06 3.97251588113238e-06 -4.289431555510737e-06 1.1360737096830712e-05 -3.000775954795777e-06 2.3911864091281356e-06 1.5412740066056852e-06 1.614179291649534e-05 -3.2202656064737395e-06 2.7971160690204576e-06 7.827362609268834e-06 8.847017865983517e-06 -3.595531568036623e-06 -4.830944575072817e-06 -4.828549568579248e-06 -6.764469431174858e-06 -0.0002046893771578427 -0.00012468127626487116 -0.00017881572522803743 0.0002862942828976578 -0.0003294317551465114 0.0009758135051742764 -1.5128749801010381e-05
age3_sex 0.0016741219187863107 -6.1817746804800325e-06 0.0034466835219931252 0.012145877213424623 0.014759784304969496 0.004572105584710333 5.132200411050243e-07 -8.617863661388026e-07 5.437969037292887e-06 -6.215318878683077e-07 -6.003586325767038e-07 1.0458131454906548e-06 -8.481115335662802e-07 2.609639984209563e-06 -1.006955579864586e-06 -8.153364317649835e-07 1.464236961446669e-06 4.6256362774312215e-06 -1.5974478154262368e-06 4.0896143978310653e-07 2.540544369563127e-06 3.883514163393048e-06 -1.510815353443438e-06 -7.961991039201915e-07 -2.2431537629816605e-06 -1.8784611604658292e-06 -4.5484763818516805e-05 -4.168365416951166e-05 -3.122221916415492e-05 7.177794313148513e-05 -6.531819180740568e-05 0.00026284325325072054 -4.521278584459811e-05
PC.PC1 4.206657705025529e-06 -5.105757399411601e-09 -3.0467383337993814e-06 1.8984486096046796e-06 2.413678708802267e-06 5.132200411031556e-07 1.556880861658859e-06 -3.2574852893908834e-08 -1.3822343022863455e-07 -8.520214368790387e-08 4.615286531682865e-08 -6.519950606322411e-08 -8.598812946554541e-08 1.0214285263940843e-07 4.973334598956077e-08 -5.9072166875054175e-08 2.191127819484992e-08 1.8685868615619292e-07 -1.553330016392933e-07 -7.673000736492763e-08 1.5375067393704848e-07 -1.1477086658122201e-07 -2.001081919137463e-08 1.3735570783612178e-07 3.101785927293906e-07 -1.8026597406576419e-07 5.103518407220606e-07 -4.913165923469488e-07 -8.065734368608102e-07 3.1427716103209373e-06 2.4985748721364367e-06 4.20927845598152e-06 1.7322906092778173e-06
PC.PC2 1.2259065686896217e-05 7.258113954692035e-07 8.022620773400264e-06 3.8709301879329085e-06 -1.0304911408513043e-06 -8.617863661375296e-07 -3.257485289390824e-08 2.4446597208082114e-06 5.411718160650206e-08 -1.2642223245840558e-08 1.412932484356446e-07 -6.317001387834355e-07 -1.119140155557445e-07 -2.2259469233526754e-08 1.0249324660618343e-07 1.6272464699392062e-07 -5.384780674688205e-07 -3.5787737662079027e-07 2.3089546530904883e-08 -1.9080934026680758e-07 -8.91705411149478e-08 3.09741656437949e-09 -1.6086196802196733e-08 -1.6077550661440196e-07 -2.517167263641178e-07 3.8265720157205765e-08 -1.3865891486447685e-06 -2.711382195626281e-06 6.193596771298924e-06 1.2263236814156599e-06 6.739973359356417e-06 -2.2021321291153087e-06 -3.832846927258445e-07
PC.PC3 -3.7940364988362393e-06 -1.0497031441656888e-07 -9.478131873078842e-07 1.0910579294695577e-05 1.6343794727593873e-05 5.4379690372922125e-06 -1.3822343022863228e-07 5.411718160650194e-08 2.939038017512824e-06 4.7821870545095806e-09 2.362498394188186e-07 2.3229569648063708e-07 1.4451590130906471e-08 -1.460109341624669e-07 -4.9714419578824056e-08 3.6751319389309357e-07 1.7455932135428508e-07 -1.9945053435528324e-07 5.600057079231948e-08 9.404990875956623e-08 -3.855857908621099e-09 -4.186258158374568e-08 1.5552192577683324e-07 -5.2551709410939394e-08 -2.6374024730888195e-07 -7.969500986460987e-08 -5.558217173956376e-07 -1.309744011680978e-06 1.168487991931311e-06 -3.9877635014575314e-06 -2.063415371018619e-06 -7.423014204907119e-06 -5.328682605679367e-07
PC.PC4 3.817952055459233e-06 1.5190922549944976e-07 -6.572925844055988e-06 -3.5184305846632e-06 -2.1646267600902667e-06 -6.215318878689849e-07 -8.52021436879041e-08 -1.2642223245840121e-08 4.782187054509635e-09 3.895209768644259e-06 5.77488644333869e-07 -2.5569053863272565e-07 9.811654418729806e-08 -1.5086197890076222e-07 1.2731791702003142e-07 -1.624615791724098e-08 -1.1605955918674539e-07 -7.026634964768072e-08 1.470705888479769e-08 -2.3926890117988465e-08 -6.36479459950685e-08 1.5950344562629494e-07 -8.545699577553344e-08 -4.987397879943294e-07 2.2353455132803033e-07 3.075819520401879e-07 -4.6458224039672977e-07 1.6833501201792552e-06 -4.658306386347215e-06 -6.381949551068593e-06 1.911041410681868e-06 1.1402667999377596e-06 4.035039164410324e-06
PC.PC5 -3.7732902009697523e-06 3.5555959199355606e-09 4.986578125772746e-06 -2.5152999635366205e-07 -2.1891601080180095e-06 -6.003586325761802e-07 4.615286531682837e-08 1.4129324843564577e-07 2.3624983941881887e-07 5.7748864433387e-07 4.261746364573384e-06 4.8399777257578545e-08 2.752497058104864e-07 -4.250955070122635e-07 1.9442487466184113e-08 3.708648802994548e-07 5.845320539755136e-09 3.5273164256976935e-07 4.427523873253228e-08 2.1568500404709435e-07 5.04490920174665e-08 4.394031025822284e-08 -3.4555470196851885e-08 1.618354453243433e-07 3.349937352647827e-07 1.1310059709732135e-08 1.823111976507408e-07 -1.4127826361523109e-06 2.9789120657678574e-06 2.8479650138281016e-07 1.5065481184397898e-06 1.6973885641691352e-06 -8.640985072508592e-06
PC.PC6 -4.388051256488921e-06 -9.437498863679503e-08 -2.510653057722918e-06 2.171478216045864e-06 3.972515881132154e-06 1.0458131454906486e-06 -6.519950606322334e-08 -6.317001387834354e-07 2.3229569648063734e-07 -2.556905386327253e-07 4.8399777257578565e-08 4.70629899107274e-06 1.2398759374664548e-07 -4.922958937198513e-08 -3.944665741225642e-07 1.6847272635772855e-07 1.2197945922002397e-06 1.4298031370721218e-07 2.7699593457839113e-07 3.1352278942312284e-07 2.9040262260186613e-07 -2.486368986047481e-07 -2.6304119660517624e-07 2.1283757493249458e-07 2.8325955282760405e-07 -3.1892686545643325e-07 7.331316814751769e-07 4.918307088695623e-06 4.7386407854801285e-07 -5.446691903933057e-06 -3.438394466160649e-06 -5.066823347152116e-07 -7.022674628347991e-06
PC.PC7 2.583901970557231e-06 -3.5179062660052396e-08 -1.702492403478564e-06 -5.024061495556809e-06 -4.2894315555133e-06 -8.481115335671204e-07 -8.59881294655456e-08 -1.1191401555574345e-07 1.4451590130905487e-08 9.811654418729762e-08 2.7524970581048546e-07 1.2398759374664521e-07 4.1242142285928026e-06 4.738004831104159e-07 4.5515717015199385e-08 -7.441677650630487e-08 2.633411625380957e-07 -4.1306722658922124e-07 4.0023515980046815e-08 4.416672548122369e-07 2.1788311511124853e-07 7.232021241603347e-08 -5.99885619591321e-08 1.703308502552639e-07 1.0862263677095247e-07 -7.297055744886278e-08 4.298727284274047e-07 4.095124775441039e-06 5.332643252446246e-06 -9.50090205457968e-07 1.4400673406570275e-06 3.1339497035567163e-07 -6.517395984090707e-06
PC.PC8 8.067030259989157e-07 -5.716175054430955e-08 1.2094396105772944e-05 1.5828167240194192e-05 1.1360737096842343e-05 2.6096399842131945e-06 1.021428526394101e-07 -2.2259469233528104e-08 -1.460109341624624e-07 -1.508619789007633e-07 -4.250955070122649e-07 -4.922958937198363e-08 4.738004831104149e-07 5.7893914283687344e-06 5.0087783232494734e-08 -8.316124352278302e-07 1.8430274486072487e-07 -1.3377029179590187e-07 -2.827191023960468e-09 -9.973393717726606e-08 1.983488272130108e-08 1.745260034165495e-07 -1.402247203826003e-07 -4.934749912538261e-07 1.0182270235757357e-07 -1.5542425565607678e-07 4.4446929166718014e-07 -2.2641222880071464e-06 -3.048706246780565e-06 1.9340070305622257e-06 7.2409265095488154e-06 1.958299397667552e-06 5.622930055525653e-06
