 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.002975514290473623 8.788152613079526e-05 0.0018859310386238567 0.004067633492068604 0.0040072273791601385 0.0010758791205754846 4.098482525166994e-06 1.144681802264093e-05 -7.558846686848281e-06 5.166462257777919e-06 -3.1667990174128045e-06 -4.178469383376119e-06 1.5279937381437995e-06 7.31608935479548e-08 -2.069039867002374e-06 -3.554253817613431e-06 -3.5573606103210137e-06 8.873600192357163e-07 -7.179909869771621e-06 3.2557711911588687e-06 1.3138517801978163e-06 2.8944550866594676e-06 4.96791425311131e-07 5.171462227179533e-06 2.2624274187126807e-06 3.4630417155297733e-06 -0.00011318724605181317 -0.00025140314501601046 -0.00014882428727734531 0.00043548589208280335 0.00011730910196239557 0.000368622659873085 5.696055141646941e-05
AGE 8.78815261307951e-05 4.326580279413259e-06 1.2983482889472661e-06 1.1957088865353355e-06 3.467665183226252e-06 1.809922382252894e-06 6.613131531304731e-08 6.10835117789603e-07 -2.393193410712993e-07 1.8346404106700033e-07 -2.3604411449919628e-08 -8.847690156118748e-08 -7.49590282532305e-08 -3.643808020335658e-09 -7.539538768775918e-08 -1.9498882602820317e-09 -5.867773949672679e-08 -1.729062467015956e-07 -3.0717872411087646e-07 8.965464453025926e-08 1.2609454818766954e-07 1.5417575499204737e-08 1.0052657271699217e-08 8.3481811077632e-08 9.022426555154729e-08 2.135895290992718e-08 -3.2584136449262114e-06 -7.083823883100493e-06 -4.328738542011025e-06 1.3598641353679074e-05 3.0836760083749226e-07 1.0966534564443446e-05 8.190079539266308e-07
sex 0.0018859310386235015 1.2983482889475048e-06 0.01793202934036423 0.020846037025631706 0.014221975474403556 0.0029519186016917294 -3.200324331778518e-06 6.475154878892782e-06 -2.343149809458296e-06 -4.148428684608174e-06 9.419652953629156e-06 -2.2478889741881605e-06 -9.440180431096847e-07 4.312509560268176e-06 1.6024155969869701e-06 1.2794744020144892e-06 -7.53113243876293e-07 1.5648891965168447e-05 4.2232813558218756e-07 8.334417087169208e-06 -8.304008802676985e-07 -1.9862378198061346e-06 2.898886864567128e-06 -2.163380778510204e-06 3.2910639680307476e-06 3.5432865089638153e-06 -7.992373529012803e-05 -0.00010962205270142812 -1.5212795334414248e-05 3.089494639065405e-05 -1.3267968301998491e-05 0.0002400313119086261 5.9485041455723366e-05
age_sex 0.004067633492068444 1.195708886536502e-06 0.020846037025634177 0.03796387407549791 0.03318452582983227 0.008127781997683891 2.0814612612650643e-07 5.683553943751038e-06 6.238792136674817e-06 -1.622355041435021e-06 7.10818641617737e-06 2.910407658829562e-06 -4.670368702079859e-06 5.7131122123236354e-06 -2.8921399534185946e-06 5.404554550736147e-06 -7.285205286487046e-06 2.2328851306805137e-05 1.2192958973054811e-06 7.483495296318496e-06 2.731166012775899e-06 3.15515892695874e-06 6.416321955261866e-06 -5.076217200785616e-06 -9.580288793389173e-06 -9.94159208255263e-06 -0.000251749098489794 -8.529634775236853e-05 -0.00015948371048612054 0.0001313680974828825 -0.00013200421477882747 0.0006277172115060648 0.00018083437770098607
age2_sex 0.004007227379160202 3.4676651832277293e-06 0.014221975474406724 0.033184525829834076 0.03290551446500878 0.008732502807780936 3.693427515893527e-07 3.2529663770206963e-06 9.01085699758556e-06 -6.867567021883749e-07 4.143090192840625e-06 4.976810510966466e-06 -4.039462127439693e-06 5.1627385081208784e-06 -4.336496771309849e-06 3.3925998883087155e-07 -4.446183654160806e-06 1.8485082082777394e-05 1.1007709753614797e-06 4.989865176983171e-06 5.038566068585056e-06 6.833171453474826e-06 7.821818954740775e-06 -5.508063557635935e-06 -1.5151566399768139e-05 -1.411230070791391e-05 -0.00020480928296053388 -9.214657745607771e-05 -0.00016405028547557797 0.00021945137902623277 -0.00014663472931694931 0.0006397219436333527 4.131816059073291e-05
age3_sex 0.0010758791205755299 1.8099223822533187e-06 0.00295191860169266 0.008127781997684604 0.008732502807781168 0.0024462154424365248 -1.0547648158077328e-07 7.181960566042927e-07 2.5940716219380138e-06 -6.712467744367924e-08 9.512523044420123e-07 1.4395263408592524e-06 -8.50272656805263e-07 1.4080527853210092e-06 -1.3774009796245707e-06 -1.1740465028823113e-06 -4.85046781636782e-07 4.330137646123881e-06 1.3568548756643203e-07 1.1407312885610693e-06 1.5862694243443125e-06 2.5067728271168292e-06 2.5106658570619707e-06 -1.6860585321558845e-06 -4.9740652113346615e-06 -4.231634433589917e-06 -4.391799127125458e-05 -4.22064128168698e-05 -3.754217612868169e-05 8.743718306929191e-05 -3.172636584280735e-05 0.0001667125400367068 -2.1821770168279127e-05
PC.PC1 4.098482525166877e-06 6.613131531305065e-08 -3.20032433177984e-06 2.0814612612419154e-07 3.6934275158770965e-07 -1.054764815810875e-07 1.5484005547492974e-06 -9.517382665228659e-10 -1.6912514857401955e-07 -7.828605069467513e-08 6.215782537165583e-08 -6.496706071537264e-08 -8.941655088754939e-08 6.486223418207188e-08 5.281103411760885e-08 -1.8405372357690302e-08 -5.648086971986762e-09 1.8000386648449045e-07 -1.5029093783412106e-07 -8.074174632021685e-08 1.468741319823935e-07 -1.1086147510805068e-07 -2.544112206003846e-08 1.210078398843451e-07 2.965841072625846e-07 -1.6628150259300665e-07 1.1403494082480176e-07 -3.7747069788116726e-07 -1.2254113326157027e-06 1.5730587227847646e-06 3.6887243093715137e-06 3.532789110424372e-06 2.641790453708365e-06
PC.PC2 1.1446818022640889e-05 6.108351177895999e-07 6.475154878894679e-06 5.6835539437524935e-06 3.252966377021397e-06 7.181960566044004e-07 -9.517382665238597e-10 2.4581940380461512e-06 -1.3847240496648162e-08 -7.002264574993968e-09 1.3108112009488616e-07 -5.950086326787784e-07 -9.870761099360103e-08 5.849346858704166e-09 8.517206151677193e-08 1.193478179523984e-07 -5.180558541837895e-07 -3.271445920882589e-07 -4.0851034437333504e-08 -1.9310575011046657e-07 -1.1169084302195315e-07 3.474397240219826e-08 -3.3419571647831176e-08 -1.0984452941074557e-07 -2.08087369281819e-07 3.246260852920107e-08 -8.675639354499067e-07 -2.6431489490583243e-06 6.802614222765383e-06 2.5501631125144914e-06 6.016571845210588e-06 -2.8430130206841963e-06 -6.801811340951379e-07
PC.PC3 -7.558846686847816e-06 -2.393193410712942e-07 -2.3431498094558615e-06 6.238792136678229e-06 9.010856997588209e-06 2.594071621938619e-06 -1.6912514857401936e-07 -1.3847240496647686e-08 2.8147445166855347e-06 -2.4934748751869663e-08 1.853913205279664e-07 2.3984817966556093e-07 2.2522935678778027e-08 -5.77126662700262e-08 -3.404350552786148e-08 2.3744282328586987e-07 2.0469100921391782e-07 -2.3468826740885278e-07 8.541433434390626e-08 9.291429880257214e-08 3.29184843612482e-08 -4.163873627409549e-08 1.5715138568885992e-07 -6.898657362102662e-08 -2.262497139985403e-07 -1.0450031000615356e-07 -8.290932869224266e-08 -1.9064159913099499e-06 4.381991887066496e-07 -2.5560512537946703e-06 -2.834572750463596e-06 -5.943686246385652e-06 -1.4597628144816712e-06
PC.PC4 5.166462257777918e-06 1.8346404106699737e-07 -4.1484286846075795e-06 -1.6223550414341554e-06 -6.867567021876947e-07 -6.712467744352443e-08 -7.828605069467606e-08 -7.002264574993714e-09 -2.493474875186869e-08 3.8260210743080814e-06 4.923302962778116e-07 -2.4300369130601796e-07 7.527579372042039e-08 -1.2725496982432508e-07 1.2962459485346633e-07 1.6320602739582282e-09 -1.0958106510329183e-07 -2.6443453675206655e-08 -5.8928204470454995e-09 -3.085146546974698e-08 -8.403437474706717e-08 1.4641609724552088e-07 -7.748291159910978e-08 -5.240867860723096e-07 1.9742922283871146e-07 2.932556454698423e-07 -8.268558467576594e-07 2.498059023782574e-06 -4.586051487171353e-06 -5.335122237102613e-06 1.889685528669679e-07 -4.647696603156276e-08 6.008414747603691e-06
