 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00016668777954881048 1.2851239540051392e-06 -8.411162488739812e-07 -6.838481596795129e-06 2.7281457932556538e-06 3.262074862304176e-06 -8.120746197816899e-08 6.471623619229596e-07 -3.235629690512291e-07 1.3215625524476746e-07 1.2292307737136742e-07 1.1472795880366367e-07 -3.7372750159735896e-07 2.2100291677959567e-07 1.3507824755898455e-07 1.0362054408109973e-09 2.560904065282517e-07 3.1140346881932615e-08 -1.82730637416224e-07 -1.5231562965189887e-07 -2.027869992851787e-07 1.2463603387438197e-07 4.881793476430985e-07 -2.2978269620679276e-08 9.012338510602603e-08 -3.830584569988994e-07 -4.009991541911546e-06 9.767575819406749e-06 -6.2396802694078e-07
AGE 1.285123954005123e-06 5.255240958768579e-07 6.433621180637088e-07 2.878335808263737e-07 -7.520287473548514e-07 -3.4240745556599195e-07 -1.2735759446939654e-08 4.9951508073333973e-08 -3.6977661700858635e-08 2.4444816094806435e-08 5.565651103715243e-08 3.429788033039475e-08 -3.413227653192466e-08 1.2970531228201567e-08 2.5262379426670083e-08 3.1215949945868735e-08 5.5395868103340587e-08 -1.7591465570805788e-09 -5.4534506137840484e-08 1.382196439703968e-08 1.4185908419877948e-09 -1.0124067820349734e-08 1.996062378671959e-08 -3.03366198376277e-09 3.346489887113988e-09 -3.139568687749094e-08 -3.254102644746608e-07 8.22953677817916e-08 4.6476520487839727e-07
sex -8.411162488739321e-07 6.433621180637097e-07 0.0010264561530125293 9.403954195869275e-05 -0.00026171293010144935 -6.8976422509075e-05 2.6604154136503186e-07 2.6035395248721977e-07 -4.079474527907315e-07 1.7593365361843144e-07 1.1810437326117003e-06 -5.827249646193506e-07 -2.3527059242636927e-07 -5.895269713977207e-08 -4.20625799730362e-07 1.2712247156533412e-07 6.085815724578894e-07 -5.143276407011763e-07 -2.090243907257165e-07 2.4684358163091225e-07 -1.6453818965023528e-07 -7.020253680981804e-07 3.4468975978585173e-07 -5.214440860633115e-07 -3.7036685664471053e-07 2.782030698178728e-07 1.7209598188215722e-06 -3.9862194917071e-06 8.509843837021162e-06
age_sex -6.838481596795088e-06 2.878335808263619e-07 9.403954195868983e-05 0.0004649329327060909 -6.373268127271288e-05 -0.0001515740770736768 3.2849689870945127e-07 1.8686508927088485e-07 1.3135407893800489e-07 2.517456864345874e-07 2.2501707934592018e-08 2.1321031758894354e-07 -3.33232440090598e-07 -3.78308831689869e-08 -1.9326008261536674e-07 9.568572173287259e-07 -5.474821120554817e-07 -2.0743795233426257e-08 4.80798736255356e-07 -3.0429819609913816e-08 -1.6490322827102903e-07 -3.247927494906464e-07 -8.112810520801177e-07 -2.33981364088208e-07 1.5134944560197995e-07 2.2608789522775667e-07 -7.562828257290072e-06 3.965682852019447e-06 3.7966994003590445e-06
age2_sex 2.7281457932556165e-06 -7.520287473548523e-07 -0.00026171293010144957 -6.373268127271453e-05 0.0001475711925646467 5.2495983270534165e-05 -1.5573951164088743e-08 -6.526181541023973e-08 2.803515226396022e-07 -7.661985678075836e-08 -3.5449883733923317e-07 6.771558031029208e-08 8.731709662532967e-08 4.7995356593147436e-08 1.8131056346696755e-07 -1.4070193066946419e-07 2.963489650547635e-08 1.1967660031016237e-07 1.3118577277096265e-07 -2.5060740755117573e-07 8.518926529366908e-08 -4.081912307326903e-08 6.872279904690074e-08 1.4842785397213816e-08 1.1391652338668252e-07 4.288725455069471e-08 5.516166583082218e-06 -3.5453883438587844e-06 -5.9649178899732665e-06
age3_sex 3.262074862304143e-06 -3.4240745556598735e-07 -6.8976422509074e-05 -0.00015157407707367735 5.249598327053359e-05 7.351163845661002e-05 -8.247782511286095e-08 -5.624718805171478e-08 7.724328166768521e-08 -5.2705767173108994e-08 -7.303260396634133e-08 -1.101926699966367e-07 9.775688505904399e-08 5.049982472088545e-08 3.782635226788503e-08 -3.22916745657404e-07 2.1984180424196295e-07 -6.035500960850345e-08 -1.5629477454394654e-07 -1.0527765414143325e-07 2.6557560178405108e-08 3.8313411486744164e-08 2.637785298316269e-07 -3.872840501894924e-09 -3.988202378967014e-08 2.009123152046711e-09 4.375263355861557e-06 -3.4013932891360405e-06 -3.050323017939159e-06
PC.PC1 -8.120746197817834e-08 -1.2735759446939719e-08 2.660415413650467e-07 3.284968987095132e-07 -1.557395116409731e-08 -8.247782511288095e-08 3.377202020426406e-07 9.008431175011489e-10 -5.046392214765229e-09 -2.4837881958174743e-08 -2.601327517181718e-08 -2.5600324215249803e-10 -1.3529459117745076e-08 1.634283264759621e-08 1.861507078454435e-08 -9.210004958286636e-09 -9.980683655400703e-10 1.5371214018708924e-08 -8.188323947550616e-09 -9.76719027089294e-09 2.563478363599942e-08 -6.428397072114225e-09 3.305052291310537e-09 -1.2106128116634924e-08 8.038698813341627e-10 -1.4523020957445686e-08 -4.022719689329872e-08 5.648428184278834e-07 2.7307890924105e-07
PC.PC2 6.471623619229785e-07 4.995150807333427e-08 2.603539524872127e-07 1.8686508927086158e-07 -6.526181541023583e-08 -5.6247188051707385e-08 9.0084311750144e-10 5.74459278941381e-07 -3.013053180235545e-08 3.218919354790564e-08 2.6320023861068896e-08 -3.72933737415601e-08 -6.08910142824683e-10 -7.481382877666609e-09 -1.5804773297937191e-09 1.6076352576487475e-08 3.0309786382234857e-09 -9.260069288218723e-09 2.57708855313004e-08 6.4960470977006455e-09 -9.012166520700628e-09 1.1995163489601494e-08 -3.4862657010337844e-08 -6.364330094939296e-09 -1.999495679793202e-09 1.3967578479227008e-08 -6.46291586739522e-08 3.945720030177161e-07 5.451921547967146e-07
PC.PC3 -3.235629690512329e-07 -3.6977661700858556e-08 -4.0794745279073333e-07 1.3135407893800295e-07 2.803515226396024e-07 7.72432816676861e-08 -5.046392214765641e-09 -3.013053180235555e-08 6.92406893743814e-07 3.9265095965093056e-08 3.506694542887509e-08 1.0720368159849309e-08 2.3402340571605076e-08 -3.995471133369949e-08 2.886422490520448e-09 2.846093741275569e-08 -1.1596142038317726e-08 -2.3085167331316184e-08 -1.3549880486991922e-08 1.6559814906668905e-08 1.595009458190061e-08 -2.3449959188295532e-08 1.2084343206478223e-08 5.06629727423827e-08 7.998013830603179e-09 -7.4719087427541e-09 -2.0750844031554234e-07 -9.23549698926443e-07 -7.936396666592154e-07
PC.PC4 1.3215625524476635e-07 2.4444816094806594e-08 1.7593365361842826e-07 2.5174568643458225e-07 -7.66198567807576e-08 -5.270576717310764e-08 -2.483788195817448e-08 3.218919354790486e-08 3.9265095965091925e-08 8.920376887742898e-07 7.235262784754234e-08 -4.094043308878017e-08 1.1901137953855247e-07 4.167981679765719e-08 3.053565705634645e-09 -3.078207905558646e-08 -1.169258316379991e-08 4.51045799068261e-08 -5.975834605758723e-09 3.9095301061009534e-08 9.774255749792621e-09 3.310784476983006e-08 -1.1512878264904467e-08 4.847371740358257e-09 -5.728504366589253e-09 -2.4444029854179165e-08 -3.5952429802177934e-07 -2.3679285385883703e-07 -2.9859423306557944e-07
