 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.001573487347974491 5.327890081955977e-05 -0.0002263344434027199 0.00020828039019033683 0.0005497530867188787 0.00021099200242674456 -9.26723939020991e-07 9.572891350710124e-06 -4.6647932622394885e-06 5.512034776751372e-06 -2.5396825639208036e-06 -6.008791950187106e-06 -2.0155380553400025e-06 9.319936261841186e-07 -4.833302811982187e-07 3.37766079455825e-07 -6.168874595926687e-06 -8.81685812818058e-07 -8.052844144806868e-06 -1.9889516485830736e-06 -3.442494747214783e-06 1.6513840400518874e-06 2.35407697905349e-06 1.4523812283984044e-06 -9.581562963713124e-07 2.200553693709933e-06 -5.4811083963458794e-06 -2.0312986890286493e-06 5.550585598122786e-07 1.4570336535896555e-05
AGE 5.32789008195599e-05 3.512971886644063e-06 -1.8939352999286499e-06 -2.240956451678392e-06 -3.4488285640795e-06 -1.3373836084780134e-06 -1.0700984256688113e-07 4.0768523116826546e-07 -1.0326587650946485e-07 2.1568201690474794e-07 6.610632942170909e-08 -1.2033960551519982e-07 -1.8276369065323723e-07 3.978967720822816e-08 -2.999597591675882e-08 2.0668086193089712e-07 -8.499178535603634e-08 -1.0399460346478281e-07 -3.6119733846878664e-07 1.2427461837609392e-08 -4.516792525518954e-08 -1.5281088327272624e-08 8.750866444185274e-08 6.138496009074411e-08 -6.429401219308744e-08 -5.566306163073666e-08 -8.696954680957753e-07 3.430361303896032e-06 -3.6824938078601132e-06 -7.552332022182749e-07
sex -0.00022633444340274228 -1.8939352999284057e-06 0.0039022843242779394 0.0009540416448869553 -0.0018585929591205088 -0.0009119176579360318 -1.955013404664685e-07 -3.632836932042742e-07 -3.563329663006933e-07 4.4927585061363216e-07 2.3819870759300697e-06 6.112508997305071e-07 2.3939696746423207e-07 -1.1739345320489827e-06 -1.7499403179031264e-06 2.723060006987921e-06 3.437715148442415e-06 1.3894367491136898e-06 1.6512275389071665e-06 9.823879172817973e-07 -9.776186189713964e-07 -1.9471520969750493e-06 -5.134826705238235e-08 -1.8526777041751267e-06 -2.198730432074595e-06 4.458759625435208e-07 -1.8553194364045885e-05 2.007663154004534e-05 -4.885748504525872e-05 7.500570193169234e-05
age_sex 0.00020828039019030355 -2.2409564516782526e-06 0.0009540416448871515 0.0027992959083799978 0.002192584901196573 0.0004222093274841219 1.8828431452044635e-06 3.538924451447101e-07 1.4530772485591086e-07 1.0857307341670573e-06 -1.8394857510338442e-07 4.5346812553221645e-07 -2.1632027704112413e-06 2.4884663297546485e-06 -5.852910009427237e-07 2.5724273845137885e-06 -6.028994562173319e-08 -9.096186754316101e-07 3.248126606087408e-07 -9.990111219155743e-07 -1.2707933409968978e-06 4.7573797512435435e-07 -1.7523972778181389e-06 -4.3511801527782225e-06 1.8765984236033026e-07 -2.704248545825079e-07 -2.1306173953023697e-05 -6.627707544999142e-06 2.892673731722127e-05 3.2186450067143635e-05
age2_sex 0.0005497530867188738 -3.448828564079694e-06 -0.0018585929591202785 0.002192584901196872 0.005291601306658889 0.0019596013253346035 1.0794457979309174e-06 9.71485778914526e-07 -8.725060200230394e-07 5.96958916574532e-07 -9.614985622834792e-07 -3.4025905972765586e-07 -1.7734360870192922e-06 3.842103342440503e-06 -1.259233339652455e-06 -6.15358161003622e-06 7.455821340719724e-07 -8.667566632838198e-07 -1.5384220992676558e-06 -1.4993723034230756e-06 2.212146281542489e-07 3.007486473424682e-06 -4.859410449494921e-08 -3.7068291542427625e-06 1.0624461546862001e-07 6.977556484119636e-07 -9.589858392989831e-06 2.7480612460452042e-05 8.463246785624578e-05 -0.00012313676167463505
age3_sex 0.00021099200242675082 -1.3373836084781337e-06 -0.0009119176579359705 0.00042220932748426496 0.0019596013253346785 0.0008409336512736276 7.99537288814412e-08 6.797979524502186e-07 -4.728283464288571e-07 2.1116914126415954e-07 -3.240088458201498e-07 -2.669570060717289e-07 -2.982788560852034e-07 1.107505881403815e-06 -7.571711296849995e-07 -3.7799793147897197e-06 4.800324206527935e-07 -2.971354949982637e-07 -9.786467614069006e-07 -4.45036343397196e-07 2.727641101689977e-07 1.3007511860998633e-06 3.6021686880845684e-07 -9.971378371666593e-07 -1.9926850607841608e-07 6.356975109667438e-07 -2.462369075650345e-06 2.058119973913925e-05 2.2598526946087167e-05 -6.232379569367503e-05
PC.PC1 -9.267239390210158e-07 -1.0700984256687905e-07 -1.9550134046709543e-07 1.8828431452033454e-06 1.0794457979303543e-06 7.995372888141065e-08 1.5051634319063331e-06 1.078142558753752e-09 -1.1294563120183279e-07 -1.5794724178704806e-07 3.7299220988326857e-08 -1.1686229745548247e-08 -9.313405575495194e-08 1.3073324682307505e-07 4.835987409812148e-08 4.2795406510792364e-08 2.3096458549326696e-09 1.1300363079131984e-07 -6.997994879248804e-08 -9.110144641191099e-08 4.9450064039612935e-08 -1.3663089919868638e-07 -2.565551671099219e-10 2.6899875186564985e-08 1.3917238644621528e-07 -1.8700311348595396e-07 4.0935212153193067e-07 2.92180207829849e-07 5.346166963673587e-07 1.2088205724306272e-06
PC.PC2 9.572891350709885e-06 4.0768523116825603e-07 -3.6328369320434173e-07 3.5389244514474764e-07 9.714857789146535e-07 6.797979524502663e-07 1.0781425587527508e-09 2.828248115320263e-06 -1.8133645359491e-07 2.1266837180685556e-07 8.530390143614095e-08 -8.976137224422603e-07 -1.5258432551884455e-07 -1.7115043963840328e-07 2.48700400452225e-08 -4.275059986852371e-08 -7.788357315651523e-07 -3.0932951878810516e-07 -1.6376272134466668e-07 -2.5043984456862145e-07 -2.394813280027213e-07 1.06409267547955e-07 -1.3331459841701237e-07 -9.367571121113965e-08 -2.333648362748875e-07 1.362345877745662e-07 -1.9534191623911151e-07 4.475973752113884e-06 -2.613748762991333e-06 -8.531782629097849e-07
PC.PC3 -4.664793262239507e-06 -1.032658765094637e-07 -3.5633296630069233e-07 1.453077248558611e-07 -8.72506020023102e-07 -4.7282834642887466e-07 -1.1294563120183273e-07 -1.8133645359490902e-07 2.831147487271604e-06 6.008603651439806e-08 2.027045421900562e-07 3.387315734790232e-07 1.8806400268083512e-07 -9.498495472844882e-08 6.467490041960453e-09 1.3973892805786864e-07 3.1847918769743427e-07 -1.5059096264019584e-07 7.638088749618007e-08 1.8607979256640156e-07 1.3305588192807848e-07 -3.060863549271499e-08 1.0268314963087916e-07 6.229101427662848e-08 -5.3211163786592456e-08 -1.0042526555912795e-07 -1.6953952131605538e-06 7.942663271487816e-07 -6.099935211400131e-06 7.974927035452401e-07
PC.PC4 5.5120347767513325e-06 2.1568201690474558e-07 4.4927585061372364e-07 1.085730734167176e-06 5.969589165745469e-07 2.1116914126414004e-07 -1.5794724178704825e-07 2.1266837180685469e-07 6.00860365143968e-08 3.832812044307014e-06 3.9388503329704675e-07 -3.8784574211468035e-07 2.517211745407355e-07 1.6248967574861831e-07 1.2730918501367792e-07 -4.3756071157063636e-08 -2.634966744523984e-07 2.3596849479427574e-08 -8.002852915123507e-08 8.226979601989287e-08 -3.384838546439734e-08 1.660146122087389e-07 -6.940799238036911e-08 -2.2124925048341322e-07 2.2088436374490735e-07 2.2334190723631615e-07 -1.4702772356511193e-06 1.0832280178175734e-07 -2.8653760405857957e-06 1.3951068505823138e-06
PC.PC5 -2.539682563920817e-06 6.610632942170839e-08 2.381987075929998e-06 -1.8394857510343966e-07 -9.614985622834438e-07 -3.240088458201201e-07 3.729922098832625e-08 8.530390143613915e-08 2.0270454219005526e-07 3.9388503329704797e-07 4.8557746056284614e-06 1.751189947790955e-07 1.797000852317933e-07 -1.0112354752753629e-07 1.0974972223854299e-08 -1.3270709478282745e-08 2.426286821062404e-07 2.8040935566629327e-07 -5.1841955567251557e-08 4.7517096581821914e-08 1.7913088861340986e-08 -7.102762961628662e-08 -6.2011878888746705e-09 1.460663373446725e-07 3.1013853226297977e-07 -1.1223914545253762e-09 -7.780768881435489e-07 1.892419905060751e-06 1.2190415938810402e-06 -6.677331792531794e-06
PC.PC6 -6.0087919501871144e-06 -1.2033960551519927e-07 6.112508997305156e-07 4.534681255321384e-07 -3.4025905972776746e-07 -2.66957006071764e-07 -1.1686229745547971e-08 -8.976137224422593e-07 3.387315734790227e-07 -3.8784574211467945e-07 1.7511899477909466e-07 6.419892507374197e-06 3.9669178384401364e-07 1.0575311934915695e-07 -1.9076423500009604e-07 2.1579700005467585e-07 1.4992101379136381e-06 1.0088212021306332e-07 -8.702631317907962e-08 5.803720511242273e-07 3.9038360795481205e-07 -1.6756645991069349e-07 -2.5275894685297693e-07 7.468537398414375e-08 1.7747968228536607e-07 -3.798220479129082e-07 1.272547461022522e-06 -5.31348894035633e-07 -1.506666485004809e-06 -4.259153947577776e-06
PC.PC7 -2.0155380553400224e-06 -1.827636906532393e-07 2.3939696746408273e-07 -2.1632027704111998e-06 -1.7734360870190165e-06 -2.982788560850817e-07 -9.313405575495164e-08 -1.5258432551884431e-07 1.880640026808347e-07 2.5172117454073626e-07 1.797000852317933e-07 3.9669178384401396e-07 4.743522962340503e-06 4.088183070491747e-07 1.4117101459657327e-08 1.0678737085988917e-08 3.844325490865695e-07 -2.5901512808488414e-07 -4.84284581644685e-08 1.7070483703282266e-08 1.0495249152882385e-07 -2.2992002691104434e-08 -3.8054162717922445e-08 -9.64038142032212e-09 -1.241412843637302e-07 -8.861858953229262e-08 1.4438368367299347e-06 3.219994827746792e-06 -1.0589607074506082e-06 -3.1504006127355046e-06
PC.PC8 9.319936261841163e-07 3.978967720822903e-08 -1.1739345320487698e-06 2.4884663297547476e-06 3.842103342440287e-06 1.1075058814036864e-06 1.3073324682307595e-07 -1.7115043963840322e-07 -9.498495472844895e-08 1.6248967574861847e-07 -1.0112354752753713e-07 1.0575311934915717e-07 4.0881830704917336e-07 5.829824307787915e-06 1.0818030015856317e-07 5.2469698678701027e-08 4.9907896065286844e-08 -2.966066497795901e-08 1.2456256791806465e-07 7.885234392824097e-08 -4.083576462577821e-08 1.2443353746370544e-07 -1.35957289258334e-07 -2.735792610888608e-07 -1.1808784036158839e-07 -2.672524759946091e-07 3.046858786716946e-07 -1.8248054120202176e-06 1.365532986501428e-06 5.498155134590886e-06
PC.PC9 -4.833302811982514e-07 -2.999597591675879e-08 -1.7499403179031368e-06 -5.852910009429623e-07 -1.2592333396527296e-06 -7.571711296850731e-07 4.835987409812136e-08 2.487004004522236e-08 6.46749004196015e-09 1.273091850136783e-07 1.0974972223854216e-08 -1.9076423500009778e-07 1.411710145965755e-08 1.081803001585641e-07 5.424293403230445e-06 4.7658563015881363e-07 6.609348082219065e-07 1.4033847718304094e-08 -7.815875957033981e-07 2.4161560178771623e-07 -2.8154383170188465e-08 1.0256502823744472e-07 -1.8476750458930936e-07 -7.013467472616793e-09 3.9379359200695926e-07 -3.295113483882353e-07 -2.7851972756781213e-07 -5.222377041613769e-06 6.4749835017944475e-06 1.5148207311093928e-06
PC.PC10 3.3776607945553226e-07 2.0668086193089047e-07 2.723060006988272e-06 2.5724273845134197e-06 -6.153581610037084e-06 -3.7799793147900267e-06 4.2795406510792794e-08 -4.275059986852577e-08 1.3973892805786933e-07 -4.375607115706397e-08 -1.3270709478281541e-08 2.1579700005467715e-07 1.0678737085990531e-08 5.2469698678700484e-08 4.765856301588154e-07 7.3195803928344115e-06 -2.658668097606855e-07 -1.59859302267744e-07 2.428031754464518e-07 2.789653501300507e-08 -6.864365075541462e-08 -1.5067302762794527e-08 8.777744901673534e-08 -3.326247177608499e-07 1.2317160169159903e-07 1.2193940036317238e-07 -6.314437177638108e-08 2.925253596032867e-06 -3.5572777647068444e-06 -1.5125033888422175e-06
PC.PC11 -6.1688745959267e-06 -8.499178535603643e-08 3.4377151484423935e-06 -6.028994562175922e-08 7.455821340719443e-07 4.800324206527843e-07 2.3096458549334997e-09 -7.78835731565151e-07 3.184791876974338e-07 -2.6349667445239813e-07 2.426286821062401e-07 1.4992101379136373e-06 3.844325490865696e-07 4.990789606528811e-08 6.609348082219069e-07 -2.65866809760691e-07 6.295040481795758e-06 -1.1155415210935632e-07 2.821900202716097e-07 4.768473737494652e-07 2.751042401553145e-07 -4.282087431020342e-09 1.6909259661295148e-08 -1.7455966177353112e-07 1.0249972458984176e-07 -1.399820498054918e-07 -3.4908377289986003e-07 8.590774392831469e-07 5.187497365832609e-07 -2.6764735776821223e-06
PC.PC12 -8.81685812818026e-07 -1.0399460346478168e-07 1.3894367491136773e-06 -9.096186754316678e-07 -8.667566632838583e-07 -2.9713549499826627e-07 1.1300363079131941e-07 -3.093295187881047e-07 -1.505909626401953e-07 2.359684947942678e-08 2.804093556662923e-07 1.0088212021306326e-07 -2.59015128084884e-07 -2.9660664977960602e-08 1.4033847718303804e-08 -1.5985930226774347e-07 -1.1155415210935662e-07 7.326353321005631e-06 -3.1476373389763314e-07 1.6215988015320063e-07 1.7124497636210512e-07 5.162327076118366e-07 -2.3812941611822507e-07 -6.76835602736218e-08 5.526928221041218e-07 4.785899823690727e-08 1.8665367054473608e-06 -2.0921159083753647e-06 8.8302351916327e-06 -4.93187837784962e-06
