 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
intercept 0.0019898955250293423 6.5887487075943e-05 0.0004366460655874793 0.001687862272598153 0.0021852883239716642 0.0007039681406188517 -2.4647812917763913e-06 1.0486701213166612e-05 5.642872092973449e-07 2.615810943189081e-06 -1.6302191422799932e-06 -1.2463157922012139e-06 1.239798452136159e-06 1.8099714986935694e-06 -2.6485798247657394e-06 -1.9331054441533405e-06 -2.3070223167857698e-06 -1.8480581973837373e-06 -4.147217324777447e-06 8.620897436056353e-07 8.049910667215714e-09 2.2060536092555787e-06 -5.730321944550899e-07 -3.3708034907711446e-07 -9.98725948764508e-07 6.887298498444784e-07 -9.052931013505696e-06 -0.00013825806911947256 0.00017992987404899177 0.0001118269274932585
AGE 6.588748707594293e-05 3.751188131960261e-06 7.681168665630778e-06 1.3750064473547185e-06 -3.930541825553998e-06 -1.815724068858209e-06 -1.5816000574211227e-07 5.328160464429384e-07 1.8383546052552374e-08 1.2595896559557253e-07 9.704651404280288e-08 -1.5755530319030732e-08 -9.596133606831839e-08 3.8917657049235806e-08 -1.4575325690768336e-07 6.059964832266323e-08 -1.1190974048535079e-07 -1.2663715029080024e-07 -2.2783803927720073e-07 3.1020960254032544e-08 8.173070421658474e-08 -3.549413578868635e-08 -4.659929984741952e-08 -1.5056314831186928e-07 1.0067057094335118e-10 -1.1133592279880438e-07 -7.163397106463559e-07 -2.7334014187284274e-06 -1.1625946596823815e-06 5.134351720127035e-06
sex 0.00043664606558746206 7.681168665630944e-06 0.007865351445537464 0.005732118787401494 0.0015793302944440686 -0.00017267978597851688 -1.4567791006571993e-06 4.996275524213359e-06 -2.7919547903193185e-06 -2.4481230425027455e-07 5.314523291034778e-06 -1.6513581752321827e-06 2.6850293022869022e-06 2.769909880107244e-06 2.03741427479158e-06 -6.31911596574828e-07 2.76449946396881e-06 2.283358898854173e-06 -1.7503605187524297e-06 3.5540991344506372e-06 -5.036051902958107e-07 -3.551884390175133e-06 1.6126467260956888e-06 3.5857034958372293e-06 6.581336833863373e-06 3.3200347942577197e-06 6.898075783100037e-05 -0.00011213294475581701 9.449137219237592e-05 1.6502686749374608e-05
age_sex 0.0016878622725981843 1.375006447355267e-06 0.005732118787401636 0.013780473456940664 0.013778289945716761 0.0037499039293622913 -6.127965867756462e-07 3.2664381914584468e-06 2.207928246025683e-06 -1.566193626692294e-06 -2.0694350677649003e-06 1.165332487562399e-06 3.5345924838316952e-06 1.0193432352711178e-06 8.508872673541003e-07 6.760202336918875e-07 8.13946058659176e-07 1.8561778013699343e-07 -2.2952358007333504e-06 2.540350434851923e-06 1.969131794523173e-06 -1.6803502188873099e-06 -3.3779629735108905e-07 5.849190760481818e-06 2.6636854226254354e-06 -2.709226618302617e-06 -1.67240510003109e-05 -2.5300494350127936e-05 0.00016326556582855982 -0.00017696094774654266
age2_sex 0.0021852883239716924 -3.9305418255532755e-06 0.0015793302944442538 0.013778289945716683 0.01891700890729106 0.006117584594003256 -1.2254303549611829e-06 2.458897119913962e-07 5.917652638551688e-06 -3.4951689911262997e-06 -5.1892113384467045e-06 2.1950590127300902e-06 4.5637775008642e-06 3.978808164263527e-07 1.2048880531431084e-07 -2.8128931710349173e-06 4.981979103376399e-06 -1.087824155079494e-06 -3.0218809093234594e-06 1.3076193073143812e-06 3.210220296667527e-06 2.053166249324021e-06 -1.6951913224655115e-06 6.312930407344295e-06 -1.6066640351404072e-06 -3.4800167019378692e-06 -2.3917076549012895e-05 1.6771965946621947e-05 0.00016758082325157728 -0.0002167137721612234
age3_sex 0.0007039681406188538 -1.81572406885792e-06 -0.0001726797859784726 0.003749903929362212 0.006117584594003185 0.002150768283317814 -5.464092446962962e-07 -3.7644194920159377e-07 2.3244395721451e-06 -1.3602105038301412e-06 -1.657160801606443e-06 5.76514013464396e-07 1.6248907764507087e-06 3.122214074633783e-07 -1.6695419840399417e-07 -1.7791596729244675e-06 2.547514787849855e-06 -6.176068759355016e-07 -1.366863521897146e-06 3.2315117695286284e-07 1.0890328511240248e-06 1.3750657024333015e-06 -9.253824761452812e-07 1.768804436663391e-06 -1.2251864516936819e-06 -7.705346473454978e-07 -4.6576125492435785e-06 4.752891812036518e-06 3.721162006824546e-05 -4.685933869554676e-05
PC.PC1 -2.464781291776317e-06 -1.5816000574211002e-07 -1.4567791006573242e-06 -6.127965867755064e-07 -1.2254303549608756e-06 -5.464092446961863e-07 1.2476244261488298e-06 3.9451114395258075e-08 -1.859422999449211e-08 -1.4655504438330936e-07 6.710028551661426e-08 -5.3901500011700405e-08 -1.150893367219867e-07 1.0273520564223366e-07 5.638519400644467e-08 -5.7283236619134584e-08 7.882488943647017e-10 1.2204392552005255e-07 -1.206003411056432e-07 -8.803073079441529e-08 1.2089802544793637e-07 -1.0846739962639094e-07 3.571259168818762e-08 -2.87121436530618e-10 1.318057296596647e-07 -2.1072556827519955e-07 7.437686669545409e-07 -8.424254854749324e-07 3.113799338299169e-06 1.0674927304506713e-06
PC.PC2 1.0486701213166655e-05 5.328160464429404e-07 4.996275524213206e-06 3.266438191458323e-06 2.458897119913119e-07 -3.76441949201617e-07 3.9451114395257784e-08 1.9671353527327166e-06 -7.81683666070113e-08 1.0382716394990399e-07 1.2025026088606684e-07 -3.3138886675267805e-07 -1.0134534263386368e-07 -3.565665367509835e-08 4.3934626645474895e-08 5.125176900953718e-08 -3.262865063639419e-07 -2.047163791926315e-07 6.848327990698815e-08 -1.438012957200726e-07 -3.764994341282284e-08 -6.300997965836063e-08 1.212705606876541e-09 -3.075416854145163e-08 -2.156628848350543e-10 3.020673234650545e-08 1.5636484996683319e-06 -2.6317929018261654e-06 -1.5916576776031083e-06 6.7061127140301775e-06
PC.PC3 5.642872092973833e-07 1.8383546052549238e-08 -2.791954790319175e-06 2.2079282460264023e-06 5.917652638552715e-06 2.324439572145455e-06 -1.8594229994493602e-08 -7.81683666070122e-08 2.306890551740188e-06 9.066311131656651e-08 1.5249738221508411e-07 1.474401822575457e-07 2.5991049727424e-08 -1.431129119125848e-07 8.885798657220755e-09 2.500525553238042e-07 1.3349565832241382e-07 -1.3983346360074188e-07 4.2912830745953004e-10 1.0298649003497629e-07 2.2356563087475123e-08 -7.918020787296814e-08 5.928138428062829e-08 1.0537730093119545e-07 -4.2557490391166643e-08 -3.815510623891021e-09 -2.3061093370112957e-06 1.5540030592303075e-06 -6.549163873731119e-06 -7.286457438257478e-07
PC.PC4 2.6158109431891086e-06 1.259589655955723e-07 -2.448123042502698e-07 -1.5661936266920423e-06 -3.4951689911260007e-06 -1.3602105038300614e-06 -1.4655504438330923e-07 1.0382716394990302e-07 9.066311131656605e-08 2.801655878133793e-06 2.446041339242283e-07 -1.7899908723161954e-07 1.5193330173321667e-07 9.75314740359059e-09 4.384776130500188e-08 -1.4893314633856476e-07 -1.262477555366826e-07 5.590408901543964e-10 2.8073771706056364e-08 1.290214286066517e-08 -7.62293084936965e-08 1.403757842392337e-07 -5.469418960376274e-08 -2.4170733472069743e-07 -5.392614244157807e-08 1.5444958336019682e-07 -1.1155016288609102e-06 1.883677647531954e-06 -3.891833406830746e-06 -8.947795335226803e-07
