 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.006051090027935061 0.00019075618174715852 0.003014208182405612 0.007214924107639863 0.007570864233903028 0.002139019538876275 6.476763964281078e-06 2.0917441059004725e-05 -1.1934910758489021e-05 7.781021239950207e-06 -3.8893518625262205e-06 -1.3237071782074532e-05 3.6954596408852288e-06 2.593990579582688e-07 -4.897908576969587e-06 -6.282722162943604e-06 -7.249443540965351e-06 -5.113301551403319e-06 -1.5877361711576917e-05 8.515922703274559e-06 2.2374077873652685e-06 3.864813823227307e-06 -1.2220303392388643e-06 5.768991437062557e-06 7.053696814750432e-06 9.665878725668593e-06 -0.0001875984534326585 -0.000499470439492195 -0.0003250600045944727 0.0008264693275740237 0.0002742856891329055 0.0005655869230192519 0.00028842963583512466
AGE 0.00019075618174715903 9.851722216146788e-06 -1.3566770046088777e-05 -3.5488372695153896e-05 -3.548993648397603e-05 -9.716106628986914e-06 8.957200803708955e-08 1.1245199982463988e-06 -4.34596487734452e-07 3.997573837067788e-07 6.209092713407319e-08 -2.7325285038987323e-07 -9.408347464620046e-08 -3.923298764866251e-08 -2.186492262092407e-07 1.0367697883119963e-07 -3.6377896536768737e-09 -5.074572522271488e-07 -7.147750631826805e-07 2.987651126700972e-07 2.0668729522221927e-07 3.6291277538272255e-08 7.149356431037004e-08 -5.186126622304815e-09 -5.1439457409041984e-09 -9.060823191536404e-08 -5.0454076826210426e-06 -1.4432299966384651e-05 -7.818296303373624e-06 1.9969621190923507e-05 9.627739992480435e-06 1.1516162175882378e-05 1.0794601258497433e-05
sex 0.00301420818240586 -1.3566770046091091e-05 0.029333215147053983 0.035434780443460226 0.02525859089729147 0.005502915758558387 -5.617224956292145e-06 1.0647026362374298e-05 -1.4732172057147971e-06 -9.84052029031461e-06 1.6317425629363477e-05 -4.619257338210035e-06 -7.516636004506336e-07 1.459202174489418e-05 2.6998767736022435e-06 2.9650153305106363e-06 -8.260100646513353e-07 1.4704331874170006e-05 -6.938221540107822e-07 1.3841667698966727e-05 -1.2846897887161437e-06 -9.497498499189934e-06 3.6742118963710943e-06 -7.5117660959866606e-06 1.6707544625193168e-05 9.671986410256525e-06 -0.0001551044555136421 -0.0001798267466767847 -4.845153445912367e-05 0.00015311555403597245 -9.774297661416291e-05 0.00043259600899858805 0.00017395393056624672
age_sex 0.0072149241076400585 -3.54883726951575e-05 0.03543478044345888 0.06909135430469683 0.06403950942355764 0.01661560568354569 1.5360235796695224e-06 9.163907852061648e-06 1.4477965475309186e-05 -8.318675273330136e-06 1.0640958855870229e-05 -2.8042610941721566e-06 -8.84818793591447e-06 1.4444820878843128e-05 -2.6578653456018283e-06 8.5906686703029e-06 -1.1337286990394945e-05 1.9733615538097224e-05 -1.227613799180953e-06 1.1110039519660853e-05 5.606529784315361e-06 -8.42759394670422e-07 7.177330415947963e-06 -1.199953813402989e-05 1.2054248816194783e-05 -1.0423925170924569e-06 -0.0004860837481444066 -0.00027204832384297164 -0.0003411015811605364 0.0006703072179323898 -0.0005381646128986229 0.0012527764936160425 0.00030933451752385957
age2_sex 0.007570864233903014 -3.54899364839788e-05 0.02525859089728917 0.06403950942355578 0.06743309057045672 0.018943418324361774 2.752314645845126e-06 5.349255789234464e-06 1.8760124881328924e-05 -5.76389621609637e-06 4.09269850119878e-06 -8.861931247160835e-07 -9.248976683530625e-06 9.508066213301809e-06 -6.346745524079147e-06 -3.4324980375322058e-06 -5.765232340830447e-06 1.7653683289117055e-05 -2.6621531410966565e-06 5.82449645631916e-06 1.023791352253929e-05 8.537825276199646e-06 9.511978209354348e-06 -9.095073440409709e-06 5.397790998431851e-06 -3.427685371055199e-06 -0.00045262835016387294 -0.00034378340271968866 -0.00038214415585862576 0.0009883791570238893 -0.0006647582791330639 0.0013740388334502994 3.839055731566354e-05
age3_sex 0.0021390195388762325 -9.71610662898754e-06 0.005502915758557599 0.016615605683544848 0.018943418324361437 0.005606251901203073 6.350568033232768e-07 1.4500098168165238e-06 5.509140304219717e-06 -1.1894796530092972e-06 2.813084719854123e-07 -2.787157954896125e-07 -2.4644864455431537e-06 2.0359556441178012e-06 -2.6541979435073738e-06 -3.950635960167471e-06 -3.035395858540067e-07 4.53039867846304e-06 -1.2569711203707138e-06 1.0082116376012419e-06 3.308433549383237e-06 4.037378431431099e-06 3.072472137806417e-06 -2.118646229840116e-06 6.078057059623958e-07 -4.9748490405443e-07 -0.00011545249527416464 -0.00012883398148986065 -0.00010040996638883307 0.0003522651153321142 -0.00019971678545801594 0.0003886512723694287 -5.271689486632078e-05
PC.PC1 6.476763964281321e-06 8.957200803710573e-08 -5.617224956296762e-06 1.5360235796656646e-06 2.752314645843867e-06 6.350568033233315e-07 2.89816483479626e-06 3.18944679366004e-08 -2.5399815207731186e-07 -2.2553979287526594e-07 8.745220329042661e-08 -1.4876033972249412e-07 -1.559720451588393e-07 1.5970615065159931e-07 6.701601685694473e-08 -1.443159111018268e-08 1.7940383986445114e-08 2.94884133605935e-07 -3.157430868537599e-07 -1.3569150490520952e-07 3.0852104452579394e-07 -2.0614481838330702e-07 -6.011027050075065e-08 2.2423862175715256e-07 6.316391457482609e-07 -3.429864922133911e-07 4.2716042267914473e-07 1.1129585984464392e-06 -2.1091638102226637e-06 2.540482523002287e-06 4.5827272530317975e-06 6.213840688207642e-06 5.649140611570318e-06
PC.PC2 2.0917441059004406e-05 1.1245199982463768e-06 1.0647026362375719e-05 9.163907852063802e-06 5.349255789236504e-06 1.4500098168170888e-06 3.189446793659947e-08 4.4939426905921115e-06 -7.22389508217986e-08 8.800640330126288e-08 2.8147618330324423e-07 -1.4579998254984318e-06 -2.2804884407843157e-07 -3.8414087095322004e-08 5.248103673721422e-09 1.2996476386190655e-07 -1.2753217358609574e-06 -5.590264519053801e-07 9.27118123090356e-08 -3.50002678514939e-07 -1.8743121201129816e-07 1.58446539507449e-08 -3.663033400597197e-07 -2.548630658278203e-07 -5.458354575952769e-07 1.7108272004412852e-07 -1.3661282165260142e-06 -6.374018531852421e-06 1.2834645409316875e-05 2.270062028283527e-06 1.3033670803056286e-05 -4.837144171128617e-06 -2.0508735873611644e-06
PC.PC3 -1.1934910758489407e-05 -4.345964877344713e-07 -1.4732172057150853e-06 1.4477965475309567e-05 1.876012488132978e-05 5.509140304220032e-06 -2.5399815207731356e-07 -7.223895082180048e-08 5.299303740430037e-06 8.310465059634774e-08 3.5845656562481595e-07 5.719961838043306e-07 6.134117649726376e-08 -1.421940309647756e-07 -6.631929839846524e-08 4.602709542807761e-07 4.924264027669595e-07 -4.2658663162189897e-07 1.6404773664144157e-07 1.791837461557436e-07 6.131354200025876e-08 -4.216835128938753e-08 3.8225301919260065e-07 -4.825319852867787e-08 -5.424174861279871e-07 -3.0928814509123003e-07 -8.070433488886649e-07 -4.098553400580537e-06 2.835090562644877e-06 -3.390800178596764e-06 -5.184569715678911e-06 -1.4838914321505895e-05 -3.4064852395100716e-06
PC.PC4 7.781021239950015e-06 3.997573837067803e-07 -9.840520290314146e-06 -8.318675273331276e-06 -5.763896216098408e-06 -1.189479653009991e-06 -2.2553979287526835e-07 8.800640330126555e-08 8.310465059634848e-08 7.265963163727184e-06 9.143591585924989e-07 -5.419816272624025e-07 2.1902641629578202e-07 -8.952128898473635e-08 2.0946506932049378e-07 -3.046989299249693e-08 -2.548447849804804e-07 -1.2030477295753836e-07 1.96067120144565e-08 -6.921356368076213e-08 -1.5777506436165905e-07 2.454338772277497e-07 -1.9037813554439676e-07 -1.088967466637265e-06 3.924112880833375e-07 5.589890774747826e-07 -7.414845691998732e-07 5.653761804554361e-06 -1.1505431269124033e-05 -1.1817127104079901e-05 6.653828676531126e-07 7.838118126886455e-06 8.265060448131855e-06
PC.PC5 -3.8893518625263815e-06 6.209092713406463e-08 1.6317425629357883e-05 1.0640958855867581e-05 4.092698501199724e-06 2.813084719861859e-07 8.745220329042893e-08 2.8147618330324116e-07 3.5845656562482023e-07 9.143591585925059e-07 8.097926097702288e-06 1.2047903505582852e-07 4.6883592235530357e-07 -3.576977808522522e-07 8.10437968972882e-08 4.1861959587048225e-07 1.8361347427659413e-07 6.40195129577061e-07 1.116076253372373e-07 3.1066238516847514e-07 1.0229289099673956e-07 1.2923369912343125e-07 4.426307258440063e-08 -1.7955617006738946e-09 4.838705570107102e-07 -1.0992717409691026e-07 2.633980815815873e-07 -4.644819444739065e-06 8.214407283724844e-06 5.057544497048011e-06 5.134446366119175e-07 4.669273404238991e-06 -2.201182613416751e-05
PC.PC6 -1.3237071782074803e-05 -2.7325285038988673e-07 -4.619257338208928e-06 -2.804261094171085e-06 -8.861931247155618e-07 -2.7871579548955523e-07 -1.4876033972249348e-07 -1.4579998254984325e-06 5.719961838043293e-07 -5.419816272624027e-07 1.204790350558297e-07 9.424619447944678e-06 3.462062587297371e-07 8.535656790701732e-08 -8.680598852538902e-07 3.2866861162395897e-07 2.6676239726024054e-06 3.3073109657316544e-07 7.258694795542797e-07 7.589909706933934e-07 7.294468607460469e-07 -5.691633646662557e-07 -6.917082919307656e-07 2.4360691239640995e-07 4.080352900576482e-07 -8.226767578714686e-07 1.3590109641136506e-06 1.0146977586483302e-05 2.5600643779268943e-06 -4.974193730734316e-06 -1.3284948698419848e-05 -4.566463274487806e-06 -8.425458257281324e-06
PC.PC7 3.695459640885502e-06 -9.408347464619366e-08 -7.516636004499611e-07 -8.848187935913457e-06 -9.248976683529859e-06 -2.4644864455429843e-06 -1.5597204515883842e-07 -2.2804884407843022e-07 6.134117649726243e-08 2.1902641629578252e-07 4.688359223553009e-07 3.46206258729735e-07 7.97437223385382e-06 7.931455687740917e-07 3.5523551120843974e-08 -5.917679780203236e-08 6.307926730710664e-07 -8.094610893775427e-07 7.509335669774137e-08 7.859361096798763e-07 4.744004344132901e-07 2.0580400760519118e-07 -1.6012147515679656e-07 3.083828854048871e-07 2.15666477778034e-07 -1.879701139446796e-07 2.3513562052179135e-06 4.012996266958646e-06 1.0426568862579524e-05 5.575414151374109e-06 1.2148583709243175e-07 -2.863829588080269e-06 -1.170010909344402e-05
PC.PC8 2.593990579582477e-07 -3.9232987648659886e-08 1.4592021744893435e-05 1.4444820878842037e-05 9.508066213301094e-06 2.035955644117675e-06 1.5970615065159974e-07 -3.8414087095322044e-08 -1.4219403096477536e-07 -8.952128898473422e-08 -3.576977808522512e-07 8.535656790701616e-08 7.931455687740907e-07 9.990756445317815e-06 1.0634836216683734e-07 -9.477181268274054e-07 2.2305365324149973e-07 -8.658284600630585e-09 1.2813369929127011e-07 -7.309872322741704e-08 5.755556127190014e-08 2.805425408722106e-07 -1.9570697038707017e-07 -4.5689551440083087e-07 2.980827611698022e-07 -1.7621724400423237e-07 1.4507187775011127e-06 -5.380277862586041e-06 -8.049603394931866e-06 1.1757333340207843e-05 6.009063786529745e-06 -1.7381881329164997e-07 1.4610217139965065e-05
