 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0002518466903975793 1.911428188272437e-06 -1.7162889301469865e-06 -9.004927289984106e-06 4.149373349981224e-06 5.453511032335026e-06 3.918077718933612e-07 1.6016352409855025e-06 -8.259351962994518e-07 6.648168793829269e-07 1.8957354070541603e-07 4.2616868445717963e-07 -1.3805896859630688e-07 2.3292537238844632e-07 -4.6386334956736125e-08 2.301412725318249e-07 7.612440991958267e-07 8.48830949443185e-08 -7.022853618821872e-07 -4.9018954340879306e-08 -6.792356179276176e-07 4.117422425632778e-07 1.3699015873105216e-06 -8.900254147999374e-09 9.165399324994062e-08 -7.901361645098505e-07 2.2451169741530998e-06
AGE 1.9114281882723903e-06 6.217109767318783e-07 4.90426973735093e-07 5.450084459589951e-07 -6.571649786099406e-07 -4.447634637779894e-07 -1.953212290198047e-08 6.072408976299685e-08 -2.7820018408648838e-08 2.9878939322857946e-08 7.193827521022095e-08 3.246995524110224e-08 -5.184663970403425e-08 1.4534629410182481e-08 6.697143445270261e-09 4.49334338187124e-08 5.8596112790425656e-08 3.750193256014389e-09 -5.8157570120521756e-08 1.3845586566801964e-08 2.7903731698576724e-09 -1.5543706075608972e-08 2.8780253311449225e-10 -9.362852216893482e-09 1.4751089291022693e-08 -3.576058175740478e-08 -1.7021437754959763e-07
sex -1.7162889301467947e-06 4.904269737350801e-07 0.0009643308045787334 7.602043199792228e-05 -0.00025633186607912166 -6.155060410209912e-05 2.46443298504637e-07 2.7849994958859376e-07 -2.433237948884175e-07 1.1132761357889408e-07 1.4102792207074634e-06 -7.234594098918519e-07 -2.823158889157568e-07 1.7314076480423323e-08 -3.070765484741378e-07 -2.393771860388616e-07 4.3849161635280457e-07 -5.256624762152421e-07 -2.3661292316391198e-07 3.2877590773956224e-07 -1.8767126468423945e-07 -7.528140733824088e-07 -1.289849215874271e-07 -5.366582254751245e-07 -2.825062938858908e-07 5.356686301919086e-07 2.236976369525963e-06
age_sex -9.004927289984153e-06 5.450084459590076e-07 7.60204319979269e-05 0.0004886258648868118 -5.801359096727997e-05 -0.0001749521003354851 3.498954798874755e-07 2.1905302984743737e-07 -4.6113182763611414e-08 3.8906606010150915e-07 3.974612068584073e-08 1.7431041704098563e-07 -2.834142817384444e-07 9.118573269111692e-08 -4.3718804451167865e-09 8.942881990280766e-07 -6.672405559839101e-07 -1.4730099329531656e-07 5.819978458714934e-07 7.718938328576704e-08 -2.344286135262658e-07 -7.64067974080368e-08 -5.992203761654875e-07 -4.032480689470159e-07 1.2784558169274058e-07 1.529300442292877e-07 -5.432899445431746e-06
age2_sex 4.1493733499811244e-06 -6.571649786099399e-07 -0.0002563318660791234 -5.8013590967277815e-05 0.00015029397427331238 5.162086758136479e-05 2.961029305193835e-09 -9.031707975046143e-08 1.848675088787271e-07 -9.152967738724555e-08 -4.744807124168435e-07 1.5623394306176797e-07 1.4333126743658065e-07 -7.939543671703833e-08 1.159790295017146e-07 4.43735810014157e-08 9.075213345516455e-08 1.629389146268733e-07 1.707039155108295e-07 -2.950616456217737e-07 2.3369582716281784e-08 -4.5571745176676045e-08 2.1901570093235757e-07 1.3651335720503512e-07 8.125886122596225e-08 8.239913879948294e-09 2.303491277874841e-06
age3_sex 5.453511032335022e-06 -4.4476346377799546e-07 -6.155060410210153e-05 -0.00017495210033548488 5.162086758136576e-05 9.00325650506082e-05 -6.726312105755603e-08 -4.917725520111739e-08 1.406197674609632e-07 -1.1881634902759164e-07 -1.2506756944005335e-07 -4.0062050415531574e-08 1.0820127048110671e-07 -1.2215533509460976e-10 -4.3928462449181595e-08 -2.860830575335562e-07 2.82332767406566e-07 -1.3601430430027562e-08 -2.597835889695744e-07 -1.3532544838545583e-07 5.399018890011281e-08 -5.300461677794388e-08 6.067371119377483e-08 7.800215117672766e-08 -8.583578366198115e-08 5.3046495625357403e-08 1.9830699389123584e-06
PC.PC1 3.918077718933666e-07 -1.9532122901980413e-08 2.4644329850464103e-07 3.498954798874723e-07 2.96102930519265e-09 -6.726312105755506e-08 4.781499787345225e-07 -2.0198805812068772e-08 2.054728722568212e-09 -1.0357184218616493e-08 -4.017094789014534e-08 6.173803117408472e-09 -5.7678630777081866e-09 2.302456329248038e-08 3.9848651397316824e-08 -1.1947411132832754e-08 -1.2796750705837412e-08 1.6012539025129464e-08 -5.6768215278402106e-09 -2.343098580493883e-08 3.567973319507643e-08 7.009420395839385e-09 1.1286485011490576e-08 -2.00775160177741e-08 -9.017770338702148e-09 -6.573427608497906e-09 4.511889908762165e-07
PC.PC2 1.601635240985625e-06 6.072408976299767e-08 2.784999495885938e-07 2.1905302984742414e-07 -9.031707975045945e-08 -4.9177255201111644e-08 -2.0198805812069222e-08 9.118608577024875e-07 -4.139494211731279e-08 4.75709405995611e-08 1.8084114578329508e-08 -1.2355373476523337e-08 -4.032331510138195e-09 -2.3907635088498764e-08 1.7163988302428462e-08 1.9509438863829376e-08 2.6928819998666206e-09 -1.5314817584826364e-08 -1.3219083177492254e-08 -9.95261198889919e-09 -2.532863906878005e-08 4.848768145005371e-08 7.360051094236978e-09 9.497592745816562e-09 6.557161819104191e-09 1.2252960468114991e-08 3.44003304223991e-07
PC.PC3 -8.25935196299419e-07 -2.782001840864874e-08 -2.433237948884229e-07 -4.611318276361171e-08 1.8486750887872942e-07 1.4061976746096399e-07 2.0547287225676895e-09 -4.139494211731264e-08 1.0343982892093044e-06 1.4776140548200974e-08 5.32928792390946e-08 6.2024281054492805e-09 1.9506927660819067e-08 -5.3440679698579507e-08 3.262171408485428e-09 3.7243858286682126e-08 -8.579932428045401e-09 -1.2428770192697037e-08 -3.737865720891738e-09 3.344756988315485e-08 2.299234287109466e-08 -4.646093536085123e-08 -4.073861882045095e-09 6.287581355451669e-08 2.067095314945506e-08 5.1358817611572065e-09 -9.989248279700914e-07
PC.PC4 6.648168793829339e-07 2.987893932285801e-08 1.1132761357889513e-07 3.8906606010150136e-07 -9.152967738724511e-08 -1.1881634902758852e-07 -1.0357184218616852e-08 4.757094059956049e-08 1.4776140548201362e-08 1.3150068116293389e-06 9.993347832785834e-08 -4.286807816775674e-08 1.1418951859028268e-07 4.791189199483029e-08 8.969096690949762e-09 -2.3465653158308765e-08 -1.378526765925494e-08 4.493852932065254e-08 -2.0616172677567846e-08 4.165176896590317e-08 3.058713258480659e-09 3.740103787082143e-08 -8.53883271504574e-09 1.1141169295508035e-08 -8.548024270578693e-10 -4.026650666055864e-08 -5.941293020269122e-07
