 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.0007560421193633409 2.7734085327538762e-05 -0.00012859661371191608 0.00016755276769244993 0.000389079157487439 0.00014366815433376263 -8.127270216683815e-07 4.355479181748545e-06 -1.6994949352052701e-06 2.636543754285953e-06 -1.1174435045714585e-06 -3.7793232033412255e-06 -1.455290238545055e-06 5.241505062439262e-07 -4.127898109260199e-07 4.7343291907278655e-08 -3.760021725845025e-06 -1.433365821137403e-07 -3.4249345688874377e-06 -1.2048470946189476e-06 -1.8766332844927269e-06 5.883681543760236e-07 1.340062406361468e-06 8.649021076753063e-07 -1.370938013929775e-06 1.1234945670125185e-06 3.1730856078990236e-06 3.16017184975186e-07 2.6922214472048534e-06 3.2524671737192876e-07
AGE 2.7734085327538782e-05 1.8625466085202085e-06 -1.3118234035579933e-06 -2.3995991908082466e-06 -1.8180236777290548e-06 -2.0728112269702008e-07 -5.625418173138633e-08 2.5726712965841945e-07 -9.280895638676806e-08 1.2448712072530572e-07 4.523594937798539e-08 -7.40955507920424e-08 -9.536769100998645e-08 7.27060968375823e-09 -2.137983628321079e-08 8.371565506566993e-08 -8.418325033577105e-08 -7.017598639953084e-08 -1.8257369419115975e-07 -9.153697205895735e-09 -3.87074469431528e-08 -3.544060252548811e-08 9.574103677506975e-08 6.50692841581314e-08 -7.50599507655918e-08 -3.178711534234499e-08 -4.264692491411388e-07 1.7085155806642257e-06 -1.0924716325394814e-06 -1.3930476113653226e-06
sex -0.00012859661371188356 -1.3118234035580215e-06 0.00292253349416581 0.0007746250382422844 -0.0011814244370883821 -0.0005761568974908918 -3.711727041000311e-08 1.3627068101947736e-07 -4.805953589090679e-07 7.393146069195824e-07 1.742503817591921e-06 7.2032452002072e-07 6.218660797119268e-07 -1.2640988948956885e-06 -1.5214436807627278e-06 1.7521859533376457e-06 1.8688954056391535e-06 5.301137882803542e-07 6.768060573726888e-07 3.7566094309331497e-07 -6.179488907144984e-07 -1.4444226288273799e-06 -1.265442771829947e-07 -1.4300739249083064e-06 -8.951738390113513e-07 5.871734549074253e-07 -1.1827257078811412e-05 2.6358478898438945e-05 -3.027869368393499e-05 2.7821279382504937e-05
age_sex 0.00016755276769248148 -2.3995991908081348e-06 0.0007746250382420641 0.002243386978709844 0.0018145508788682866 0.0003717087192792259 1.348352551965789e-06 2.751524612128644e-07 2.0441348470112513e-08 1.1496668292433704e-06 -1.7114490103724417e-07 5.229547718359196e-07 -1.2759548602790864e-06 2.251551846745955e-06 -8.689157696795822e-07 6.89983275191912e-07 5.156885696313108e-07 2.1126426058102505e-07 6.316679399807706e-07 -6.494689410678459e-07 -7.721079199974052e-07 9.765000364312819e-07 -1.3286932534885759e-06 -4.568509461276154e-06 -7.398729214441865e-07 -6.253308959958429e-07 -1.9964783319186906e-05 7.226763734267955e-07 2.2787892494644765e-05 2.2919515197236684e-05
age2_sex 0.0003890791574874432 -1.8180236777288088e-06 -0.0011814244370886723 0.0018145508788680236 0.003784350287880524 0.0013172348707182304 7.1091249431314e-07 -4.9099535754006604e-08 -4.620370663066484e-07 3.992396972071061e-07 -1.0857698610157066e-06 -7.541008087126691e-07 -1.467261461199505e-06 3.6823011099844674e-06 -3.2458630875402473e-07 -4.1317089804897305e-06 1.771062956609481e-06 4.450364241949201e-07 -1.5976674992988936e-07 -5.705895205816706e-07 -1.9979721688195412e-07 3.1717479677125094e-06 2.203675268460222e-07 -4.703786781949858e-06 -1.5933086843811722e-06 -6.015489941129349e-07 8.537004126264183e-07 6.061728748692021e-06 5.3179289865660554e-05 -4.8844863784699016e-05
age3_sex 0.00014366815433375873 -2.072811226969281e-07 -0.0005761568974909797 0.0003717087192791099 0.0013172348707181818 0.0005295795350866603 -1.3865329636269173e-08 6.008746255805251e-09 -2.8299153412239804e-07 3.380699901657342e-08 -3.350282353786382e-07 -5.753247072587026e-07 -3.299291589722106e-07 1.1353120715031287e-06 -1.1426919810847111e-07 -2.168661949992167e-06 7.947677364253488e-07 -2.9927952400242906e-08 -2.9693442138014113e-07 -1.349447206283358e-07 -7.262923020301166e-08 1.236842057844764e-06 4.594163355642638e-07 -1.3127806289600115e-06 -7.502005127845925e-07 -7.897806594713697e-08 4.028864566164895e-06 7.642855267027051e-06 1.1170555712103031e-05 -2.5498885932648174e-05
PC.PC1 -8.127270216683791e-07 -5.6254181731386285e-08 -3.71172704101088e-08 1.3483525519656229e-06 7.109124943131508e-07 -1.3865329636227015e-08 6.921208989351546e-07 1.546695861065143e-08 -2.9441795556586985e-08 -9.387718099477478e-08 4.460249209964334e-08 -5.003251997574674e-09 -6.834981975494832e-08 6.8267496988435e-08 9.79598378609896e-09 3.508503325923529e-08 1.5294880268999043e-08 7.127911365663063e-08 -4.04873670518258e-08 -4.8404034540611856e-08 2.7874665287731824e-08 -7.791610364872013e-08 -5.910202107290315e-09 8.325867166977585e-09 9.381470070337581e-08 -1.1079798039522919e-07 3.157992537313307e-07 8.021073187229924e-08 1.844837748526969e-07 4.928028052457193e-07
PC.PC2 4.355479181748502e-06 2.5726712965841754e-07 1.3627068101932844e-07 2.751524612128358e-07 -4.909953575392694e-08 6.008746255841926e-09 1.54669586106509e-08 1.1492440174925395e-06 -6.94638694056755e-08 7.572644444956392e-08 6.673559637909676e-08 -4.954507463858207e-07 -8.795279214048366e-08 -5.97446180916804e-08 -4.1079803203289226e-08 -2.5929027419412283e-08 -3.80329341581825e-07 -1.7307087428537405e-07 -4.145550077084886e-08 -1.131953633516777e-07 -1.1195309264170585e-07 1.9454623544187113e-08 -7.746124918393686e-08 -3.239511618227385e-08 -1.4809308351719235e-07 6.193196757866206e-08 4.507832944660937e-08 2.024412992209591e-06 -1.4827938196729318e-06 4.247183388828969e-08
PC.PC3 -1.6994949352052652e-06 -9.28089563867683e-08 -4.805953589089491e-07 2.0441348470262233e-08 -4.6203706630657984e-07 -2.8299153412239465e-07 -2.944179555658722e-08 -6.946386940567496e-08 1.273712740407358e-06 5.478733942930826e-08 7.320236601309588e-08 1.756269384039056e-07 9.639358667020295e-08 -3.2727717756809644e-08 1.2946743995082762e-08 5.056837310491604e-08 1.5065628244006582e-07 -8.749806434975196e-08 1.7044741745296232e-08 8.656107463426055e-08 5.0181323538008486e-08 -1.083942044594352e-08 6.30677402009302e-08 2.4552594771472193e-08 -3.3727938950174326e-08 -3.9311447640358444e-08 -1.1156051656607371e-06 7.620453369525255e-07 -3.1882686289854086e-06 4.142547162151312e-07
PC.PC4 2.636543754285869e-06 1.244871207253017e-07 7.393146069192693e-07 1.1496668292432863e-06 3.9923969720728466e-07 3.380699901666148e-08 -9.38771809947746e-08 7.572644444956372e-08 5.4787339429307934e-08 1.6862820777946528e-06 1.790927516464007e-07 -2.0764758780903766e-07 1.526811888958193e-07 8.164015641200181e-08 4.739419744059333e-08 -7.459781841794712e-09 -1.3290959809898002e-07 2.3682741055371534e-08 -3.260809039987721e-08 5.227589352947652e-08 -1.336360806008533e-08 8.910244873861866e-08 -4.633834920141479e-08 -1.0686259814019056e-07 1.325771368297164e-07 1.332292577788945e-07 -9.466662936001382e-07 -1.510008664617435e-07 -9.048566181552814e-07 6.584708953511232e-07
