 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00031048739758684937 2.3194174782740853e-06 -1.686222169019699e-06 -1.0429938576220943e-05 4.514871669282913e-06 6.258773111272643e-06 5.017091918525054e-07 2.0412015096447444e-06 -1.122043074706313e-06 8.516591358114649e-07 1.9448693104719527e-07 5.644782847672928e-07 -7.708615683465505e-08 2.522611491429253e-07 -2.4691304089141073e-08 2.9949519738966337e-07 9.433952880181989e-07 1.643588877092046e-07 -8.989712990130359e-07 -5.052473634047013e-08 -8.151145668852507e-07 5.097753025267764e-07 1.703504854873264e-06 3.441484865483151e-09 1.6407817853364606e-07 -1.0146278001171712e-06 -2.7856128000442616e-06 1.514442906465298e-05 -5.020366527093056e-07
AGE 2.319417478274079e-06 7.428487867106219e-07 5.849462483050124e-07 6.616831177294585e-07 -7.816157226231106e-07 -5.363932115201898e-07 -2.278352979381358e-08 7.372852813695938e-08 -3.670953075945822e-08 3.433127427085796e-08 8.4192117421748e-08 3.70417266379976e-08 -6.299132734858261e-08 1.7437550852709907e-08 6.312293135886664e-09 5.3601687686280985e-08 6.978060558309791e-08 6.56883771407166e-09 -6.971414319079366e-08 1.680601423726947e-08 5.5831903740018066e-09 -1.9292034877016652e-08 -6.103694124560471e-11 -1.2500860573251016e-08 1.8907075808367838e-08 -4.1512844908168396e-08 -4.0853989199897494e-07 -9.822790087507528e-08 6.786459873246066e-07
sex -1.6862221690198512e-06 5.849462483050254e-07 0.0011451158855294487 9.079541462243356e-05 -0.0003036815058421695 -7.291617702899726e-05 2.93288657804788e-07 3.330099849412118e-07 -3.2565084325985176e-07 4.776292525163352e-08 1.6242794579545364e-06 -8.853613718414205e-07 -3.8281475505681766e-07 2.8379438588731476e-09 -3.8065663198017454e-07 -2.730128619218432e-07 5.081308030622482e-07 -5.782969042631253e-07 -2.8434640574886597e-07 3.994702720658266e-07 -2.7039425260754443e-07 -8.698084976810972e-07 -2.0626020046675727e-07 -6.578062125899928e-07 -4.012190132910089e-07 6.756131491761149e-07 8.130886379931841e-07 -7.96043139915204e-06 1.305380626036057e-05
age_sex -1.0429938576220944e-05 6.616831177294557e-07 9.079541462243208e-05 0.000580599683918287 -6.904547041789893e-05 -0.00020793216083229833 4.428264657691113e-07 2.7237832410241355e-07 -1.1053828692688482e-07 4.730226866633843e-07 4.8007035094192256e-08 2.2632926193830425e-07 -3.5335944853973426e-07 1.1875179162152075e-07 7.244454410501787e-09 1.0658955806547134e-06 -8.106428919870121e-07 -8.42167060011662e-08 6.810690968585488e-07 7.220171285819085e-08 -2.875739740007949e-07 -7.121962302735071e-08 -7.405621722301152e-07 -4.782126226778847e-07 1.4334319947843557e-07 2.165090653781761e-07 -1.0041586265935283e-05 4.4886711288424295e-06 6.140907904952143e-06
age2_sex 4.514871669283036e-06 -7.816157226231096e-07 -0.0003036815058421673 -6.904547041789903e-05 0.00017772377597451584 6.100967947576954e-05 -1.9186954038051887e-08 -1.1470733590060417e-07 2.624298737044375e-07 -9.16240694637234e-08 -5.157628842150433e-07 1.8538878930311958e-07 1.6587442788352957e-07 -9.894930663645818e-08 1.2807693610187058e-07 2.6918447020320115e-08 1.1765939300541911e-07 1.8659548284482406e-07 2.0129682382332553e-07 -3.5399966043995993e-07 4.2983234152660494e-08 -6.122164695682831e-08 2.7781187512690057e-07 1.6900191986148406e-07 1.0924416775569428e-07 1.7371713000054352e-08 7.554764912359441e-06 -4.2853800574172896e-06 -8.16695256554092e-06
age3_sex 6.258773111272682e-06 -5.363932115201864e-07 -7.29161770289958e-05 -0.000207932160832298 6.100967947576927e-05 0.00010683192447419302 -9.825864673452617e-08 -6.696568231779235e-08 1.993459851696878e-07 -1.3587470368925517e-07 -1.272240081405433e-07 -5.064266810562841e-08 1.302072745213818e-07 8.289512261002045e-10 -6.125029561574363e-08 -3.5042446764737467e-07 3.4322629623288794e-07 -5.146290183519228e-08 -3.0372325201798655e-07 -1.5586118387844715e-07 6.640989032778388e-08 -6.420167891309068e-08 8.863662406764089e-08 9.872506540855977e-08 -9.730299903417942e-08 6.287481582975536e-08 5.867259373809426e-06 -4.649499646125501e-06 -4.86307285752231e-06
PC.PC1 5.017091918525127e-07 -2.2783529793813536e-08 2.9328865780479316e-07 4.4282646576911295e-07 -1.918695403805444e-08 -9.825864673452717e-08 5.887074356154567e-07 -2.3637218683657065e-08 -3.2574538489008976e-09 -1.2484294858642256e-08 -5.018574846580748e-08 8.524927094623712e-09 -2.8180213320394937e-09 2.931467389032086e-08 5.128904159426883e-08 -1.4447954642078982e-08 -1.6933679025079525e-08 2.1988488901926338e-08 -6.162852932312671e-09 -2.8468289612733086e-08 4.5705945275772816e-08 9.845741753946746e-09 1.2847320141735471e-08 -2.5324336777044637e-08 -1.0599805918897581e-08 -6.547374608506611e-09 7.79878789612201e-08 7.734412631091566e-07 4.990989864740962e-07
PC.PC2 2.0412015096446746e-06 7.372852813695904e-08 3.330099849412113e-07 2.723783241024163e-07 -1.1470733590060642e-07 -6.696568231779447e-08 -2.363721868365725e-08 1.1307613866935488e-06 -5.6960157808559416e-08 5.707854435229308e-08 1.7175440156305016e-08 -1.2382392662233321e-08 -1.9652022402745903e-09 -2.9131795787471377e-08 2.3537602638702313e-08 2.277611245171357e-08 2.89968413787389e-09 -1.969071457616818e-08 -2.0572586413431347e-08 -1.1886113536848153e-08 -3.0113653857588235e-08 6.036562389856727e-08 1.139969632331674e-08 1.3034768572549564e-08 7.606120079404398e-09 1.4308133843718682e-08 -1.817094756756949e-07 6.958821526182284e-07 9.140706148459305e-07
PC.PC3 -1.1220430747063317e-06 -3.670953075945855e-08 -3.256508432598469e-07 -1.1053828692688473e-07 2.6242987370443645e-07 1.9934598516968785e-07 -3.257453848901661e-09 -5.6960157808560415e-08 1.2760312325239589e-06 1.583891549577124e-08 7.009486857065578e-08 6.957301372199659e-09 1.8049895300220474e-08 -6.801490651784011e-08 4.937765277111365e-10 4.587898409184556e-08 -9.88456168487404e-09 -2.0339391094274032e-08 -2.4405536380737767e-09 3.865472717559604e-08 2.4435694368548968e-08 -5.8512640851887995e-08 -2.405454864407057e-09 7.869833371274199e-08 2.224463826555531e-08 7.676832094969337e-09 -1.340664283098129e-07 -1.4537469206870599e-06 -1.3579404320741267e-06
PC.PC4 8.516591358114744e-07 3.433127427085823e-08 4.776292525163547e-08 4.730226866633873e-07 -9.162406946372538e-08 -1.358747036892574e-07 -1.2484294858642269e-08 5.7078544352292555e-08 1.5838915495771914e-08 1.6148861300849458e-06 1.2111186001768443e-07 -5.1353757784353875e-08 1.3160942899356384e-07 5.6373985564926206e-08 1.0245739700457766e-08 -2.5768024251706217e-08 -1.6494968974551173e-08 5.414743862945106e-08 -2.5781058518412966e-08 4.948243287552528e-08 1.8465611498287211e-09 4.6184656804450565e-08 -7.112990040284465e-09 9.070196265946332e-09 -3.5266403266661223e-09 -5.0453855087468665e-08 -4.238595208989454e-07 -3.8543397965712605e-07 -4.0812268063314925e-07
