 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00035527921155790705 2.7852417208042973e-06 -2.0585549852050495e-06 -5.326803959791185e-06 2.3135195633771277e-06 3.4878594157820896e-06 9.813729513075311e-08 2.7124683240303197e-06 -2.5850301054792636e-06 1.0271395666348413e-06 -1.0580839189948351e-07 7.143328506997312e-07 3.7642942509118407e-07 2.315948895159014e-07 3.139489122063053e-08 5.449644473699637e-07 9.231417857253186e-07 1.3452585662705581e-08 -1.3528576254323251e-06 -1.3765275042926337e-07 -7.353778846968836e-07 3.290076058884493e-07 1.9269085878717863e-06 2.648178167738611e-07 2.257893436247499e-07 -1.1383276289794054e-06 -2.8462661361288423e-06 1.0675161097615993e-05 -4.861106114340617e-07
AGE 2.7852417208042842e-06 6.455303573225002e-07 3.8347440877837577e-07 5.497791663344797e-07 -5.159518044089239e-07 -4.2507390729582564e-07 -2.015040382014906e-08 6.048514804509978e-08 -4.6735271439155744e-08 2.425078705661595e-08 5.937191795578488e-08 2.282172993473825e-08 -5.5111653991781345e-08 1.0076399183224941e-08 1.3461150709444625e-08 4.934719190371466e-08 6.739142285776395e-08 -3.5532177334056534e-09 -5.8295280644865847e-08 1.3656127928715492e-08 2.3785216553876845e-09 -7.669925081130415e-09 1.4305906996639485e-08 -1.6107926908109883e-09 1.5384047115597527e-08 -3.648013356590048e-08 -2.175078917779232e-07 -2.4019958832746165e-07 4.0437024866323825e-07
sex -2.058554985205075e-06 3.834744087783729e-07 0.0007634030754480067 5.912022770241019e-05 -0.00020331093217236033 -5.079890210933473e-05 1.884501526790973e-07 2.735827905101123e-07 -1.7871432299224322e-07 1.1722863211801897e-07 7.244448660949598e-07 -5.355594058486902e-07 -2.7113901552442044e-07 1.4901940077351648e-07 -4.155542243286906e-07 -2.8058725099207165e-07 1.6677751205593132e-07 -1.447567638842819e-07 -1.0721338746413669e-07 4.672544690185392e-07 -2.378811404982172e-07 -5.2489224908805e-07 -2.2453408144967547e-07 -2.746557927241873e-07 -4.3706136397491474e-07 4.0856506608141443e-07 -5.063074103814463e-06 -4.807540163998362e-06 1.1334965199916523e-05
age_sex -5.3268039597912415e-06 5.497791663344671e-07 5.912022770240886e-05 0.00037554905936200596 -5.264108828126189e-05 -0.00013145037497287095 3.6001162356484007e-07 4.5397739540862996e-08 1.3719179248165087e-07 2.6914428403828003e-07 -1.266371508574139e-07 -3.718827294981334e-08 -3.8465850188526973e-07 7.938110262068917e-08 2.669754109258584e-07 1.1504031456485965e-06 -6.555255910036493e-07 -2.3629020929593536e-07 4.3944474390310846e-07 9.15372771191393e-09 -5.212705270475266e-07 -1.0446720876827196e-07 -8.489499195253135e-07 -7.935056171726753e-09 1.3330314362397148e-07 2.507453712724046e-07 -4.835496867345843e-06 3.58184180932734e-07 3.1916281194326065e-06
age2_sex 2.3135195633771646e-06 -5.159518044089216e-07 -0.00020331093217235987 -5.264108828126289e-05 0.00011995525834013969 4.388161102374072e-05 -7.520803560855118e-08 -1.0775970021741706e-07 1.4474717545558548e-07 -9.695710312158948e-08 -8.113229167134792e-08 9.264007517262581e-08 1.7760366226765704e-07 -6.146908851759929e-08 1.8549863307218296e-07 -6.137573164655601e-08 1.577663579978601e-07 7.728518526073243e-08 3.933401131679407e-08 -2.671828553427181e-07 8.046384953551586e-08 -1.659749215202662e-07 1.2639028880342115e-07 -1.3315374910652393e-08 -3.898259363442054e-08 -2.2261889560135618e-08 5.796796676240464e-06 -2.7900622940827225e-06 -5.057274135420033e-06
age3_sex 3.487859415782126e-06 -4.2507390729582093e-07 -5.0798902109334245e-05 -0.00013145037497287165 4.3881611023740463e-05 6.679550370326551e-05 -1.0535236056575706e-07 5.500163687054352e-08 3.5691605796926054e-08 -3.850219568730033e-08 2.316521306638559e-08 5.20905308161299e-08 1.3947994358009417e-07 -3.8535754553241955e-08 -7.946861444823244e-08 -4.0456142960152845e-07 2.9767479226916797e-07 6.838756132930813e-08 -2.1146096161343334e-07 -8.174001958519281e-08 1.338949424964047e-07 -2.6812642369272965e-08 2.211062756455623e-07 -8.872086255072695e-08 -1.0716701395347337e-07 -1.4421388857735291e-08 3.541218203102394e-06 -2.6471403109606132e-06 -2.8558133905725277e-06
PC.PC1 9.813729513076892e-08 -2.0150403820149016e-08 1.8845015267909458e-07 3.6001162356483907e-07 -7.520803560854943e-08 -1.0535236056575568e-07 6.546738395332602e-07 -3.015745807934463e-08 -5.9556093466798256e-08 -2.011087411054708e-08 -5.116469385084833e-08 1.2636280223721889e-08 1.1539524834546338e-08 3.652957174994526e-08 6.468351415329125e-08 -6.362544082370929e-09 -2.868369772247562e-08 1.6328085913987844e-08 2.0378076239601746e-10 -3.835086844409166e-08 5.250989691406178e-08 1.200256707059613e-08 1.041333656102085e-08 -1.536360879970147e-08 -9.646538642443291e-09 -3.098627828990902e-09 -1.6382992545701694e-08 7.369962819817475e-07 5.726246246427065e-07
PC.PC2 2.712468324030328e-06 6.048514804509975e-08 2.7358279051011014e-07 4.5397739540853724e-08 -1.0775970021741527e-07 5.500163687054721e-08 -3.01574580793452e-08 1.343770532730422e-06 -8.840638174127179e-08 8.007949714812274e-08 1.4492939330206904e-08 6.701614109137358e-09 -2.5982027980697373e-10 -5.62213782620413e-08 3.113928812643367e-08 9.546796826989625e-09 -2.94559400297845e-08 -2.4526630485593182e-08 -5.234632334399873e-08 -3.062036064116127e-08 -3.388543712316166e-08 6.062902107248517e-08 1.4995369526736707e-08 1.1588550931003738e-08 1.009709532867995e-08 1.8886274216317262e-08 -9.853921621732132e-08 6.534462607065266e-07 8.775112613221437e-07
PC.PC3 -2.5850301054792145e-06 -4.6735271439155056e-08 -1.78714322992244e-07 1.371917924816479e-07 1.4474717545558624e-07 3.569160579692768e-08 -5.955609346679855e-08 -8.840638174126978e-08 1.3227619144382372e-06 3.3508174476840203e-09 9.21624651491721e-08 -1.9038694494285863e-09 3.155716003916472e-08 -8.789004487498255e-08 6.7469226795606005e-09 2.2023401020838807e-08 -1.003583440371589e-09 -2.9183457447602812e-08 1.096812289315614e-08 4.540841885629488e-08 4.4937634451924024e-08 -6.557084072701186e-08 3.0500348591463626e-09 6.511777092381418e-08 2.2294847965554095e-08 -8.02359433714812e-09 -2.045495302350218e-07 -1.4693864304863068e-06 -1.4677322169679091e-06
PC.PC4 1.027139566634848e-06 2.425078705661583e-08 1.1722863211801951e-07 2.6914428403828193e-07 -9.69571031215903e-08 -3.850219568730122e-08 -2.0110874110547498e-08 8.007949714812362e-08 3.3508174476832795e-09 1.8136219564877437e-06 1.353744802695612e-07 -4.907324746872348e-08 1.118126728255614e-07 7.909633636401425e-08 2.6162095303820964e-08 -1.7575551484870786e-08 -3.677138575275917e-08 6.606110716698594e-08 -2.8651188212578304e-08 6.226902493357822e-08 -6.434253115225201e-09 4.690138034558832e-08 -3.795261220982814e-09 -8.09458851834341e-09 -1.1659661787377235e-08 -5.212313302039834e-08 -3.595639767498886e-07 -5.079156470283526e-07 -3.784815258242819e-07
